Basis,Coeff
(Intercept),10.0586
h(17.07-x4),-1.05349
h(x6-33.18),-0.224967
h(x0-14.23),7.26694
h(14.23-x0),-4.43311
x1,3.76718
h(x4-102.53),-1.43966
x5,1.19733
h(x4-234.12),2.07996
h(216.22-x4),-5.95318
h(68.26-x4),1.03053
h(109.44-x4),0.959004
h(349.41-x4),1.28655
h(x4-263.41),-4.35577
h(263.41-x4),3.35451
h(x6-69.17),-0.902506
h(145.95-x6),-0.0854038
h(x6-15.06),0.323795
h(x4-236.54),1.36187
h(223.17-x4),4.04944
h(229.42-x4),-3.63384
h(269.58-x6),0.0727492
h(x6-52.94),0.558491
h(x4-214.4),3.41747
h(x4-340.36),-0.255018
h(354.5-x4),-1.13396
h(62.16-x6),1.22018
h(x6-73.78),0.521588
h(30.61-x4),0.333142
h(55.35-x6),-1.36032
h(x4-206.84),-0.305088
h(9.99-x4),0.640468
h(x4-65.71),-0.667808
h(351.55-x6),0.244886
