FOC,PERC
34.56,11.720491
34.56,9.727025
31.68,1.4049357
33.12,5.904638
33.12,3.3311915
34.56,12.651141
33.12,6.214444
34.56,6.9449015
33.12,5.6603336
33.12,5.275823
34.56,9.007696
33.12,5.507533
33.12,6.3134274
34.56,8.063614
33.12,5.4166975
33.12,4.6060166
33.12,0.08099321
33.12,8.030434
33.12,3.2793958
33.12,7.035825
33.12,5.8482585
34.56,7.3816047
33.12,5.5862913
34.56,8.485096
33.12,7.2443256
33.12,4.9330187
33.12,12.373613
37.44,16.383951
36.0,15.019396
33.12,7.35731
33.12,6.387729
33.12,5.7045794
33.12,4.392235
34.56,11.232219
33.12,7.014183
33.12,4.7595034
34.56,10.45637
33.12,8.25108
33.12,5.281277
34.56,10.013779
34.56,11.411551
33.12,7.3904233
33.12,4.871767
34.56,8.680897
31.68,1.1988722
33.12,7.7002635
34.56,7.3639436
33.12,3.6363556
33.12,7.97289
33.12,6.0660253
34.56,10.473644
33.12,9.747093
33.12,9.320353
34.56,9.918704
34.56,9.463352
33.12,8.081618
34.56,10.693294
33.12,5.4944944
33.12,8.0944605
33.12,7.0660934
33.12,5.2529144
33.12,3.3538353
33.12,5.9555693
33.12,5.2086573
33.12,8.91636
34.56,13.245526
37.44,17.480213
36.0,13.277329
33.12,5.3793683
33.12,11.761131
33.12,8.302064
34.56,10.129588
33.12,9.427451
33.12,6.825141
34.56,12.99954
34.56,13.537473
34.56,14.097303
36.0,13.852088
33.12,8.924342
34.56,11.183354
34.56,13.0670595
34.56,11.441779
34.56,11.354955
34.56,19.086617
33.12,23.394854
33.12,9.860285
34.56,16.127161
34.56,15.35548
33.12,14.7834835
34.56,15.134314
34.56,18.761797
33.12,11.288273
34.56,20.788708
33.12,10.00447
33.12,4.0516763
33.12,9.043062
34.56,11.616944
34.56,15.881403
33.12,8.966836
33.12,10.852042
34.56,9.028912
33.12,5.12069
34.56,12.210883
37.44,16.655046
36.0,13.064544
33.12,4.542565
33.12,6.616024
34.56,8.101816
33.12,3.7215416
33.12,4.8461456
33.12,5.6777024
33.12,4.393536
34.56,7.869827
34.56,8.799726
33.12,4.624094
34.56,11.505683
33.12,6.135829
33.12,5.225813
33.12,6.6538887
33.12,3.2710454
34.56,8.134786
33.12,5.5348644
33.12,6.438143
34.56,11.408472
33.12,5.04526
33.12,7.3641973
33.12,6.389826
34.56,6.1367946
33.12,6.2798767
33.12,4.7442074
33.12,6.0769444
33.12,8.049564
33.12,3.5666268
33.12,8.586374
33.12,8.705031
34.56,8.202796
38.88,31.809366
36.0,28.15414
36.0,27.730974
36.0,22.896355
36.0,24.880856
36.0,26.624838
37.44,29.187847
37.44,33.091248
38.88,34.678158
40.32,34.282894
38.88,31.291553
37.44,28.876343
38.88,31.249533
38.88,31.652155
38.88,32.631664
38.88,34.858944
38.88,36.449226
46.08,45.566677
36.0,29.948473
40.32,36.989082
40.32,40.35541
37.44,31.973919
36.0,31.88448
36.0,33.486027
36.0,29.50573
36.0,26.613796
36.0,29.232756
38.88,35.91593
36.0,28.04133
37.44,31.346146
37.44,30.004206
36.0,30.084017
38.88,35.608643
37.44,28.615656
36.0,30.217627
36.0,31.77495
38.88,34.107983
37.44,30.736784
36.0,26.645481
36.0,28.080952
37.44,30.76478
38.88,34.013435
40.32,36.70989
38.88,30.04163
36.0,27.69697
37.44,35.125526
38.88,33.571667
40.32,34.10203
38.88,32.839275
36.0,26.215872
37.44,28.592136
36.0,28.347218
36.0,22.136793
36.0,24.185234
36.0,25.578642
37.44,30.609503
36.0,28.650623
36.0,21.097666
36.0,25.883717
36.0,24.359104
36.0,24.204773
34.56,18.067205
43.2,38.052788
38.88,28.390491
38.88,34.650467
40.32,34.742348
38.88,33.747414
38.88,32.884537
38.88,33.860607
41.76,36.87592
37.44,30.621805
37.44,31.106836
36.0,27.023273
36.0,40.635742
36.0,27.824635
36.0,27.1126
36.0,40.06516
37.44,31.188637
34.56,20.218231
36.0,43.705284
37.44,31.325623
37.44,28.408262
36.0,44.79796
34.56,20.760374
36.0,25.632149
36.0,49.97338
36.0,30.114895
36.0,25.386545
37.44,54.213364
34.56,22.640614
36.0,20.993519
37.44,40.46648
37.44,28.894102
38.88,32.921555
36.0,37.330757
36.0,22.82345
36.0,24.231556
36.0,42.161526
36.0,25.116995
34.56,23.960592
36.0,33.932102
34.56,19.22116
36.0,26.950127
37.44,40.9404
36.0,25.199419
34.56,20.501734
34.56,33.075714
36.0,25.048012
34.56,20.96676
34.56,42.835358
36.0,21.356201
36.0,26.466343
34.56,24.171333
34.56,23.038233
37.44,30.476204
36.0,24.713463
36.0,27.230972
36.0,25.676817
37.44,27.096283
34.56,25.516542
36.0,25.559807
36.0,23.746235
36.0,26.916567
36.0,28.436872
38.88,32.89305
37.44,26.302114
37.44,30.485434
38.88,32.55147
36.0,29.210976
37.44,31.726847
36.0,25.659216
36.0,26.078426
34.56,20.138096
34.56,21.533955
37.44,29.348759
36.0,25.1919
37.44,30.886364
36.0,29.43731
34.56,19.278769
36.0,25.80229
36.0,27.567503
37.44,29.353354
36.0,26.976606
38.88,31.021833
40.32,32.52489
38.88,30.677387
34.56,23.016123
36.0,26.866564
37.44,27.929615
36.0,25.887691
34.56,21.012617
37.44,29.224659
36.0,27.026287
36.0,25.384224
36.0,25.836912
37.44,28.885523
36.0,28.115612
37.44,26.440304
36.0,23.8394
36.0,24.827354
36.0,22.750313
36.0,25.079197
37.44,26.71524
36.0,26.106775
34.56,25.373602
36.0,23.94603
34.56,20.575573
36.0,23.842468
36.0,25.508049
36.0,27.286879
36.0,24.486616
36.0,24.013073
33.12,19.764544
37.44,27.885214
36.0,28.302893
36.0,28.604815
36.0,24.044926
36.0,25.063822
36.0,25.314352
36.0,26.487753
38.88,28.783707
37.44,26.460081
36.0,26.783335
36.0,24.480238
36.0,27.613926
37.44,25.766054
37.44,29.125032
34.56,24.668066
34.56,21.885897
37.44,26.317173
36.0,23.312845
36.0,28.339672
36.0,25.242031
36.0,25.166786
36.0,22.51235
36.0,25.887468
36.0,22.111628
34.56,23.976154
37.44,32.7597
36.0,26.574198
36.0,24.714098
34.56,19.480211
36.0,24.821217
36.0,26.725489
37.44,24.589794
36.0,21.719275
34.56,20.627798
37.44,23.115768
40.32,34.895573
37.44,28.339594
36.0,29.18962
37.44,29.50572
36.0,26.97151
36.0,22.824106
34.56,24.947538
36.0,22.238806
36.0,27.268494
36.0,29.902342
34.56,26.021368
34.56,20.71386
34.56,21.595821
37.44,30.68363
34.56,21.622324
34.56,20.344831
37.44,30.595085
36.0,22.553846
36.0,24.206999
34.56,18.530365
37.44,31.439537
37.44,31.143969
37.44,32.920788
37.44,30.690361
34.56,22.143333
34.56,21.83434
37.44,33.678913
36.0,27.045017
37.44,31.143045
36.0,25.310797
37.44,30.392313
38.88,35.537033
38.88,34.16986
36.0,24.657736
37.44,27.1032
37.44,31.384516
36.0,26.884735
37.44,32.63157
36.0,28.346321
37.44,28.82115
36.0,28.100035
36.0,27.591133
36.0,25.112915
36.0,25.377666
36.0,28.384876
37.44,29.08402
36.0,27.339565
34.56,22.353827
36.0,27.290567
36.0,24.776793
36.0,20.319206
34.56,24.262169
36.0,26.155758
36.0,26.21426
37.44,32.35874
37.44,33.183117
38.88,30.79224
37.44,32.843193
40.32,35.459682
36.0,26.214802
36.0,28.742886
36.0,25.8351
36.0,26.74416
36.0,26.64291
37.44,32.975792
36.0,29.13289
36.0,33.37697
36.0,29.910671
36.0,30.442036
37.44,30.542194
34.56,24.69333
36.0,26.92743
36.0,20.706469
36.0,25.208431
36.0,27.40174
34.56,24.64997
36.0,21.215418
37.44,30.806335
37.44,32.217552
36.0,27.178404
37.44,28.637976
37.44,27.565971
36.0,26.775763
37.44,34.693195
37.44,31.218773
37.44,32.43416
37.44,27.97625
38.88,33.98379
38.88,30.434238
37.44,30.475
36.0,23.093956
36.0,27.452436
37.44,30.733398
38.88,33.08919
37.44,37.648117
37.44,29.945782
37.44,33.744728
37.44,30.456182
36.0,27.791203
38.88,31.432232
37.44,31.09783
37.44,28.076082
34.56,23.115171
34.56,26.095861
37.44,31.481003
34.56,20.971083
36.0,26.681253
36.0,27.170214
38.88,31.744432
38.88,32.214764
37.44,27.63707
34.56,24.842829
37.44,29.078403
36.0,28.141424
34.56,23.448471
36.0,24.500149
33.12,4.568705
34.56,10.337465
33.12,6.144542
33.12,5.8969784
33.12,4.5378714
36.0,14.177969
36.0,16.049236
37.44,15.5755
33.12,7.1349583
33.12,6.136716
33.12,8.356249
33.12,6.7516804
33.12,5.2377915
33.12,8.060852
33.12,3.446617
33.12,5.002794
34.56,9.615924
34.56,13.346582
33.12,9.082728
34.56,10.806433
33.12,5.790485
36.0,24.22673
33.12,16.206303
33.12,17.305044
34.56,20.133368
34.56,28.798569
34.56,26.319296
34.56,22.486734
34.56,25.41081
33.12,24.486551
34.56,25.992697
34.56,24.430319
34.56,23.180653
34.56,22.814985
34.56,24.559353
36.0,11.0075
36.0,7.832983
33.12,3.7690525
33.12,4.1532288
33.12,1.7288802
33.12,6.4020452
34.56,6.828153
33.12,1.611606
33.12,1.0496868
33.12,7.656911
34.56,9.212836
34.56,9.982641
34.56,7.9130015
33.12,7.2005405
33.12,6.393148
33.12,6.761194
33.12,6.5337515
33.12,4.673523
33.12,4.799205
33.12,6.196563
33.12,9.368463
33.12,4.1008344
34.56,7.101043
33.12,5.7511115
33.12,5.850078
33.12,5.004648
33.12,2.8177161
33.12,6.9786043
36.0,13.061005
36.0,13.097064
34.56,8.872007
33.12,4.0952196
33.12,6.1825223
33.12,3.8040895
33.12,3.924652
33.12,4.4707975
33.12,4.314737
34.56,11.177967
33.12,4.006066
33.12,4.3679094
33.12,3.846331
33.12,5.006583
33.12,1.6547287
33.12,0.017979296
33.12,6.051812
33.12,3.1818054
33.12,2.5941901
33.12,5.026682
33.12,3.1005013
33.12,5.761316
33.12,5.8982453
33.12,4.7886662
33.12,3.28307
33.12,5.45314
33.12,4.333701
34.56,10.299384
34.56,9.233057
33.12,5.8991785
31.68,0.09866074
34.56,7.8517857
33.12,7.289861
34.56,9.473485
36.0,12.754515
36.0,11.621179
36.0,12.759182
33.12,4.582843
33.12,2.9165273
33.12,1.0182662
33.12,3.7631438
33.12,5.8835025
33.12,6.840385
33.12,6.1123843
34.56,8.040583
33.12,3.2064075
34.56,7.0301137
33.12,3.9636917
33.12,3.7503936
33.12,8.130281
34.56,7.42889
34.56,10.703636
33.12,7.279645
34.56,9.725204
31.68,1.0650387
33.12,7.3714075
34.56,8.704326
33.12,3.0268564
33.12,4.0364957
