Basis,Coeff
(Intercept),1303.95
h(111.94-x6),-0.49427
h(x0-7.19),1.99864
h(7.19-x0),-12.4957
h(x1-11.9),-11.4611
h(11.9-x1),-49.2742
h(301.16-x6),-3.68375
h(14.06-x6),5.25708
h(x5-3.73),36.7675
h(3.73-x5),-0.465
h(x4-241.73),-0.0910567
h(190.98-x4),1.47015
h(x4-111.6),-0.148997
h(x6-37.69),-5.5804
h(37.69-x6),3.50991
h(35.69-x6),1.87784
h(x3-8.16),72.0675
h(x6-314.3),0.466593
h(x4-338.18),-0.71189
h(x6-163.2),-2.81734
h(x6-139.93),1.41844
h(x6-149.3),-1.87598
h(x4-42.52),0.113953
h(131.67-x6),-2.61722
h(x6-70.02),0.18566
h(196.18-x6),0.145144
h(183.24-x4),-0.897793
h(143.85-x4),0.393079
h(x4-204.49),-0.615556
h(x4-299.99),0.270497
h(122.87-x6),0.81942
h(x4-357.85),-16.4394
h(127.39-x4),-0.27256
h(x6-136.13),2.39239
h(15.65-x6),-4.37932
h(x6-11.83),-1.04407
h(x6-300.14),3.16027
h(x4-356.94),11.7893
h(356.94-x4),-0.658485
h(x6-21.61),0.673757
h(x6-162.09),3.00865
