FOC_pred,FOC_act,PERC,stw,draft,trim,sensor_wind_speed,sensor_wind_dir,comb_waves_height,comb_waves_dir
28.0,28.0,0.328067,11.498,11.442,0.396,4.880000000000001,101.64200000000001,0.66,11.35
18.0,18.0,0.6874296,10.425999999999998,4.857,-1.7860000000000003,10.248999999999999,307.248,1.19,66.80000000000001
40.0,40.0,1.5929956,13.532,11.55,0.311,22.018,21.051000000000002,1.41,325.34000000000003
23.0,23.0,0.90693784,11.206,4.816000000000001,-1.841,13.738999999999999,327.376,1.185,34.21
35.0,36.0,4.204114,12.498,11.382000000000001,0.434,16.984,54.057,1.3799999999999997,346.62
20.0,20.0,2.4058073,10.747,4.807,-1.8250000000000004,12.446000000000002,209.57600000000002,1.345,94.515
28.0,30.0,5.6406245,11.336,11.427999999999999,0.256,11.689,58.3,1.959,112.5
37.0,39.0,6.2597737,12.665000000000001,9.581999999999999,-0.007000000000000006,24.79,24.253000000000004,2.2800000000000002,296.175
34.0,31.0,9.418976,13.886,4.851999999999999,-1.246,8.261,200.51000000000002,0.8800000000000001,153.45
28.0,30.0,4.948523,11.663,11.436,0.44300000000000006,11.695,125.15799999999999,0.618,259.73400000000004
41.0,40.0,2.740038,14.009,11.568999999999999,0.368,11.069999999999999,27.078999999999997,0.63,250.37999999999997
28.0,29.0,2.1460147,11.853,11.509,0.529,10.517,70.969,0.93,295.05999999999995
14.0,14.0,2.37069,10.565000000000001,4.369999999999999,-2.059,4.943,8.242,0.33999999999999997,174.84
31.0,35.0,11.303852,14.520999999999997,4.747,-1.325,16.355999999999998,41.620999999999995,4.359,195.167
15.0,15.0,2.4412837,10.611,4.906999999999999,-2.2619999999999996,7.172999999999999,26.698,0.9600000000000002,84.12000000000002
23.0,22.0,2.6357648,11.209,7.458,-0.8870000000000001,8.378,339.538,1.028,113.104
33.0,40.0,16.706978,15.107999999999999,4.832999999999999,-1.495,14.279,38.809,3.0599999999999996,185.83999999999997
20.0,20.0,2.086066,11.059999999999999,4.804,-1.8279999999999998,8.055000000000001,320.682,1.17,70.19
23.0,23.0,1.6723789,10.361,11.465,0.575,10.326,140.51299999999998,1.16,258.47
28.0,28.0,2.8262603,12.038,11.486999999999998,0.49099999999999994,9.765,61.073,2.5599999999999996,265.92999999999995
5.0,5.0,0.8153348,7.18,4.411,-1.73,6.549000000000001,32.106,0.585,184.57599999999996
15.0,16.0,3.1649225,10.817,5.060999999999999,-1.8519999999999999,6.029999999999999,318.59000000000003,0.307,201.14
