Basis,Coeff
(Intercept),-2168.64
h(x6-167.7),-0.133112
x5,3.42557
h(x0-13.1),18.0973
h(13.1-x0),-3.09268
h(x2+2.65),-2.61882
h(-2.65-x2),-44.2709
h(219.43-x4),0.0699867
h(109.58-x6),-0.133171
h(65.11-x6),-8.05541
h(x6-66.21),7.41646
h(x6-50.01),0.325713
h(x6-97.68),0.328024
h(332.51-x4),-0.086558
h(328.47-x6),0.75744
h(x6-342.06),-9.44601
h(342.06-x6),7.32987
h(219.11-x6),-0.173044
h(192.58-x6),0.180477
x1,-1.5112
h(x4-1.19),-0.0323479
h(1.19-x4),1.43499
h(x6-161.38),0.115517
