Terminal,Date,Latitude,Longitude,Course,Speed,Average Speed,Wind Speed,Wind Direction,Pressure,Significant Wave Height,Wind Wave Height,Swell Height,Wind Wave Direction,Swell Direction,Swell Period,Wind Wave Period,Current Speed ,Current Direction 
AIS.636013410.S-34,18.09.2019 08:05 Z,"26° 06' 08.49"" N","052° 14' 23.74"" E",222°,001.1 kn.,002.9 kn.,001.0m/s,302°,1007mb,0.3m,0.1m,0.3m,280°,330°,004sec,001sec,0.10m/s,276°
INC.463702145 (9469.014),18.09.2019 07:28 Z,"26° 06' 14.40"" N","052° 16' 26.40"" E",268°,007.0 kn.,009.1 kn.,001.0m/s,298°,1007mb,0.3m,0.1m,0.3m,280°,330°,004sec,001sec,0.10m/s,276°
AIS.636013410.S-34,18.09.2019 07:18 Z,"26° 06' 13.13"" N","052° 18' 02.80"" E",271°,006.3 kn.,004.6 kn.,001.0m/s,298°,1007mb,0.3m,0.1m,0.3m,280°,330°,004sec,001sec,0.10m/s,276°
AIS.636013410.S-34,18.09.2019 06:27 Z,"26° 06' 04.50"" N","052° 22' 18.62"" E",271°,007.7 kn.,004.1 kn.,001.0m/s,296°,1007mb,0.3m,0.1m,0.3m,280°,330°,004sec,001sec,0.10m/s,276°
AIS.636013410.S-34,18.09.2019 05:39 Z,"26° 06' 09.28"" N","052° 26' 01.21"" E",266°,004.0 kn.,005.1 kn.,001.0m/s,042°,1004mb,0.3m,0.1m,0.3m,065°,335°,004sec,002sec,0.10m/s,276°
AIS.636013410.S-34,18.09.2019 04:47 Z,"26° 06' 16.45"" N","052° 30' 57.45"" E",269°,001.7 kn.,005.3 kn.,001.0m/s,054°,1004mb,0.3m,0.1m,0.3m,055°,335°,004sec,002sec,0.10m/s,276°
AIS.636013410.S-34,18.09.2019 03:59 Z,"26° 06' 14.79"" N","052° 35' 38.04"" E",270°,010.2 kn.,010.9 kn.,001.0m/s,038°,1004mb,0.3m,0.1m,0.3m,050°,335°,004sec,002sec,0.10m/s,276°
AIS.636013410.S-34,18.09.2019 03:09 Z,"26° 06' 18.10"" N","052° 45' 47.05"" E",267°,012.3 kn.,012.8 kn.,001.0m/s,036°,1004mb,0.3m,0.1m,0.3m,045°,330°,004sec,002sec,0.10m/s,276°
AIS.636013410.S-34,18.09.2019 02:09 Z,"26° 06' 08.60"" N","052° 59' 56.50"" E",268°,012.6 kn.,013.2 kn.,001.0m/s,038°,1004mb,0.3m,0.1m,0.3m,040°,325°,004sec,002sec,0.10m/s,276°
INC.463702145 (9469.014),18.09.2019 01:28 Z,"26° 06' 07.20"" N","053° 10' 02.40"" E",269°,013.2 kn.,013.0 kn.,001.0m/s,036°,1004mb,0.3m,0.1m,0.3m,045°,325°,004sec,002sec,0.10m/s,276°
AIS.636013410.S-34,18.09.2019 01:09 Z,"26° 05' 35.05"" N","053° 14' 33.07"" E",305°,013.2 kn.,012.6 kn.,001.0m/s,038°,1004mb,0.3m,0.1m,0.3m,045°,320°,004sec,002sec,0.10m/s,276°
AIS.636013410.S-34,18.09.2019 00:08 Z,"25° 53' 14.89"" N","053° 17' 30.30"" E",358°,013.0 kn.,013.4 kn.,001.0m/s,328°,1006mb,0.2m,0.1m,0.2m,325°,320°,004sec,002sec,0.10m/s,276°
AIS.636013410.S-34,17.09.2019 23:09 Z,"25° 40' 08.11"" N","053° 16' 55.37"" E",002°,012.5 kn.,013.3 kn.,001.0m/s,334°,1005mb,0.3m,0.1m,0.3m,335°,320°,004sec,001sec,0.09m/s,076°
AIS.636013410.S-34,17.09.2019 22:08 Z,"25° 26' 44.30"" N","053° 16' 13.80"" E",011°,012.4 kn.,013.1 kn.,001.0m/s,344°,1005mb,0.3m,0.1m,0.3m,350°,325°,004sec,001sec,0.29m/s,091°
AIS.636013410.S-34,17.09.2019 21:09 Z,"25° 18' 49.17"" N","053° 04' 55.48"" E",049°,012.6 kn.,012.2 kn.,001.0m/s,358°,1005mb,0.3m,0.1m,0.3m,005°,330°,004sec,001sec,0.29m/s,097°
AIS.636013410.S-34,17.09.2019 20:08 Z,"25° 10' 00.62"" N","052° 55' 33.45"" E",046°,009.2 kn.,003.0 kn.,001.0m/s,012°,1005mb,0.3m,0.1m,0.2m,020°,340°,004sec,001sec,0.39m/s,104°
INC.463702145 (9469.014),17.09.2019 19:26 Z,"25° 09' 26.40"" N","052° 53' 14.40"" E",341°,000.0 kn.,000.0 kn.,001.0m/s,018°,1005mb,0.2m,0.1m,0.2m,030°,340°,004sec,001sec,0.39m/s,098°
AIS.636013410.S-34,17.09.2019 19:01 Z,"25° 09' 26.06"" N","052° 53' 13.20"" E",209°,000.0 kn.,000.0 kn.,001.0m/s,020°,1005mb,0.2m,0.1m,0.2m,030°,340°,004sec,001sec,0.29m/s,095°
AIS.636013410.S-34,17.09.2019 18:07 Z,"25° 09' 25.99"" N","052° 53' 13.27"" E",335°,000.1 kn.,000.0 kn.,000.0m/s,302°,1003mb,0.2m,0.1m,0.2m,335°,340°,004sec,001sec,0.10m/s,078°
AIS.636013410.S-34,17.09.2019 17:04 Z,"25° 09' 26.02"" N","052° 53' 13.30"" E",003°,000.0 kn.,000.0 kn.,001.0m/s,282°,1003mb,0.3m,0.2m,0.2m,290°,340°,004sec,002sec,0.10m/s,329°
AIS.636013410.S-34,17.09.2019 16:07 Z,"25° 09' 26.13"" N","052° 53' 13.27"" E",063°,000.0 kn.,000.0 kn.,001.0m/s,274°,1003mb,0.3m,0.2m,0.2m,270°,340°,004sec,002sec,0.20m/s,301°
AIS.636013410.S-34,17.09.2019 15:01 Z,"25° 09' 26.06"" N","052° 53' 13.27"" E",318°,000.0 kn.,000.0 kn.,001.0m/s,268°,1003mb,0.3m,0.2m,0.2m,260°,340°,004sec,002sec,0.29m/s,291°
AIS.636013410.S-34,17.09.2019 14:04 Z,"25° 09' 26.17"" N","052° 53' 13.23"" E",095°,000.0 kn.,000.0 kn.,002.0m/s,264°,1003mb,0.3m,0.2m,0.2m,255°,340°,004sec,002sec,0.29m/s,285°
INC.463702145 (9469.014),17.09.2019 13:28 Z,"25° 09' 26.40"" N","052° 53' 14.40"" E",341°,000.0 kn.,000.0 kn.,002.0m/s,262°,1003mb,0.3m,0.2m,0.2m,255°,340°,004sec,002sec,0.29m/s,281°
AIS.636013410.S-34,17.09.2019 13:04 Z,"25° 09' 26.17"" N","052° 53' 13.23"" E",198°,000.0 kn.,000.0 kn.,002.0m/s,262°,1003mb,0.3m,0.2m,0.2m,250°,340°,004sec,002sec,0.29m/s,277°
AIS.636013410.S-34,17.09.2019 11:58 Z,"25° 09' 26.10"" N","052° 53' 13.20"" E",015°,000.0 kn.,000.0 kn.,000.0m/s,286°,1006mb,0.2m,0.1m,0.2m,320°,345°,004sec,002sec,0.20m/s,261°
INC.463702145 (9469.014),17.09.2019 11:10 Z,"25° 09' 26.40"" N","052° 53' 14.40"" E",341°,000.0 kn.,000.0 kn.,001.0m/s,272°,1006mb,0.2m,0.1m,0.2m,295°,345°,004sec,002sec,0.00m/s,000°
AIS.636013410.S-34,17.09.2019 10:34 Z,"25° 09' 26.06"" N","052° 53' 13.30"" E",314°,000.2 kn.,000.0 kn.,001.0m/s,266°,1006mb,0.2m,0.1m,0.2m,280°,350°,004sec,002sec,0.00m/s,000°
AIS.636013410.S-34,17.09.2019 09:55 Z,"25° 09' 26.13"" N","052° 53' 13.20"" E",234°,000.0 kn.,000.0 kn.,001.0m/s,260°,1006mb,0.2m,0.1m,0.2m,270°,350°,004sec,002sec,0.19m/s,123°
AIS.636013410.S-34,17.09.2019 09:07 Z,"25° 09' 26.10"" N","052° 53' 13.30"" E",062°,000.0 kn.,000.0 kn.,001.0m/s,256°,1006mb,0.2m,0.1m,0.2m,260°,355°,004sec,002sec,0.39m/s,111°
AIS.636013410.S-34,17.09.2019 08:04 Z,"25° 09' 26.24"" N","052° 53' 13.16"" E",326°,000.0 kn.,000.0 kn.,002.0m/s,252°,1006mb,0.2m,0.1m,0.2m,250°,000°,004sec,002sec,0.39m/s,104°
AIS.636013410.S-34,17.09.2019 07:01 Z,"25° 09' 25.99"" N","052° 53' 13.34"" E",029°,000.0 kn.,000.0 kn.,002.0m/s,248°,1007mb,0.2m,0.1m,0.2m,250°,000°,004sec,002sec,0.29m/s,096°
AIS.636013410.S-34,17.09.2019 06:04 Z,"25° 09' 26.02"" N","052° 53' 13.23"" E",222°,000.1 kn.,000.0 kn.,002.0m/s,046°,1004mb,0.3m,0.2m,0.2m,050°,350°,004sec,002sec,0.09m/s,082°
AIS.636013410.S-34,17.09.2019 04:58 Z,"25° 09' 25.99"" N","052° 53' 13.27"" E",074°,000.0 kn.,000.0 kn.,002.0m/s,050°,1004mb,0.3m,0.2m,0.2m,055°,355°,004sec,002sec,0.09m/s,331°
AIS.636013410.S-34,17.09.2019 03:58 Z,"25° 09' 26.10"" N","052° 53' 13.27"" E",290°,000.1 kn.,000.0 kn.,002.0m/s,054°,1004mb,0.3m,0.2m,0.2m,055°,000°,004sec,002sec,0.19m/s,301°
AIS.636013410.S-34,17.09.2019 03:01 Z,"25° 09' 26.13"" N","052° 53' 13.16"" E",292°,000.1 kn.,000.0 kn.,002.0m/s,058°,1004mb,0.3m,0.2m,0.2m,060°,000°,004sec,002sec,0.29m/s,292°
AIS.636013410.S-34,17.09.2019 02:04 Z,"25° 09' 26.06"" N","052° 53' 13.20"" E",276°,000.1 kn.,000.0 kn.,002.0m/s,062°,1004mb,0.3m,0.2m,0.2m,060°,005°,004sec,002sec,0.29m/s,286°
AIS.636013410.S-34,17.09.2019 01:07 Z,"25° 09' 26.13"" N","052° 53' 13.20"" E",126°,000.0 kn.,000.0 kn.,002.0m/s,064°,1004mb,0.3m,0.2m,0.2m,060°,005°,004sec,002sec,0.29m/s,279°
AIS.636013410.S-34,17.09.2019 00:04 Z,"25° 09' 26.06"" N","052° 53' 13.30"" E",223°,000.1 kn.,000.0 kn.,001.0m/s,296°,1006mb,0.2m,0.1m,0.2m,310°,000°,004sec,002sec,0.19m/s,265°
AIS.636013410.S-34,16.09.2019 23:07 Z,"25° 09' 26.06"" N","052° 53' 13.30"" E",273°,000.1 kn.,000.0 kn.,001.0m/s,314°,1006mb,0.3m,0.2m,0.2m,330°,000°,004sec,002sec,0.00m/s,000°
AIS.636013410.S-34,16.09.2019 21:58 Z,"25° 09' 26.17"" N","052° 53' 13.30"" E",109°,000.1 kn.,000.0 kn.,001.0m/s,336°,1006mb,0.3m,0.2m,0.2m,345°,000°,004sec,002sec,0.00m/s,000°
AIS.636013410.S-34,16.09.2019 20:46 Z,"25° 09' 25.99"" N","052° 53' 13.27"" E",313°,000.0 kn.,000.0 kn.,001.0m/s,356°,1006mb,0.3m,0.2m,0.2m,000°,005°,004sec,002sec,0.40m/s,112°
AIS.636013410.S-34,16.09.2019 20:04 Z,"25° 09' 26.06"" N","052° 53' 13.27"" E",299°,000.1 kn.,000.0 kn.,002.0m/s,004°,1006mb,0.3m,0.2m,0.2m,005°,005°,004sec,002sec,0.40m/s,106°
AIS.636013410.S-34,16.09.2019 18:10 Z,"25° 09' 26.06"" N","052° 53' 13.30"" E",110°,000.0 kn.,000.0 kn.,002.0m/s,018°,1005mb,0.3m,0.2m,0.2m,015°,005°,004sec,002sec,0.20m/s,092°
AIS.636013410.S-34,16.09.2019 17:55 Z,"25° 09' 25.92"" N","052° 53' 13.30"" E",180°,000.0 kn.,000.0 kn.,002.0m/s,000°,1004mb,0.3m,0.1m,0.3m,005°,010°,004sec,002sec,0.20m/s,089°
AIS.636013410.S-34,16.09.2019 16:58 Z,"25° 09' 26.02"" N","052° 53' 13.23"" E",315°,000.1 kn.,000.0 kn.,002.0m/s,002°,1004mb,0.3m,0.1m,0.3m,005°,010°,004sec,002sec,0.00m/s,000°
AIS.636013410.S-34,16.09.2019 16:09 Z,"25° 09' 26.17"" N","052° 53' 13.20"" E",092°,000.0 kn.,002.7 kn.,002.0m/s,002°,1004mb,0.3m,0.1m,0.3m,005°,005°,004sec,002sec,0.10m/s,315°
AIS.636013410.S-34,16.09.2019 15:09 Z,"25° 09' 19.44"" N","052° 56' 13.45"" E",268°,004.1 kn.,003.1 kn.,002.0m/s,002°,1004mb,0.3m,0.1m,0.3m,005°,005°,004sec,002sec,0.30m/s,295°
AIS.636013410.S-34,16.09.2019 14:06 Z,"25° 06' 05.83"" N","052° 56' 49.38"" E",075°,000.1 kn.,000.0 kn.,002.0m/s,002°,1004mb,0.3m,0.1m,0.3m,005°,005°,004sec,002sec,0.30m/s,288°
AIS.636013410.S-34,16.09.2019 13:03 Z,"25° 06' 06.22"" N","052° 56' 47.43"" E",071°,000.0 kn.,000.0 kn.,002.0m/s,004°,1004mb,0.3m,0.1m,0.3m,010°,000°,004sec,002sec,0.30m/s,281°
AIS.636013410.S-34,16.09.2019 12:09 Z,"25° 06' 05.58"" N","052° 56' 47.43"" E",157°,000.0 kn.,000.0 kn.,002.0m/s,026°,1006mb,0.3m,0.2m,0.2m,030°,005°,004sec,002sec,0.30m/s,271°
AIS.636013410.S-34,16.09.2019 11:03 Z,"25° 06' 04.93"" N","052° 56' 47.83"" E",286°,000.0 kn.,000.0 kn.,001.0m/s,034°,1007mb,0.3m,0.1m,0.3m,035°,005°,004sec,002sec,0.10m/s,248°
AIS.636013410.S-34,16.09.2019 10:09 Z,"25° 06' 03.96"" N","052° 56' 48.73"" E",333°,000.0 kn.,000.1 kn.,001.0m/s,040°,1007mb,0.3m,0.1m,0.3m,040°,000°,004sec,002sec,0.00m/s,000°
AIS.636013410.S-34,16.09.2019 09:00 Z,"25° 06' 01.98"" N","052° 56' 53.23"" E",079°,000.0 kn.,000.1 kn.,001.0m/s,050°,1007mb,0.3m,0.1m,0.3m,045°,355°,004sec,002sec,0.28m/s,115°
AIS.636013410.S-34,16.09.2019 07:57 Z,"25° 06' 03.02"" N","052° 56' 58.34"" E",130°,000.0 kn.,000.1 kn.,001.0m/s,058°,1007mb,0.3m,0.1m,0.3m,050°,355°,004sec,002sec,0.38m/s,106°
INC.463702145 (9469.014),16.09.2019 07:26 Z,"25° 06' 04.79"" N","052° 57' 00.00"" E",082°,000.2 kn.,000.0 kn.,001.0m/s,062°,1007mb,0.3m,0.1m,0.3m,055°,355°,004sec,002sec,0.38m/s,103°
AIS.636013410.S-34,16.09.2019 06:48 Z,"25° 06' 04.28"" N","052° 57' 00.03"" E",103°,000.0 kn.,000.0 kn.,001.0m/s,066°,1007mb,0.3m,0.1m,0.3m,055°,350°,004sec,002sec,0.38m/s,098°
AIS.636013410.S-34,16.09.2019 05:57 Z,"25° 06' 03.56"" N","052° 56' 59.85"" E",227°,000.0 kn.,000.1 kn.,002.0m/s,018°,1004mb,0.4m,0.2m,0.2m,020°,350°,004sec,002sec,0.19m/s,091°
AIS.636013410.S-34,16.09.2019 05:06 Z,"25° 06' 01.15"" N","052° 56' 55.96"" E",070°,000.0 kn.,000.2 kn.,002.0m/s,020°,1004mb,0.4m,0.2m,0.2m,020°,350°,004sec,002sec,0.00m/s,000°
AIS.636013410.S-34,16.09.2019 04:09 Z,"25° 06' 04.71"" N","052° 56' 47.40"" E",245°,000.0 kn.,000.1 kn.,002.0m/s,022°,1004mb,0.4m,0.2m,0.2m,020°,345°,004sec,002sec,0.09m/s,317°
AIS.636013410.S-34,16.09.2019 03:09 Z,"25° 06' 08.35"" N","052° 56' 46.71"" E",196°,000.0 kn.,000.0 kn.,002.0m/s,024°,1005mb,0.4m,0.2m,0.2m,020°,340°,004sec,002sec,0.28m/s,296°
AIS.636013410.S-34,16.09.2019 02:09 Z,"25° 06' 08.92"" N","052° 56' 46.71"" E",345°,000.0 kn.,000.0 kn.,002.0m/s,026°,1005mb,0.4m,0.3m,0.2m,020°,335°,004sec,002sec,0.28m/s,289°
INC.463702145 (9469.014),16.09.2019 01:28 Z,"25° 06' 09.60"" N","052° 56' 47.99"" E",006°,000.0 kn.,000.1 kn.,002.0m/s,028°,1005mb,0.4m,0.3m,0.2m,025°,330°,004sec,002sec,0.28m/s,285°
AIS.636013410.S-34,16.09.2019 01:00 Z,"25° 06' 08.28"" N","052° 56' 46.28"" E",285°,000.2 kn.,007.8 kn.,002.0m/s,028°,1005mb,0.4m,0.3m,0.2m,025°,330°,004sec,002sec,0.28m/s,282°
AIS.636013410.S-34,16.09.2019 00:04 Z,"25° 13' 22.76"" N","052° 57' 17.17"" E",196°,011.8 kn.,012.8 kn.,002.0m/s,030°,1007mb,0.3m,0.1m,0.3m,035°,340°,004sec,002sec,0.28m/s,271°
AIS.636013410.S-34,15.09.2019 23:07 Z,"25° 21' 31.75"" N","053° 07' 16.78"" E",231°,012.3 kn.,013.0 kn.,002.0m/s,024°,1006mb,0.4m,0.2m,0.3m,030°,335°,004sec,002sec,0.08m/s,310°
AIS.636013410.S-34,15.09.2019 22:09 Z,"25° 29' 19.24"" N","053° 18' 22.21"" E",228°,012.2 kn.,012.9 kn.,002.0m/s,020°,1006mb,0.4m,0.2m,0.3m,025°,330°,004sec,002sec,0.08m/s,078°
AIS.636013410.S-34,15.09.2019 21:06 Z,"25° 38' 15.18"" N","053° 29' 31.77"" E",228°,012.2 kn.,012.7 kn.,002.0m/s,014°,1006mb,0.4m,0.2m,0.3m,015°,325°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 20:09 Z,"25° 46' 17.90"" N","053° 39' 28.29"" E",225°,012.1 kn.,012.6 kn.,002.0m/s,008°,1006mb,0.4m,0.2m,0.3m,005°,320°,004sec,002sec,0.10m/s,256°
INC.463702145 (9469.014),15.09.2019 19:28 Z,"25° 52' 07.20"" N","053° 46' 33.60"" E",228°,012.6 kn.,012.8 kn.,002.0m/s,002°,1006mb,0.3m,0.2m,0.3m,355°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 19:09 Z,"25° 54' 47.34"" N","053° 49' 46.66"" E",224°,012.1 kn.,006.5 kn.,001.0m/s,004°,1006mb,0.3m,0.2m,0.3m,355°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 18:07 Z,"26° 00' 15.12"" N","053° 53' 57.91"" E",208°,000.0 kn.,000.0 kn.,000.0m/s,064°,1005mb,0.3m,0.2m,0.3m,080°,315°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 17:12 Z,"26° 00' 15.15"" N","053° 53' 58.63"" E",263°,000.0 kn.,000.0 kn.,000.0m/s,064°,1005mb,0.3m,0.1m,0.3m,085°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 16:27 Z,"26° 00' 15.73"" N","053° 53' 59.17"" E",084°,000.0 kn.,000.2 kn.,000.0m/s,064°,1005mb,0.3m,0.1m,0.3m,090°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 15:39 Z,"26° 00' 25.09"" N","053° 53' 53.55"" E",043°,000.0 kn.,000.1 kn.,000.0m/s,064°,1004mb,0.3m,0.1m,0.3m,100°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 14:45 Z,"26° 00' 21.31"" N","053° 53' 45.88"" E",143°,000.0 kn.,000.0 kn.,000.0m/s,064°,1004mb,0.3m,0.1m,0.3m,105°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 13:57 Z,"26° 00' 21.31"" N","053° 53' 45.42"" E",021°,000.0 kn.,000.0 kn.,000.0m/s,064°,1004mb,0.3m,0.1m,0.3m,110°,310°,004sec,002sec,0.10m/s,256°
INC.463702145 (9469.014),15.09.2019 13:28 Z,"26° 00' 21.60"" N","053° 53' 45.60"" E",310°,000.0 kn.,000.1 kn.,000.0m/s,064°,1004mb,0.3m,0.1m,0.3m,110°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 13:09 Z,"26° 00' 20.98"" N","053° 53' 44.48"" E",015°,000.0 kn.,000.0 kn.,000.0m/s,064°,1004mb,0.3m,0.1m,0.3m,115°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 12:15 Z,"26° 00' 19.72"" N","053° 53' 43.51"" E",094°,000.0 kn.,000.0 kn.,001.0m/s,344°,1007mb,0.3m,0.2m,0.3m,305°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 11:27 Z,"26° 00' 19.44"" N","053° 53' 43.69"" E",045°,000.0 kn.,000.0 kn.,001.0m/s,340°,1007mb,0.3m,0.1m,0.3m,300°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 10:36 Z,"26° 00' 17.78"" N","053° 53' 43.44"" E",316°,000.0 kn.,000.0 kn.,001.0m/s,334°,1007mb,0.3m,0.1m,0.3m,290°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 09:45 Z,"26° 00' 16.01"" N","053° 53' 43.72"" E",020°,000.0 kn.,000.0 kn.,001.0m/s,326°,1007mb,0.3m,0.1m,0.3m,285°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 08:42 Z,"26° 00' 14.11"" N","053° 53' 45.63"" E",181°,000.0 kn.,000.1 kn.,001.0m/s,316°,1007mb,0.3m,0.1m,0.3m,275°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 08:06 Z,"26° 00' 12.16"" N","053° 53' 49.02"" E",246°,000.0 kn.,000.0 kn.,001.0m/s,308°,1007mb,0.3m,0.1m,0.3m,270°,310°,004sec,002sec,0.10m/s,256°
INC.463702145 (9469.014),15.09.2019 07:28 Z,"26° 00' 12.00"" N","053° 53' 50.40"" E",300°,000.2 kn.,000.1 kn.,000.0m/s,300°,1007mb,0.3m,0.1m,0.3m,270°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 07:15 Z,"26° 00' 12.27"" N","053° 53' 52.18"" E",182°,000.0 kn.,000.0 kn.,000.0m/s,296°,1007mb,0.3m,0.1m,0.3m,265°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 06:27 Z,"26° 00' 12.70"" N","053° 53' 53.16"" E",258°,000.0 kn.,000.0 kn.,001.0m/s,028°,1004mb,0.4m,0.2m,0.4m,050°,310°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 05:36 Z,"26° 00' 13.03"" N","053° 53' 54.27"" E",349°,000.0 kn.,000.0 kn.,001.0m/s,028°,1004mb,0.5m,0.2m,0.4m,050°,315°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 04:45 Z,"26° 00' 13.46"" N","053° 53' 55.78"" E",207°,000.0 kn.,000.0 kn.,001.0m/s,028°,1004mb,0.5m,0.2m,0.4m,045°,315°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 03:57 Z,"26° 00' 12.78"" N","053° 53' 54.52"" E",347°,000.0 kn.,000.0 kn.,001.0m/s,028°,1004mb,0.5m,0.2m,0.4m,045°,315°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 03:06 Z,"26° 00' 12.67"" N","053° 53' 52.54"" E",349°,000.0 kn.,000.0 kn.,001.0m/s,028°,1004mb,0.5m,0.2m,0.4m,045°,315°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 02:15 Z,"26° 00' 12.34"" N","053° 53' 51.72"" E",108°,000.1 kn.,000.1 kn.,001.0m/s,028°,1004mb,0.5m,0.2m,0.5m,040°,315°,004sec,002sec,0.10m/s,256°
INC.463702145 (9469.014),15.09.2019 01:28 Z,"26° 00' 14.40"" N","053° 53' 45.60"" E",319°,000.2 kn.,001.8 kn.,001.0m/s,028°,1004mb,0.5m,0.2m,0.5m,040°,315°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 01:27 Z,"26° 00' 15.37"" N","053° 53' 46.21"" E",130°,000.0 kn.,000.1 kn.,001.0m/s,028°,1004mb,0.5m,0.2m,0.5m,040°,315°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,15.09.2019 00:36 Z,"26° 00' 18.68"" N","053° 53' 44.62"" E",241°,000.0 kn.,000.0 kn.,001.0m/s,028°,1004mb,0.5m,0.2m,0.5m,035°,315°,004sec,002sec,0.10m/s,256°
AIS.636013410.S-34,14.09.2019 23:45 Z,"26° 00' 18.82"" N","053° 53' 44.70"" E",259°,000.0 kn.,000.0 kn.,002.0m/s,334°,1006mb,0.5m,0.3m,0.4m,320°,290°,005sec,003sec,0.10m/s,256°
AIS.636013410.S-34,14.09.2019 22:57 Z,"26° 00' 16.81"" N","053° 53' 44.80"" E",194°,000.0 kn.,000.1 kn.,002.0m/s,334°,1006mb,0.5m,0.3m,0.4m,320°,285°,005sec,003sec,0.10m/s,256°
AIS.636013410.S-34,14.09.2019 22:06 Z,"26° 00' 14.11"" N","053° 53' 48.04"" E",326°,000.0 kn.,000.1 kn.,002.0m/s,334°,1006mb,0.5m,0.3m,0.4m,320°,285°,005sec,003sec,0.10m/s,256°
AIS.636013410.S-34,14.09.2019 21:15 Z,"26° 00' 11.37"" N","053° 53' 52.11"" E",278°,000.0 kn.,000.1 kn.,002.0m/s,334°,1005mb,0.5m,0.3m,0.4m,320°,280°,005sec,003sec,0.10m/s,256°
AIS.636013410.S-34,14.09.2019 20:27 Z,"26° 00' 11.62"" N","053° 53' 54.85"" E",085°,000.0 kn.,000.1 kn.,002.0m/s,334°,1005mb,0.6m,0.3m,0.4m,320°,280°,005sec,003sec,0.10m/s,256°
AIS.636013410.S-34,14.09.2019 19:36 Z,"26° 00' 13.14"" N","053° 53' 58.23"" E",236°,000.0 kn.,000.1 kn.,002.0m/s,334°,1005mb,0.6m,0.4m,0.4m,320°,275°,005sec,003sec,0.10m/s,256°
INC.463702145 (9469.014),14.09.2019 19:26 Z,"26° 00' 14.40"" N","053° 53' 57.60"" E",039°,000.0 kn.,000.0 kn.,002.0m/s,334°,1005mb,0.6m,0.4m,0.4m,320°,275°,005sec,003sec,0.10m/s,256°
AIS.636013410.S-34,14.09.2019 18:45 Z,"26° 00' 12.96"" N","053° 53' 57.65"" E",034°,000.0 kn.,000.0 kn.,002.0m/s,334°,1005mb,0.6m,0.4m,0.4m,320°,270°,005sec,003sec,0.10m/s,256°
AIS.636013410.S-34,14.09.2019 17:57 Z,"26° 00' 13.35"" N","053° 53' 58.12"" E",104°,000.0 kn.,000.0 kn.,001.0m/s,340°,1003mb,0.6m,0.4m,0.4m,345°,285°,005sec,003sec,0.10m/s,256°
AIS.636013410.S-34,14.09.2019 17:03 Z,"26° 00' 13.60"" N","053° 53' 58.30"" E",197°,000.0 kn.,000.0 kn.,002.0m/s,334°,1003mb,0.6m,0.4m,0.4m,340°,285°,005sec,003sec,0.10m/s,256°
AIS.636013410.S-34,14.09.2019 16:15 Z,"26° 00' 13.89"" N","053° 53' 58.34"" E",032°,000.0 kn.,000.0 kn.,002.0m/s,330°,1003mb,0.6m,0.4m,0.4m,330°,280°,005sec,003sec,0.10m/s,256°
AIS.636013410.S-34,14.09.2019 15:27 Z,"26° 00' 14.47"" N","053° 53' 58.70"" E",282°,000.0 kn.,000.1 kn.,002.0m/s,326°,1003mb,0.6m,0.4m,0.4m,325°,280°,005sec,003sec,0.10m/s,256°
AIS.636013410.S-34,14.09.2019 14:36 Z,"26° 00' 11.44"" N","053° 53' 53.37"" E",173°,000.0 kn.,000.1 kn.,002.0m/s,322°,1003mb,0.6m,0.4m,0.3m,315°,275°,005sec,003sec,0.10m/s,256°
AIS.636013410.S-34,14.09.2019 13:45 Z,"26° 00' 14.79"" N","053° 53' 46.28"" E",122°,000.0 kn.,000.1 kn.,002.0m/s,318°,1003mb,0.6m,0.5m,0.3m,310°,270°,005sec,003sec,0.10m/s,256°
