Terminal,Date,Latitude,Longitude,Course,Speed,Average Speed,Wind Speed,Wind Direction,Pressure,Significant Wave Height,Wind Wave Height,Swell Height,Wind Wave Direction,Swell Direction,Swell Period,Wind Wave Period,Current Speed ,Current Direction 
AIS.636013411.S-19,13.11.2019 21:22 Z,"36° 40' 36.41"" N","032° 12' 12.35"" W",272°,012.4 kn.,012.4 kn.,007.0m/s,066°,1031mb,2.2m,0.9m,1.9m,065°,345°,010sec,004sec,0.10m/s,168°
AIS.636013411.S-19,13.11.2019 21:17 Z,"36° 40' 34.35"" N","032° 11' 02.88"" W",271°,012.4 kn.,012.6 kn.,007.0m/s,066°,1031mb,2.2m,0.9m,1.9m,065°,345°,010sec,004sec,0.10m/s,168°
AIS.636013411.S-19,13.11.2019 21:07 Z,"36° 40' 30.28"" N","032° 08' 26.32"" W",272°,012.5 kn.,012.6 kn.,007.0m/s,066°,1031mb,2.2m,0.9m,1.9m,065°,345°,010sec,004sec,0.10m/s,168°
AIS.636013411.S-19,13.11.2019 21:00 Z,"36° 40' 27.88"" N","032° 06' 32.82"" W",272°,012.5 kn.,012.4 kn.,007.0m/s,066°,1031mb,2.2m,0.9m,1.9m,065°,345°,010sec,004sec,0.10m/s,168°
INC.463702393 (9469.007),13.11.2019 09:08 Z,"36° 35' 00.00"" N","029° 03' 40.80"" W",270°,012.4 kn.,012.4 kn.,005.0m/s,032°,1029mb,2.2m,0.6m,2.1m,025°,320°,012sec,003sec,0.10m/s,166°
AIS.636013411.S-34,13.11.2019 05:34 Z,"36° 33' 12.78"" N","028° 08' 57.94"" W",273°,012.3 kn.,012.1 kn.,005.0m/s,026°,1031mb,2.1m,0.6m,2.1m,020°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-34,13.11.2019 03:28 Z,"36° 32' 07.65"" N","027° 37' 30.54"" W",272°,012.4 kn.,012.4 kn.,004.0m/s,018°,1030mb,2.1m,0.6m,2.0m,010°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-19,13.11.2019 03:16 Z,"36° 31' 58.96"" N","027° 34' 26.83"" W",273°,012.4 kn.,012.3 kn.,004.0m/s,018°,1030mb,2.1m,0.6m,2.0m,010°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-34,13.11.2019 03:13 Z,"36° 31' 57.43"" N","027° 33' 50.97"" W",272°,012.4 kn.,012.6 kn.,004.0m/s,018°,1030mb,2.1m,0.6m,2.0m,010°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-19,13.11.2019 03:12 Z,"36° 31' 56.71"" N","027° 33' 32.99"" W",272°,012.4 kn.,012.3 kn.,004.0m/s,018°,1030mb,2.1m,0.6m,2.0m,010°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-19,13.11.2019 02:31 Z,"36° 31' 37.07"" N","027° 23' 10.14"" W",271°,012.3 kn.,012.2 kn.,004.0m/s,014°,1030mb,2.1m,0.6m,2.0m,010°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-19,13.11.2019 02:25 Z,"36° 31' 36.30"" N","027° 21' 29.07"" W",272°,012.2 kn.,Infinity kn.,004.0m/s,012°,1030mb,2.1m,0.6m,2.0m,005°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-34,13.11.2019 02:25 Z,"36° 31' 36.29"" N","027° 21' 29.08"" W",271°,012.2 kn.,012.4 kn.,004.0m/s,012°,1030mb,2.1m,0.6m,2.0m,005°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-19,13.11.2019 02:18 Z,"36° 31' 33.77"" N","027° 19' 38.14"" W",273°,012.0 kn.,012.1 kn.,004.0m/s,012°,1030mb,2.1m,0.6m,2.0m,005°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-19,13.11.2019 02:13 Z,"36° 31' 30.19"" N","027° 18' 23.37"" W",273°,012.3 kn.,012.0 kn.,005.0m/s,010°,1030mb,2.1m,0.6m,2.0m,005°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-19,13.11.2019 02:07 Z,"36° 31' 26.81"" N","027° 17' 05.40"" W",274°,012.1 kn.,012.4 kn.,005.0m/s,010°,1030mb,2.1m,0.6m,2.0m,005°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-19,13.11.2019 01:59 Z,"36° 31' 22.25"" N","027° 14' 54.69"" W",273°,012.1 kn.,010.9 kn.,005.0m/s,010°,1030mb,2.1m,0.5m,2.0m,005°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-19,13.11.2019 01:57 Z,"36° 31' 21.43"" N","027° 14' 34.33"" W",272°,012.2 kn.,012.2 kn.,005.0m/s,010°,1030mb,2.1m,0.5m,2.0m,005°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-19,13.11.2019 01:37 Z,"36° 31' 12.95"" N","027° 09' 20.01"" W",271°,012.2 kn.,010.7 kn.,005.0m/s,008°,1030mb,2.1m,0.5m,2.0m,005°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-34,13.11.2019 01:35 Z,"36° 31' 12.61"" N","027° 09' 00.14"" W",271°,012.1 kn.,012.4 kn.,005.0m/s,008°,1030mb,2.1m,0.5m,2.0m,005°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-19,13.11.2019 01:27 Z,"36° 31' 09.15"" N","027° 06' 57.48"" W",272°,012.0 kn.,012.0 kn.,005.0m/s,008°,1030mb,2.1m,0.5m,2.0m,005°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-19,13.11.2019 01:14 Z,"36° 31' 03.90"" N","027° 03' 47.66"" W",271°,012.0 kn.,012.0 kn.,005.0m/s,006°,1030mb,2.1m,0.5m,2.0m,005°,320°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-34,13.11.2019 00:44 Z,"36° 30' 50.29"" N","026° 56' 22.91"" W",271°,011.9 kn.,012.2 kn.,005.0m/s,002°,1030mb,2.1m,0.5m,2.0m,000°,325°,013sec,003sec,0.10m/s,166°
AIS.636013411.S-34,12.11.2019 23:54 Z,"36° 30' 21.56"" N","026° 43' 37.84"" W",272°,012.3 kn.,012.3 kn.,004.0m/s,008°,1028mb,2.0m,0.5m,2.0m,005°,325°,013sec,003sec,0.10m/s,165°
AIS.636013411.S-34,12.11.2019 23:03 Z,"36° 29' 57.44"" N","026° 30' 39.06"" W",273°,012.5 kn.,012.6 kn.,004.0m/s,006°,1028mb,2.0m,0.5m,2.0m,005°,325°,013sec,003sec,0.10m/s,165°
AIS.636013411.S-19,12.11.2019 22:33 Z,"36° 29' 39.81"" N","026° 22' 56.62"" W",274°,012.4 kn.,012.3 kn.,004.0m/s,004°,1028mb,2.0m,0.5m,2.0m,005°,325°,013sec,003sec,0.10m/s,149°
AIS.636013411.S-34,12.11.2019 22:13 Z,"36° 29' 30.26"" N","026° 17' 56.22"" W",272°,012.1 kn.,012.2 kn.,004.0m/s,004°,1028mb,2.0m,0.5m,2.0m,005°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 22:01 Z,"36° 29' 23.77"" N","026° 14' 53.65"" W",272°,012.3 kn.,012.6 kn.,004.0m/s,004°,1028mb,2.0m,0.5m,2.0m,005°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 21:57 Z,"36° 29' 21.56"" N","026° 13' 52.17"" W",273°,012.4 kn.,012.6 kn.,004.0m/s,004°,1028mb,2.0m,0.5m,2.0m,005°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 21:53 Z,"36° 29' 19.98"" N","026° 12' 45.98"" W",270°,012.4 kn.,012.1 kn.,004.0m/s,004°,1028mb,2.0m,0.5m,2.0m,005°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 21:49 Z,"36° 29' 19.41"" N","026° 11' 49.53"" W",271°,012.3 kn.,012.2 kn.,004.0m/s,004°,1028mb,2.0m,0.5m,2.0m,005°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 21:44 Z,"36° 29' 19.66"" N","026° 10' 30.27"" W",270°,012.3 kn.,012.7 kn.,004.0m/s,004°,1028mb,2.0m,0.5m,2.0m,005°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 21:39 Z,"36° 29' 18.66"" N","026° 09' 11.19"" W",272°,012.4 kn.,012.3 kn.,004.0m/s,004°,1028mb,2.0m,0.5m,2.0m,005°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 21:34 Z,"36° 29' 15.31"" N","026° 07' 54.84"" W",272°,012.2 kn.,012.4 kn.,004.0m/s,004°,1028mb,2.0m,0.5m,2.0m,005°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 21:29 Z,"36° 29' 10.94"" N","026° 06' 38.13"" W",276°,012.4 kn.,012.0 kn.,004.0m/s,004°,1028mb,2.0m,0.5m,2.0m,005°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-34,12.11.2019 21:24 Z,"36° 29' 06.90"" N","026° 05' 29.11"" W",274°,012.4 kn.,013.5 kn.,004.0m/s,004°,1028mb,2.0m,0.5m,2.0m,005°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 21:24 Z,"36° 29' 06.34"" N","026° 05' 19.10"" W",274°,012.4 kn.,012.8 kn.,004.0m/s,004°,1028mb,2.0m,0.5m,2.0m,005°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 21:19 Z,"36° 29' 01.90"" N","026° 04' 00.02"" W",273°,012.4 kn.,012.2 kn.,004.0m/s,004°,1028mb,2.0m,0.5m,2.0m,005°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 21:14 Z,"36° 28' 57.74"" N","026° 02' 43.41"" W",276°,012.4 kn.,011.8 kn.,004.0m/s,002°,1028mb,2.0m,0.6m,2.0m,005°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 21:09 Z,"36° 28' 54.47"" N","026° 01' 30.02"" W",274°,012.3 kn.,012.2 kn.,004.0m/s,002°,1028mb,2.0m,0.6m,2.0m,005°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 21:04 Z,"36° 28' 50.46"" N","026° 00' 14.98"" W",275°,012.2 kn.,012.2 kn.,004.0m/s,002°,1028mb,2.0m,0.6m,2.0m,005°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 20:59 Z,"36° 28' 46.42"" N","025° 58' 56.81"" W",274°,012.2 kn.,012.3 kn.,004.0m/s,002°,1028mb,2.0m,0.5m,2.0m,000°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 20:54 Z,"36° 28' 42.40"" N","025° 57' 40.90"" W",274°,012.3 kn.,012.3 kn.,004.0m/s,002°,1028mb,2.0m,0.5m,2.0m,000°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 20:49 Z,"36° 28' 38.46"" N","025° 56' 24.88"" W",271°,012.3 kn.,012.3 kn.,004.0m/s,002°,1028mb,2.0m,0.5m,2.0m,000°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 20:43 Z,"36° 28' 35.33"" N","025° 55' 03.99"" W",273°,012.4 kn.,012.8 kn.,004.0m/s,002°,1028mb,2.0m,0.5m,2.0m,000°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 20:38 Z,"36° 28' 32.12"" N","025° 53' 44.13"" W",273°,012.4 kn.,011.9 kn.,004.0m/s,002°,1028mb,2.0m,0.5m,2.0m,000°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-34,12.11.2019 20:35 Z,"36° 28' 30.10"" N","025° 52' 50.12"" W",273°,012.5 kn.,012.7 kn.,004.0m/s,002°,1028mb,2.0m,0.5m,2.0m,000°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 20:33 Z,"36° 28' 29.15"" N","025° 52' 29.46"" W",273°,012.5 kn.,012.6 kn.,004.0m/s,002°,1028mb,2.0m,0.5m,2.0m,000°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 20:28 Z,"36° 28' 26.44"" N","025° 51' 11.57"" W",274°,012.6 kn.,012.9 kn.,004.0m/s,002°,1028mb,2.0m,0.5m,2.0m,000°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 20:23 Z,"36° 28' 22.23"" N","025° 49' 51.48"" W",273°,012.5 kn.,012.1 kn.,004.0m/s,002°,1028mb,2.0m,0.5m,2.0m,000°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 20:18 Z,"36° 28' 18.55"" N","025° 48' 34.08"" W",273°,012.5 kn.,012.5 kn.,004.0m/s,002°,1028mb,2.0m,0.5m,2.0m,000°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 20:13 Z,"36° 28' 14.97"" N","025° 47' 17.10"" W",275°,012.5 kn.,012.7 kn.,004.0m/s,002°,1028mb,2.0m,0.5m,2.0m,000°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 20:08 Z,"36° 28' 10.16"" N","025° 45' 56.69"" W",274°,012.4 kn.,012.4 kn.,004.0m/s,000°,1028mb,2.0m,0.5m,2.0m,000°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 20:03 Z,"36° 28' 05.55"" N","025° 44' 40.17"" W",275°,012.4 kn.,012.2 kn.,004.0m/s,000°,1028mb,2.0m,0.5m,2.0m,000°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 19:58 Z,"36° 28' 01.16"" N","025° 43' 20.92"" W",274°,012.5 kn.,012.4 kn.,004.0m/s,000°,1028mb,2.0m,0.5m,2.0m,000°,325°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 19:53 Z,"36° 27' 58.74"" N","025° 42' 04.41"" W",273°,012.4 kn.,012.4 kn.,004.0m/s,000°,1028mb,2.0m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 19:48 Z,"36° 27' 56.44"" N","025° 40' 47.29"" W",271°,012.4 kn.,012.6 kn.,004.0m/s,000°,1028mb,2.0m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-34,12.11.2019 19:45 Z,"36° 27' 55.69"" N","025° 40' 11.42"" W",271°,012.4 kn.,012.4 kn.,004.0m/s,000°,1028mb,2.0m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 19:43 Z,"36° 27' 55.35"" N","025° 39' 30.16"" W",271°,012.5 kn.,012.4 kn.,004.0m/s,000°,1028mb,2.0m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 19:38 Z,"36° 27' 55.29"" N","025° 38' 10.86"" W",271°,012.3 kn.,012.3 kn.,005.0m/s,000°,1028mb,2.0m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 19:33 Z,"36° 27' 55.94"" N","025° 36' 54.57"" W",269°,012.1 kn.,012.6 kn.,005.0m/s,000°,1028mb,2.1m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 19:28 Z,"36° 27' 55.26"" N","025° 35' 34.73"" W",270°,012.3 kn.,011.7 kn.,005.0m/s,000°,1028mb,2.1m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 19:22 Z,"36° 27' 55.33"" N","025° 34' 20.89"" W",271°,012.3 kn.,012.3 kn.,005.0m/s,000°,1028mb,2.1m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 19:17 Z,"36° 27' 54.90"" N","025° 33' 04.69"" W",271°,012.3 kn.,012.2 kn.,005.0m/s,000°,1028mb,2.1m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 19:12 Z,"36° 27' 54.63"" N","025° 31' 46.05"" W",270°,012.3 kn.,012.3 kn.,005.0m/s,000°,1028mb,2.1m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 19:07 Z,"36° 27' 54.45"" N","025° 30' 29.49"" W",271°,012.4 kn.,012.9 kn.,005.0m/s,000°,1028mb,2.1m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 19:02 Z,"36° 27' 54.47"" N","025° 29' 09.04"" W",270°,012.7 kn.,012.4 kn.,005.0m/s,000°,1028mb,2.1m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 18:57 Z,"36° 27' 54.37"" N","025° 27' 48.01"" W",270°,012.7 kn.,012.5 kn.,005.0m/s,000°,1028mb,2.1m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-34,12.11.2019 18:55 Z,"36° 27' 54.28"" N","025° 27' 10.94"" W",270°,012.7 kn.,012.7 kn.,005.0m/s,000°,1028mb,2.1m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 18:52 Z,"36° 27' 54.40"" N","025° 26' 31.78"" W",270°,012.7 kn.,012.8 kn.,005.0m/s,000°,1028mb,2.1m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 18:47 Z,"36° 27' 54.24"" N","025° 25' 10.13"" W",269°,012.6 kn.,012.8 kn.,005.0m/s,358°,1028mb,2.1m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 18:42 Z,"36° 27' 54.00"" N","025° 23' 50.85"" W",271°,012.6 kn.,012.4 kn.,005.0m/s,358°,1028mb,2.1m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 18:37 Z,"36° 27' 53.19"" N","025° 22' 30.86"" W",272°,012.5 kn.,013.0 kn.,005.0m/s,358°,1028mb,2.1m,0.5m,2.0m,000°,330°,013sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 18:32 Z,"36° 27' 51.00"" N","025° 21' 08.44"" W",271°,012.4 kn.,012.0 kn.,005.0m/s,358°,1028mb,2.1m,0.5m,2.0m,000°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 18:27 Z,"36° 27' 48.75"" N","025° 19' 55.77"" W",271°,012.5 kn.,012.7 kn.,005.0m/s,358°,1028mb,2.1m,0.5m,2.0m,000°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 18:22 Z,"36° 27' 46.49"" N","025° 18' 35.72"" W",272°,012.5 kn.,012.4 kn.,005.0m/s,358°,1028mb,2.1m,0.5m,2.0m,000°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 18:17 Z,"36° 27' 43.84"" N","025° 17' 18.78"" W",271°,012.4 kn.,012.2 kn.,005.0m/s,358°,1028mb,2.1m,0.5m,2.0m,000°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 18:11 Z,"36° 27' 39.59"" N","025° 16' 00.32"" W",274°,012.4 kn.,012.7 kn.,005.0m/s,358°,1028mb,2.1m,0.5m,2.0m,000°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 18:06 Z,"36° 27' 35.48"" N","025° 14' 41.06"" W",274°,012.4 kn.,011.0 kn.,004.0m/s,358°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,004sec,0.10m/s,148°
AIS.636013411.S-34,12.11.2019 18:05 Z,"36° 27' 34.59"" N","025° 14' 23.20"" W",273°,012.3 kn.,012.4 kn.,004.0m/s,358°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,004sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 18:01 Z,"36° 27' 32.20"" N","025° 13' 27.15"" W",274°,012.3 kn.,012.3 kn.,004.0m/s,358°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,004sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 17:56 Z,"36° 27' 29.11"" N","025° 12' 10.99"" W",273°,012.4 kn.,012.6 kn.,004.0m/s,358°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 17:51 Z,"36° 27' 27.09"" N","025° 10' 51.46"" W",271°,012.5 kn.,012.3 kn.,004.0m/s,358°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 17:46 Z,"36° 27' 25.38"" N","025° 09' 33.77"" W",272°,012.6 kn.,012.9 kn.,004.0m/s,358°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 17:41 Z,"36° 27' 22.17"" N","025° 08' 10.38"" W",274°,012.5 kn.,012.4 kn.,004.0m/s,358°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 17:36 Z,"36° 27' 18.56"" N","025° 06' 53.25"" W",273°,012.4 kn.,012.2 kn.,004.0m/s,358°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 17:31 Z,"36° 27' 15.12"" N","025° 05' 36.52"" W",274°,012.4 kn.,012.6 kn.,004.0m/s,358°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 17:26 Z,"36° 27' 11.81"" N","025° 04' 19.71"" W",274°,012.3 kn.,012.2 kn.,004.0m/s,358°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 17:21 Z,"36° 27' 07.97"" N","025° 03' 00.70"" W",273°,012.4 kn.,012.7 kn.,004.0m/s,358°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 17:16 Z,"36° 27' 04.35"" N","025° 01' 41.92"" W",274°,012.3 kn.,008.4 kn.,004.0m/s,356°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-34,12.11.2019 17:15 Z,"36° 27' 04.06"" N","025° 01' 36.55"" W",274°,012.2 kn.,012.2 kn.,004.0m/s,356°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 17:11 Z,"36° 27' 01.54"" N","025° 00' 28.71"" W",273°,012.1 kn.,012.6 kn.,004.0m/s,356°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 17:06 Z,"36° 26' 58.87"" N","024° 59' 10.58"" W",272°,012.1 kn.,011.9 kn.,004.0m/s,358°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 17:01 Z,"36° 26' 56.66"" N","024° 57' 52.93"" W",271°,012.1 kn.,012.4 kn.,004.0m/s,358°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 16:56 Z,"36° 26' 54.94"" N","024° 56' 36.26"" W",269°,012.3 kn.,012.3 kn.,004.0m/s,356°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 16:51 Z,"36° 26' 52.60"" N","024° 55' 19.59"" W",272°,012.5 kn.,012.3 kn.,004.0m/s,356°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 16:45 Z,"36° 26' 48.87"" N","024° 54' 02.23"" W",272°,012.6 kn.,012.7 kn.,004.0m/s,356°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 16:40 Z,"36° 26' 46.54"" N","024° 52' 43.65"" W",270°,012.7 kn.,012.9 kn.,004.0m/s,356°,1030mb,2.1m,0.5m,2.0m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 16:35 Z,"36° 26' 46.57"" N","024° 51' 22.21"" W",268°,012.7 kn.,013.0 kn.,004.0m/s,356°,1030mb,2.1m,0.5m,2.1m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 16:30 Z,"36° 26' 50.37"" N","024° 49' 57.83"" W",268°,012.9 kn.,012.5 kn.,004.0m/s,356°,1030mb,2.1m,0.5m,2.1m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 16:25 Z,"36° 26' 50.46"" N","024° 48' 40.74"" W",274°,012.9 kn.,013.0 kn.,004.0m/s,354°,1030mb,2.1m,0.5m,2.1m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-34,12.11.2019 16:25 Z,"36° 26' 50.27"" N","024° 48' 37.80"" W",272°,012.9 kn.,012.9 kn.,004.0m/s,354°,1030mb,2.1m,0.5m,2.1m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 16:20 Z,"36° 26' 45.21"" N","024° 47' 20.89"" W",276°,012.9 kn.,013.3 kn.,004.0m/s,354°,1030mb,2.1m,0.5m,2.1m,355°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 16:15 Z,"36° 26' 39.06"" N","024° 45' 58.64"" W",274°,012.8 kn.,012.9 kn.,004.0m/s,354°,1030mb,2.1m,0.5m,2.1m,350°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 16:10 Z,"36° 26' 33.51"" N","024° 44' 34.71"" W",274°,012.7 kn.,012.3 kn.,004.0m/s,354°,1030mb,2.1m,0.5m,2.1m,350°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 16:05 Z,"36° 26' 29.37"" N","024° 43' 18.57"" W",274°,012.6 kn.,012.5 kn.,004.0m/s,354°,1030mb,2.1m,0.5m,2.1m,350°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 16:00 Z,"36° 26' 24.92"" N","024° 42' 00.10"" W",274°,012.6 kn.,012.6 kn.,004.0m/s,354°,1030mb,2.1m,0.5m,2.1m,350°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 15:55 Z,"36° 26' 21.01"" N","024° 40' 41.97"" W",274°,012.7 kn.,013.1 kn.,004.0m/s,354°,1030mb,2.1m,0.5m,2.1m,350°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 15:50 Z,"36° 26' 17.49"" N","024° 39' 20.37"" W",273°,012.7 kn.,012.6 kn.,004.0m/s,354°,1030mb,2.2m,0.5m,2.1m,350°,330°,014sec,003sec,0.10m/s,148°
AIS.636013411.S-19,12.11.2019 15:45 Z,"36° 26' 14.66"" N","024° 38' 02.49"" W",274°,012.6 kn.,012.4 kn.,004.0m/s,354°,1030mb,2.2m,0.5m,2.1m,350°,330°,014sec,003sec,0.10m/s,148°
