Terminal,Date,Latitude,Longitude,Course,Speed,Average Speed,Wind Speed,Wind Direction,Pressure,Significant Wave Height,Wind Wave Height,Swell Height,Wind Wave Direction,Swell Direction,Swell Period,Wind Wave Period,Current Speed ,Current Direction 
INC.463702393 (9469.007),04.12.2019 13:52 Z,"45° 57' 09.59"" N","014° 47' 21.60"" W",064°,011.8 kn.,012.3 kn.,010.0m/s,354°,1023mb,3.5m,1.8m,3.0m,355°,280°,010sec,005sec,0.09m/s,138°
INC.463702393 (9469.007),03.12.2019 13:52 Z,"43° 38' 04.79"" N","020° 53' 16.80"" W",062°,013.2 kn.,012.9 kn.,005.0m/s,254°,1020mb,3.3m,1.0m,3.1m,245°,265°,010sec,004sec,0.14m/s,114°
INC.463702393 (9469.007),03.12.2019 09:26 Z,"43° 11' 16.80"" N","022° 02' 21.59"" W",063°,012.4 kn.,012.7 kn.,006.0m/s,208°,1019mb,3.3m,1.3m,3.0m,210°,265°,010sec,004sec,0.14m/s,114°
INC.463702393 (9469.007),02.12.2019 13:52 Z,"41° 14' 07.20"" N","026° 57' 26.40"" W",060°,012.4 kn.,013.0 kn.,010.0m/s,178°,1021mb,3.4m,1.8m,2.9m,185°,265°,011sec,005sec,0.10m/s,116°
AIS.636013411.S-34,02.12.2019 05:45 Z,"40° 24' 29.23"" N","029° 00' 12.49"" W",060°,012.6 kn.,013.4 kn.,011.0m/s,176°,1021mb,3.4m,2.0m,2.8m,175°,265°,012sec,005sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 04:21 Z,"40° 15' 39.77"" N","029° 21' 51.24"" W",061°,013.5 kn.,000.3 kn.,011.0m/s,176°,1021mb,3.5m,2.0m,2.8m,175°,265°,012sec,006sec,0.10m/s,113°
AIS.636013411.S-34,02.12.2019 04:21 Z,"40° 15' 39.78"" N","029° 21' 51.22"" W",060°,013.5 kn.,013.8 kn.,011.0m/s,176°,1021mb,3.5m,2.0m,2.8m,175°,265°,012sec,006sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 04:12 Z,"40° 14' 42.11"" N","029° 24' 03.61"" W",064°,013.6 kn.,014.2 kn.,011.0m/s,176°,1021mb,3.5m,2.0m,2.9m,175°,265°,012sec,006sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 04:10 Z,"40° 14' 26.27"" N","029° 24' 45.01"" W",061°,013.9 kn.,005.9 kn.,011.0m/s,176°,1021mb,3.5m,2.0m,2.9m,175°,265°,012sec,006sec,0.10m/s,113°
AIS.636013411.S-34,02.12.2019 04:10 Z,"40° 14' 25.58"" N","029° 24' 46.58"" W",063°,013.8 kn.,013.8 kn.,011.0m/s,176°,1021mb,3.5m,2.0m,2.9m,175°,265°,012sec,006sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 03:54 Z,"40° 12' 44.97"" N","029° 29' 03.59"" W",062°,013.7 kn.,013.4 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.9m,175°,265°,012sec,006sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 03:51 Z,"40° 12' 27.99"" N","029° 29' 46.14"" W",061°,013.6 kn.,013.8 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.9m,175°,265°,012sec,006sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 03:42 Z,"40° 11' 30.12"" N","029° 31' 59.22"" W",060°,013.6 kn.,013.3 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.8m,175°,265°,012sec,006sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 03:34 Z,"40° 10' 35.32"" N","029° 33' 58.69"" W",060°,013.5 kn.,013.8 kn.,011.0m/s,176°,1021mb,3.5m,2.0m,2.8m,175°,265°,012sec,006sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 03:19 Z,"40° 08' 56.64"" N","029° 38' 06.51"" W",065°,014.0 kn.,013.5 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.8m,180°,265°,012sec,006sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 03:15 Z,"40° 08' 35.84"" N","029° 39' 01.66"" W",063°,013.9 kn.,013.9 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.8m,180°,265°,012sec,006sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 03:06 Z,"40° 07' 34.63"" N","029° 41' 39.79"" W",062°,013.9 kn.,000.1 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.8m,180°,265°,012sec,006sec,0.10m/s,113°
AIS.636013411.S-34,02.12.2019 03:06 Z,"40° 07' 34.64"" N","029° 41' 39.80"" W",061°,013.9 kn.,013.9 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.8m,180°,265°,012sec,006sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 02:51 Z,"40° 05' 59.43"" N","029° 45' 39.91"" W",062°,013.9 kn.,013.7 kn.,011.0m/s,176°,1021mb,3.5m,2.0m,2.9m,175°,260°,012sec,005sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 02:42 Z,"40° 05' 00.84"" N","029° 47' 50.76"" W",061°,013.7 kn.,013.8 kn.,011.0m/s,176°,1021mb,3.5m,2.0m,2.9m,175°,260°,012sec,005sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 02:40 Z,"40° 04' 47.18"" N","029° 48' 21.95"" W",059°,013.7 kn.,014.0 kn.,011.0m/s,176°,1021mb,3.5m,2.0m,2.9m,175°,260°,012sec,005sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 02:33 Z,"40° 03' 58.00"" N","029° 50' 12.31"" W",059°,013.6 kn.,012.7 kn.,011.0m/s,178°,1021mb,3.5m,2.1m,2.9m,175°,260°,012sec,005sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 02:30 Z,"40° 03' 39.35"" N","029° 50' 55.60"" W",063°,013.6 kn.,013.7 kn.,011.0m/s,178°,1021mb,3.5m,2.1m,2.9m,175°,260°,012sec,005sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 02:22 Z,"40° 02' 47.68"" N","029° 53' 12.12"" W",061°,013.3 kn.,012.4 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.9m,175°,260°,012sec,005sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 02:20 Z,"40° 02' 36.34"" N","029° 53' 40.74"" W",064°,013.2 kn.,013.6 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.9m,175°,260°,012sec,005sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 02:15 Z,"40° 02' 07.45"" N","029° 54' 55.85"" W",062°,013.2 kn.,012.8 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.9m,175°,260°,012sec,005sec,0.10m/s,113°
AIS.636013411.S-34,02.12.2019 02:11 Z,"40° 01' 44.22"" N","029° 55' 51.96"" W",059°,013.3 kn.,014.7 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.9m,175°,260°,012sec,005sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 02:09 Z,"40° 01' 31.99"" N","029° 56' 19.57"" W",060°,013.3 kn.,013.1 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.9m,175°,260°,012sec,005sec,0.10m/s,113°
AIS.636013411.S-19,02.12.2019 02:04 Z,"40° 00' 55.18"" N","029° 57' 45.01"" W",066°,013.1 kn.,013.2 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.9m,175°,260°,012sec,005sec,0.10m/s,114°
AIS.636013411.S-19,02.12.2019 01:59 Z,"40° 00' 27.82"" N","029° 59' 02.92"" W",062°,013.1 kn.,013.0 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.9m,175°,260°,012sec,005sec,0.10m/s,114°
AIS.636013411.S-19,02.12.2019 01:52 Z,"39° 59' 58.96"" N","030° 00' 42.12"" W",093°,013.1 kn.,013.5 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.9m,175°,260°,012sec,005sec,0.10m/s,115°
AIS.636013411.S-19,02.12.2019 01:47 Z,"40° 00' 00.88"" N","030° 02' 14.05"" W",089°,013.5 kn.,013.0 kn.,011.0m/s,176°,1021mb,3.5m,2.1m,2.9m,175°,260°,012sec,005sec,0.10m/s,115°
AIS.636013411.S-19,02.12.2019 01:33 Z,"40° 00' 09.82"" N","030° 06' 11.04"" W",096°,013.0 kn.,013.1 kn.,011.0m/s,176°,1021mb,3.6m,2.1m,2.9m,175°,260°,012sec,005sec,0.10m/s,115°
AIS.636013411.S-19,02.12.2019 01:18 Z,"40° 00' 15.42"" N","030° 10' 35.08"" W",093°,013.0 kn.,013.1 kn.,011.0m/s,176°,1021mb,3.6m,2.2m,3.0m,175°,260°,012sec,005sec,0.10m/s,115°
AIS.636013411.S-19,02.12.2019 01:04 Z,"40° 00' 13.43"" N","030° 14' 25.91"" W",091°,013.0 kn.,000.2 kn.,011.0m/s,176°,1021mb,3.6m,2.1m,3.0m,175°,260°,012sec,005sec,0.10m/s,115°
AIS.636013411.S-34,02.12.2019 01:04 Z,"40° 00' 13.42"" N","030° 14' 25.90"" W",091°,013.0 kn.,013.1 kn.,011.0m/s,176°,1021mb,3.6m,2.1m,3.0m,175°,260°,012sec,005sec,0.10m/s,115°
AIS.636013411.S-19,02.12.2019 00:48 Z,"40° 00' 13.03"" N","030° 19' 05.75"" W",092°,012.5 kn.,012.6 kn.,011.0m/s,176°,1021mb,3.7m,2.1m,3.0m,175°,260°,012sec,005sec,0.10m/s,115°
AIS.636013411.S-19,02.12.2019 00:38 Z,"40° 00' 12.83"" N","030° 21' 37.63"" W",092°,012.6 kn.,012.7 kn.,011.0m/s,176°,1021mb,3.7m,2.2m,3.0m,175°,260°,012sec,005sec,0.10m/s,115°
AIS.636013411.S-19,02.12.2019 00:34 Z,"40° 00' 13.35"" N","030° 22' 51.85"" W",091°,012.6 kn.,012.5 kn.,011.0m/s,174°,1021mb,3.7m,2.2m,3.0m,175°,260°,012sec,005sec,0.10m/s,115°
AIS.636013411.S-19,02.12.2019 00:25 Z,"40° 00' 12.94"" N","030° 25' 22.54"" W",092°,012.7 kn.,013.2 kn.,011.0m/s,174°,1021mb,3.7m,2.2m,3.0m,175°,260°,012sec,005sec,0.10m/s,115°
AIS.636013411.S-19,02.12.2019 00:21 Z,"40° 00' 14.12"" N","030° 26' 31.06"" W",092°,012.4 kn.,011.5 kn.,011.0m/s,174°,1021mb,3.7m,2.2m,3.0m,175°,260°,012sec,005sec,0.10m/s,115°
AIS.636013411.S-19,02.12.2019 00:19 Z,"40° 00' 15.22"" N","030° 27' 00.94"" W",094°,012.4 kn.,012.5 kn.,011.0m/s,176°,1020mb,3.7m,2.1m,3.0m,180°,260°,012sec,006sec,0.10m/s,115°
AIS.636013411.S-19,02.12.2019 00:02 Z,"40° 00' 20.24"" N","030° 31' 29.18"" W",094°,012.5 kn.,000.2 kn.,011.0m/s,176°,1019mb,3.7m,2.1m,3.1m,180°,260°,012sec,006sec,0.10m/s,115°
AIS.636013411.S-34,02.12.2019 00:02 Z,"40° 00' 20.23"" N","030° 31' 29.17"" W",094°,012.5 kn.,012.6 kn.,011.0m/s,176°,1019mb,3.7m,2.1m,3.1m,180°,260°,012sec,006sec,0.10m/s,115°
AIS.636013411.S-19,01.12.2019 23:58 Z,"40° 00' 21.19"" N","030° 32' 33.72"" W",091°,012.5 kn.,012.6 kn.,011.0m/s,176°,1020mb,3.7m,2.0m,3.0m,175°,260°,012sec,005sec,0.10m/s,116°
AIS.636013411.S-19,01.12.2019 22:57 Z,"40° 00' 09.22"" N","030° 49' 17.14"" W",090°,012.8 kn.,Infinity kn.,011.0m/s,176°,1019mb,3.8m,2.2m,3.1m,175°,260°,012sec,006sec,0.10m/s,116°
AIS.636013411.S-34,01.12.2019 22:57 Z,"40° 00' 09.21"" N","030° 49' 17.14"" W",090°,012.8 kn.,012.4 kn.,011.0m/s,176°,1019mb,3.8m,2.2m,3.1m,175°,260°,012sec,006sec,0.10m/s,116°
AIS.636013411.S-19,01.12.2019 22:35 Z,"40° 00' 33.26"" N","030° 55' 11.20"" W",091°,012.2 kn.,012.4 kn.,011.0m/s,176°,1019mb,3.9m,2.2m,3.1m,175°,260°,012sec,006sec,0.10m/s,116°
AIS.636013411.S-19,01.12.2019 22:05 Z,"40° 00' 50.23"" N","031° 03' 25.42"" W",091°,012.4 kn.,012.7 kn.,011.0m/s,174°,1019mb,3.9m,2.3m,3.1m,175°,260°,012sec,006sec,0.10m/s,116°
AIS.636013411.S-19,01.12.2019 22:01 Z,"40° 00' 51.06"" N","031° 04' 23.13"" W",091°,012.6 kn.,014.5 kn.,011.0m/s,176°,1019mb,3.9m,2.3m,3.1m,175°,260°,012sec,006sec,0.10m/s,115°
AIS.636013411.S-34,01.12.2019 22:00 Z,"40° 00' 51.33"" N","031° 04' 50.48"" W",093°,012.6 kn.,012.1 kn.,011.0m/s,176°,1019mb,4.0m,2.3m,3.1m,175°,260°,012sec,006sec,0.11m/s,115°
AIS.636013411.S-19,01.12.2019 21:28 Z,"40° 00' 59.18"" N","031° 13' 07.73"" W",093°,012.0 kn.,012.4 kn.,011.0m/s,174°,1019mb,4.0m,2.4m,3.2m,175°,260°,012sec,006sec,0.14m/s,113°
AIS.636013411.S-19,01.12.2019 21:23 Z,"40° 01' 01.69"" N","031° 14' 36.40"" W",091°,012.3 kn.,012.0 kn.,011.0m/s,174°,1019mb,4.0m,2.4m,3.2m,175°,255°,012sec,006sec,0.14m/s,113°
AIS.636013411.S-19,01.12.2019 21:13 Z,"40° 01' 04.95"" N","031° 17' 13.05"" W",089°,012.0 kn.,012.0 kn.,011.0m/s,174°,1019mb,4.1m,2.4m,3.2m,175°,255°,012sec,006sec,0.15m/s,113°
AIS.636013411.S-19,01.12.2019 21:06 Z,"40° 01' 07.02"" N","031° 18' 58.62"" W",092°,012.1 kn.,012.2 kn.,011.0m/s,174°,1019mb,4.1m,2.4m,3.2m,175°,255°,012sec,006sec,0.15m/s,113°
AIS.636013411.S-34,01.12.2019 21:04 Z,"40° 01' 07.68"" N","031° 19' 30.50"" W",090°,012.1 kn.,012.3 kn.,011.0m/s,174°,1019mb,4.1m,2.4m,3.2m,175°,255°,012sec,006sec,0.15m/s,113°
INC.463702393 (9469.007),30.11.2019 13:52 Z,"40° 06' 45.60"" N","039° 39' 40.79"" W",083°,011.0 kn.,012.6 kn.,013.0m/s,190°,1003mb,5.1m,3.7m,3.3m,190°,245°,011sec,007sec,0.15m/s,104°
INC.463702393 (9469.007),29.11.2019 13:52 Z,"40° 11' 19.20"" N","046° 12' 50.40"" W",084°,013.4 kn.,014.4 kn.,014.0m/s,176°,996mb,4.1m,3.4m,2.3m,180°,265°,009sec,007sec,0.56m/s,088°
INC.463702393 (9469.007),29.11.2019 10:50 Z,"40° 12' 00.00"" N","047° 09' 50.40"" W",088°,013.6 kn.,013.2 kn.,014.0m/s,178°,995mb,3.9m,3.1m,2.3m,175°,260°,010sec,007sec,0.51m/s,091°
INC.463702393 (9469.007),28.11.2019 13:52 Z,"40° 16' 07.19"" N","053° 12' 47.99"" W",090°,013.6 kn.,014.1 kn.,008.0m/s,202°,1005mb,2.9m,1.0m,2.5m,205°,300°,008sec,004sec,0.51m/s,085°
INC.463702393 (9469.007),27.11.2019 13:52 Z,"40° 21' 07.19"" N","060° 34' 50.40"" W",089°,013.6 kn.,012.8 kn.,008.0m/s,280°,1018mb,2.0m,1.3m,1.5m,280°,225°,008sec,005sec,0.56m/s,078°
INC.463702393 (9469.007),26.11.2019 13:52 Z,"40° 09' 55.20"" N","067° 17' 21.59"" W",100°,013.0 kn.,013.0 kn.,005.0m/s,262°,1018mb,1.9m,0.9m,1.7m,260°,215°,008sec,005sec,0.07m/s,358°
AIS.636013411.S-34,26.11.2019 03:08 Z,"40° 25' 17.32"" N","070° 18' 53.96"" W",085°,013.7 kn.,013.5 kn.,005.0m/s,260°,1014mb,1.6m,0.7m,1.5m,260°,220°,007sec,004sec,0.00m/s,062°
AIS.636013411.S-34,26.11.2019 01:51 Z,"40° 24' 57.42"" N","070° 41' 26.34"" W",090°,013.4 kn.,012.5 kn.,005.0m/s,256°,1013mb,1.6m,0.7m,1.4m,260°,215°,007sec,004sec,0.00m/s,062°
AIS.636013411.S-34,25.11.2019 16:06 Z,"40° 23' 47.75"" N","073° 20' 42.57"" W",096°,013.4 kn.,013.5 kn.,005.0m/s,282°,1010mb,1.5m,1.2m,1.0m,275°,185°,008sec,004sec,0.00m/s,205°
AIS.636013411.S-34,25.11.2019 15:59 Z,"40° 23' 58.56"" N","073° 22' 45.87"" W",097°,013.3 kn.,010.8 kn.,005.0m/s,282°,1010mb,1.5m,1.2m,0.9m,275°,185°,008sec,004sec,0.00m/s,205°
AIS.636013411.S-34,25.11.2019 15:02 Z,"40° 25' 10.27"" N","073° 36' 00.68"" W",094°,010.2 kn.,009.9 kn.,005.0m/s,284°,1010mb,1.4m,1.1m,0.9m,280°,180°,007sec,004sec,0.00m/s,205°
AIS.636013411.S-34,25.11.2019 14:24 Z,"40° 25' 20.46"" N","073° 44' 15.46"" W",086°,009.8 kn.,007.7 kn.,005.0m/s,286°,1009mb,1.4m,1.1m,0.8m,275°,180°,007sec,004sec,0.00m/s,205°
INC.463702393 (9469.007),25.11.2019 13:52 Z,"40° 26' 33.60"" N","073° 49' 31.20"" W",132°,009.4 kn.,008.9 kn.,005.0m/s,286°,1009mb,1.3m,1.0m,0.9m,280°,185°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-34,25.11.2019 13:35 Z,"40° 28' 08.58"" N","073° 51' 59.65"" W",123°,009.5 kn.,010.1 kn.,005.0m/s,288°,1009mb,1.3m,1.0m,0.8m,280°,185°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 12:54 Z,"40° 31' 15.38"" N","073° 59' 59.20"" W",117°,009.4 kn.,009.2 kn.,004.0m/s,288°,1009mb,1.2m,1.0m,0.8m,280°,185°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 12:51 Z,"40° 31' 28.22"" N","074° 00' 31.12"" W",123°,008.9 kn.,008.7 kn.,004.0m/s,288°,1009mb,1.2m,1.0m,0.8m,280°,185°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-34,25.11.2019 12:45 Z,"40° 32' 05.74"" N","074° 01' 15.85"" W",141°,008.4 kn.,008.4 kn.,004.0m/s,288°,1009mb,1.2m,1.0m,0.8m,280°,185°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 12:45 Z,"40° 32' 06.73"" N","074° 01' 16.87"" W",142°,008.4 kn.,006.9 kn.,004.0m/s,288°,1009mb,1.2m,1.0m,0.8m,280°,185°,007sec,004sec,0.00m/s,000°
INC.463702393 (9469.007),25.11.2019 12:42 Z,"40° 32' 28.79"" N","074° 01' 31.20"" W",167°,008.8 kn.,009.8 kn.,004.0m/s,288°,1009mb,1.2m,1.0m,0.8m,280°,185°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 12:30 Z,"40° 34' 19.64"" N","074° 01' 59.44"" W",168°,010.3 kn.,010.8 kn.,004.0m/s,288°,1009mb,1.2m,1.0m,0.8m,285°,185°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 12:24 Z,"40° 35' 16.82"" N","074° 02' 18.24"" W",163°,010.5 kn.,010.2 kn.,004.0m/s,288°,1009mb,1.2m,1.0m,0.7m,285°,185°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 12:20 Z,"40° 35' 57.24"" N","074° 02' 36.23"" W",159°,009.6 kn.,008.9 kn.,005.0m/s,284°,1007mb,1.2m,0.9m,0.8m,275°,185°,006sec,003sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 12:17 Z,"40° 36' 22.67"" N","074° 02' 51.73"" W",153°,007.8 kn.,006.7 kn.,005.0m/s,284°,1007mb,1.2m,0.9m,0.8m,275°,185°,006sec,003sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 12:12 Z,"40° 36' 52.76"" N","074° 03' 11.59"" W",153°,005.7 kn.,003.3 kn.,005.0m/s,286°,1007mb,1.2m,0.9m,0.8m,275°,185°,006sec,003sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 12:06 Z,"40° 37' 11.03"" N","074° 03' 22.43"" W",223°,001.2 kn.,000.2 kn.,005.0m/s,284°,1007mb,1.2m,0.9m,0.7m,275°,185°,006sec,003sec,0.00m/s,000°
AIS.636013411.S-34,25.11.2019 11:54 Z,"40° 37' 13.36"" N","074° 03' 22.10"" W",233°,000.1 kn.,000.0 kn.,005.0m/s,284°,1007mb,1.2m,0.9m,0.8m,280°,185°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 11:39 Z,"40° 37' 13.41"" N","074° 03' 22.39"" W",234°,000.0 kn.,000.1 kn.,005.0m/s,286°,1006mb,1.2m,0.9m,0.8m,280°,185°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 11:30 Z,"40° 37' 13.67"" N","074° 03' 21.81"" W",234°,000.0 kn.,000.0 kn.,005.0m/s,286°,1006mb,1.2m,0.9m,0.8m,280°,185°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 11:06 Z,"40° 37' 13.56"" N","074° 03' 21.48"" W",234°,000.1 kn.,000.1 kn.,005.0m/s,286°,1006mb,1.3m,1.0m,0.8m,280°,185°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-34,25.11.2019 11:03 Z,"40° 37' 13.69"" N","074° 03' 21.20"" W",233°,000.1 kn.,000.0 kn.,005.0m/s,286°,1006mb,1.3m,1.0m,0.8m,280°,185°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 10:57 Z,"40° 37' 13.84"" N","074° 03' 20.97"" W",234°,000.1 kn.,000.1 kn.,005.0m/s,286°,1006mb,1.3m,1.0m,0.8m,280°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 10:54 Z,"40° 37' 13.78"" N","074° 03' 20.76"" W",234°,000.1 kn.,000.1 kn.,005.0m/s,286°,1006mb,1.3m,1.0m,0.8m,280°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 10:51 Z,"40° 37' 13.46"" N","074° 03' 20.93"" W",234°,000.0 kn.,000.1 kn.,005.0m/s,286°,1006mb,1.3m,1.0m,0.8m,280°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 10:45 Z,"40° 37' 13.91"" N","074° 03' 20.53"" W",257°,000.1 kn.,000.0 kn.,005.0m/s,286°,1006mb,1.3m,1.0m,0.8m,280°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 10:36 Z,"40° 37' 14.04"" N","074° 03' 20.70"" W",257°,000.1 kn.,000.0 kn.,005.0m/s,286°,1006mb,1.3m,1.0m,0.8m,280°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 10:27 Z,"40° 37' 13.76"" N","074° 03' 20.92"" W",257°,000.1 kn.,000.1 kn.,005.0m/s,286°,1006mb,1.3m,1.0m,0.8m,280°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 10:24 Z,"40° 37' 13.85"" N","074° 03' 20.55"" W",257°,000.1 kn.,000.1 kn.,005.0m/s,288°,1006mb,1.3m,1.0m,0.8m,280°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-34,25.11.2019 10:15 Z,"40° 37' 13.90"" N","074° 03' 19.80"" W",257°,000.0 kn.,000.0 kn.,005.0m/s,288°,1006mb,1.3m,1.0m,0.8m,280°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 10:06 Z,"40° 37' 13.93"" N","074° 03' 20.12"" W",257°,000.0 kn.,000.0 kn.,005.0m/s,288°,1006mb,1.3m,1.0m,0.8m,280°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 10:03 Z,"40° 37' 13.83"" N","074° 03' 20.23"" W",257°,000.1 kn.,000.1 kn.,005.0m/s,288°,1006mb,1.3m,1.0m,0.8m,280°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 10:00 Z,"40° 37' 13.63"" N","074° 03' 20.03"" W",257°,000.1 kn.,000.1 kn.,005.0m/s,288°,1006mb,1.3m,1.0m,0.8m,280°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 09:33 Z,"40° 37' 13.52"" N","074° 03' 17.26"" W",292°,000.1 kn.,000.0 kn.,006.0m/s,288°,1005mb,1.4m,1.1m,0.8m,285°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-34,25.11.2019 09:24 Z,"40° 37' 13.47"" N","074° 03' 17.09"" W",292°,000.1 kn.,000.1 kn.,006.0m/s,288°,1005mb,1.4m,1.1m,0.8m,285°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 09:21 Z,"40° 37' 13.33"" N","074° 03' 16.60"" W",292°,000.0 kn.,000.1 kn.,006.0m/s,288°,1005mb,1.4m,1.1m,0.8m,285°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 09:18 Z,"40° 37' 13.02"" N","074° 03' 16.38"" W",292°,000.1 kn.,000.2 kn.,006.0m/s,288°,1005mb,1.4m,1.1m,0.8m,285°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 09:09 Z,"40° 37' 12.63"" N","074° 03' 14.51"" W",305°,000.1 kn.,000.1 kn.,006.0m/s,290°,1005mb,1.4m,1.1m,0.8m,285°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 09:03 Z,"40° 37' 12.36"" N","074° 03' 13.56"" W",305°,000.1 kn.,000.0 kn.,006.0m/s,290°,1005mb,1.4m,1.1m,0.8m,285°,180°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 08:57 Z,"40° 37' 12.10"" N","074° 03' 13.51"" W",305°,000.0 kn.,000.0 kn.,006.0m/s,290°,1005mb,1.4m,1.1m,0.8m,285°,175°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 08:54 Z,"40° 37' 12.15"" N","074° 03' 13.36"" W",305°,000.1 kn.,000.1 kn.,006.0m/s,290°,1005mb,1.4m,1.1m,0.8m,285°,175°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 08:42 Z,"40° 37' 11.12"" N","074° 03' 11.45"" W",307°,000.1 kn.,000.2 kn.,007.0m/s,290°,1005mb,1.4m,1.1m,0.8m,285°,175°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 08:39 Z,"40° 37' 10.82"" N","074° 03' 10.91"" W",294°,000.2 kn.,000.2 kn.,007.0m/s,290°,1005mb,1.4m,1.1m,0.8m,285°,175°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-34,25.11.2019 08:33 Z,"40° 37' 10.16"" N","074° 03' 09.50"" W",310°,000.2 kn.,000.2 kn.,007.0m/s,290°,1005mb,1.4m,1.1m,0.8m,285°,175°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 08:30 Z,"40° 37' 09.74"" N","074° 03' 08.91"" W",331°,000.2 kn.,000.2 kn.,007.0m/s,290°,1005mb,1.4m,1.1m,0.8m,285°,175°,007sec,004sec,0.00m/s,000°
AIS.636013411.S-19,25.11.2019 08:24 Z,"40° 37' 08.83"" N","074° 03' 08.40"" W",326°,000.2 kn.,000.1 kn.,007.0m/s,290°,1005mb,1.4m,1.1m,0.8m,285°,175°,007sec,004sec,0.00m/s,000°
