speed,ws,foc,draft
0.3,0.0,0.07577140927314759,-1.0
0.0,0.0,-0.005932539701461792,-1.0
0.0,0.0,-0.005932539701461792,-1.0
0.2,0.0,-0.026477719410119,-1.0
0.1,0.0,-0.02642512142180774,-1.0
0.1,0.0,-0.026319925445185213,-1.0
0.2,0.0,-0.026267327456873945,-1.0
0.4,0.0,-0.02610953349194015,-1.0
0.2,0.0,-0.02595173952700636,-1.0
0.1,0.0,-0.02589914153869509,-1.0
0.2,0.0,-0.025846543550383825,-1.0
0.3,0.0,-0.02579394556207256,-1.0
0.2,0.0,-0.025688749585450033,-1.0
inf,0.0,0.08027064800262451,-1.0
0.4,0.0,0.08027064800262451,-1.0
0.5,0.0,0.20958087593317032,-1.0
0.6,0.0,-0.00883018970489502,-1.0
0.2,0.0,-0.01471234161513001,-1.0
0.3,0.0,0.16768747754395008,-1.0
0.3,0.0,0.00046697258949279785,-1.0
0.1,0.0,0.00046697258949279785,-1.0
0.2,0.0,-0.011793508793000932,-1.0
0.1,0.0,-0.010831420795702484,-1.0
0.0,0.0,-0.029436810314655306,-1.0
1.0,0.0,-0.03071274898596361,-1.0
0.5,0.0,-0.03012429008926047,-1.0
0.2,0.0,-0.029535831192557326,-1.0
0.1,0.0,-0.028947372295854173,-1.0
0.0,0.0,-0.02835891339915103,-1.0
inf,0.0,-0.027770454502447885,-1.0
0.0,0.0,-0.027770454502447885,-1.0
0.0,0.0,-0.02718199560574474,-1.0
0.0,0.0,-0.026593536709041597,-1.0
0.0,0.0,-0.02063138286272685,-1.0
inf,0.0,-0.043457776308059685,-1.0
0.1,0.0,-0.043457776308059685,-1.0
0.0,0.0,-0.03931748172099117,-1.0
0.0,0.0,-0.03313993527521217,-1.0
0.0,0.0,-0.020067192614078518,-1.0
0.0,0.0,-0.022762186998960158,-1.0
0.1,0.0,-0.027623751843420908,-1.0
0.1,0.0,-0.03477171063423157,-1.0
0.1,0.0,-0.03477171063423157,-1.0
0.1,0.0,-0.03389953107906914,-1.0
0.1,0.0,-0.03225297726528315,-1.0
0.1,0.0,-0.03060642345149717,-1.0
0.0,0.0,-0.02895986963771119,-1.0
0.0,0.0,-0.027313315823925204,-1.0
0.1,0.0,-0.02431409060955048,-1.0
0.0,0.0,-0.04349210858345032,-1.0
0.0,0.0,-0.040087872772049817,-1.0
0.0,0.0,-0.03538407045706543,-1.0
0.0,0.0,-0.030680268142081038,-1.0
0.0,0.0,-0.02414587140083313,-1.0
0.1,0.0,-0.02903993427753448,-1.0
0.1,0.0,-0.02903993427753448,-1.0
0.0,0.0,-0.027688950300216675,-1.0
0.0,0.0,0.04752876609563828,-1.0
0.1,0.0,0.19103509187698364,-1.0
0.1,0.0,-0.022377759218215942,-1.0
0.1,0.0,-0.02781206971114106,-1.0
0.1,0.0,-0.03686253726482392,-1.0
0.1,0.0,-0.03136978131401838,-1.0
0.1,0.0,-0.0324280053829669,-1.0
0.1,0.0,-0.033486229451915414,-1.0
0.1,0.0,-0.03454445352086393,-1.0
0.1,0.0,-0.03454445352086393,-1.0
0.0,0.0,-0.03560267758981245,-1.0
0.0,0.0,-0.03666090165876097,-1.0
0.1,0.0,-0.03820149600505829,-1.0
0.0,0.0,-0.026063097668350917,-1.0
0.1,0.0,-0.025989502668380737,-1.0
0.2,0.0,-0.025989502668380737,-1.0
0.0,0.0,-0.025130970621110853,-1.0
0.2,0.0,-0.02482410178857365,-1.0
inf,0.0,-0.03850705921649933,-1.0
0.1,0.0,-0.03850705921649933,-1.0
0.2,0.0,-0.03850705921649933,-1.0
0.1,0.0,-0.035073934791438,-1.0
0.0,0.0,-0.03204541168005706,-1.0
0.1,0.0,-0.03204541168005706,-1.0
0.2,0.0,-0.0208362340927124,-1.0
0.4,0.0,-0.0208362340927124,-1.0
0.4,0.0,-0.031863763928413384,-1.0
0.3,0.0,-0.025646179914474487,-1.0
0.2,0.0,-0.025646179914474487,-1.0
inf,0.0,-0.025646179914474487,-1.0
0.1,0.0,-0.025646179914474487,-1.0
0.1,0.0,-0.025646179914474487,-1.0
0.0,0.0,-0.025646179914474487,-1.0
0.0,0.0,-0.025646179914474487,-1.0
0.1,0.0,-0.025646179914474487,-1.0
0.1,0.0,-0.025646179914474487,-1.0
0.1,0.0,-0.025646179914474487,-1.0
0.1,0.0,-0.02308582968468428,-1.0
0.2,0.0,-0.027820355671756173,-1.0
0.1,0.0,-0.033226758241653435,-1.0
0.3,0.0,0.07880288362503053,-1.0
76.9,0.0,0.2012248933315277,-1.0
0.2,0.0,0.2012248933315277,-1.0
0.0,0.0,-0.0017715245485305786,-1.0
0.2,0.0,-0.00979498028755188,-1.0
0.2,0.0,-0.010660141706466677,-1.0
0.2,0.0,-0.014060765504837036,-1.0
0.1,1.0,-0.04897153377532959,-1.0
inf,1.0,-0.04897153377532959,-1.0
0.1,1.0,-0.04897153377532959,-1.0
0.1,1.0,-0.04897153377532959,-1.0
0.1,1.0,-0.04897153377532959,-1.0
0.2,1.0,-0.04897153377532959,-1.0
0.3,1.0,-0.04897153377532959,-1.0
0.1,1.0,-0.039783239364624016,-1.0
0.2,1.0,-0.043189406394958496,-1.0
1.0,1.0,0.186716103553772,-1.0
2.3,1.0,0.6784470276190684,-1.0
2.9,1.0,0.11341038231666273,-1.0
4.1,1.0,0.04180237501859665,-1.0
5.1,1.0,0.12664252732481274,-1.0
5.3,1.0,0.12664252732481274,-1.0
6.3,1.0,0.07852226868271828,-1.0
7.8,1.0,0.06512397314820971,-1.0
9.3,1.0,0.20491222611495427,-1.0
7.2,1.0,0.8671565149959765,-1.0
7.2,1.0,0.6419772014021874,-1.0
10.1,1.0,0.12507505516211193,-1.0
10.7,1.0,0.727503986735093,-1.0
10.3,1.0,0.9457618915117704,-1.0
10.6,1.0,0.9563255361888721,-1.0
10.3,1.0,0.9153716564178468,-1.0
9.5,1.0,0.9398046672344208,-1.0
8.5,1.0,0.8940300047397614,-1.0
3.3,1.0,0.1474227975396549,-1.0
0.6,1.0,0.1474227975396549,-1.0
0.0,1.0,0.000539049506187439,-1.0
0.0,1.0,-0.005526055240254107,-1.0
0.0,1.0,-0.0066507981551368455,-1.0
0.0,1.0,0.0006728819332353867,-1.0
0.0,1.0,-0.04733380675315857,-1.0
0.0,1.0,0.013204127550125122,-1.0
0.0,1.0,0.004538729786872864,-1.0
0.0,1.0,0.01681938394904137,-1.0
0.0,1.0,-0.02680398081759984,-1.0
0.0,1.0,-0.012634247541427612,-1.0
0.0,1.0,-0.01493064903861761,-1.0
0.0,1.0,-0.007765681717006208,-1.0
0.0,1.0,-0.02047073388222801,-1.0
0.0,1.0,-0.04320447675899853,-1.0
0.0,1.0,0.013664758686589014,-1.0
0.0,1.0,-0.034030184149742126,-1.0
0.0,1.0,0.00374554296721473,-1.0
0.1,1.0,-0.018797900762111155,-1.0
0.0,1.0,-0.02278563410393264,-1.0
0.0,2.0,-0.0277557107281366,-1.0
0.0,2.0,-0.02205157387262798,-1.0
0.0,2.0,-0.01148160919547081,-1.0
0.0,2.0,0.08783346685496242,-1.0
0.1,2.0,0.1170361116528511,-1.0
0.9,2.0,-0.020414009690284732,-1.0
1.2,2.0,0.25734395840588736,-1.0
4.7,2.0,0.3875196392719562,-1.0
4.6,2.0,0.3682972382415425,-1.0
5.0,2.0,0.49732225819637893,-1.0
1.2,2.0,0.6164345666766167,-1.0
0.1,2.0,0.20279027911878766,-1.0
0.0,2.0,-0.011635184288024902,-1.0
0.0,2.0,-0.003545801341533661,-1.0
0.0,1.0,-0.005665613464870805,-1.0
0.0,1.0,-0.007769361138343811,-1.0
0.0,1.0,0.11418804029623668,-1.0
0.0,1.0,-0.009983792901039124,-1.0
0.0,1.0,-0.0016411244869232178,-1.0
0.2,1.0,0.005152596493752749,-1.0
0.0,1.0,0.004720829563819231,-1.0
0.0,0.0,-0.00802081011379038,-1.0
0.0,0.0,-0.02064058929681778,-1.0
0.0,0.0,-0.033258003788286514,-1.0
0.0,0.0,0.0020970084242921128,-1.0
0.0,0.0,0.014115676283836363,-1.0
0.1,0.0,-0.000672951340675354,-1.0
0.0,0.0,0.006135135889053346,-1.0
0.0,0.0,0.006135135889053346,-1.0
0.0,0.0,-0.03395453095436096,-1.0
0.0,0.0,-0.001327045738485348,-1.0
0.0,0.0,-0.018494071330582864,-1.0
0.0,0.0,-0.003093317151069641,-1.0
0.0,0.0,-0.05474923821354562,-1.0
0.1,0.0,-0.045894952173000575,-1.0
0.0,0.0,-0.04823367913618292,-1.0
0.0,0.0,-0.02271140532597224,-1.0
0.0,0.0,-0.013477222658021,-1.0
0.0,0.0,-0.0195796936750412,-1.0
0.0,0.0,-0.00688121659419309,-1.0
0.0,0.0,-0.012134732589888264,-1.0
0.0,0.0,-0.028754372048427037,-1.0
0.0,0.0,-0.023416286902612417,-1.0
0.1,0.0,-0.0222601046158502,-1.0
0.0,0.0,-0.021728992462158203,-1.0
0.0,0.0,0.10785189270973206,-1.0
0.0,0.0,-0.004758581519126892,-1.0
0.0,0.0,-0.019682735204696652,-1.0
0.0,0.0,-0.02068522572517395,-1.0
0.0,0.0,-0.015570819676350437,-1.0
0.0,0.0,0.012626186693562684,-1.0
0.3,0.0,-0.014016113451661205,-1.0
0.0,0.0,-0.013279030184861313,-1.0
0.0,0.0,-0.012385860182886729,-1.0
0.0,0.0,-0.013242163408142034,-1.0
0.0,0.0,-0.01192068226688984,-1.0
0.0,0.0,-0.023703023791313168,-1.0
0.0,0.0,-0.012724156936347613,-1.0
0.0,0.0,0.02611309289932251,-1.0
0.4,0.0,-0.028595709030331293,-1.0
0.0,0.0,-0.02583282585107164,-1.0
0.0,0.0,0.011170881812991144,-1.0
0.0,0.0,-0.008114189914689214,-1.0
0.0,0.0,-0.02010835707187653,-1.0
0.0,0.0,-0.026133671402931213,-1.0
0.0,0.0,-0.014243206276231057,-1.0
0.0,0.0,-0.015940457582473755,-1.0
0.1,0.0,-0.012832811583193065,-1.0
0.0,0.0,-0.012328703619841655,-1.0
0.0,2.0,-0.01416891813278198,-1.0
0.0,2.0,-0.01753005954697814,-1.0
0.0,2.0,-0.011958171296366478,-1.0
0.0,2.0,-0.01932905614376068,-1.0
0.0,2.0,-0.011290299897508104,-1.0
0.0,2.0,-0.0005002594805933423,-1.0
0.1,2.0,0.10590959191322327,-1.0
0.1,2.0,-0.01875227689743042,-1.0
0.0,2.0,-0.021900549530982968,-1.0
0.0,2.0,-0.013832464814186094,-1.0
0.0,2.0,-0.012575902044773102,-1.0
0.0,2.0,-0.004363581538200378,-1.0
0.0,2.0,0.007419154047966003,-1.0
0.0,2.0,-0.0008462947910383543,-1.0
0.0,2.0,-0.04467664659023285,-1.0
0.1,2.0,-0.0347876409285084,-1.0
0.0,2.0,-0.030647198596864825,-1.0
0.4,2.0,-0.02076364556948344,-1.0
1.3,2.0,0.1084461435675621,-1.0
2.6,2.0,0.33512074407190084,-1.0
3.8,2.0,0.17015022678034647,-1.0
4.7,2.0,-0.019133388996124268,-1.0
5.4,2.0,0.1035592555999756,-1.0
5.3,2.0,0.11398745030164717,-1.0
5.2,2.0,0.1267332120074166,-1.0
6.2,2.0,0.1358562558889389,-1.0
5.9,2.0,0.3334829155355692,-1.0
7.0,2.0,0.34510125201425434,-1.0
7.6,2.0,0.4884228769101594,-1.0
7.0,2.0,0.4884228769101594,-1.0
7.3,2.0,0.4614883730044732,-1.0
7.1,2.0,0.3254938650131225,-1.0
6.8,2.0,0.4293793701544041,-1.0
11.2,2.0,0.5050557366123906,-1.0
11.3,2.0,0.6444679612205142,-1.0
11.2,2.0,0.7930272931144351,-1.0
11.2,2.0,0.7930272931144351,-1.0
11.1,2.0,0.7989545881748199,-1.0
11.4,2.0,0.7696682539853182,-1.0
11.9,2.0,0.8678830162338589,-1.0
13.0,2.0,1.0085123976071677,-1.0
13.7,2.0,1.1691112141860158,-1.0
13.8,2.0,1.0863271819220648,-1.0
13.7,2.0,1.0873419761657714,-1.0
13.4,2.0,1.1210631287616233,-1.0
13.3,2.0,1.064866202218192,-1.0
14.1,2.0,0.9143021075349104,-1.0
13.3,2.0,0.9143021075349104,-1.0
12.8,2.0,0.9334836148080372,-1.0
12.4,2.0,0.8260415711186149,-1.0
12.4,2.0,0.8712310642004013,-1.0
12.0,2.0,0.9196453059420866,-1.0
10.8,2.0,0.9713872800702634,-1.0
7.7,2.0,1.1150468328724736,-1.0
9.0,2.0,1.1041033367315929,-1.0
8.4,2.0,0.870160984992981,-1.0
6.5,2.0,0.891327166557312,-1.0
5.7,2.0,0.8964540094137192,-1.0
4.3,2.0,0.8964540094137192,-1.0
1.3,2.0,0.6448248122867785,-1.0
0.6,2.0,0.5730820972668497,-1.0
0.5,2.0,0.17412232160568236,-1.0
0.2,2.0,0.09903215765953063,-1.0
0.1,2.0,-0.0036460310220718384,-1.0
0.1,2.0,0.19765600914327566,-1.0
0.1,2.0,0.12907213590717245,-1.0
0.1,2.0,0.013650506734848022,-1.0
0.0,2.0,0.007398605346679686,-1.0
0.0,2.0,-0.01618995765844981,-1.0
0.0,2.0,-0.014419224765265925,-1.0
0.1,1.0,-0.002074603523526873,-1.0
0.0,1.0,0.017668336912325666,-1.0
0.0,1.0,0.0045585036277771,-1.0
0.0,1.0,0.009772376716136932,-1.0
0.0,1.0,0.009772376716136932,-1.0
0.0,1.0,0.009908759966492651,-1.0
0.0,1.0,0.014567218720912932,-1.0
0.0,1.0,0.015065044164657591,-1.0
0.0,1.0,0.01451866998431789,-1.0
0.0,1.0,0.013821627815773405,-1.0
0.0,1.0,0.013124585647228916,-1.0
0.0,1.0,0.012427543478684428,-1.0
0.1,1.0,0.01173050131013994,-1.0
0.0,1.0,0.011033459141595451,-1.0
0.1,1.0,0.010336416973050966,-1.0
0.0,1.0,0.009441405534744264,-1.0
0.0,1.0,0.11171553532282512,-1.0
0.0,1.0,0.01912127828820478,-1.0
0.1,1.0,0.0184652947281674,-1.0
0.0,1.0,0.017286330461502075,-1.0
0.0,1.0,0.007786601781845094,-1.0
0.0,1.0,0.007949887017509686,-1.0
0.0,1.0,0.02060626447200775,-1.0
0.0,1.0,0.01283344626426697,-1.0
6.6,1.0,0.012529635841674252,-1.0
0.0,1.0,0.012529635841674252,-1.0
0.0,1.0,0.011923640966415405,-1.0
0.0,1.0,0.011933571534325494,-1.0
0.0,1.0,0.012201049571049005,-1.0
0.1,1.0,0.01248668134212494,-1.0
0.0,1.0,0.010907396674156187,-1.0
0.1,1.0,0.004918135702610016,-1.0
0.0,1.0,0.011160391865177496,-1.0
0.0,1.0,0.010756664300641115,-1.0
0.0,1.0,0.010352936736104738,-1.0
0.0,1.0,0.009949209171568359,-1.0
inf,1.0,0.009383052587509157,-1.0
0.0,1.0,0.009383052587509157,-1.0
0.0,1.0,0.009911760687828064,-1.0
0.0,1.0,0.009790456795506322,-1.0
0.0,1.0,0.00408545857289288,-1.0
0.0,1.0,0.0853947103023529,-1.0
0.0,1.0,0.009757265448570251,-1.0
0.0,1.0,0.02098220586776733,-1.0
0.0,1.0,0.015172274229977188,-1.0
0.0,1.0,0.015172274229977188,-1.0
0.0,1.0,0.01521885981465136,-1.0
0.0,1.0,0.009587325155735016,-1.0
0.1,1.0,0.01058184508372375,-1.0
0.1,1.0,0.014838551521849198,-1.0
0.1,1.0,0.035710752010345466,-1.0
0.1,1.0,0.0380133884952603,-1.0
0.1,1.0,0.0380133884952603,-1.0
0.2,1.0,0.01823562383651733,-1.0
0.2,1.0,0.01823562383651733,-1.0
0.2,1.0,0.013729407744058132,-1.0
0.2,1.0,0.013729407744058132,-1.0
0.2,1.0,0.016005739569663998,-1.0
0.1,1.0,0.016005739569663998,-1.0
0.5,1.0,0.10995876193046568,-1.0
0.5,1.0,0.10995876193046568,-1.0
0.1,1.0,0.01360965308374881,-1.0
0.1,1.0,0.015352703847071944,-1.0
0.1,1.0,0.03607296198606491,-1.0
0.1,1.0,0.006742894649505615,-1.0
0.0,1.0,0.011325515713439949,-1.0
inf,1.0,0.01422843200181782,-1.0
0.0,1.0,0.01422843200181782,-1.0
0.0,1.0,0.008565932512283325,-1.0
0.0,1.0,0.00689910352230072,-1.0
0.0,1.0,0.02042430639266968,-1.0
0.0,1.0,0.015818596967182134,-1.0
0.0,1.0,0.007145475463263942,-1.0
0.0,1.0,0.009407114975239557,-1.0
inf,1.0,0.01194080710411072,-1.0
0.0,1.0,0.01194080710411072,-1.0
0.0,1.0,0.01151290040317262,-1.0
0.0,1.0,0.011026482491658484,-1.0
0.0,1.0,0.010540064580144351,-1.0
0.0,1.0,0.004171408712863922,-1.0
0.1,1.0,0.07935978174209593,-1.0
0.0,1.0,0.19176983833312988,-1.0
0.0,1.0,0.018402129411697388,-1.0
0.0,1.0,0.017816852974678114,-1.0
0.0,1.0,0.016566645195680352,-1.0
0.0,1.0,0.01531643741668259,-1.0
inf,1.0,0.014066229637684832,-1.0
