0,0,0,0,0,0,0,0,10.625,0,112.0,3.0,13.79,0,0,29.2,0,0,0,0,0.0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11.45,0,135.0,3.0,16.1,0,0,63.23478260869565,0,0,0,0,0.0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9.95,0,45.0,4.0,20.1,0,0,97.04347826086956,0,0,0,0,0.0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10.625,0,135.0,3.0,13.61,0,0,24.989690721649485,0,0,0,0,0.0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8.35,0,45.0,5.0,19.12,0,0,82.3963133640553,0,0,0,0,0.0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8.775,0,22.0,4.0,18.3,0,0,55.99999999999999,0,0,0,0,0.0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9.26,0,22.0,7.0,18.8,0,0,65.0,0,0,0,0,0.0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8.775,0,22.0,4.0,19.0,0,0,73.04347826086956,0,0,0,0,0.0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9.205,0,112.0,4.0,17.9,0,0,60.20000000000001,0,0,0,0,0.0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11.525,0,45.0,5.0,15.38,0,0,44.5,0,0,0,0,0.0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9.85,0,135.0,3.0,10.67,0,0,17.2,0,0,0,0,0.0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9.5,0,45.0,3.0,11.9,0,0,18.94736842105263,0,0,0,0,0.0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9.3,0,180.0,5.0,13.2,0,0,29.5,0,0,0,0,0.0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6.95,0,135.0,3.0,11.78,0,0,14.0,0,0,0,0,0.0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7.7,0,157.0,3.0,12.79,0,0,20.8,0,0,0,0,0.0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7.18,0,157.0,4.0,14.0,0,0,22.5,0,0,0,0,0.0,0,0,0,0,0,0,0
