speed_overground,rpm
19.7,88
19.74,88.1
19.8,87.9
19.8,87.5
19.8,88
19.8,87.9
19.81,88
19.77,88
19.77,88
19.77,88
19.8,87.9
19.81,87.8
19.9,87.8
19.9,87.8
19.8,87.8
19.8,87.8
19.75,88
19.77,87.9
19.79,88.3
19.8,87.8
19.8,88
19.82,87.8
19.8,88.1
19.8,87.8
19.8,87.8
19.8,87.8
19.8,87.8
19.82,87.7
19.79,87.9
19.78,87.9
19.8,88
19.75,88
19.75,88
19.8,88.2
19.8,87.7
19.8,87.8
19.76,87.5
19.8,88
19.83,88.2
19.84,87.9
19.81,88
19.8,87.7
19.79,87.7
19.785,87.8
19.78,87.4
19.8,87.8
19.8,88
19.88,87.9
19.8,87.8
19.79,87.2
19.73,88.1
19.765,87.9
19.8,87.8
19.76,88
19.74,88.4
19.8,88
19.8,88.1
19.79,87.7
19.8,87.7
19.8,88.1
19.825,88.1
19.85,87.8
19.8,88
19.73,88
19.79,87.7
19.8,87.7
19.8,87.7
19.74,87.7
19.8,87.9
19.8,88
19.8,88
19.7,88
19.7,87.7
19.7,88.3
19.73,88
19.68,87.9
19.7,88
19.74,88
19.75,88
19.76,88
19.7,87.7
19.7,87.8
19.7,88
19.7,88
19.7,88
19.64,88.3
19.67,87.7
19.7,87.9
19.7,88.3
19.69,88
19.7,88.1
19.7,88
19.7,87.8
19.7,88
19.7,88.4
19.705,87.7
19.71,87.8
19.7,87.7
19.73,88.1
19.7,88
19.7,87.9
19.7,87.8
19.7,87.8
19.7,87.8
19.7,87.8
19.7,87.8
19.7,88.1
19.69,87.6
19.73,87.9
19.74,87.7
19.71,87.9
19.7,88
19.75,87.6
19.8,87.5
19.75,87.8
19.8,88.1
19.7,88
19.8,87.8
19.73,88.2
19.73,88
19.73,87.8
19.715,87.8
19.7,88.1
19.7,88
19.71,87.9
19.7,87.8
19.7,87.8
19.7,87.6
19.72,88
19.72,87.7
19.665,88.4
19.61,87.7
19.4,88
19.1,87.7
19,88.1
19.1,88.3
19.3,87.9
19.3,87.8
19.38,87.9
19.445,87.8
19.51,87.7
19.51,88
19.52,88.2
19.4,88.1
19.47,87.8
19.44,88
19.4,87.8
19.4,87.9
19.4,88
19.46,87.7
19.4,87.6
19.46,88.1
19.39,88
19.4,87.8
19.44,88.2
19.37,87.7
19.385,87.7
19.4,87.8
19.4,88.3
19.37,87.8
19.3,87.9
19.3,88
19.36,87.5
19.3,88.1
19.35,88
19.305,88
19.26,88
19.3,88
19.3,87.8
19.28,87.9
19.27,87.9
19.3,88.1
19.3,88.1
19.3,88.1
19.3,88
19.27,87.8
19.28,88
19.28,87.8
19.3,88
19.21,88
19.19,87.5
19.2,88
19.2,87.7
19.2,88.1
19.2,87.9
19.2,88
19.1,87.8
19.15,88.1
19.1,88.3
19.18,88.1
19.15,87.7
19.175,87.8
19.2,88.1
19.2,87.8
19.2,88
19.2,87.8
19.2,88
19.17,88.1
19.2,88
19.17,87.8
19.145,88.2
19.12,88
19.13,88.1
19.1,88
19.1,87.8
19.09,87.8
19.1,88
19.1,88.3
19.125,87.6
19.15,87.7
19.1,87.9
19.11,88
19.07,87.8
19.1,88
19.1,87.8
19.05,87.7
19,87.9
19,87.5
19,87.9
19,87.6
18.94,87.8
18.96,88
18.95,88.1
19,87.7
19,87.7
18.89,87.5
18.945,87.8
19,87.9
19,87.8
19,88
19.08,87.7
19.04,87.95
19.07,88.2
19.02,87.9
19.01,87.8
19,87.8
18.99,87.8
19,87.8
19,87.8
18.9,88
18.99,87.6
18.9,87.7
18.89,87.8
18.89,88
18.89,87.8
18.8,88
18.88,87.8
18.88,88.1
18.9,88
18.8,88
18.92,87.9
18.8,87.8
18.83,88.2
18.86,87.7
18.92,87.8
18.8,87.7
18.92,87.7
18.87,88.1
18.8,88.1
18.8,87.9
18.86,87.8
18.78,88.1
18.7,87.9
18.7,87.8
18.86,87.7
18.8,87.7
18.83,88
18.85,87.9
18.86,87.9
18.78,88.3
18.7,87.9
18.84,87.8
18.88,88
18.8,88.1
18.8,87.8
18.81,87.8
18.78,88.3
18.77,88
18.765,88
18.76,88
18.7,88.3
18.72,88
18.73,88
18.7,87.8
18.7,87.8
18.7,87.7
18.7,87.7
18.7,87.8
18.7,88.1
18.74,88
18.7,87.8
18.78,88.2
18.77,87.8
18.7,88.1
18.7,88.1
18.7,88.1
18.7,88
18.7,87.7
18.7,87.8
18.76,88.1
18.75,87.9
18.75,87.9
18.75,87.7
18.77,87.9
18.685,88.2
18.6,88.2
18.6,88.3
18.69,88
18.6,88.2
18.7,88
18.67,87.7
18.62,88.1
18.68,88
18.655,88.6
18.63,88.1
18.5,88
18.6,88.1
18.61,87.8
18.6,88.3
18.5,87.9
18.5,88
18.555,88.1
18.61,87.9
18.63,88.3
18.62,87.7
18.6,87.8
18.6,87.8
18.71,88.1
18.6,87.9
18.6,87.8
18.65,88.3
18.7,88.3
18.68,87.9
18.68,88
18.7,87.8
18.85,88
18.7,87.8
18.76,87.8
18.78,88
18.74,87.8
18.7,87.9
18.7,88
18.73,87.9
18.72,88.2
18.67,87.8
18.72,88.2
18.6,88
18.77,88.1
18.78,88
18.79,87.8
18.8,88.1
18.8,87.9
18.84,87.9
18.8,88
18.86,87.7
18.92,87.7
18.91,87.8
18.9,88.3
19,88.1
18.98,87.8
19,88.1
19,87.8
18.9,87.8
19,87.8
19,87.7
19.01,87.8
19.02,87.8
19.02,88
19,87.9
18.99,87.6
18.99,88
18.9,88.3
18.8,88.2
18.97,87.8
18.935,88.4
18.9,87.8
18.9,87.5
18.98,87.7
18.9,88.1
19,88.2
18.97,87.5
19,87.8
19,88.3
19,88
19,88
19,88.1
19,87.8
19,88.1
19,87.5
19.03,87.8
19.01,87.8
19.005,87.7
19,88
18.9,87.7
18.94,88.1
18.91,87.8
18.9,88.1
18.9,87.9
18.9,88.1
18.9,88.3
18.93,87.9
18.96,87.6
18.99,87.5
18.9,88
18.99,87.7
19.02,87.5
19.02,88
19,88.1
19,87.6
19,88.1
19,88.7
19.07,87.8
19.02,87.8
19,87.8
19.06,87.7
19.04,87.7
19,88.1
19,88.2
19,87.7
19,88.1
19,87.8
18.9,88.1
18.9,87.9
18.8,87.9
18.88,87.9
18.92,87.5
18.92,88.1
18.92,88
18.8,88.1
18.9,88.2
18.93,87.8
18.9,87.5
18.9,88.1
18.97,87.7
18.99,87.8
18.98,88.4
18.97,87.9
19,87.9
18.9,88.1
19,88
19,87.9
19,87.5
18.9,87.8
18.85,87.7
18.8,88.1
18.92,87.7
19.02,88.4
18.95,88
19,87.8
18.9,87.5
18.93,87.6
18.9,88.1
18.9,88
18.9,87.9
18.8,88.2
18.95,87.8
18.97,87.5
18.96,87.8
18.98,87.8
18.9,87.8
18.93,88
18.92,87.9
18.91,87.7
18.7,87.7
18.8,88.2
18.84,88
18.8,88.3
18.72,88.2
18.76,87.6
18.6,87.6
18.66,88.1
18.72,88
18.85,87.7
18.8,88
18.7,87.7
18.79,87.8
18.7,87.8
18.8,88
18.84,88.3
18.88,87.9
18.8,88
18.82,88.3
18.88,88.3
18.8,88.2
18.8,88
18.87,87.6
18.8,87.8
18.8,88.4
18.8,87.7
18.85,87.6
18.86,87.7
18.87,87.8
18.85,87.8
18.85,87.9
18.8,87.8
18.79,87.7
18.775,87.8
18.76,88
18.7,88.1
18.7,88
18.7,87.8
18.7,88.1
18.88,87.9
18.83,88.1
18.815,88
18.8,87.8
18.78,88
18.72,88.2
18.7,87.8
18.6,87.9
18.6,87.8
18.5,88
18.62,88.3
18.625,88.5
18.63,87.8
18.5,87.8
18.6,87.7
18.59,87.9
18.5,87.8
18.5,87.8
18.5,87.9
18.6,88
18.6,88
18.6,88.1
18.68,88
18.67,87.8
18.58,88
18.63,88.1
18.63,87.5
18.6,88
18.6,87.4
18.63,88
18.66,88
18.6,88
18.6,88
18.58,87.5
18.59,87.8
18.51,87.8
18.52,88.1
18.51,87.8
18.5,88.3
18.4,87.7
18.48,87.9
18.5,87.8
18.5,87.7
18.5,87.7
18.56,88.3
18.48,87.7
18.47,88.3
18.46,88
18.4,87.8
18.5,88
18.46,88.3
18.4,88.1
18.5,88.6
18.5,88.4
18.61,88.6
18.645,89
18.68,88.9
18.71,88.8
18.76,89
18.7,88.7
18.77,88.65
18.8,88.6
18.7,89
18.7,88.8
18.7,88.8
18.74,87.9
18.71,87.4
18.64,86.8
18.56,86.7
18.4,86.5
18.26,85.7
18.06,85.6
18.03,84.8
18,84.8
17.9,85.2
17.8,84.6
17.8,84.6
17.78,84.5
17.7,84.7
17.6,83.9
17.59,83.5
17.555,83
17.52,82.6
17.3,82.8
17.3,82.9
17.21,82.9
17.23,83
17.2,82.9
17.16,83.2
16.98,83.1
16.955,82.6
16.93,83.2
16.95,83.5
16.96,82.6
17,83.2
17.02,83.5
17.06,83
17,83.2
17,83
17,82.9
17.1,83
17.1,83.2
17.13,82.9
17.14,82.7
17.2,82.5
17.1,82.8
17.12,82.7
17.11,83.1
17.1,82.9
17,82.6
17,83
17,83.1
17,82.6
17.04,82.7
17,83.1
17,83.1
17.02,82.7
17.04,83
17.07,82.8
17.1,83.1
17.1,82.9
17.16,83
17.1,82.7
17.13,83
17.11,83
17.09,83
17.09,82.6
17.02,82.9
16.89,83
16.8,83
16.8,83.3
16.82,82.7
16.8,82.8
16.75,82.9
16.7,82.6
16.7,82.9
16.76,83
16.78,82.8
16.72,82.9
16.7,83.2
16.7,83.2
16.7,82.6
16.7,83
16.7,82.7
16.7,82.8
16.8,83.1
16.8,83
16.9,83.2
17.01,83.3
17.08,83.6
17.1,84.1
17.05,84.2
17,84.2
16.98,83.4
17,83.9
17,84.1
16.9,83.9
16.87,83.9
16.89,83.9
16.875,83.6
16.86,83.8
16.8,83.9
16.85,84
16.81,83.7
16.7,84
16.7,83.8
16.72,84.1
16.6,83.8
16.555,83.2
16.51,84
16.52,84.1
16.5,83.9
16.4,83.8
16.47,84.1
16.5,84.1
16.4,83.7
16.4,84
16.4,84.2
16.4,83.9
16.37,84.2
16.42,84.7
16.46,84.9
16.5,85.1
16.48,85.1
16.56,85.7
16.53,86.3
16.5,86.4
16.5,86.1
16.52,85.8
16.6,86.2
16.62,86
16.7,86.5
16.7,86.6
16.88,86.7
16.89,87.4
16.9,86.9
16.8,86.5
16.8,87.1
16.89,86.7
16.9,87.1
16.9,86.9
16.86,86.9
16.8,86.6
16.87,86.9
16.94,86.9
16.94,87.3
17.1,86.8
17.1,87.2
17.16,86.6
17.1,86.5
17.1,86.7
17,86.8
16.99,86.6
16.98,86.9
17.12,87
17.11,86.5
17.16,87
17.2,86.7
17.01,87.1
17.08,87
17.09,87.4
17.1,86.8
17.1,86.8
17.2,86.7
17.1,87.1
17.2,86.9
17.29,86.8
17.2,86.8
17.29,86.9
17.32,86.8
17.35,86.5
17.4,87
17.3,87
17.4,86.6
17.4,86.9
17.4,86.9
17.45,87.1
17.5,87.3
17.495,87.6
17.49,86.9
17.44,87.3
17.4,86.9
17.5,86.8
17.5,87.6
17.47,87.5
17.5,86.8
17.5,87.1
17.5,87.2
17.47,86.9
17.52,86.5
17.58,86.8
17.59,86.5
17.7,86.7
17.7,87.2
17.66,86.9
17.68,86.9
17.7,87.2
17.7,87.7
17.7,86.5
17.66,87.2
17.62,86.6
17.62,86.9
17.5,87.4
17.3,86
17.325,86.3
17.35,86.9
17.5,86.6
17.5,87
17.4,87.1
17.45,87.2
17.45,86.8
17.44,87.1
17.5,87
17.45,87.4
17.4,86.9
17.43,87.6
17.37,86.9
17.3,86.9
17.3,86.5
17.34,87.1
17.34,86.5
17.34,86.8
17.34,86.8
17.32,86.9
17.3,87.4
17.31,86.5
17.37,86.8
17.4,86.8
17.3,87.2
17.32,86.9
17.31,87.2
17.3,87.1
17.34,86.6
17.35,87.1
17.4,86.9
17.36,86.6
17.34,86.7
17.3,87.5
17.3,87
17.31,86.5
17.32,87.2
17.4,86.6
17.3,86.95
17.33,87.3
17.3,86.8
17.35,87.2
17.39,86.8
17.42,86.9
17.45,87.1
17.5,86.9
17.44,86.5
17.45,86.6
17.4,87.5
17.3,87.3
17.3,86.7
17.3,86.6
17.295,86.7
17.29,85.8
17.35,87.1
17.4,87.1
17.34,86.4
17.33,86.8
17.4,86.9
17.4,86.9
17.4,86.9
17.4,86.9
17.4,86.6
17.51,86.8
17.45,87.1
17.5,87
17.54,86.5
17.48,86.6
17.5,87.1
17.6,86.7
17.6,87.3
17.6,86.3
17.6,87.2
17.7,86.8
17.59,87.5
17.61,86.8
17.57,86.8
17.6,86
17.625,87
17.65,87.1
17.7,87
17.7,87.1
17.65,86.9
17.8,86.5
17.7,86.9
17.67,87.2
17.64,86.9
17.635,86.5
17.63,86.8
17.68,87.1
17.7,86.9
17.7,86.3
17.66,86.6
17.7,87.1
17.7,87.2
17.7,86.7
17.665,87
17.63,86.9
17.54,87.1
17.59,86.4
17.6,87.1
17.6,86.6
17.56,86.8
17.5,87.2
17.55,87.4
17.6,87.1
17.6,86.8
17.64,86.9
17.68,86.6
17.69,86.8
17.8,87
17.9,87.1
17.88,86.7
17.845,87
17.81,86.7
17.8,86.3
17.7,86.9
17.8,86.7
17.82,86.3
17.8,86.2
17.76,85.3
17.7,84.3
17.63,84.5
17.56,84.1
17.46,83.2
17.3,82.9
17.3,82.1
17.1,81.8
16.9,81.8
16.85,80.4
16.76,80.8
16.73,80
16.7,80.6
16.6,79.4
16.49,79.9
16.4,79.5
16.3,78.6
16.23,78.8
16.11,77.7
16.105,77.8
16.1,78.1
16.03,78.5
15.99,77.9
15.98,77.2
15.83,76.7
15.8,76.2
15.8,75.9
15.67,76
15.615,76
15.56,76.3
15.5,76.2
15.6,76.1
15.47,76.1
15.47,75.8
15.38,75.7
15.42,76.4
15.4,75.6
15.4,75.7
15.4,75.7
15.4,75.7
15.3,76
15.3,75.8
15.2,74.9
15.2,75.1
15.2,74.4
15.1,73.7
15,73.4
15,74.2
14.8,74.2
14.8,74.1
14.9,73.5
15,73.8
15,74.3
15,74.1
15,73.6
15,73.9
15,74.1
15.1,73.6
15.1,73.9
15.1,73.7
15.1,73.9
15.2,73.7
15.1,74
15.1,74.2
15.1,73.4
15.1,73.4
15.1,72.8
15,73.4
15,72.8
15,73
15,73.1
15,73.2
15.05,72.7
15.1,72.7
15,73
15,73.3
15,72.8
15.1,72.7
15.1,73.1
15.1,72.7
15.15,72.8
15.2,72.9
15.2,73
15.2,72.8
15.2,73
15.2,73.1
15.2,73
15.2,73.1
15.1,72.8
15.15,73
15.2,73.3
15.2,73.1
15.2,72.8
15.2,73.7
15.2,72.8
15.2,72.8
15.2,73
15.2,72.8
15.2,73
15.2,73.1
15.3,72.8
15.3,72.8
15.4,73
15.3,72.8
15.3,72.5
15.3,73.2
15.35,73.2
15.4,72.8
15.4,72.5
15.3,72.9
15.4,72.9
15.5,72.8
15.5,73.2
15.5,72.7
15.6,72.9
15.6,73
15.6,73.3
15.5,72.8
15.6,73
15.6,72.8
15.6,73.1
15.6,72.9
15.6,73
15.5,72.5
15.45,73
15.4,73
15.4,72.9
15.5,72.8
15.4,73.3
15.5,72.5
15.5,73
15.6,73.3
15.6,72.8
15.55,72.9
15.5,73
15.5,72.9
15.5,72.5
15.5,73.1
15.5,72.7
15.5,72.7
15.6,73
15.55,73
15.5,72.8
15.5,72.8
15.6,73
15.6,73.3
15.6,72.8
15.6,72.5
15.4,72.9
15.4,72.8
15.4,73
15.4,73.3
15.4,72.7
15.4,73.4
15.4,72.5
15.5,73.2
15.4,72.7
15.4,73.1
15.4,72.7
15.35,72.7
15.3,72.65
15.3,72.6
15.4,73.3
15.4,73.1
15.5,72.7
15.6,72.8
15.6,73
15.6,72.5
15.6,72.9
15.6,72.6
15.6,72.7
15.6,72.7
15.5,72.7
15.6,72.5
15.6,72.8
15.7,72.8
15.7,72.8
15.7,72.7
15.7,73.3
15.7,72.8
15.7,73
15.7,73
15.8,72.4
15.8,73.1
15.8,72.7
15.8,72.8
15.8,72.9
15.8,72.6
15.8,73.1
15.8,72.5
15.8,73
15.7,73.2
15.8,72.7
15.8,72.6
15.8,73
15.8,73.4
15.7,72.9
15.8,73.1
15.8,73
15.7,72.8
15.8,73
15.8,72.8
15.8,73.3
15.8,72.8
15.8,72.5
15.8,72.8
15.8,72.8
15.8,72.6
15.8,72.7
15.8,72.8
15.8,72.3
15.8,73.3
15.8,72.8
15.8,73
15.8,73
15.8,72.8
15.7,73.1
15.7,72.8
15.7,72.7
15.8,73.1
15.75,72.8
15.7,73.1
15.8,73
15.8,73
15.9,73.3
15.9,73.3
15.8,73.1
15.8,71.6
15.8,71.5
15.8,71.2
15.7,72.3
15.8,72.4
15.8,72
15.9,71.7
15.9,71.9
15.8,72
15.8,72.2
15.85,71.9
15.9,71.9
15.9,72.2
15.9,72.1
15.9,71.7
15.9,71.6
15.9,72
15.9,72
15.9,71.8
15.9,71.9
15.9,72.2
15.9,72.3
15.9,71.7
15.9,71.6
15.9,71.5
15.9,71.7
15.9,72.1
15.9,71.6
15.9,71.9
15.9,71.7
15.8,72.1
15.8,71.9
15.9,71.8
15.9,71.9
15.9,72.2
16,72.1
15.95,71.9
15.9,72
15.9,72
15.9,72.1
16,71.9
15.9,72.3
15.9,71.7
15.9,72
15.9,72.2
15.9,71.8
15.9,71.6
16,72
15.9,72.2
16,71.6
16,72.1
16,71.6
16,72
15.9,71.9
15.9,72.1
15.9,71.9
16,71.6
15.9,72.3
15.9,72.1
15.9,71.8
16,71.7
16,72
16,72
16,71.9
16,72.2
16,71.3
16.1,72
16,72.1
16,71.8
16,72.1
16,72.1
16,72.2
16,72.4
16,71.9
16,71.8
16,72.1
16,71.6
16,71.6
16,72.1
16,71.9
16,71.7
16,72.3
16,72
16.1,71.9
16,71.7
16.1,71.9
16,72.2
16.1,71.9
16.1,71.7
16.1,71.8
16.1,71.8
16,71.8
16,72
16,72.1
16.1,71.9
16.1,72.1
16.1,71.9
16.1,72.1
16.1,72.1
16.1,71.8
16.2,71.8
16.2,72.1
16.2,71.9
16.3,72
16.3,71.9
16.2,72.1
16.2,71.9
16.2,72.1
16.3,71.8
16.3,72.1
16.2,71.9
16.3,71.5
16.3,71.6
16.3,71.7
16.3,72.2
16.3,72.3
16.3,71.9
16.3,71.9
16.3,71.9
16.3,71.7
16.2,72.4
16.2,72
16.3,72.2
16.3,71.9
16.3,72.1
16.3,72
16.2,72.1
16.2,71.9
16.3,71.9
16.3,71.9
16.2,72
16.2,71.8
16.25,71.6
16.3,71.9
16.3,72.4
16.3,72.2
16.3,72.2
16.3,72
16.2,71.9
16.2,72.1
16.2,71.9
16.15,71.9
16.1,71.6
16.2,72.1
16.2,71.9
16.2,72.1
16.1,72.1
16.3,72.1
16.3,71.6
16.3,71.8
16.3,71.8
16.3,71.9
16.3,71.8
16.3,72.1
16.3,71.9
16.3,72.1
16.4,71.9
16.4,71.9
16.4,71.9
16.4,72.2
16.3,72.1
16.4,71.9
16.3,72.3
16.3,72.1
16.3,72.2
16.3,72
16.3,72.4
16.3,72.1
16.3,71.9
16.3,71.8
16.3,72
16.3,71.8
16.3,71.9
16.3,72.1
16.3,71.9
16.3,71.75
16.3,71.6
16.3,72.1
16.3,72.1
16.3,72.1
16.3,71.9
16.3,71.8
16.3,71.8
16.3,71.9
16.3,71.8
16.3,71.6
16.3,71.9
16.3,72
16.3,72.3
16.2,72
16.2,72.1
16.2,71.8
16.2,72.1
16.15,71.9
16.1,71.8
16.1,72.1
16.1,72.1
16.1,71.9
16.1,72.3
16.1,71.9
16.1,72.2
16.1,71.9
16.05,71.9
16,71.7
16.1,72.1
16.1,72.1
16.1,71.9
16.1,71.9
16.1,72
16.1,72.2
16.05,72.2
16,71.9
16,71.8
16.1,71.9
16.1,72
16,71.8
16,72.1
16,72.1
16.1,72.1
16.05,72.2
16,72
16,71.9
16,71.8
16.1,71.6
16.1,71.9
16.1,71.8
16,71.9
16.1,71.5
16.1,71.9
16.1,71.8
16,71.7
16,71.5
16.1,71.9
16.1,72.1
16.1,71.9
16.1,71.9
16.1,72.1
16.1,71.5
16.1,72
16,72
16.1,71.9
16.1,72
16.1,71.5
16.1,72.2
16,72.1
16.05,72.1
16.1,72.2
16.1,72
16.1,71.9
16.1,71.8
16.1,71.8
16.1,71.9
16.1,72
16,71.9
16,72
16,71.7
16,72.1
16,72.1
16,72.1
16,71.9
16,72.1
16,71.7
16,72
16.05,71.8
16.1,72.1
16.1,72
16.1,71.8
16.1,71.7
16.1,71.9
16.1,71.8
16.1,72.1
16.1,71.8
16.1,71.8
16.2,71.8
16.1,71.8
16.2,71.8
16.2,71.8
16.3,72
16.3,72.1
16.3,71.9
16.25,72.1
16.2,72
16.2,71.9
16.2,72.1
16.2,71.9
16.2,71.6
16.2,71.9
16.2,72.1
16.3,72
16.3,71.8
16.3,72
16.3,72.2
16.3,71.7
16.3,72.2
16.3,71.8
16.3,71.9
16.3,72
16.3,72
16.3,72.1
16.3,72.2
16.3,71.8
16.3,71.9
16.3,72
16.3,71.8
16.3,72.1
16.3,72
16.3,71.8
16.3,71.8
16.3,71.9
16.3,71.7
16.3,71.9
16.3,72.1
16.2,72.2
16.2,71.9
16.2,71.6
16.25,71.7
16.3,71.8
16.3,71.6
16.3,72.2
16.3,72.2
16.3,71.8
16.3,71.6
16.3,72.1
16.3,71.9
16.3,72
16.3,72.2
16.3,72.1
16.3,72
16.3,71.8
16.3,71.6
16.3,72
16.3,71.6
16.35,71.9
16.4,71.9
16.4,71.8
16.4,71.9
16.4,72
16.4,72.1
16.4,72
16.4,71.9
16.4,72.1
16.4,72
16.4,71.9
16.4,71.5
16.4,71.8
16.4,71.8
16.5,71.9
16.4,71.8
16.5,71.7
16.5,71.9
16.5,71.9
16.5,71.8
16.5,72
16.5,71.7
16.5,71.8
16.5,71.9
16.5,71.9
16.6,71.8
16.5,71.8
16.55,71.8
16.6,72
16.6,71.9
16.6,72.2
16.6,71.6
16.6,71.7
16.6,71.9
16.6,72
16.55,72
16.5,72.1
16.5,72.1
16.5,71.8
16.6,71.9
16.6,71.8
16.6,71.6
16.6,71.8
16.6,71.7
16.6,71.9
16.6,72.1
16.6,71.9
16.6,71.9
16.6,71.6
16.6,71.9
16.6,71.9
16.6,71.8
16.6,71.9
16.6,71.9
16.6,71.7
16.6,71.8
16.5,72.1
16.6,71.9
16.6,72
16.5,72
16.5,71.9
16.5,71.9
16.5,71.6
16.5,71.9
16.5,72
16.4,71.9
16.5,71.8
16.4,71.8
16.4,71.8
16.4,71.8
16.4,71.9
16.4,71.9
16.4,71.9
16.5,72.3
16.4,71.7
16.4,72.1
16.4,72
16.3,72
16.3,72.2
16.3,71.8
16.3,71.9
16.3,72
16.3,71.7
16.3,72.1
16.3,71.9
16.3,71.9
16.2,71.9
16.2,71.8
16.15,71.9
16.1,72.2
16.1,71.9
16.1,71.8
16.1,71.9
16.1,71.9
16.1,72
16.1,72
16.1,72
16.1,71.9
16.1,71.8
16.1,71.9
16.1,71.9
16.1,71.6
16.1,71.7
16.1,72
16.1,71.6
16.1,72
16.1,72
16.1,71.8
16.1,71.9
16.1,72.1
16.2,71.8
16.2,71.9
16.3,71.8
16.3,71.8
16.3,71.9
16.3,71.9
16.3,71.6
16.3,71.9
16.3,72.1
16.3,72.2
16.3,72.1
16.3,71.8
16.3,71.9
16.3,71.9
16.3,71.9
16.3,72.1
16.3,71.9
16.3,71.8
16.3,71.9
16.3,71.9
16.3,71.9
16.3,71.9
16.3,72
16.3,71.8
16.3,71.9
16.3,71.6
16.2,71.9
16.3,72.1
16.3,71.8
16.3,71.9
16.3,72
16.3,71.7
16.3,71.9
16.3,71.8
16.3,71.8
16.3,71.8
16.3,72.1
16.3,72.1
16.4,72
16.4,72.2
16.4,72.1
16.4,72
16.4,71.7
16.4,72.1
16.4,71.8
16.4,71.9
16.4,72
16.4,71.9
16.4,71.9
16.4,72
16.4,72
16.4,71.9
16.4,72.1
16.5,72.2
16.5,71.9
16.5,71.9
16.5,71.8
16.5,72
16.5,71.9
16.5,71.8
16.5,71.9
16.4,72
16.4,72
16.4,72.1
16.5,71.9
16.45,72.1
16.4,71.8
16.5,72.1
16.5,68.1
16.3,68
16.1,68
15.9,67.9
15.8,67.9
15.75,68
15.7,67.9
15.7,68
15.6,64
15.3,63.7
15.1,63.8
15,63.8
14.8,64
14.7,64
14.7,64
14.7,64
14.6,63.8
14.6,63.9
14.6,64
14.6,64
14.6,64
14.6,63.9
14.6,63.8
14.6,63.9
14.6,64
14.6,63.8
14.6,63.9
14.6,64
14.6,64
14.6,64
14.6,64
14.6,64
14.6,64
14.6,63.8
14.6,63.9
14.6,64.1
14.6,63.9
14.6,64
14.6,64.1
14.6,64
14.6,63.8
14.6,64
14.6,63.8
14.6,63.8
14.6,63.9
14.6,64
14.6,64
14.6,64.1
14.6,63.9
14.6,63.8
14.6,63.8
14.6,63.8
14.6,64
14.7,63.9
14.7,64
14.7,64
14.7,64
14.7,63.8
14.7,64
14.7,64
14.7,64
14.7,64.1
14.7,64
14.7,63.9
14.7,64
14.7,63.9
14.7,63.8
14.7,63.8
14.7,64
14.7,63.9
14.7,63.8
14.6,63.9
14.6,63.7
14.6,63.8
14.5,64.1
14.5,63.9
14.5,63.9
14.5,64
14.6,63.8
14.6,64
14.6,63.9
14.6,63.7
14.6,64
14.5,63.8
14.5,64
14.5,64.1
14.5,63.9
14.5,63.9
14.5,64.1
14.6,63.9
14.6,64
14.6,63.7
14.6,63.8
14.6,63.8
14.6,64
14.6,64
14.6,64
14.6,63.8
14.7,64
14.7,64
14.7,63.9
14.7,63.9
14.7,64.1
14.7,63.9
14.7,63.8
14.7,63.8
14.7,63.9
14.7,64.1
14.7,64
14.7,63.9
14.7,63.9
14.7,64
14.7,64.1
14.7,64
14.8,63.8
14.8,63.8
14.8,64
14.8,63.9
14.8,64
14.8,63.9
14.8,63.9
14.8,63.8
14.8,64
14.8,64
14.8,64.1
14.8,64.3
14.8,64
14.8,64
14.8,63.9
14.8,63.9
14.8,64.1
14.8,63.9
14.8,63.8
14.8,63.8
14.8,64.1
14.8,63.9
14.8,64
14.8,63.9
14.8,64.3
14.8,63.9
14.8,63.9
14.8,63.8
14.8,64
14.7,63.8
14.8,63.9
14.75,64
14.7,64
14.7,63.7
14.7,64.1
14.7,63.95
14.7,63.8
14.7,64
14.7,63.9
14.7,64
14.7,64
14.7,64
14.7,64
14.8,64
14.8,63.8
14.7,64
14.7,63.8
14.7,64
14.7,63.9
14.7,63.9
14.7,63.9
14.7,64
14.7,63.8
14.7,64.1
14.7,63.8
14.7,64
14.7,64.1
14.75,64
14.8,63.7
14.8,63.8
14.8,63.9
14.8,64
14.8,63.9
14.8,63.9
14.8,64.1
14.8,63.9
14.8,64
14.8,64
14.8,63.8
14.8,64
14.8,64
14.8,63.8
14.8,64
14.8,63.8
14.8,64
14.8,64
14.8,64.1
14.8,64.1
14.7,64
14.8,64
14.8,63.9
14.7,64
14.8,64
14.8,63.8
14.8,64
14.8,64.1
14.8,63.9
14.8,64
14.8,64.1
14.8,64.1
14.8,63.8
14.8,64
14.8,64.1
14.8,64
14.8,63.8
14.8,64
14.8,63.9
14.8,64
14.8,64
14.8,64.1
14.8,63.9
14.8,64
14.8,64
14.8,63.8
14.8,63.9
14.8,63.9
14.8,63.9
14.8,63.9
14.9,64
14.85,64
14.8,63.9
14.8,63.9
14.9,63.9
14.9,64
14.9,63.9
14.9,64
14.8,62.9
14.8,62.9
14.8,62.9
14.8,63
14.7,62.9
14.7,62.9
14.7,62.9
14.7,62.9
14.7,62.9
14.7,62.9
14.6,62.9
14.65,62.9
14.7,62.9
14.7,62.9
14.7,63
14.7,62.8
14.7,62.9
14.7,62.9
14.7,62.9
14.7,62.9
14.7,62.9
