FOC,PRED,PERC
83.3,39.519154,52.55804
86.7,39.514507,54.423862
82.9,39.512463,52.3372
88.8,39.516865,55.49903
85.2,39.52137,53.61341
87.6,39.512447,54.894466
88.0,39.511517,55.100548
83.9,39.525043,52.890293
83.6,39.522266,52.72456
87.8,39.505947,55.00462
87.9,39.521664,55.037926
86.0,39.515312,54.051964
86.9,39.5177,54.52509
87.4,39.5108,54.793137
83.2,39.51534,52.5056
88.1,39.520275,55.141575
84.8,39.51284,53.40467
88.1,39.50965,55.153633
88.4,39.512558,55.302536
83.0,39.514065,52.392693
87.4,39.506912,54.797585
87.7,39.50835,54.95057
88.1,39.50976,55.153507
87.8,39.51821,54.99065
88.0,39.513023,55.09884
88.0,39.51327,55.098557
88.4,39.514774,55.300026
86.9,39.525852,54.51571
88.0,39.52341,55.087036
87.7,39.513763,54.944397
87.7,39.524956,54.931633
82.7,39.52614,52.205395
82.9,39.516396,52.332455
88.0,39.522865,55.087654
83.2,39.51695,52.503662
83.1,39.521614,52.4409
88.4,39.523533,55.29012
83.3,39.514603,52.563507
87.8,39.51192,54.997814
86.8,39.523083,54.4665
