FOC,PRED,PERC
83.3,8.534356,89.75468
86.7,8.53436,90.15644
82.9,8.534377,89.70521
88.8,8.534413,90.389175
85.2,8.5344,89.9831
87.6,8.534376,90.25756
88.0,8.534373,90.30186
83.9,8.5344,89.82789
83.6,8.53439,89.7914
87.8,8.534358,90.27978
87.9,8.534404,90.29079
86.0,8.534375,90.0763
86.9,8.534409,90.17905
87.4,8.5344095,90.23523
83.2,8.534416,89.74229
88.1,8.534449,90.312775
84.8,8.534419,89.93584
88.1,8.534423,90.3128
88.4,8.5344305,90.34567
83.0,8.534432,89.71755
87.4,8.534448,90.23518
87.7,8.534456,90.268585
88.1,8.534461,90.31275
87.8,8.534482,90.27963
88.0,8.53446,90.30174
88.0,8.534454,90.30176
88.4,8.53446,90.345634
86.9,8.534477,90.17897
88.0,8.534467,90.30174
87.7,8.5344305,90.26861
87.7,8.534444,90.268585
82.7,8.534425,89.68026
82.9,8.534403,89.705185
88.0,8.534429,90.30178
83.2,8.534395,89.74232
83.1,8.53442,89.72995
88.4,8.534415,90.34568
83.3,8.53437,89.75466
87.8,8.534377,90.279755
86.8,8.5344,90.16774
