FOC,PRED,PERC
83.9,47.865444,42.94941
83.8,48.377228,42.270615
83.8,48.46167,42.16985
74.2,48.42197,34.741276
78.2,48.34835,38.173462
29.9,48.44706,62.030304
46.1,48.45237,5.102758
83.9,48.254047,42.486237
84.1,48.29452,42.574886
29.9,48.408154,61.90018
45.9,48.017265,4.6127753
83.9,47.91852,42.88615
83.8,48.12218,42.574966
76.5,48.42483,36.699566
84.1,48.473274,42.362335
52.1,48.444088,7.0171027
78.1,48.464607,37.945442
45.8,48.487698,5.868337
51.9,48.480175,6.5892606
83.9,48.4788,42.218353
46.0,48.468407,5.3661013
51.8,48.458702,6.4503803
30.0,48.448013,61.493378
46.3,48.431778,4.604274
30.0,48.404892,61.349644
21.7,48.396492,123.0253
29.9,48.261776,61.410625
83.8,48.244858,42.428574
45.7,48.25494,5.5906763
29.9,48.29721,61.529137
29.9,48.033775,60.64808
83.8,46.273254,44.781322
83.9,47.636177,43.222675
29.9,47.618885,59.260487
83.9,47.573956,43.296833
82.0,47.51694,42.05251
73.2,47.47062,35.149426
84.1,48.18324,42.707207
29.9,48.419056,61.936646
83.9,48.131954,42.63176
