Basis,Coeff
(Intercept),130.412
h(14.7551-x1),12.0674
h(x1-13.6834)*h(14.7551-x1),-5.58742
h(x0-16.84)*h(14.7551-x1),-8.49684
h(16.84-x0)*h(14.7551-x1),-2.2283
h(x1-15.76)*h(x1-14.7551),200.783
h(15.2367-x1)*h(x1-14.7551),-6.70434
h(x0-16.84),7.33225
h(x1-15.9083)*h(16.84-x0),121.625
h(15.7049-x1)*h(16.84-x0),12.5323
h(15.7457-x1),135.189
x0*h(16.84-x0),-0.363446
h(x1-15.3657),-62.2767
h(15.3657-x1),59.8913
h(x1-15.1449)*h(15.3657-x1),82.602
h(15.1449-x1)*h(15.3657-x1),-2.51383
h(x1-15.1486)*h(16.84-x0),129.408
h(15.9083-x1),-196.59
h(x1-15.1207)*h(15.9083-x1),-29.4547
h(x1-15.7579)*h(16.84-x0),-118.501
h(x1-15.7049),-98.3469
h(15.7886-x1)*h(x1-15.7049),1670.93
h(x1-15.8126)*h(x1-15.3657),-195.94
h(15.8126-x1)*h(x1-15.3657),40.0625
h(x1-15.1513)*h(16.84-x0),-120.191
h(15.3857-x1)*h(16.84-x0),-11.6286
