clusters,error,models,partitioners,var
6,1.04836127036,LinearRegressionModeler,KMeansPartitioner,66.5537777524
7,1.0439943483,LinearRegressionModeler,KMeansPartitioner,66.5537777524
8,1.14442655074,LinearRegressionModeler,KMeansPartitioner,66.5537777524
9,1.12679568729,LinearRegressionModeler,KMeansPartitioner,66.5537777524
10,1.59056782611,LinearRegressionModeler,KMeansPartitioner,66.5537777524
11,1.90186797794,LinearRegressionModeler,KMeansPartitioner,66.5537777524
12,1.91197053924,LinearRegressionModeler,KMeansPartitioner,66.5537777524
13,1.95769620788,LinearRegressionModeler,KMeansPartitioner,66.5537777524
14,1.85123064567,LinearRegressionModeler,KMeansPartitioner,66.5537777524
15,1.93968818207,LinearRegressionModeler,KMeansPartitioner,66.5537777524
16,1.46015201756,LinearRegressionModeler,KMeansPartitioner,66.5537777524
17,1.7095373536,LinearRegressionModeler,KMeansPartitioner,66.5537777524
18,1.46463522239,LinearRegressionModeler,KMeansPartitioner,66.5537777524
19,1.4585573428,LinearRegressionModeler,KMeansPartitioner,66.5537777524
20,1.4585573428,LinearRegressionModeler,KMeansPartitioner,66.5537777524
21,1.46126776425,LinearRegressionModeler,KMeansPartitioner,66.5537777524
22,1.61224764306,LinearRegressionModeler,KMeansPartitioner,66.5537777524
23,1.64690747718,LinearRegressionModeler,KMeansPartitioner,66.5537777524
24,1.33840664053,LinearRegressionModeler,KMeansPartitioner,66.5537777524
25,1.33340442629,LinearRegressionModeler,KMeansPartitioner,66.5537777524
26,1.32890235652,LinearRegressionModeler,KMeansPartitioner,66.5537777524
27,1.59417088174,LinearRegressionModeler,KMeansPartitioner,66.5537777524
28,1.33340442629,LinearRegressionModeler,KMeansPartitioner,66.5537777524
29,1.37292138974,LinearRegressionModeler,KMeansPartitioner,66.5537777524
1,1.10566125461,RandomForestModeler,KMeansPartitioner,66.5537777524
2,1.11106064606,RandomForestModeler,KMeansPartitioner,66.5537777524
3,1.08611292723,RandomForestModeler,KMeansPartitioner,66.5537777524
4,1.08433866447,RandomForestModeler,KMeansPartitioner,66.5537777524
5,1.36251432925,RandomForestModeler,KMeansPartitioner,66.5537777524
6,1.34676155586,RandomForestModeler,KMeansPartitioner,66.5537777524
7,1.36265313797,RandomForestModeler,KMeansPartitioner,66.5537777524
8,1.42871048747,RandomForestModeler,KMeansPartitioner,66.5537777524
9,1.41405747798,RandomForestModeler,KMeansPartitioner,66.5537777524
10,1.47303793476,RandomForestModeler,KMeansPartitioner,66.5537777524
11,1.70367795341,RandomForestModeler,KMeansPartitioner,66.5537777524
12,1.71779182832,RandomForestModeler,KMeansPartitioner,66.5537777524
13,1.7746365984,RandomForestModeler,KMeansPartitioner,66.5537777524
14,1.72539305297,RandomForestModeler,KMeansPartitioner,66.5537777524
15,1.79785096599,RandomForestModeler,KMeansPartitioner,66.5537777524
16,1.27809093577,RandomForestModeler,KMeansPartitioner,66.5537777524
17,1.60363466746,RandomForestModeler,KMeansPartitioner,66.5537777524
18,1.26741903635,RandomForestModeler,KMeansPartitioner,66.5537777524
19,1.34532237173,RandomForestModeler,KMeansPartitioner,66.5537777524
20,1.3443407524,RandomForestModeler,KMeansPartitioner,66.5537777524
21,1.36460362027,RandomForestModeler,KMeansPartitioner,66.5537777524
22,1.57757148007,RandomForestModeler,KMeansPartitioner,66.5537777524
23,1.61439450501,RandomForestModeler,KMeansPartitioner,66.5537777524
24,1.25364320593,RandomForestModeler,KMeansPartitioner,66.5537777524
25,1.23424146199,RandomForestModeler,KMeansPartitioner,66.5537777524
26,1.23422693927,RandomForestModeler,KMeansPartitioner,66.5537777524
27,1.52013036996,RandomForestModeler,KMeansPartitioner,66.5537777524
28,1.2398056464,RandomForestModeler,KMeansPartitioner,66.5537777524
29,1.2784506319,RandomForestModeler,KMeansPartitioner,66.5537777524
1,73.9082870483,TensorFlow,KMeansPartitioner,66.5537777524
1,32.4876289368,TensorFlowW,KMeansPartitioner,66.5537777524
2,1.83567929268,TensorFlowW,KMeansPartitioner,66.5537777524
3,1.9242619276,TensorFlowW,KMeansPartitioner,66.5537777524
4,1.30693590641,TensorFlowW,KMeansPartitioner,66.5537777524
5,42.5689125061,TensorFlowW,KMeansPartitioner,66.5537777524
6,4.62394857407,TensorFlowW,KMeansPartitioner,66.5537777524
7,5.4889960289,TensorFlowW,KMeansPartitioner,66.5537777524
8,78.9923324585,TensorFlowW,KMeansPartitioner,66.5537777524
9,1.50370681286,TensorFlowW,KMeansPartitioner,66.5537777524
10,9.46158027649,TensorFlowW,KMeansPartitioner,66.5537777524
11,29.3792591095,TensorFlowW,KMeansPartitioner,66.5537777524
12,1.53817021847,TensorFlowW,KMeansPartitioner,66.5537777524
13,33.6011505127,TensorFlowW,KMeansPartitioner,66.5537777524
14,6.34287929535,TensorFlowW,KMeansPartitioner,66.5537777524
15,5.68971920013,TensorFlowW,KMeansPartitioner,66.5537777524
16,55.1829681396,TensorFlowW,KMeansPartitioner,66.5537777524
17,25.4712104797,TensorFlowW,KMeansPartitioner,66.5537777524
18,1.92812120914,TensorFlowW,KMeansPartitioner,66.5537777524
19,46.2421951294,TensorFlowW,KMeansPartitioner,66.5537777524
20,32.5108909607,TensorFlowW,KMeansPartitioner,66.5537777524
21,15.4598226547,TensorFlowW,KMeansPartitioner,66.5537777524
22,13.0711870193,TensorFlowW,KMeansPartitioner,66.5537777524
23,11.9056396484,TensorFlowW,KMeansPartitioner,66.5537777524
24,63.4026565552,TensorFlowW,KMeansPartitioner,66.5537777524
25,1.93157827854,TensorFlowW,KMeansPartitioner,66.5537777524
26,14.9203691483,TensorFlowW,KMeansPartitioner,66.5537777524
27,2.62365674973,TensorFlowW,KMeansPartitioner,66.5537777524
28,80.0601043701,TensorFlowW,KMeansPartitioner,66.5537777524
29,10.6589403152,TensorFlowW,KMeansPartitioner,66.5537777524
1,1.07050930485,Analytical method,KMeansPartitioner,66.5537777524
1,0.626275299994,SplineRegressionModeler,KMeansPartitioner,0.354990892744
2,1.35420513203,SplineRegressionModeler,KMeansPartitioner,0.354990892744
3,0.991207894336,SplineRegressionModeler,KMeansPartitioner,0.354990892744
4,1.18738874203,SplineRegressionModeler,KMeansPartitioner,0.354990892744
5,1.10835474001,SplineRegressionModeler,KMeansPartitioner,0.354990892744
6,1.14483449608,SplineRegressionModeler,KMeansPartitioner,0.354990892744
7,1.09957677543,SplineRegressionModeler,KMeansPartitioner,0.354990892744
8,1.46954648577,SplineRegressionModeler,KMeansPartitioner,0.354990892744
9,1.40624158258,SplineRegressionModeler,KMeansPartitioner,0.354990892744
10,1.39138401486,SplineRegressionModeler,KMeansPartitioner,0.354990892744
11,1.49762226619,SplineRegressionModeler,KMeansPartitioner,0.354990892744
12,1.37227431507,SplineRegressionModeler,KMeansPartitioner,0.354990892744
13,1.03004779206,SplineRegressionModeler,KMeansPartitioner,0.354990892744
14,1.03110164119,SplineRegressionModeler,KMeansPartitioner,0.354990892744
15,1.20711551903,SplineRegressionModeler,KMeansPartitioner,0.354990892744
16,1.0493532728,SplineRegressionModeler,KMeansPartitioner,0.354990892744
17,1.09618781283,SplineRegressionModeler,KMeansPartitioner,0.354990892744
18,1.22184465058,SplineRegressionModeler,KMeansPartitioner,0.354990892744
19,1.3605088806,SplineRegressionModeler,KMeansPartitioner,0.354990892744
20,1.12754365333,SplineRegressionModeler,KMeansPartitioner,0.354990892744
21,1.87871173398,SplineRegressionModeler,KMeansPartitioner,0.354990892744
22,1.40183049927,SplineRegressionModeler,KMeansPartitioner,0.354990892744
23,1.20862941411,SplineRegressionModeler,KMeansPartitioner,0.354990892744
24,1.23962231754,SplineRegressionModeler,KMeansPartitioner,0.354990892744
25,1.4051874155,SplineRegressionModeler,KMeansPartitioner,0.354990892744
26,1.08096485252,SplineRegressionModeler,KMeansPartitioner,0.354990892744
27,1.17631380164,SplineRegressionModeler,KMeansPartitioner,0.354990892744
28,0.979857793639,SplineRegressionModeler,KMeansPartitioner,0.354990892744
29,1.12573393608,SplineRegressionModeler,KMeansPartitioner,0.354990892744
1,0.70320576443,LinearRegressionModeler,KMeansPartitioner,0.354990892744
2,1.40589796513,LinearRegressionModeler,KMeansPartitioner,0.354990892744
3,1.02765269345,LinearRegressionModeler,KMeansPartitioner,0.354990892744
4,1.23653917016,LinearRegressionModeler,KMeansPartitioner,0.354990892744
5,1.17758774716,LinearRegressionModeler,KMeansPartitioner,0.354990892744
6,1.2451331771,LinearRegressionModeler,KMeansPartitioner,0.354990892744
7,1.18150547446,LinearRegressionModeler,KMeansPartitioner,0.354990892744
8,1.57852007337,LinearRegressionModeler,KMeansPartitioner,0.354990892744
9,1.49477352403,LinearRegressionModeler,KMeansPartitioner,0.354990892744
10,1.45313325539,LinearRegressionModeler,KMeansPartitioner,0.354990892744
11,1.61258001516,LinearRegressionModeler,KMeansPartitioner,0.354990892744
12,1.51001739353,LinearRegressionModeler,KMeansPartitioner,0.354990892744
13,1.05989302926,LinearRegressionModeler,KMeansPartitioner,0.354990892744
14,1.03026601562,LinearRegressionModeler,KMeansPartitioner,0.354990892744
15,1.23222248869,LinearRegressionModeler,KMeansPartitioner,0.354990892744
16,1.09421358127,LinearRegressionModeler,KMeansPartitioner,0.354990892744
17,1.14209437528,LinearRegressionModeler,KMeansPartitioner,0.354990892744
18,1.2791813768,LinearRegressionModeler,KMeansPartitioner,0.354990892744
19,1.41284364022,LinearRegressionModeler,KMeansPartitioner,0.354990892744
20,1.16474558418,LinearRegressionModeler,KMeansPartitioner,0.354990892744
21,2.0296407095,LinearRegressionModeler,KMeansPartitioner,0.354990892744
22,1.44779215682,LinearRegressionModeler,KMeansPartitioner,0.354990892744
23,1.23539626781,LinearRegressionModeler,KMeansPartitioner,0.354990892744
24,1.25105400068,LinearRegressionModeler,KMeansPartitioner,0.354990892744
25,1.43800479992,LinearRegressionModeler,KMeansPartitioner,0.354990892744
26,1.08698527482,LinearRegressionModeler,KMeansPartitioner,0.354990892744
27,1.20399701635,LinearRegressionModeler,KMeansPartitioner,0.354990892744
28,0.982039228721,LinearRegressionModeler,KMeansPartitioner,0.354990892744
29,1.13080308574,LinearRegressionModeler,KMeansPartitioner,0.354990892744
1,0.682792789977,RandomForestModeler,KMeansPartitioner,0.354990892744
2,1.36827491155,RandomForestModeler,KMeansPartitioner,0.354990892744
3,0.976862289653,RandomForestModeler,KMeansPartitioner,0.354990892744
4,1.14607449543,RandomForestModeler,KMeansPartitioner,0.354990892744
5,1.08458439825,RandomForestModeler,KMeansPartitioner,0.354990892744
6,1.10502945642,RandomForestModeler,KMeansPartitioner,0.354990892744
7,1.08891542357,RandomForestModeler,KMeansPartitioner,0.354990892744
8,1.46822083663,RandomForestModeler,KMeansPartitioner,0.354990892744
9,1.35561169022,RandomForestModeler,KMeansPartitioner,0.354990892744
10,1.32261741661,RandomForestModeler,KMeansPartitioner,0.354990892744
11,1.3917455542,RandomForestModeler,KMeansPartitioner,0.354990892744
12,1.26785068191,RandomForestModeler,KMeansPartitioner,0.354990892744
13,1.00641238905,RandomForestModeler,KMeansPartitioner,0.354990892744
14,1.06411562355,RandomForestModeler,KMeansPartitioner,0.354990892744
15,1.17305415637,RandomForestModeler,KMeansPartitioner,0.354990892744
16,1.05333416783,RandomForestModeler,KMeansPartitioner,0.354990892744
17,1.08838817204,RandomForestModeler,KMeansPartitioner,0.354990892744
18,1.23346681958,RandomForestModeler,KMeansPartitioner,0.354990892744
19,1.34818134731,RandomForestModeler,KMeansPartitioner,0.354990892744
20,1.10402323214,RandomForestModeler,KMeansPartitioner,0.354990892744
21,1.84172907057,RandomForestModeler,KMeansPartitioner,0.354990892744
22,1.38045394959,RandomForestModeler,KMeansPartitioner,0.354990892744
23,1.19812696416,RandomForestModeler,KMeansPartitioner,0.354990892744
24,1.25535200253,RandomForestModeler,KMeansPartitioner,0.354990892744
25,1.3881632501,RandomForestModeler,KMeansPartitioner,0.354990892744
26,1.07832737575,RandomForestModeler,KMeansPartitioner,0.354990892744
27,1.16791879711,RandomForestModeler,KMeansPartitioner,0.354990892744
28,0.978447650093,RandomForestModeler,KMeansPartitioner,0.354990892744
29,1.12770652592,RandomForestModeler,KMeansPartitioner,0.354990892744
1,73.8355407715,TensorFlow,KMeansPartitioner,0.354990892744
1,29.3463859558,TensorFlowW,KMeansPartitioner,0.354990892744
2,29.346704483,TensorFlowW,KMeansPartitioner,0.354990892744
3,1.15570783615,TensorFlowW,KMeansPartitioner,0.354990892744
4,0.357001274824,TensorFlowW,KMeansPartitioner,0.354990892744
5,29.3465518951,TensorFlowW,KMeansPartitioner,0.354990892744
6,1.05319499969,TensorFlowW,KMeansPartitioner,0.354990892744
7,0.664668023586,TensorFlowW,KMeansPartitioner,0.354990892744
8,1.20250856876,TensorFlowW,KMeansPartitioner,0.354990892744
9,1.26729655266,TensorFlowW,KMeansPartitioner,0.354990892744
10,1.108933568,TensorFlowW,KMeansPartitioner,0.354990892744
11,1.27195584774,TensorFlowW,KMeansPartitioner,0.354990892744
12,1.31617927551,TensorFlowW,KMeansPartitioner,0.354990892744
13,29.346704483,TensorFlowW,KMeansPartitioner,0.354990892744
14,1.32169508934,TensorFlowW,KMeansPartitioner,0.354990892744
15,1.09945464134,TensorFlowW,KMeansPartitioner,0.354990892744
16,1.24064648151,TensorFlowW,KMeansPartitioner,0.354990892744
17,1.31682217121,TensorFlowW,KMeansPartitioner,0.354990892744
18,1.03076863289,TensorFlowW,KMeansPartitioner,0.354990892744
19,1.09858798981,TensorFlowW,KMeansPartitioner,0.354990892744
20,1.20632660389,TensorFlowW,KMeansPartitioner,0.354990892744
21,1.20180797577,TensorFlowW,KMeansPartitioner,0.354990892744
22,1.40869629383,TensorFlowW,KMeansPartitioner,0.354990892744
23,1.16403687,TensorFlowW,KMeansPartitioner,0.354990892744
24,1.13463699818,TensorFlowW,KMeansPartitioner,0.354990892744
25,1.14211845398,TensorFlowW,KMeansPartitioner,0.354990892744
26,1.36446976662,TensorFlowW,KMeansPartitioner,0.354990892744
27,1.34705805779,TensorFlowW,KMeansPartitioner,0.354990892744
28,1.31004273891,TensorFlowW,KMeansPartitioner,0.354990892744
29,0.632804572582,TensorFlowW,KMeansPartitioner,0.354990892744
1,0.765697725399,Analytical method,KMeansPartitioner,0.354990892744
