Basis,Coeff
(Intercept),123.44
h(x0-13.6),0.686064
h(x1-15.3027),-3.11511
h(x1-16.2429),1.54663
h(x1-15.0704),63.965
h(15.0994-x1),-44.1363
h(17.506-x1),-198.426
h(14.3671-x1),-15.3083
h(13.6226-x1),47.7415
h(x1-13.7693),16.9944
h(x1-11.536),3.33728
h(x1-14.5809),-14.502
h(x0-17.9),20.1822
h(x1-13.7261),-64.8293
h(13.6726-x1),-197.663
h(13.7091-x1),198.345
h(14.4239-x1),29.3526
h(12.3606-x1),-4.15919
h(15.0191-x1),-17.523
h(17.4753-x1),108.182
h(17.5397-x1),93.6132
h(x1-17.355),-5.24916
