7.6146,14.0958,-349.0,10.3
7.6136,11.3692,-350.4,10.0
7.6153,11.1635,-349.0,9.8
7.6128,9.4658,-345.5,9.7
7.6118,11.4721,-349.1,9.2
7.6127,7.4594,-347.6,10.8
7.6143,7.3566,-347.6,10.9
7.6196,7.9739,-347.6,10.9
7.6156,7.9739,-349.0,10.9
7.615,7.6652,-347.6,10.7
7.612,7.4594,-347.6,10.6
7.6098,7.2537,-347.6,10.5
7.6152,7.3566,-345.8,10.6
7.6077,6.5849,-347.6,10.5
7.5398,9.7744,-347.4,12.6
7.5743,9.8773,-349.4,12.4
7.564,9.1571,-349.0,12.5
7.5748,8.8999,-349.5,12.5
7.5079,8.6941,-351.0,12.6
7.5717,10.7519,-350.5,12.0
7.5299,11.0606,-349.0,12.0
7.5547,9.5687,-349.0,12.1
7.5694,10.186,-353.3,12.1
7.585,9.4658,-351.4,12.0
7.5745,9.1571,-351.8,11.9
7.5431,6.8936,-349.3,12.0
7.5121,10.9577,-352.0,12.5
7.557,10.8548,-350.1,12.5
7.5538,11.3692,-351.0,12.6
7.5893,12.6553,-344.4,12.7
7.462,12.6553,-349.0,12.9
7.5568,12.2952,-350.4,12.9
7.5515,12.2952,-350.9,12.9
7.5398,11.2663,-349.1,12.9
7.5543,11.4721,-349.0,12.9
7.5346,11.8837,-349.1,13.0
7.5842,12.4496,-352.1,13.0
7.5531,10.9577,-349.0,13.0
7.5451,12.5524,-351.5,13.0
7.5675,10.649,-349.1,12.9
7.5806,11.575,-349.6,12.9
7.5532,11.8837,-351.3,12.8
7.5313,11.2663,-349.5,12.8
7.5541,11.9866,-349.5,12.9
7.5388,11.6779,-350.0,12.9
7.5656,13.3756,-350.4,12.9
7.5981,11.4721,-350.0,12.9
7.5573,10.2889,-348.5,12.9
7.5549,11.0606,-349.4,12.8
7.5281,9.26,-351.4,12.9
7.567,11.575,-349.5,12.9
7.5781,12.2952,-350.0,13.0
7.5214,12.1923,-351.8,12.9
7.5727,11.7808,-349.0,13.0
7.5731,11.1635,-350.8,13.1
7.5331,12.2952,-349.0,13.0
7.5544,11.8837,-349.1,13.0
7.5671,12.1923,-349.0,12.9
7.5792,12.2952,-347.6,12.9
7.5734,11.575,-349.3,12.7
7.5981,11.4721,-348.9,12.8
7.5674,11.6779,-349.0,12.8
7.5558,11.0606,-349.0,12.8
7.5634,11.2663,-349.6,12.8
7.5033,11.0606,-349.0,12.9
7.5611,11.1635,-349.0,12.9
7.5869,11.4721,-349.1,12.9
7.592,11.3692,-349.0,12.8
7.5121,11.6779,-349.0,12.7
7.5497,11.2663,-349.1,12.8
7.5879,11.6779,-347.6,12.7
7.5867,11.9866,-349.0,12.8
7.5532,11.6779,-346.9,11.6
7.5521,11.7808,-349.0,10.4
7.5895,11.6779,-349.3,8.9
7.5878,12.0895,-349.0,8.4
7.5488,12.6553,-349.0,8.0
7.5856,12.1923,-349.0,7.8
7.57,12.4496,-351.5,7.6
7.5668,11.6779,-349.1,7.3
7.5766,11.9866,-349.0,7.3
7.5889,11.1635,-349.5,7.2
7.5929,11.3692,-352.8,7.2
7.5843,11.575,-348.0,7.2
7.5616,9.8773,-351.8,7.2
7.5847,12.0895,-349.3,7.2
7.5926,11.7808,-349.0,7.3
7.5799,10.8548,-348.5,7.2
7.5681,10.9577,-349.3,7.2
7.5733,11.0606,-350.9,7.3
7.5928,11.6779,-352.3,7.3
7.5974,11.8837,-349.0,7.3
7.5688,11.575,-349.3,7.4
7.583,11.8837,-349.1,7.5
7.595,11.1635,-351.0,7.4
7.5963,12.3981,-349.0,7.5
7.593,11.6779,-350.4,7.5
7.5739,11.8837,-349.0,7.5
7.5831,11.6779,-351.0,7.6
7.5763,10.8548,-349.0,7.6
7.5887,10.9577,-349.4,7.6
7.5625,11.1635,-349.0,7.6
7.606,11.3692,-349.0,7.5
7.5984,11.3692,-350.1,7.5
7.5891,11.575,-349.9,7.6
7.5513,10.9577,-351.0,7.6
7.558,10.9577,-353.0,7.6
7.5501,11.0606,-349.0,7.7
7.5563,11.3692,-349.4,7.7
7.5527,11.575,-350.5,7.7
7.6141,11.0606,-352.5,7.6
7.5825,10.2889,-350.9,7.5
7.5559,10.9577,-349.3,7.6
7.6036,10.5976,-351.0,7.5
7.5739,10.5976,-353.4,7.4
7.5949,11.4721,-350.3,7.5
7.569,11.0606,-349.0,7.4
7.5878,10.649,-352.0,7.5
7.5615,10.3918,-348.8,7.5
7.5916,11.575,-353.0,7.6
7.5817,10.3918,-352.9,7.5
7.5976,11.0606,-348.5,7.3
7.6146,11.0606,-349.0,7.2
7.6147,11.0606,-349.1,7.3
7.6201,10.5976,-348.4,7.2
7.5986,10.649,-353.3,7.2
7.58,10.7519,-352.3,7.2
7.5916,10.5976,-350.9,7.2
7.5713,10.4947,-352.3,7.2
7.5728,10.186,-353.3,7.2
7.5289,10.7519,-349.0,7.3
7.55,10.5976,-349.1,7.1
7.594,9.8773,-349.6,7.1
7.571,10.5976,-349.0,7.1
7.6148,10.649,-349.0,7.1
7.5902,9.3629,-344.4,7.3
7.5906,1.0803,-347.6,7.3
7.6036,0.8746,-349.0,9.4
7.6169,1.7491,-348.5,10.3
7.6121,2.1607,-349.0,10.3
7.6223,0.8746,-347.6,10.3
7.6177,2.8809,-349.0,9.8
7.6107,3.2924,-349.0,9.8
7.6112,3.6526,-349.0,9.7
7.6164,3.4982,-349.0,9.8
7.6153,3.2924,-349.0,9.7
7.6096,3.1896,-346.3,9.8
7.6165,3.0867,-349.0,9.7
7.6165,3.1896,-349.0,9.9
7.6115,3.3953,-346.3,10.1
7.6152,3.0867,-349.0,10.3
7.6104,2.3664,-349.0,10.2
7.627,7.7681,-345.1,7.1
7.624,6.6878,-348.8,7.1
7.6164,7.0993,-347.0,7.1
7.6187,6.8936,-347.6,7.1
7.6217,6.3791,-349.0,7.1
7.6265,6.1733,-347.6,7.1
7.6207,6.2762,-347.6,7.1
7.6247,6.1733,-347.6,7.1
7.6266,6.5849,-345.8,7.1
7.619,7.0993,-347.6,7.1
7.6291,6.5849,-346.4,7.1
7.6209,3.6526,-345.4,7.2
7.6204,2.8809,-349.0,7.1
7.6211,3.1896,-349.0,7.1
7.6221,2.778,-347.6,7.1
7.6216,2.5722,-347.6,7.1
7.6226,2.5722,-347.6,7.2
7.6044,1.852,-348.3,7.1
7.6069,1.2861,-348.6,7.1
7.5702,1.852,-347.9,7.1
7.5726,0.3601,-347.6,7.2
7.5812,0.9774,-348.0,7.1
7.6367,2.5722,-351.5,9.9
7.6353,2.778,-347.8,9.9
7.6368,2.778,-349.0,10.0
7.6388,2.6751,-349.0,10.1
7.635,2.5722,-349.0,10.2
7.6335,2.9838,-347.6,10.0
7.6398,2.778,-347.6,9.8
7.6371,2.5722,-349.0,9.9
7.6403,2.778,-349.0,9.9
7.6338,1.389,-349.0,10.0
7.6222,1.4919,-349.0,10.0
7.6089,1.7491,-349.6,10.0
7.6083,2.5722,-349.0,10.0
7.5934,1.7491,-346.8,9.9
7.5897,1.9549,-349.0,9.9
7.591,1.852,-349.0,9.9
7.5709,2.5722,-347.6,9.9
7.5671,2.0578,-349.0,9.9
7.564,1.4919,-349.0,9.9
7.523,1.5948,-349.0,9.8
7.493,1.5948,-350.5,9.9
7.2746,1.389,-347.6,10.1
7.2426,2.3664,-347.6,10.5
7.2302,2.6751,-348.5,10.5
7.2254,2.778,-349.0,10.4
7.2192,2.6751,-349.0,10.6
7.2131,3.4982,-347.6,10.5
7.2097,2.5722,-349.0,10.6
7.197,2.6751,-349.0,10.6
4.1123,0.0,-347.1,9.8
5.0411,2.2636,-351.5,11.7
5.0395,2.6751,-349.0,11.6
5.0402,2.3664,-347.6,11.6
5.0416,2.8809,-347.6,11.6
5.0403,2.0578,-349.0,11.7
5.0408,1.4919,-349.0,11.7
5.04,1.9549,-349.9,11.5
5.0393,1.7491,-349.0,11.7
5.0391,1.852,-351.5,11.7
5.0407,2.2636,-349.0,11.7
5.0395,2.2636,-349.6,11.7
5.04,2.3664,-349.0,11.6
5.0403,1.852,-349.0,11.8
5.0402,1.5948,-349.0,11.7
5.0381,1.852,-347.6,11.8
5.0386,1.7491,-347.6,11.8
5.0389,1.5948,-349.0,11.7
5.0394,2.0578,-350.5,11.6
5.033,1.5948,-347.6,11.6
5.0343,2.3664,-350.4,11.5
5.0331,2.2636,-351.8,11.5
5.0325,2.4693,-349.0,11.4
5.0342,3.1896,-349.0,11.4
5.0318,2.0578,-349.0,11.4
5.0325,2.1607,-347.6,11.3
5.0318,2.3664,-347.6,11.3
5.0341,1.389,-349.0,11.2
5.0313,2.6751,-349.0,11.3
5.0309,2.0578,-349.0,11.5
5.0303,1.389,-349.0,11.6
5.0321,1.852,-349.0,11.6
5.0309,1.6977,-349.0,11.8
5.0321,0.9774,-347.0,11.7
5.0311,1.6977,-347.3,11.8
5.0304,0.8746,-349.1,11.5
5.0296,0.463,-349.0,11.5
5.0301,1.1832,-350.3,12.4
5.0292,2.1607,-348.6,11.8
5.0289,2.2636,-349.0,11.9
5.0274,1.389,-347.6,11.8
5.0288,2.0578,-349.4,11.9
5.0263,1.1832,-349.0,11.9
5.0279,1.5948,-349.0,12.0
5.0275,0.7717,-349.0,12.0
5.0298,1.389,-347.5,12.1
4.9933,0.0,-348.0,11.3
5.0176,0.8746,-346.3,11.7
5.0224,0.463,-346.3,11.7
5.028,0.5659,-346.3,11.7
5.0183,1.1832,-346.1,11.8
4.9604,0.0,-349.0,10.9
4.9585,1.2861,-349.0,11.0
4.939,1.9549,-347.3,11.0
4.912,1.7491,-349.0,11.0
4.9097,2.0578,-349.0,10.9
4.8794,1.4919,-349.0,11.1
4.8861,1.5948,-350.5,11.1
4.7058,5.9676,-349.0,11.5
4.7508,5.1959,-349.1,11.6
4.6942,6.7907,-349.0,11.7
4.7325,6.6878,-349.0,11.7
4.6053,7.0993,-351.8,11.7
4.7164,7.1508,-353.1,11.7
4.802,5.556,-352.0,11.3
4.8598,5.1959,-348.0,9.9
4.8072,6.0704,-348.5,7.6
4.8695,3.3953,-347.6,13.0
4.8653,3.6526,-349.0,13.0
4.8687,3.6526,-347.6,13.0
4.8674,4.167,-346.9,13.0
4.8681,3.9612,-349.0,13.0
4.876,3.1896,-347.6,13.0
4.8829,3.6526,-349.0,13.1
4.8809,3.8583,-349.0,13.0
4.8643,3.6526,-349.0,13.0
4.8659,3.7554,-349.0,13.0
4.8635,4.0641,-349.0,12.9
4.852,4.167,-349.0,12.9
4.8001,6.9964,-349.0,11.6
4.779,6.6878,-349.0,12.4
4.7543,6.7907,-348.5,11.7
4.8684,6.7907,-344.6,11.7
4.8642,5.8647,-349.0,11.9
4.8059,5.4531,-347.6,11.8
4.6712,4.5786,-349.1,11.8
4.7831,4.0641,-347.6,11.5
4.8082,4.4757,-347.6,11.5
4.6552,3.9612,-349.0,11.6
4.8411,0.7717,-350.8,11.9
4.8303,4.167,-346.9,11.3
4.8135,4.8872,-350.9,11.5
4.838,5.8647,-349.4,11.4
4.8064,5.3502,-344.4,11.3
4.8282,4.167,-348.8,11.0
4.8412,3.8583,-349.1,11.4
4.805,5.093,-347.3,11.2
4.7947,5.6589,-349.0,11.3
4.8288,5.093,-347.0,11.1
4.8282,4.5786,-347.6,11.0
4.7035,4.6814,-347.6,11.0
4.8503,3.7554,-349.0,11.0
4.6833,2.5722,-349.0,11.2
4.8857,0.9774,-351.0,12.0
4.9089,0.6688,-346.9,11.4
4.8845,2.1607,-349.5,11.2
4.8961,1.6977,-347.6,11.4
4.8402,1.2861,-346.5,11.5
4.9646,9.1571,-349.1,12.6
4.9462,8.6941,-349.0,12.6
4.937,9.0542,-349.1,12.6
4.9105,9.6716,-348.0,12.6
4.9285,9.1571,-350.1,12.6
4.89,9.6716,-349.0,12.7
4.8838,9.1571,-349.0,12.7
4.8979,9.6716,-349.0,12.6
4.9219,9.6716,-351.5,12.7
4.8793,8.9513,-349.0,12.7
4.8959,9.0542,-353.0,12.6
4.8614,8.9513,-349.3,12.7
4.8823,9.0542,-344.6,12.7
4.8918,8.3854,-349.0,12.7
4.9085,8.6941,-344.3,12.6
4.8953,9.5687,-349.0,12.7
4.9044,9.3629,-347.6,12.6
4.8823,7.9739,-347.4,12.6
4.9389,5.556,-347.6,11.4
4.933,6.3791,-349.0,11.5
4.9326,6.482,-349.0,11.5
5.0961,7.0993,-347.6,11.3
5.0939,7.2537,-350.5,11.5
5.0943,9.5687,-349.4,11.8
5.1009,3.1896,-349.0,11.9
5.0974,5.7618,-349.0,11.6
5.094,10.5976,-349.3,12.0
5.1006,9.3629,-349.0,12.1
5.1022,9.7744,-344.4,12.1
5.0961,9.26,-349.0,12.2
5.1005,10.7519,-352.0,12.1
5.0942,10.649,-350.1,11.9
5.0926,11.575,-349.9,11.8
5.0934,11.6779,-349.0,11.8
5.0941,12.0895,-349.0,11.9
5.0958,11.0606,-349.6,11.7
5.0926,11.1635,-349.6,11.8
5.0953,10.2889,-352.0,11.9
5.0983,11.4721,-349.0,11.9
5.0964,10.8548,-349.0,11.9
5.0952,10.5976,-349.0,12.1
5.0951,11.7808,-347.6,12.0
5.1003,9.9802,-347.6,11.9
5.0987,10.649,-350.1,11.9
5.092,9.8773,-349.0,12.0
5.0926,10.2889,-350.4,12.0
5.1003,10.2889,-349.0,12.1
5.0922,11.2663,-349.3,11.9
5.0935,11.2663,-347.6,12.2
5.0921,10.7519,-351.8,12.0
5.0922,10.7519,-349.0,12.0
5.0968,10.0831,-349.0,12.1
5.1,9.9802,-349.0,12.1
5.1117,10.0831,-351.0,11.8
5.1074,9.5687,-351.3,11.8
5.106,9.5687,-349.1,11.9
5.1041,10.649,-349.0,11.8
5.1068,10.186,-350.0,12.0
5.1046,9.9802,-349.0,12.1
5.1044,9.9802,-349.0,12.0
5.106,9.1571,-350.5,12.0
5.0982,10.0831,-351.8,12.1
5.1028,10.4947,-349.4,12.2
5.1022,9.9802,-352.8,12.1
5.0969,10.8548,-349.1,12.1
5.0995,10.5976,-349.5,12.0
5.1037,9.7744,-347.4,11.9
5.0958,10.9577,-349.0,12.3
5.0958,11.0606,-348.5,12.2
5.0996,10.5976,-352.1,12.1
5.0961,10.2889,-349.1,12.1
5.0959,11.0606,-349.0,11.9
5.1031,9.7744,-350.5,11.9
5.0865,11.4721,-349.0,11.7
5.0845,9.3629,-349.0,11.8
5.0793,11.3692,-349.0,11.8
5.077,11.8837,-349.0,11.8
5.1189,11.7808,-349.4,11.7
5.1096,11.7808,-345.5,11.8
5.1178,11.3692,-349.3,11.7
5.1052,11.9866,-348.3,11.8
5.0633,11.4721,-349.0,11.5
5.0619,12.1923,-349.0,11.6
5.0849,11.8837,-348.9,11.4
5.0956,11.0606,-348.6,11.5
5.1049,11.575,-350.3,11.6
5.1109,11.8837,-349.0,11.9
5.1095,10.0831,-349.4,11.9
5.1097,10.8548,-349.0,12.0
5.1146,11.575,-351.6,12.0
5.1109,11.3692,-348.1,12.0
5.1117,11.6779,-348.5,11.9
5.1119,10.9577,-349.0,11.8
5.1101,10.9577,-349.0,11.7
5.1133,10.9577,-349.0,11.9
5.112,10.7519,-348.5,11.8
5.1132,11.0606,-350.8,11.9
5.1147,10.8548,-349.0,11.8
5.1194,10.9577,-348.0,11.8
5.117,11.0606,-349.0,11.8
5.114,9.26,-349.0,11.9
5.1178,11.2663,-344.9,11.8
5.1142,10.649,-349.0,11.7
5.1218,10.4947,-347.0,11.8
5.118,10.186,-349.9,11.9
5.1174,10.9577,-350.1,11.8
5.1158,11.6779,-349.0,11.9
5.1147,9.5687,-348.0,11.9
5.1147,10.8548,-349.0,11.8
5.1158,9.7744,-347.6,11.9
5.1136,8.8999,-349.3,11.9
5.1193,10.4947,-349.1,11.8
5.117,11.1635,-349.0,11.9
5.1162,11.0606,-349.0,11.8
5.1127,9.1571,-349.9,11.9
5.1189,10.0831,-348.3,11.9
5.1129,9.7744,-349.4,11.8
5.1126,9.0542,-349.0,11.8
5.1091,9.6716,-349.3,11.7
5.1084,9.3629,-349.0,11.8
5.1089,8.797,-348.0,11.9
5.1094,8.797,-348.4,11.9
5.1089,10.3918,-349.0,12.0
5.1111,9.26,-349.1,12.0
5.1105,9.4658,-349.0,11.9
5.1109,9.4658,-347.6,11.9
5.1126,9.3629,-347.6,11.9
5.1137,9.26,-352.0,11.8
5.111,9.0542,-349.0,11.9
5.1132,9.26,-349.3,11.9
5.1101,9.4658,-349.4,12.0
5.112,8.4883,-349.9,11.9
5.1083,9.7744,-349.0,12.0
5.1126,9.8773,-349.0,11.9
5.1099,9.3629,-346.1,11.8
5.1062,8.2826,-347.6,11.7
5.1098,7.4594,-348.5,11.8
5.1018,5.9676,-347.6,11.6
5.102,6.9964,-349.1,11.7
5.105,7.2537,-347.6,11.6
5.1027,5.7618,-349.0,11.6
5.1079,6.0704,-349.0,11.7
5.1049,5.3502,-349.0,11.6
5.1059,4.167,-346.1,11.8
5.1035,5.9676,-347.6,11.9
5.1035,5.093,-347.6,12.0
5.0934,3.6526,-347.6,12.0
5.0946,4.5786,-347.6,12.0
5.0995,5.093,-349.0,11.9
5.0986,4.5786,-347.6,12.0
5.0957,5.8647,-347.5,12.0
5.0952,6.6878,-349.5,12.1
5.1006,6.5849,-349.5,12.0
5.0984,6.2762,-347.0,11.9
5.0944,6.6878,-348.3,12.0
5.0957,6.8936,-348.4,12.0
5.0975,6.0704,-349.0,12.0
5.0991,6.6878,-347.6,12.1
5.0893,6.482,-347.6,12.1
5.0915,7.2537,-347.0,11.9
5.1022,6.3791,-346.8,12.0
5.0955,5.9676,-349.0,12.1
5.0995,7.2537,-349.0,12.1
5.1006,5.9676,-347.6,11.7
5.106,6.9964,-347.6,11.9
5.1011,5.6589,-348.5,11.8
5.1023,6.482,-347.3,11.8
5.0999,4.6814,-347.6,11.9
5.0991,6.3791,-346.5,11.8
5.0978,7.6652,-347.6,11.8
5.1013,7.3566,-347.5,11.7
5.0997,9.4658,-343.5,11.8
5.101,10.649,-342.6,11.8
5.1033,9.3629,-347.6,11.7
5.1004,9.4658,-346.8,11.5
5.1036,10.0831,-343.5,11.7
5.0753,3.3953,-347.9,12.3
5.0745,3.6526,-348.6,12.4
5.0732,3.9612,-352.0,12.4
5.068,3.9612,-347.6,12.4
5.0693,3.5497,-349.0,12.4
5.0671,3.0867,-347.6,12.4
5.0709,3.0867,-347.6,12.5
5.0732,2.9838,-349.1,12.4
5.0667,3.4982,-349.0,12.4
5.0629,3.3953,-347.6,12.2
5.0732,3.5497,-347.6,11.6
5.0623,3.9612,-347.6,11.4
5.07,3.0867,-349.0,11.3
5.0736,4.167,-347.6,11.5
5.0687,3.1896,-347.6,11.5
5.0743,4.167,-349.0,11.7
5.079,3.2924,-347.6,11.8
5.0734,2.6751,-349.0,11.7
7.2786,3.9612,-349.6,11.7
7.6202,6.0704,-349.0,11.8
7.7273,5.7618,-349.5,11.9
7.7469,4.7843,-349.6,11.5
7.7704,5.556,-349.0,12.0
7.7784,6.9964,-349.0,11.8
7.8064,6.7907,-349.0,12.0
7.8118,6.5849,-352.6,11.7
7.8247,5.6589,-349.0,12.1
7.8331,5.7618,-349.0,11.4
7.8924,6.0704,-349.0,12.1
7.8971,5.4531,-349.0,11.9
7.902,6.2762,-349.0,11.7
7.9347,6.2762,-349.0,11.7
7.9777,4.9901,-349.0,11.5
7.988,6.7907,-349.0,11.7
8.0017,5.556,-349.0,11.7
8.0114,6.482,-349.0,11.6
8.0191,4.6814,-347.6,12.0
8.0222,4.8872,-349.0,12.1
8.06,4.7843,-349.5,11.9
8.0809,5.093,-349.0,12.0
8.1022,5.3502,-349.0,11.8
8.1283,6.1733,-349.0,11.8
8.1398,4.7843,-349.0,12.2
8.1506,5.556,-349.0,11.9
8.1541,6.3791,-347.5,11.7
8.1639,7.9739,-349.1,11.8
8.1729,6.5849,-349.0,12.0
8.1987,8.1797,-349.0,12.0
8.2133,5.8647,-349.0,12.1
8.2218,7.4594,-344.9,12.0
8.2275,7.4594,-349.0,12.0
8.2331,7.9739,-349.0,12.1
8.2431,7.1508,-347.5,12.1
8.2522,7.0993,-349.4,12.3
8.264,7.3566,-349.6,12.4
8.2683,6.6878,-347.6,12.0
8.2744,7.6652,-347.5,12.2
8.2799,7.1508,-347.6,12.4
8.2866,9.0542,-350.5,12.3
8.2891,9.3629,-348.5,11.9
8.3003,8.4883,-349.8,12.4
8.3118,9.3629,-347.5,12.1
8.3174,9.26,-347.6,11.9
8.3245,8.6941,-347.0,12.0
8.3323,9.5687,-353.3,12.0
8.3368,8.4883,-346.8,12.0
8.3468,8.1797,-349.0,11.8
8.3513,8.5912,-349.0,11.8
8.3571,9.1571,-348.3,11.9
8.3617,9.3629,-349.0,12.1
8.3672,8.9513,-348.5,11.8
8.3757,9.6716,-347.6,12.1
8.3847,9.4658,-349.0,11.9
8.3873,9.3629,-348.6,11.8
8.3962,9.0542,-348.5,12.0
8.4089,9.0542,-347.6,11.8
8.4169,9.5687,-345.8,11.8
8.435,9.4658,-347.6,11.9
8.4341,9.0542,-349.0,11.9
8.4505,9.0542,-347.5,11.9
8.4708,9.26,-349.1,11.7
8.4779,9.9802,-349.0,11.8
8.4825,8.797,-347.6,12.0
8.4882,9.1571,-347.6,11.7
8.4982,8.4883,-349.1,11.9
8.5037,9.4658,-347.5,12.0
8.5128,8.0768,-347.6,12.0
8.5216,8.9513,-349.0,11.8
8.5242,7.6652,-347.0,11.7
8.5374,8.4883,-343.6,11.7
8.5606,8.6941,-347.6,11.9
8.5603,8.1797,-347.6,12.1
8.5733,8.2826,-347.6,11.8
8.5785,6.3791,-345.4,12.0
8.5837,8.6941,-349.0,11.7
8.5925,7.4594,-347.6,11.9
8.6011,7.4594,-347.3,11.7
8.6152,8.0768,-346.8,12.0
8.6238,8.5912,-347.5,12.4
8.641,8.1797,-343.5,11.9
8.6428,8.8999,-347.6,12.1
8.6494,8.6941,-349.0,12.3
8.6549,8.1797,-347.6,12.3
8.6662,8.8999,-347.6,12.1
8.6742,8.8999,-349.0,12.2
8.6942,8.3854,-347.4,12.0
8.6951,7.9739,-349.0,12.0
8.702,9.3629,-347.6,12.0
8.7361,8.797,-347.6,12.1
8.7423,8.3854,-349.0,12.0
8.7646,7.9739,-347.6,12.3
8.7721,8.9513,-347.6,12.2
8.7891,8.4883,-349.0,12.0
8.7975,7.5623,-347.6,11.9
8.8039,8.3854,-347.6,11.8
8.8105,8.8999,-349.1,11.8
8.8148,7.0993,-345.3,11.8
8.8172,8.3854,-347.6,11.9
8.8253,8.5912,-347.4,11.9
8.8429,7.2537,-349.0,11.7
8.8501,8.4883,-347.6,11.8
8.8871,8.4883,-348.6,11.5
8.9043,9.3629,-343.3,11.6
8.9192,9.5687,-347.1,11.6
8.9296,8.9513,-347.6,11.7
8.9418,9.4658,-349.0,11.5
8.9528,9.1571,-346.3,11.5
8.981,8.6941,-349.0,11.2
8.9859,9.6716,-347.0,11.6
8.9988,9.8773,-347.6,11.5
9.0171,9.3629,-348.6,11.9
9.0627,9.8773,-349.0,11.7
9.1484,8.9513,-344.9,11.9
9.1586,9.3629,-347.3,11.9
9.1701,8.9513,-347.6,12.0
9.214,9.1571,-343.5,11.8
9.2493,9.1571,-347.6,11.9
9.2537,8.8999,-347.6,11.8
9.2589,8.4883,-347.6,12.0
9.3102,9.1571,-347.1,12.1
9.4636,7.3566,-349.0,11.8
9.8033,5.093,-348.0,11.6
