9.076,-0.242,0.0514,-121.0,8.4
9.14,-0.168,0.7717,-264.5,8.33
9.142,-0.165,0.463,-264.5,8.36
9.14,-0.175,0.2572,-264.5,8.19
9.14,-0.177,0.2572,-264.5,8.08
9.133,-0.205,0.8746,-287.1,8.38
9.122,-0.259,2.5722,-259.0,8.24
9.117,-0.278,2.8809,-259.0,8.12
9.116,-0.284,2.2636,-245.4,8.02
9.113,-0.307,2.8809,-252.0,8.32
9.111,-0.312,2.2636,-246.3,8.41
9.107,-0.325,2.3664,-247.7,8.4
9.108,-0.329,2.3664,-246.3,8.47
9.114,-0.321,2.1607,-234.7,8.48
9.125,-0.307,2.4693,-235.3,8.01
9.138,-0.29,2.2636,-206.9,8.43
9.149,-0.276,2.778,-202.7,8.39
9.156,-0.271,2.3664,-201.5,8.07
9.159,-0.261,2.5722,-191.4,8.42
9.19,-0.215,4.2699,-208.3,8.31
9.194,-0.205,4.2699,-213.9,8.36
9.278,-0.131,3.4982,-242.1,8.36
9.718,-0.527,11.7808,-27.2,8.38
9.724,-0.545,10.3918,-22.5,8.49
9.751,-0.568,8.4883,-34.0,8.46
9.921,-0.56,12.5524,-11.5,8.37
9.932,-0.57,12.5524,-12.2,8.46
9.967,-0.593,9.4658,-26.7,8.49
9.972,-0.596,9.1571,-24.9,8.05
9.984,-0.603,9.3629,-29.7,8.09
9.009,1.53,7.5623,-43.3,8.21
9.07,1.421,7.6652,-20.5,8.33
10.02,-0.633,10.4947,-13.9,8.46
10.088,-0.689,9.7744,-20.9,8.14
10.089,-0.69,9.7744,-21.5,8.13
10.09,-0.686,9.1571,-21.0,8.46
10.089,-0.686,9.1571,-9.7,8.1
10.179,-0.721,14.0958,0.0,8.37
10.204,-0.719,12.1923,-349.0,8.49
10.734,-0.958,14.2501,-14.0,8.45
10.738,-0.956,13.5813,-20.4,8.32
10.734,-0.96,13.9929,-24.4,8.16
10.736,-0.959,12.6553,-25.0,8.47
10.734,-0.96,13.1698,-21.5,8.4
10.734,-0.962,12.0895,-25.1,8.35
10.736,-0.96,12.1923,-26.3,8.35
10.734,-0.962,12.5524,-21.3,8.14
10.734,-0.962,11.6779,-21.0,8.3
10.386,0.611,7.5623,-201.5,8.34
11.14,0.744,10.186,-9.7,8.48
11.161,0.664,12.1923,-349.1,8.46
11.18,0.522,10.0831,0.0,8.46
11.689,-0.38,1.852,-88.6,8.16
11.601,-0.302,2.778,-99.8,8.37
11.566,-0.269,4.3728,-116.8,8.39
11.559,-0.309,3.5497,-135.7,8.32
11.563,-0.288,13.0669,-55.3,8.45
11.562,-0.27,12.7582,-55.9,8.36
11.558,-0.275,12.4496,-44.3,8.44
11.555,-0.287,12.4496,-53.7,8.42
11.564,-0.288,12.964,-53.9,8.47
11.554,-0.292,13.7871,-50.3,8.37
11.564,-0.288,12.0895,-56.8,8.37
11.572,-0.283,11.9866,-56.5,8.44
11.56,-0.267,11.4721,-54.9,8.49
11.561,-0.268,12.964,-63.4,8.48
11.554,-0.263,12.8611,-55.1,8.42
11.549,-0.268,12.8611,-61.9,8.46
11.546,-0.259,12.6553,-50.8,8.21
11.554,-0.288,12.7582,-61.2,8.49
11.55,-0.272,12.5524,-61.9,8.48
11.557,-0.276,11.575,-55.0,8.36
11.548,-0.265,12.5524,-54.0,8.29
11.559,-0.276,12.1923,-52.7,8.39
11.556,-0.272,11.8837,-55.8,8.3
11.558,-0.268,11.9866,-46.6,8.43
11.554,-0.262,13.7871,-54.9,8.11
11.547,-0.267,12.1923,-60.6,8.26
11.557,-0.282,12.4496,-51.7,8.44
11.555,-0.273,12.5524,-54.9,8.39
11.56,-0.274,12.4496,-55.7,8.33
11.556,-0.275,11.7808,-54.9,8.34
11.549,-0.269,12.0895,-54.9,8.24
11.563,-0.267,12.1923,-57.0,8.2
11.542,-0.286,12.964,-50.1,8.46
11.544,-0.279,11.6779,-44.6,8.33
11.55,-0.266,11.3692,-55.6,8.17
11.548,-0.286,11.9866,-56.3,8.42
11.553,-0.269,11.3692,-56.5,8.34
11.558,-0.276,10.8548,-61.9,8.12
11.546,-0.258,12.2952,-55.3,8.19
11.552,-0.272,10.4947,-61.9,8.41
11.549,-0.281,13.0669,-54.4,8.48
11.55,-0.304,11.4721,-53.4,8.35
11.558,-0.252,10.4947,-56.3,8.28
11.553,-0.261,11.6779,-55.2,8.28
11.556,-0.256,9.7744,-53.4,8.45
11.553,-0.267,9.9802,-54.7,8.41
11.552,-0.261,9.5687,-61.9,8.34
11.553,-0.255,10.186,-13.3,8.49
11.556,-0.266,14.353,-21.8,8.3
11.549,-0.24,14.0958,-25.9,8.49
11.564,-0.248,13.5813,-32.3,8.27
11.541,-0.259,13.6842,-40.3,8.37
11.611,-0.47,11.0606,0.0,8.48
11.572,-0.546,10.0831,-4.5,8.4
11.642,-0.578,2.3664,-267.9,8.48
11.583,-0.637,1.389,-54.9,8.06
11.576,-0.61,1.4919,-78.7,8.28
11.476,-0.484,6.1733,-71.7,8.33
11.571,-0.572,7.9739,-68.2,8.37
11.457,-0.597,8.8999,-56.5,8.35
11.924,-0.737,2.6751,-349.0,8.05
11.925,0.877,2.1607,-122.4,8.27
11.84,0.993,2.0578,-113.9,8.03
11.989,1.006,2.6751,-353.3,8.47
12.326,0.747,7.2537,-247.7,8.05
12.33,0.74,7.4594,-237.7,8.32
12.332,0.733,7.6652,-258.5,8.2
12.33,0.742,8.4883,-22.0,8.32
12.333,0.742,9.3629,-32.6,8.34
12.345,0.698,8.5912,-219.6,8.25
12.341,0.677,4.5786,-206.9,8.35
12.331,0.73,8.6941,-206.9,8.18
12.343,0.676,5.556,-201.2,8.34
12.327,0.713,8.1797,-213.1,8.44
12.354,0.662,5.093,-222.5,8.08
12.256,0.582,9.1571,-223.6,8.18
12.234,0.695,10.8548,-32.5,8.06
12.178,0.682,10.0831,-6.7,8.16
12.23,0.732,10.5976,-4.2,8.08
12.375,0.65,6.3791,-33.8,8.11
12.375,0.583,6.7907,-43.6,8.22
12.332,0.725,3.6526,-54.9,8.32
12.357,0.636,3.2924,-39.3,8.13
12.377,0.557,3.6526,-4.2,8.27
12.079,1.191,4.2699,-268.5,8.29
12.32,0.818,4.167,-275.9,8.35
12.219,0.66,0.3601,-145.0,8.2
12.161,0.759,0.463,-148.5,8.38
12.065,0.875,0.0,-145.0,8.08
12.177,0.712,0.0514,-157.7,8.42
12.179,0.601,1.1832,-157.5,8.18
12.149,0.691,1.389,-150.5,8.34
12.186,0.573,2.6751,-153.9,8.46
12.298,-0.578,5.1959,-108.0,8.45
12.377,-0.724,6.8936,-106.9,8.39
12.343,-0.667,3.6526,-112.6,8.45
12.873,-0.005,14.0958,-30.9,8.12
12.86,0.025,15.4848,-28.5,8.03
12.862,0.03,14.5588,-33.0,8.1
12.859,0.126,11.4721,-29.5,8.01
12.859,0.063,10.2889,-31.1,8.04
12.867,0.087,12.2952,-21.0,8.02
12.831,0.167,9.26,0.0,8.25
12.833,0.204,6.482,-26.7,8.36
12.832,0.209,6.9964,-22.5,8.47
12.836,0.204,6.7907,-11.2,8.11
12.828,0.207,7.2537,-4.2,8.32
12.827,0.163,5.6589,0.0,8.48
12.835,0.196,4.7843,-9.9,8.48
12.833,0.207,7.4594,-5.6,8.14
12.836,0.214,5.3502,-11.4,8.12
12.825,0.186,5.556,-9.7,8.24
12.817,0.179,4.0641,-11.7,8.42
12.824,0.186,6.3791,-4.2,8.17
12.833,0.216,6.9964,-16.5,8.39
12.813,0.197,5.2988,-9.7,8.05
12.797,0.189,5.6589,-5.3,8.1
12.807,0.192,5.8647,-9.7,8.18
12.809,0.179,4.5786,-11.2,8.18
12.816,0.223,4.167,0.0,8.38
12.782,0.238,6.5849,-21.0,8.1
12.872,0.122,3.6526,-94.2,8.03
12.837,0.098,4.4757,-5.0,8.32
12.867,-0.048,3.6526,-359.0,8.33
12.869,-0.043,3.6526,-359.0,8.45
12.85,-0.0,10.649,-35.0,8.42
12.852,-0.035,10.0831,-44.6,8.2
12.868,-0.009,9.9802,-26.7,8.05
12.239,0.737,9.7744,-26.7,8.17
12.509,0.276,3.6526,-349.0,8.3
12.347,0.352,2.2636,-4.2,8.15
12.547,0.192,2.2636,-315.3,8.39
12.42,-0.144,3.6526,-354.6,8.43
12.389,0.008,3.8583,-342.0,8.06
12.172,0.753,3.1896,-347.6,8.43
12.476,0.199,3.6526,-337.8,8.45
12.546,0.365,4.167,-349.0,8.38
12.426,0.545,3.5497,-342.1,8.44
12.63,-0.194,4.2699,-337.9,8.44
12.272,-0.375,3.7554,-342.0,8.46
12.366,-0.303,3.2924,-337.8,8.49
12.389,0.187,1.6977,0.0,8.34
12.198,0.053,1.7491,-359.0,8.48
12.346,0.266,2.1607,-349.6,8.08
12.381,0.038,1.9549,0.0,8.09
12.195,-0.289,1.7491,-16.8,8.36
12.405,0.391,2.1607,-5.6,8.27
12.461,0.155,2.0578,0.0,8.45
12.357,-0.631,2.778,-354.6,8.19
12.482,-0.574,2.0578,0.0,8.13
12.482,-0.094,1.5948,-359.0,8.1
12.657,-0.228,1.852,0.0,8.36
12.459,-0.39,1.852,-359.0,8.24
12.746,0.018,2.5722,0.0,8.27
12.652,-0.014,3.3953,0.0,8.28
12.045,0.309,2.3664,-350.0,8.08
12.262,0.331,1.852,-353.0,8.32
12.296,0.62,2.1607,-354.6,8.1
12.222,0.131,3.0867,-354.6,8.11
12.582,-0.005,3.1896,-349.0,8.11
12.479,0.324,2.6751,-346.4,8.05
12.689,-0.069,1.7491,-347.6,8.35
12.269,0.803,2.4693,-336.4,8.46
12.171,0.553,3.5497,-349.0,8.17
12.327,-0.133,4.0641,0.0,8.33
12.404,0.144,3.0867,-359.0,8.21
12.557,-0.128,2.9838,-354.6,8.39
12.54,-0.097,3.1896,-354.6,8.03
12.35,-0.411,3.1896,-325.1,8.41
12.48,-0.268,2.778,-332.1,8.34
12.513,0.03,2.5722,-332.1,8.16
12.309,0.55,2.9838,-338.6,8.25
12.157,-0.073,2.0578,-349.0,8.4
12.516,0.14,3.3953,-354.6,8.46
12.514,0.216,3.2924,-342.0,8.2
12.093,0.739,2.778,-349.0,8.3
12.316,0.647,2.4693,-349.0,8.31
12.342,0.431,2.778,0.0,8.17
12.381,0.035,2.778,-354.6,8.26
12.527,0.424,2.5722,-349.0,8.4
12.349,0.097,2.9838,-349.0,8.29
12.657,-0.149,2.6751,-359.0,8.24
12.162,0.666,3.0867,-346.6,8.41
12.471,0.358,3.2924,-4.2,8.3
12.478,-0.135,3.1896,0.0,8.4
