FOC,PRED,PERC
83.3,12.777413,84.66097
86.7,12.781537,85.25774
82.9,12.7821665,84.58122
88.8,12.773421,85.61552
85.2,12.772325,85.00901
87.6,12.780835,85.41
88.0,12.782511,85.47442
83.9,12.769528,84.78006
83.6,12.773538,84.72065
87.8,12.785588,85.43782
87.9,12.770446,85.47162
86.0,12.781965,85.137245
86.9,12.778056,85.295685
87.4,12.781692,85.37563
83.2,12.781921,84.63711
88.1,12.771678,85.50321
84.8,12.782083,84.92679
88.1,12.782638,85.49076
88.4,12.781142,85.541695
83.0,12.782138,84.59984
87.4,12.782737,85.37444
87.7,12.781692,85.42566
88.1,12.781365,85.4922
87.8,12.772393,85.45286
88.0,12.780373,85.47685
88.0,12.7812,85.47591
88.4,12.781249,85.54157
86.9,12.769514,85.305504
88.0,12.770045,85.48859
87.7,12.782018,85.425285
87.7,12.769191,85.43992
82.7,12.771089,84.55733
82.9,12.782044,84.58137
88.0,12.771754,85.48664
83.2,12.781501,84.63762
83.1,12.77528,84.62662
88.4,12.768731,85.55574
83.3,12.782235,84.65518
87.8,12.782108,85.441795
86.8,12.772077,85.28562
