[3.7139994]
[2.88381134]
[2.97848773]
[3.15390889]
[3.53553467]
[3.70863564]
[6.00633659]
[4.95145622]
[2.79849874]
[3.92203633]
[3.46209048]
[3.1392157]
[2.54303432]
[2.99081334]
[2.3619263]
[3.03929016]
[3.14663808]
[3.43713534]
[2.20436442]
[2.3569196]
[2.62715756]
[2.79272136]
[2.33732826]
[1.06601497]
[1.23262912]
[2.08193756]
[2.11614461]
[2.26844073]
[2.48876198]
[3.30574635]
[3.04864123]
[3.08050018]
[3.09474236]
[3.95072968]
[12.86276047]
[26.37466812]
[14.23075134]
[3.43110019]
[2.88365102]
[2.98997775]
[3.31381787]
[3.91547633]
[2.81313817]
[2.61040382]
[2.45461429]
[2.968041]
[2.73072436]
[2.61406993]
[3.00414207]
[2.93441983]
[2.61191037]
[2.59230245]
[2.59561742]
[2.43667966]
[2.56008003]
[2.80655042]
[3.30431648]
[4.29301041]
[3.08726189]
[3.25992536]
[4.08879433]
[4.43831482]
[4.28759079]
[4.33349111]
[4.16779979]
[3.86197825]
[2.93156886]
[2.60974167]
[2.71201009]
[2.84717479]
[3.23852551]
[3.37743136]
[3.76422885]
[4.22079541]
[4.14892367]
[3.97578247]
[4.05609428]
[3.95994774]
[4.39157947]
[4.24929486]
[4.20051074]
[4.38986592]
[4.41791789]
[4.38871457]
[4.25257152]
[4.58567973]
[4.31807193]
[4.21101964]
[1.37430537]
[0.6840667]
[0.48992023]
[1.14252994]
[4.47570401]
[4.53207767]
[4.20655589]
[4.08665523]
[4.10178899]
[4.02929509]
[4.47044719]
[4.40838223]
[2.9021244]
[0.95129128]
[1.3944101]
[2.74301598]
[1.38420316]
[2.6296891]
[13.91032925]
[32.36063781]
[0.38865657]
[7.0648058]
[7.90015088]
[6.3377592]
[4.65942576]
[3.38184731]
[1.9457695]
[2.92502106]
[1.5997404]
[2.42500229]
[3.324375]
[2.26896996]
[2.22118138]
[0.57321673]
[3.28237665]
[16.01446518]
[16.09779851]
[15.23985591]
[16.03235535]
[14.45137264]
[15.96711301]
[15.72551623]
[19.7501724]
[20.27344815]
[20.56502316]
[19.15386241]
[20.83672643]
[21.98504369]
[20.20717929]
[19.82814319]
[20.34359802]
[22.43711207]
[22.63844235]
[22.32920708]
[22.16826863]
[22.56877316]
[22.16129926]
[23.16588727]
[17.65456843]
[14.62415149]
[14.96393913]
[15.59726583]
[14.71660045]
[14.82051709]
[14.28117597]
[13.5735996]
[13.78055347]
[13.34106662]
[13.5402197]
[13.39801186]
[14.11296837]
[13.8862085]
[13.37991646]
[13.33859607]
[13.64051402]
[13.70480456]
[13.58614194]
[25.04209836]
[39.36867536]
[17.37088913]
[16.29821027]
[17.51364532]
[20.52390091]
[21.97443469]
[23.87773486]
[24.21378758]
[22.60264687]
[23.57184013]
[22.13766154]
[18.21895101]
[23.68813657]
[23.8722084]
[15.16385753]
[11.20827189]
[22.88345589]
[20.00729317]
[19.9004937]
[21.49600586]
[18.87172208]
[19.13925537]
[20.6775056]
[20.62410675]
[15.7148013]
[19.53570244]
[19.51303025]
[20.49303409]
[25.14515239]
[18.79073474]
[14.19946518]
[13.06237869]
[11.49454381]
[12.8237175]
[14.15113185]
[17.1899104]
[21.12313454]
[14.42253673]
[13.54981847]
[17.15155841]
[21.59689316]
[25.81919891]
[24.80520604]
[23.53093727]
[20.35465299]
[17.2481237]
[16.86226051]
[16.9872614]
[16.91042766]
[20.02227267]
[19.8533183]
[24.06443118]
[24.99895719]
[25.05725545]
[25.53517009]
[25.40774574]
[25.90410156]
[26.39858887]
[27.09010676]
[26.93951047]
[26.8916155]
[26.98937485]
[27.20500316]
[27.39563451]
[27.58751803]
[27.68523201]
[27.46221547]
[26.59378098]
[21.31808856]
[22.16197998]
[20.01752647]
[20.04128189]
[28.12635777]
[29.37522059]
[28.96770818]
[24.44259438]
[28.93447537]
[30.19437444]
[30.99780972]
[31.6176252]
[31.44002541]
[31.35660457]
[31.38749306]
[31.61625761]
[31.978526]
[32.10542817]
[31.41149142]
[30.06643477]
[29.52094036]
[30.70704915]
[30.72026263]
[30.52514851]
[28.52309909]
[20.00889377]
[4.61778157]
[18.2938475]
[9.22450241]
[7.71856911]
[7.8101106]
[7.82845337]
[4.06022415]
[11.20527115]
[6.02669853]
[6.09523148]
[0.14797469]
[1.23208179]
[0.65237239]
[7.93297791]
[7.12727432]
[8.32523518]
[8.96059634]
[2.08932426]
[0.10683581]
[11.12895638]
[8.26032823]
[9.24468119]
[6.63501494]
[5.64082431]
[3.46825142]
[4.05023155]
[3.55842727]
[5.93324425]
[4.96736351]
[0.83966167]
[2.04850232]
[36.50854222]
[42.04969678]
[12.08384912]
[15.18769577]
[5.47837987]
[0.47243443]
[0.12762263]
[1.38563365]
[2.34180919]
[2.48915685]
[2.38144954]
[3.60452615]
[3.02124486]
[0.14492706]
[14.42646855]
[22.8376019]
[4.43503677]
[2.73934753]
[3.99413716]
[5.63124316]
[6.22148824]
[3.67060458]
[3.72676468]
[2.05901967]
[7.936076]
[7.99435898]
[7.51737279]
[2.74942866]
[4.09424138]
[6.43152804]
[0.19762319]
[2.84878036]
[0.8075737]
[3.66795166]
[3.83841578]
[4.9990529]
[4.50302791]
[4.28930531]
[3.95896556]
[4.37316437]
[2.77776688]
[3.18043956]
[4.15572795]
[3.26112025]
[3.01866796]
[3.98316014]
[4.09147786]
[5.95913533]
[4.85744685]
[7.36752666]
[6.41327724]
[7.43336517]
[7.26468532]
[8.58309921]
[8.48529343]
[8.32560246]
[8.11986522]
[8.28029902]
[8.56790975]
[7.1000616]
[8.03946391]
[7.1040625]
[7.13922511]
[6.09878357]
[1.60968432]
[3.80411106]
[4.11800374]
[4.2492011]
[5.28745992]
[5.84987111]
[7.81256282]
[7.77135864]
[8.2948438]
[6.9982726]
[6.40427175]
[5.9189532]
[8.06447896]
[9.42784027]
[10.61920827]
[10.63060817]
[10.11454427]
[10.00115794]
[9.50292537]
[6.05750951]
[5.40886256]
[5.54738983]
[5.67166072]
[7.60926234]
[7.67293823]
[7.43233729]
[5.70469666]
[5.8641982]
[4.66070618]
[8.99758565]
[9.98698288]
[9.25080276]
[0.26701427]
[0.27453517]
[0.49121755]
[0.8594897]
[0.69867386]
[0.87294449]
[1.20329895]
[7.8130392]
[3.86271419]
[9.47875356]
[2.2253683]
[10.00828389]
[7.98695806]
[7.82589879]
[7.05157414]
[5.32031606]
[7.92006393]
[7.97197179]
[6.56008977]
[8.16221562]
[10.67965413]
[9.78846542]
[9.91752767]
[11.71410782]
[12.04770615]
[10.01630788]
[8.63179029]
[9.00747223]
[9.06401601]
[9.02016068]
[9.38237305]
[8.57574702]
[8.43043391]
[8.82067368]
[6.56682857]
[6.56913849]
[5.06370799]
[1.84706014]
[4.63725108]
[5.2868188]
[5.53248047]
[4.46465083]
[4.91116673]
[5.23710582]
[4.50513702]
[5.02214503]
[12.26101959]
[2.65868571]
[2.36476604]
[5.26629486]
[6.78545085]
[3.65516388]
[3.4409257]
[4.25483505]
[4.33928787]
[3.6045844]
[3.99952438]
[5.31400517]
[6.28854426]
[6.24590856]
[7.08380971]
[0.15307485]
[0.44792537]
[0.27832652]
[0.12935191]
[1.3153363]
[4.65990108]
[8.13496816]
[6.65774898]
[6.66698608]
[4.93135173]
[5.96846359]
[5.91153992]
[5.1927948]
[6.01470479]
[6.19929535]
[5.12394185]
[5.36199336]
[7.65043579]
[5.85067899]
[8.27023067]
[7.91045609]
[8.43643886]
[8.61259868]
[8.62750545]
[8.57328125]
[8.63505829]
