"t_stamp","gps speed","speed log","course","vessel status","SHAFT RPM","Shaft Power","Shaft Torque","Scav Air","Main Engine FO Press","main engine foc","aux engines foc","aux boilers foc","ME FM flow t h","ME FM temp","ME FM density","AE IN FM flow t h","AE IN FM temp","AE IN FM density","AE OUT FM flow t h","AE OUT FM temp","AE OUT FM density","AB FM flow t h","AB FM temp","AB FM density","latitude","longitude"
"2019-02-19 21:40:00.000","10.028571605682373","12.18","97.53599914550782","Under way using engines","86.70619354248046","6279.105550130208","687.0377219063895","1.3349814414978027","8.310219041232404","1.3189945220947266","0.17126309871673584","-0.03691063076257706","1.4902576208114624","82.10458374023438","941.9896414620536","2.0527782440185547","126.6579360961914","918.2435888671876","0.0","0.0","0.0","0.0","59.292185421647694","973.4876871744792","11.58944685984372","-60.81546178962948"
"2019-02-19 21:45:00.000","10.300000190734863","12.142857188270206","97.77857181004116","Under way using engines","86.66587270100912","6244.765456627155","683.5704915364583","1.3349814414978027","8.222394515728128","1.6628577879496984","0.11306816339492798","-0.03691063076257706","1.7343581404004778","82.287839617048","941.9470767066592","2.0527782440185547","125.90956793891058","918.5612815574364","0.0","0.0","0.0","0.0","58.16490895407541","973.1074645996093","11.587336411681374","-60.800706627727195"
"2019-02-19 21:50:00.000","10.449999809265137","12.138888994852701","97.42413803626751","Under way using engines","86.71550198259025","6230.281070963541","681.4122517903646","1.3349814414978027","8.342000040514716","1.405563473701477","0.05487322807312012","-0.03691063076257706","1.4604367017745972","82.28344217936198","941.9615539550781","2.0527782440185547","126.4327163696289","918.3750534057617","0.0","0.0","0.0","0.0","58.474654099036904","972.5557124696929","11.585225963519026","-60.78595146582491"
"2019-02-19 21:55:00.000","10.550000190734863","12.287999954223633","97.35185128671152","Under way using engines","86.60587855747768","6228.836846713362","682.4067301432292","1.3349814414978027","8.280505625406901","1.405563473701477","0.05487322807312012","-0.03691063076257706","1.4604367017745972","82.20939636230469","941.9872409986413","2.0527782440185547","126.42724227905273","918.3569183349609","0.0","0.0","0.0","0.0","60.060085165089575","972.9100626627604","11.58311551535668","-60.77119630392262"
"2019-02-19 22:00:00.000","10.600000381469727","12.304545402526855","97.66206912336678","Under way using engines","86.62185300629714","6242.412483723959","683.6255004882812","1.3349814414978027","8.250500297546386","1.405563473701477","0.05487322807312012","-0.03691063076257706","1.4604367017745972","82.20939636230469","941.9736907958984","2.0527782440185547","126.4251880645752","918.3479512532552","0.0","0.0","0.0","0.0","58.75848020826067","974.1327135809537","11.581005067194331","-60.75644114202034"
"2019-02-19 22:05:00.000","10.745454614812678","12.327999877929688","97.44230710543118","Under way using engines","86.41823781331381","6248.496875","685.1087565104167","1.3349814414978027","8.066529432932535","1.405563473701477","0.05487322807312012","-0.03691063076257706","1.4604367017745972","82.20939636230469","941.9686482747396","2.0527782440185547","126.44324747721355","918.34681640625","0.0","0.0","0.0","-0.013105773677428564","59.19419465241609","972.3663024902344","11.578894619031985","-60.741685980118056"
"2019-02-19 22:10:00.000","10.745454528115012","12.33124989271164","97.5413792051118","Under way using engines","86.7875110081264","6223.692692057291","679.5401022023168","1.3349814414978027","8.300834655761719","1.405563473701477","0.05487322807312012","-0.03691063076257706","1.4604367017745972","82.20939636230469","941.9860520135788","2.0527782440185547","126.45650634765624","918.3463214376699","0.0","0.0","0.0","0.0","59.70183826314992","974.7146728515625","11.576784170869637","-60.72693081821577"
"2019-02-19 22:15:00.000","10.760000038146973","12.495833277702332","97.7592589766891","Under way using engines","86.65027160644532","6185.742759967672","677.1910013834636","1.3349814414978027","8.328520552317302","1.405563473701477","0.05487322807312012","-0.03691063076257706","1.4604367017745972","82.20939636230469","941.9807934570313","2.0527782440185547","126.49966430664062","918.3531812584919","0.0","0.0","0.0","0.0","58.88189531962077","973.5049845377604","11.57467372270729","-60.71217565631349"
"2019-02-19 22:20:00.000","10.699999809265137","12.499999954586936","97.4461537874662","Under way using engines","86.74893086751302","6177.761018880208","676.0864868164062","1.3349814414978027","8.159377352396648","1.405563473701477","0.05487322807312012","-0.03691063076257706","1.4604367017745972","82.20939636230469","941.9943101671007","2.0527782440185547","126.49966430664062","918.32267578125","0.0","0.0","0.0","0.015490723152955374","60.95140562386349","973.6495076497396","11.572563274544944","-60.697420494411205"
"2019-02-19 22:25:00.000","10.699999809265137","12.50999994277954","97.43103474584119","Under way using engines","86.73135299682617","6141.851790364583","671.6382467335668","1.3349814414978027","8.168371332102808","1.405563473701477","0.05487322807312012","-0.03691063076257706","1.4604367017745972","82.20939636230469","941.9729431152343","2.0527782440185547","126.55004119873047","918.296960901331","0.0","0.0","0.0","0.0","58.83264274597168","972.5161315917969","11.570452826382596","-60.68266533250892"
"2019-02-19 22:30:00.000","10.566666762034098","12.49583331743876","97.1370366414388","Under way using engines","86.60303166707357","6171.45263671875","675.6633076985677","1.3349814414978027","8.180048054662244","1.405563473701477","0.05487322807312012","-0.03691063076257706","1.4604367017745972","82.20939636230469","941.9747022545856","2.0527782440185547","126.54439353942871","918.2752977454144","0.0","0.0","0.0","0.0","59.70755149578226","974.4077657063802","11.56834237822025","-60.66791017060663"
"2019-02-19 22:35:00.000","10.550000190734863","12.433333306085496","96.66206938644936","Under way using engines","86.55879429408482","6163.763118489584","674.8021301269531","1.3349814414978027","8.186623080023404","1.405563473701477","0.05487322807312012","-0.03691063076257706","1.4604367017745972","82.1473617553711","941.9911428598257","2.0527782440185547","126.58535766601562","918.2828699747721","0.0","0.0","0.0","0.0","58.855267491833914","973.7861538591056","11.566231930057901","-60.653155008704346"
"2019-02-19 22:40:00.000","10.458333174387613","12.266666603088378","96.34482758620689","Under way using engines","86.51634801228842","6227.55615234375","682.5019490559896","1.2835584878921509","8.352599176867255","1.405563473701477","0.05487322807312012","-0.03691063076257706","1.4604367017745972","82.0853271484375","941.9894087942023","2.0527782440185547","126.53498077392578","918.2979704204358","0.0","0.0","0.0","0.01887073554098606","59.97190055847168","973.5400838216145","11.564121481895555","-60.638399846802066"
