NULL,NULL,C187,2017-02-12 16:01:00,JIANGSU
NULL,NULL,C187,2017-02-13 00:01:00,YANGZHOU
135,34,C187,2017-02-15 13:00:00,Wakayama
135,34,C187,2017-02-16 12:00:00,Wakayama
135,34,C187,2017-02-17 12:00:00,Wakayama
135,34,C187,2017-02-18 12:00:00,Wakayama
135,34,C187,2017-02-19 12:00:00,Wakayama
135,34,C187,2017-02-20 12:00:00,Wakayama
135,34,C187,2017-02-21 12:00:00,Wakayama
135,34,C187,2017-02-22 12:00:00,Wakayama
135,34,C187,2017-02-23 12:00:00,Wakayama
135,34,C187,2017-02-24 12:00:00,Wakayama
135,34,C187,2017-02-25 12:00:00,Wakayama
135,34,C187,2017-02-26 07:00:00,Wakayama
126,36,C187,2017-03-01 15:00:00,Dangjin
126,36,C187,2017-03-03 12:00:00,Dangjin
126,36,C187,2017-03-04 12:00:00,Dangjin
126,36,C187,2017-03-05 12:00:00,Dangjin
126,36,C187,2017-03-06 12:00:00,Dangjin
126,36,C187,2017-03-07 12:00:00,Dangjin
126,36,C187,2017-03-08 12:00:00,Dangjin
126,36,C187,2017-03-09 12:00:00,Dangjin
126,36,C187,2017-03-10 12:00:00,Dangjin
126,36,C187,2017-03-11 12:00:00,Dangjin
126,36,C187,2017-03-11 18:10:00,Dangjin
104,1,C187,2017-03-21 15:30:00,Singapore
103,1,C187,2017-03-22 04:00:00,SINGAPORE
5,35,C187,2017-04-30 10:00:00,GIBRALTAR
5,36,C187,2017-04-30 22:00:00,GIBRALTAR
6,36,C187,2017-05-01 05:00:00,CADIZ
6,36,C187,2017-05-01 12:00:00,CADIZ
6,36,C187,2017-05-02 12:00:00,CADIZ
6,36,C187,2017-05-03 12:00:00,CADIZ
6,36,C187,2017-05-04 12:00:00,CADIZ
6,36,C187,2017-05-05 12:00:00,CADIZ
6,36,C187,2017-05-05 15:00:00,CADIZ
4,61,C187,2017-05-12 06:00:00,Floro
5,61,C187,2017-05-12 12:00:00,Floro
5,61,C187,2017-05-13 12:00:00,Floro
5,61,C187,2017-05-14 12:00:00,Floro
5,61,C187,2017-05-15 12:00:00,Floro
5,61,C187,2017-05-16 12:00:00,Floro
5,61,C187,2017-05-17 12:00:00,Floro
5,61,C187,2017-05-18 12:00:00,Floro
5,61,C187,2017-05-19 12:00:00,Floro
5,61,C187,2017-05-19 18:24:00,Floro
12,56,C187,2017-05-21 09:30:00,Helsingor
12,56,C187,2017-05-21 15:00:00,Helsingor
29,60,C187,2017-05-23 14:30:00,ST. PETERSBURG
30,59,C187,2017-05-24 12:00:00,ST. PETERSBURG
30,59,C187,2017-05-25 12:00:00,"St Petersburg, Russia"
30,55,C187,2017-05-26 12:00:00,ST. PETERSBURG
30,59,C187,2017-05-27 12:00:00,"St Petersburg, Russia"
30,59,C187,2017-05-28 12:00:00,"St Petersburg, Russia"
30,59,C187,2017-05-29 12:00:00,"St Petersburg, Russia"
30,59,C187,2017-05-29 22:30:00,ST. PETERSBURG
16,57,C187,2017-05-31 05:30:00,Oskarshamn
16,57,C187,2017-05-31 12:00:00,Oskarshamn
16,57,C187,2017-06-01 12:00:00,Oskarshamn
16,57,C187,2017-06-02 12:00:00,Oskarshamn
16,57,C187,2017-06-03 12:00:00,Oskarshamn
16,57,C187,2017-06-04 12:00:00,Oskarshamn
16,57,C187,2017-06-05 12:00:00,Oskarshamn
16,57,C187,2017-06-06 12:00:00,Oskarshamn
16,57,C187,2017-06-07 12:00:00,Oskarshamn
16,57,C187,2017-06-08 12:00:00,Oskarshamn
16,57,C187,2017-06-09 01:00:00,OSKARSHAMN
11,54,C187,2017-06-10 02:00:00,Nakskov
11,55,C187,2017-06-10 10:00:00,Kalundborg
76,39,C187,2017-06-24 06:00:00,"Baltimore, U.S.A. (WS)"
76,39,C187,2017-06-25 12:00:00,"Baltimore, U.S.A. (WS)"
76,39,C187,2017-06-26 12:00:00,"Baltimore, U.S.A. (WS)"
76,39,C187,2017-06-27 12:00:00,"Baltimore, U.S.A. (WS)"
76,39,C187,2017-06-28 12:00:00,"Baltimore, U.S.A. (WS)"
76,39,C187,2017-06-29 12:00:00,"Baltimore, U.S.A. (WS)"
76,39,C187,2017-06-30 12:00:00,BALTIMORE
76,39,C187,2017-07-01 12:00:00,BALTIMORE
76,39,C187,2017-07-02 12:00:00,"Baltimore, U.S.A. (WS)"
76,39,C187,2017-07-03 12:00:00,"Baltimore, U.S.A. (WS)"
76,39,C187,2017-07-04 12:00:00,"Baltimore, U.S.A. (WS)"
76,39,C187,2017-07-05 12:00:00,"Baltimore, U.S.A. (WS)"
76,39,C187,2017-07-06 05:30:00,"Baltimore, U.S.A. (WS)"
73,38,C187,2017-07-06 18:00:00,WILMINGTON
75,39,C187,2017-07-07 12:00:00,"Wilmington, Delaware, U.S.A."
75,39,C187,2017-07-08 12:00:00,"Wilmington, Delaware, U.S.A."
75,39,C187,2017-07-09 11:00:00,"Wilmington, Delaware, U.S.A."
5,43,C187,2017-07-20 11:00:00,Aviles
5,43,C187,2017-07-21 12:00:00,Aviles
5,43,C187,2017-07-21 19:30:00,Aviles
3,51,C187,2017-07-24 15:00:00,Ghent
3,51,C187,2017-07-25 12:00:00,Ghent
3,51,C187,2017-07-26 12:00:00,Ghent
3,51,C187,2017-07-27 12:00:00,Ghent
3,51,C187,2017-07-28 12:00:00,Ghent
3,51,C187,2017-07-29 11:00:00,Ghent
26,40,C187,2017-08-07 17:00:00,Canakkale
26,40,C187,2017-08-07 22:00:00,Canakkale
27,40,C187,2017-08-08 02:00:00,Marmara Ereglisi
27,40,C187,2017-08-08 12:00:00,Marmara Ereglisi
27,40,C187,2017-08-09 12:00:00,Marmara Ereglisi
27,40,C187,2017-08-10 12:00:00,Marmara Ereglisi
27,40,C187,2017-08-11 12:00:00,Marmara Ereglisi
27,40,C187,2017-08-12 10:40:00,Marmara Ereglisi
29,41,C187,2017-08-12 13:00:00,Bosporus - S bound
29,41,C187,2017-08-13 12:00:00,Bosporus
29,41,C187,2017-08-14 12:00:00,Bosporus
29,41,C187,2017-08-14 21:12:00,Bosporus
36,45,C187,2017-08-16 21:00:00,Taman
36,45,C187,2017-08-17 12:00:00,Taman
36,45,C187,2017-08-18 12:00:00,Taman
36,45,C187,2017-08-19 12:00:00,Taman
36,45,C187,2017-08-20 12:00:00,TAMAN
36,45,C187,2017-08-21 12:00:00,TAMAN
36,45,C187,2017-08-22 12:00:00,TAMAN
36,45,C187,2017-08-23 12:00:00,TAMAN
36,45,C187,2017-08-24 12:00:00,TAMAN
36,45,C187,2017-08-25 12:00:00,TAMAN
36,45,C187,2017-08-25 18:15:00,TAMAN
29,41,C187,2017-08-26 23:00:00,Bosporus
29,41,C187,2017-08-27 12:00:00,Bosporus
29,41,C187,2017-08-27 17:20:00,Bosporus
26,40,C187,2017-08-28 00:00:00,Dardanelles - N bound
26,40,C187,2017-08-28 04:20:00,Dardanelles - S bound
32,31,C187,2017-08-30 04:00:00,Port Said
32,31,C187,2017-08-30 12:00:00,Port Said
32,29,C187,2017-08-31 12:00:00,SUEZ
32,29,C187,2017-08-31 15:30:00,SUEZ
39,6,C187,2017-09-12 21:00:00,Dar-es-Salaam
39,6,C187,2017-09-14 12:00:00,Dar-es-Salaam
39,6,C187,2017-09-15 12:00:00,Dar-es-Salaam
39,6,C187,2017-09-16 12:00:00,Dar-es-Salaam
39,6,C187,2017-09-17 12:00:00,Dar-es-Salaam
39,6,C187,2017-09-18 12:00:00,Dar-es-Salaam
39,6,C187,2017-09-19 12:00:00,Dar-es-Salaam
39,6,C187,2017-09-19 14:20:00,Dar-es-Salaam
39,6,C187,2017-09-19 16:40:00,Zanzibar
39,6,C187,2017-09-20 12:00:00,Zanzibar
39,6,C187,2017-09-21 12:00:00,Zanzibar
39,6,C187,2017-09-22 12:00:00,Zanzibar
39,6,C187,2017-09-22 17:45:00,Zanzibar
32,25,C187,2017-09-27 06:30:00,Maputo
32,25,C187,2017-09-27 12:00:00,Maputo
32,25,C187,2017-09-28 12:00:00,Maputo
32,25,C187,2017-09-29 12:00:00,Maputo
32,25,C187,2017-09-30 12:00:00,Maputo
32,25,C187,2017-10-01 12:00:00,Maputo
32,25,C187,2017-10-02 12:00:00,Maputo
32,25,C187,2017-10-03 12:00:00,Maputo
32,25,C187,2017-10-04 12:00:00,Maputo
32,25,C187,2017-10-05 12:00:00,Maputo
32,25,C187,2017-10-06 12:00:00,Maputo
32,25,C187,2017-10-07 12:00:00,Maputo
32,25,C187,2017-10-08 12:00:00,Maputo
32,25,C187,2017-10-09 12:00:00,Maputo
32,25,C187,2017-10-10 12:00:00,Maputo
32,25,C187,2017-10-11 12:00:00,Maputo
32,25,C187,2017-10-12 12:00:00,Maputo
32,25,C187,2017-10-13 12:00:00,Maputo
32,25,C187,2017-10-14 14:00:00,Maputo
57,20,C187,2017-10-19 08:00:00,Port Louis
57,20,C187,2017-10-19 15:30:00,Port Louis
103,1,C187,2017-10-31 02:00:00,Singapore
104,1,C187,2017-10-31 14:50:00,Singapore
108,21,C187,2017-11-07 01:00:00,Fangcheng
108,21,C187,2017-11-07 12:00:00,Fangcheng
108,21,C187,2017-11-08 12:00:00,Aabenraa
108,21,C187,2017-11-09 12:00:00,FANGCHANG
108,21,C187,2017-11-10 03:00:00,Fangcheng
108,21,C187,2017-11-10 03:45:00,Qinzhou
108,21,C187,2017-11-10 12:00:00,Qinzhou
108,21,C187,2017-11-11 12:00:00,Qinzhou
108,21,C187,2017-11-12 12:00:00,Qinzhou
108,21,C187,2017-11-13 12:00:00,Qinzhou
108,21,C187,2017-11-14 12:00:00,Qinzhou
107,20,C187,2017-11-15 12:00:00,Qinzhou
107,20,C187,2017-11-15 13:00:00,Qinzhou
107,20,C187,2017-11-15 19:30:00,Campha
107,20,C187,2017-11-16 12:00:00,Campha
107,20,C187,2017-11-17 12:00:00,Campha
107,20,C187,2017-11-18 12:00:00,Campha
107,20,C187,2017-11-19 12:00:00,Campha
107,20,C187,2017-11-20 12:00:00,Campha
107,20,C187,2017-11-21 12:00:00,Campha
107,20,C187,2017-11-22 03:00:00,Campha
124,8,C187,2017-11-27 11:00:00,Lug
124,8,C187,2017-11-27 12:00:00,Lug
124,8,C187,2017-11-28 12:00:00,Lug
124,8,C187,2017-11-29 12:00:00,Lug
124,8,C187,2017-11-30 12:00:00,Lug
124,8,C187,2017-12-01 12:00:00,Lug
124,8,C187,2017-12-02 12:00:00,Lug
124,8,C187,2017-12-03 12:00:00,Lug
124,8,C187,2017-12-04 12:00:00,Lug
124,8,C187,2017-12-05 12:00:00,Lug
124,8,C187,2017-12-06 12:00:00,Lug
124,8,C187,2017-12-07 12:00:00,Lug
124,8,C187,2017-12-08 12:00:00,Lug
124,8,C187,2017-12-09 12:00:00,Lug
124,8,C187,2017-12-10 12:00:00,Lug
124,8,C187,2017-12-11 12:00:00,Lug
124,8,C187,2017-12-12 12:00:00,Lug
124,8,C187,2017-12-13 12:00:00,Lug
124,8,C187,2017-12-14 12:00:00,Lug
