TELEGRAM_DATE;TELEGRAM_TYPE;BALAST_FLAG;LATITUDE_DEGREES;LATITUDE_SECONDS;LONGITUDE_DEGREES;LONGITUDE_SECONDS;VESSEL_COURSE;DRAFT;ENGINE_RPM;WIND_DIRECTION;WIND_FORCE;AVERAGE_SPEED;HOURS_SLC;MINUTES_SLC;ME_CONS_24H;TRIM;ME_CONS_PER_MILE
2009-07-26 12:00:00;N;L;8;31;38;45;299;0;0.0;315;5;0.0;23;0;30.991304347826084;0;0.09
2009-07-27 11:42:00;A;L;2;20;41;10;0;0;0.0;0;0;0.0;25;42;28.01556420233463;0;0.09
2009-07-30 12:00:00;N;B;7;52;38;48;119;0;0.0;135;3;0.0;20;0;27.720000000000006;0;0.08
2009-07-31 12:00:00;N;B;12;47;34;47;178;0;0.0;315;3;0.0;24;0;26.7;0;0.08
2009-07-31 20:48:00;A;B;12;48;32;41;0;0;0.0;315;2;0.0;9;0;68.56;0;0.2
2009-06-20 21:00:00;A;B;26;12;40;25;;6.7;114.4;45;2;0.0;9;0;0.0;1.4;0
2009-06-12 12:00:00;N;;27;34;34;42;90;0;119.0;135;5;0.0;24;0;0.0;0;0
2009-09-19 12:00:00;N;B;38;51;43;27;45;0;114.8;45;5;0.0;23;0;30.15652173913043;0;0.09
2009-09-19 14:00:00;A;B;39;5;44;4;0;0;0.0;0;0;0.0;2;0;35.400000000000006;0;0.01
2009-09-14 12:00:00;N;B;11;14;37;27;112;;114.5;315;5;0.0;24;0;28.100000000000005;;0.08
2009-09-06 12:00:00;N;B;5;1;42;55;332;0;0.0;315;7;0.0;24;0;29.2;0;0.1
2009-06-21 23:59:00;A;B;29;12;41;6;0;0;0.0;0;0;0.0;7;0;0.0;0;0
2009-06-28 05:00:00;A;L;29;12;41;6;0;0;0.0;0;0;0.0;17;0;0.0;0;0
2009-06-29 04:18:00;A;L;26;1;40;7;0;0;0.0;0;0;0.0;8;0;0.0;0;0
2009-06-23 12:00:00;N;B;31;53;41;29;69;0;0.0;90;2;0.0;7;30;0.0;0;0
2009-06-24 12:00:00;N;;38;50;43;24;69;0;0.0;135;2;0.0;24;0;0.0;0;0
2009-06-24 14:12:00;A;B;39;5;44;4;0;0;0.0;0;0;0.0;2;12;0.0;0;0
2009-06-27 12:00:00;N;;34;58;42;45;250;0;0.0;225;3;0.0;12;30;0.0;0;0
2009-09-15 12:00:00;N;B;18;26;36;50;90;0;1146.0;135;3;0.0;24;0;28.0;0;0.08
2009-07-20 12:00:00;N;B;4;34;37;9;89;0;0.0;90;6;0.0;18;30;28.54054054054054;0;0.09
2009-07-21 12:00:00;N;B;11;22;37;11;118;0;0.0;90;5;0.0;24;0;29.7;0;0.08
2011-02-05 12:00:00;N;L;11;53;56;49;340;10.135;115.7;270;6;14.0;3;0;266.24;-0.03;0.79
2009-06-13 12:00:00;N;;34;26;34;25;90;522.675;119.0;135;5;0.0;24;0;0.0;1024.65;0
2009-06-13 16:48:00;A;L;0;0;0;0;;5.175;119.0;135;2;0.0;4;8;0.0;-10.35;0
2009-10-29 20:00:00;A;B;39;5;44;4;0;0;0.0;45;3;0.0;8;0;27.599999999999998;0;0.07
2009-12-22 12:00:00;N;B;25;49;39;57;0;0;0.0;0;3;0.0;7;30;26.24;0;0.08
2009-11-20 12:00:00;N;B;5;59;35;21;73;0;103.9;135;4;0.0;24;0;22.5;0;22.5
2009-11-04 12:00:00;N;L;27;35;40;5;0;0;0.0;315;7;0.0;11;0;13.745454545454544;0;0.05
2009-11-05 12:00:00;N;L;24;18;38;49;206;0;116.4;180;4;0.0;13;0;13.846153846153847;0;0.04
2009-11-06 12:00:00;N;L;18;28;36;18;273;0;123.7;135;5;0.0;25;0;28.32;0;0.08
2009-09-13 12:00:00;N;B;6;21;41;21;135;0;112.7;0;3;0.0;9;0;27.2;0;0.08
2009-11-21 12:00:00;N;B;0;37;37;12;52;0;86.7;45;3;0.0;24;0;14.6;0;0.05
2009-11-22 12:00:00;N;B;3;21;41;11;37;0;87.6;135;3;0.0;24;0;16.0;0;0.06
2009-11-22 21:30:00;A;B;4;24;43;59;0;0;100.0;0;0;0.0;9;30;31.57894736842105;0;0.08
2009-10-19 12:00:00;N;L;20;12;36;11;90;0;114.2;225;5;0.0;20;0;32.760000000000005;0;0.1
2009-05-19 12:00:00;N;;89;10;6;40;270;0;115.1;225;5;13.57;23;30;0.0;0;0
2009-05-20 12:00:00;N;;84;59;5;51;270;0;114.6;225;6;12.04;24;0;0.0;0;0
2009-05-21 12:00:00;N;;79;57;5;40;0;0;119.2;0;0;12.52;25;0;0.0;0;0
2009-05-22 00:00:00;N;;74;10;8;27;292;0;119.4;225;6;14.16;24;0;0.0;0;0
2009-12-01 12:00:00;N;L;35;32;34;28;86;0;111.8;225;3;0.0;24;0;26.5;0;26.5
2009-12-01 13:00:00;A;B;0;0;0;0;0;0;0.0;225;3;15.0;1;0;43.2;0;0.12
2009-09-25 12:00:00;N;B;20;23;36;28;273;0;117.0;90;5;0.0;24;0;27.8;0;0.08
2009-09-26 12:00:00;N;L;13;5;37;19;0;0;116.0;0;0;0.0;24;0;0.0;0;0
2009-05-23 12:00:00;N;;69;4;10;5;292;0;117.7;270;5;14.21;24;0;0.0;0;0
2009-05-24 12:00:00;N;;63;48;11;28;0;0;116.6;0;0;14.04;25;0;0.0;0;0
2009-05-25 12:00:00;N;;59;12;13;3;292;0;108.5;225;6;11.42;24;0;0.0;0;0
2009-05-26 12:00:00;N;;53;28;14;41;292;0;112.2;225;6;13.04;25;0;0.0;0;0
2009-05-27 12:00:00;N;;47;51;12;52;0;0;118.9;0;0;14.83;24;0;0.0;0;0
2009-05-28 12:00:00;N;;42;37;13;59;337;0;116.0;315;4;14.42;24;0;0.0;0;0
2009-05-29 12:00:00;N;;40;6;18;9;337;0;104.3;315;5;13.21;24;0;0.0;0;0
2009-05-30 12:00:00;N;;37;23;22;36;337;0;103.4;315;5;12.29;24;0;0.0;0;0
2009-09-27 12:00:00;N;L;6;21;37;21;263;0;116.6;270;5;0.0;24;0;30.899999999999995;0;0.09
2009-09-28 12:00:00;N;L;0;29;36;39;262;0;115.5;270;4;0.0;24;0;29.8;0;0.09
2009-09-29 12:00:00;N;L;7;16;36;27;284;0;116.8;90;4;0.0;24;0;30.7;0;0.09
2009-09-30 12:00:00;N;L;9;42;40;57;0;0;108.4;0;4;0.0;24;0;24.899999999999995;0;0.07
2009-09-23 06:30:00;A;B;0;0;0;0;0;0;120.4;0;0;0.0;0;0;25.9;0;0.09
2009-09-06 18:18:00;A;B;5;23;43;0;0;9.7;117.0;315;3;0.0;6;18;0.0;0;0
2009-06-10 12:00:00;N;;15;49;35;12;90;10.35;119.0;135;2;0.0;1;30;0.0;0;0
2009-06-11 12:00:00;N;;21;2;35;43;90;1035;119.0;315;2;0.0;23;0;0.0;0;0
2009-12-05 12:00:00;N;B;25;49;39;56;0;0;0.0;225;3;0.0;19;42;24.36548223350254;0;0.07
2009-11-26 12:00:00;N;L;5;0;43;10;152;0;111.8;315;3;0.0;1;0;19.200000000000003;0;0.8
2009-11-27 12:00:00;N;L;9;33;38;15;111;0;113.6;315;3;0.0;24;0;26.899999999999995;0;0.08
2009-12-03 12:00:00;N;B;34;30;34;22;269;0;105.9;135;5;0.0;5;0;20.639999999999997;0;0.06
2011-02-06 12:00:00;N;L;0;0;0;0;210;10.135;121.0;225;7;12.58;24;0;31.149999999999995;-0.03;0.1
2009-12-06 12:00:00;N;B;28;47;40;13;82;0;120.0;45;4;0.0;11;0;21.16363636363636;0;0.07
2009-11-08 12:00:00;N;L;4;11;37;40;263;0;116.3;270;8;0.0;24;0;29.2;0;0.09
2009-11-09 12:00:00;N;L;0;27;36;54;260;0;115.0;270;8;0.0;24;0;30.0;0;0.1
2009-12-04 12:00:00;N;B;27;48;35;42;315;0;116.7;225;5;0.0;24;0;27.3;0;0.08
2011-02-07 12:00:00;N;L;1;1;51;20;225;9.99;121.1;225;7;13.25;24;0;34.74;-0.12;0.11
2011-02-10 12:00:00;N;L;10;51;38;12;180;9.83;120.1;180;6;13.54;24;0;34.87;-1.02;0.11
2011-02-11 12:00:00;N;L;5;55;35;0;87;10.16;116.6;315;4;13.79;24;0;31.209999999999997;-0.16;0.09
2011-02-12 12:00:00;N;L;1;50;36;0;80;9.97;112.9;315;4;13.75;24;0;27.31;-0.22;0.08
2011-02-13 12:00:00;N;L;7;48;37;41;80;9.99;106.9;315;3;13.58;24;0;24.350000000000005;-0.18;0.07
2009-05-31 12:00:00;N;;34;46;26;42;337;0;105.7;315;6;12.83;24;0;0.0;0;0
2009-06-04 12:00:00;N;;29;19;32;0;285;0;105.0;315;3;0.0;10;0;0.0;0;0
2009-06-05 12:00:00;N;;0;0;0;0;;0;105.0;315;3;0.0;24;0;0.0;0;0
2009-06-06 12:00:00;N;;0;0;0;0;;0;0.0;315;2;0.0;24;0;0.0;0;0
2009-06-06 13:00:00;A;B;0;0;0;0;;0;0.0;315;2;0.0;0;0;0;0;0
2009-06-20 12:00:00;N;;25;38;37;51;354;6.7;114.5;315;6;0.0;24;0;0.0;1.4;0
2009-11-07 12:00:00;N;L;11;28;37;5;0;0;124.5;315;7;0.0;24;0;35.5;0;0.1
2009-12-07 12:00:00;N;B;28;46;40;37;0;0;43.0;0;4;0.0;2;12;15.272727272727268;0;0.04
2009-12-08 12:00:00;N;B;30;48;41;38;63;0;115.0;0;3;0.0;8;0;17.1;0;0.05
2009-10-02 12:00:00;N;L;3;50;49;47;75;0;113.3;0;4;0.0;24;0;33.4;0;0.1
2011-02-09 12:00:00;N;L;9;9;44;34;209;9.965;119.0;135;6;13.54;24;0;33.73;0.47;0.1
2011-02-23 12:00:00;N;B;22;26;36;9;121;6.445;117.9;315;4;15.3;23;0;29.426086956521736;1.83;0.08
2009-12-09 12:00:00;N;B;37;25;44;31;63;0;116.2;45;4;0.0;23;0;28.904347826086955;0;0.08
2009-12-09 13:00:00;A;B;37;43;44;46;0;6.65;0.0;0;0;0.0;3;0;11.199999999999998;1.7;1.4
2009-10-03 04:00:00;A;L;4;20;51;16;0;0;0.0;0;0;0.0;16;0;32.25;0;0.09
2009-10-12 12:00:00;N;L;8;30;45;30;0;0;119.4;0;0;0.0;23;0;33.70434782608695;0;0.1
2009-10-20 12:00:00;N;L;25;52;38;12;225;0;116.0;225;4;0.0;24;0;27.100000000000005;0;0.08
2011-02-08 12:00:00;N;L;5;52;48;48;209;9.525;119.2;225;7;12.79;24;0;33.0;0.33;0.11
2011-02-23 22:00:00;A;B;23;52;37;32;0;6.515;105.0;45;5;15.6;10;0;27.839999999999996;1.83;0.07
2009-10-29 12:00:00;N;B;36;38;43;11;81;0;118.3;45;3;0.0;22;0;30.65454545454546;0;0.09
2009-10-11 12:00:00;N;L;3;39;49;50;0;0;119.6;0;0;0.0;21;30;33.711627906976744;0;0.1
2009-06-30 12:00:00;N;L;21;18;36;59;271;0;0.0;315;4;0.0;23;0;29.436521739130434;0;0.09
2009-07-01 12:00:00;N;L;14;26;36;32;271;0;0.0;315;4;0.0;24;0;33.4;0;0.12
2009-07-02 12:00:00;N;L;7;30;37;43;263;0;0.0;270;2;0.0;24;0;31.899999999999995;0;0.09
2009-11-19 12:00:00;N;B;10;39;38;5;167;0;0.0;225;3;0.0;24;0;25.5;0;0.08
2009-10-14 12:00:00;N;L;7;3;36;4;0;0;121.9;0;0;0.0;24;0;34.9;0;0.1
2009-10-15 12:00:00;N;L;2;15;36;25;80;0;114.5;90;4;0.0;17;5;32.03121951219513;0;0.09
2009-10-16 12:00:00;N;L;4;9;37;28;90;0;115.2;90;5;0.0;24;0;30.0;0;0.09
2009-05-18 12:00:00;N;;94;25;6;58;270;0;117.0;202;3;14.19;21;0;0.0;0;0
2009-05-06 12:00:00;N;;126;47;30;9;202;7.5;105.0;90;3;13.21;20;5;0.0;1;0
2009-10-18 12:00:00;N;L;14;58;35;38;225;0;0.0;225;6;0.0;24;0;7.400000000000001;0;0.03
2009-05-07 12:00:00;N;;123;27;26;45;0;0;100.0;0;0;12.58;24;0;0.0;0;0
2009-05-08 12:00:00;N;;121;57;21;18;225;7.955;115.0;90;6;12.4;25;0;0.0;-0.89;0
2009-05-09 12:00:00;N;;118;56;17;25;225;0;114.5;45;4;14.03;21;6;0.0;0;0
2009-05-10 12:00:00;N;;115;52;13;7;225;7.85;103.6;225;2;12.78;24;0;0.0;-0.6;0
2009-05-11 12:00:00;N;;111;53;9;53;202;7.795;103.6;225;2;12.79;24;0;0.0;-0.59;0
2009-05-12 12:00:00;N;;108;11;6;5;225;7.895;107.8;90;2;13.21;24;0;0.0;-0.79;0
2009-05-13 12:00:00;N;;104;49;1;43;225;7.87;112.5;90;2;14.0;24;0;0.0;-0.7;0
2009-05-13 16:00:00;A;B;104;16;1;2;225;0;112.0;90;3;14.25;4;0;0.0;0;0
2009-05-17 12:00:00;N;;99;26;4;27;0;0;115.5;90;2;14.77;22;0;0.0;0;0
2009-10-07 23:00:00;A;B;1;20;52;40;0;0;0.0;0;0;0.0;5;0;30.24;0;0.08
2009-10-17 12:00:00;N;L;11;19;37;17;202;0;111.5;202;6;0.0;24;0;27.399999999999995;0;0.08
2009-09-18 12:00:00;N;B;31;53;41;23;45;0;112.0;67;5;0.0;7;30;25.6;0;0.07
2010-02-18 12:00:00;N;L;12;38;35;39;332;9;120.0;225;3;15.55;11;0;26.83636363636364;0;0.07
2010-02-19 12:00:00;N;L;7;48;38;2;292;9;120.1;270;6;14.46;24;0;30.7;0;0.09
2009-12-28 12:00:00;N;B;29;31;41;24;0;0;0.0;315;3;0.0;14;0;34.285714285714285;0;0.1
2009-08-15 12:00:00;N;B;25;26;39;35;27;0;0.0;0;4;0.0;24;0;31.5;0;0.09
2009-08-15 13:48:00;A;B;26;0;40;8;0;0;0.0;0;4;0.0;2;48;268.7142857142858;0;0.71
2010-02-28 12:00:00;N;B;23;0;36;8;21;0;78.0;315;5;8.79;24;0;9.2;0;0.04
2010-01-05 12:00:00;N;B;27;21;35;21;0;0;0.0;270;3;0.0;0;0;0.1;0;0.1
2009-12-30 12:00:00;N;L;26;58;36;14;152;0;105.4;0;2;0.0;24;0;21.0;0;0.07
2009-12-31 12:00:00;N;L;32;37;34;19;108;0;111.7;270;3;0.0;24;0;29.0;0;0.09
2009-12-31 15:30:00;A;B;33;40;34;2;0;0;0.0;225;4;0.0;4;30;18.666666666666668;0;0.07
2010-01-24 12:00:00;N;B;25;32;38;44;0;0;123.0;0;8;0.0;24;0;34.0;0;0.1
2009-10-01 12:00:00;N;L;8;43;45;3;28;0;114.0;0;5;0.0;24;0;29.3;0;0.09
2010-02-27 12:00:00;N;B;20;16;33;28;39;0;80.0;270;5;11.32;17;3;10.134897360703812;0;0.04
2009-11-01 12:00:00;N;B;34;52;42;46;250;0;107.3;315;6;0.0;14;0;26.125714285714285;0;0.08
2009-08-16 17:30:00;A;B;29;12;41;6;0;0;0.0;0;3;0.0;10;20;17.419354838709676;0;0.19
2009-08-17 12:00:00;N;B;30;44;41;54;69;0;0.0;45;6;0.0;6;0;34.0;0;0.1
2009-08-18 12:00:00;N;B;37;39;43;47;69;0;0.0;45;3;0.0;23;0;29.113043478260867;0;0.09
2009-08-19 00:01:00;A;B;39;5;44;4;0;0;0.0;0;0;0.0;16;1;39.558792924037455;0;0.44
2010-03-04 12:00:00;N;B;25;48;39;55;0;6.15;120.0;135;5;15.91;12;4;32.201104972375695;2.3;0.08
2010-01-13 12:00:00;N;L;34;41;42;7;0;0;115.1;135;4;0.0;16;30;27.636363636363637;0;0.08
2009-12-13 12:00:00;N;L;34;13;43;6;243;0;108.5;45;5;0.0;13;0;13.993846153846155;0;0.04
2009-12-14 12:00:00;N;L;29;29;41;32;0;0;0.0;90;4;0.0;18;0;26.8;0;0.08
2009-08-21 12:00:00;N;L;34;50;42;38;250;0;0.0;337;4;0.0;14;0;29.142857142857142;0;0.08
2009-08-22 05:00:00;A;L;29;12;41;6;0;0;0.0;0;0;0.0;18;0;39.666666666666664;0;0.11
2010-03-17 12:00:00;N;B;37;39;43;47;315;6.05;105.0;180;7;14.57;23;0;29.84347826086957;1.5;0.09
2010-03-17 16:36:00;A;B;38;58;43;59;315;6.05;105.0;180;7;13.04;4;36;27.756521739130438;1.5;0.09
2010-01-14 12:00:00;N;B;29;30;41;8;0;0;115.0;45;5;0.0;17;30;26.605714285714285;0;0.08
2009-12-23 12:00:00;N;B;28;50;40;52;0;0;0.0;225;4;0.0;12;0;16.6;0;0.05
2009-12-24 12:00:00;N;B;32;14;42;39;69;0;105.4;225;3;0.0;13;0;24.0;0;0.07
2010-02-04 12:00:00;N;L;10;8;38;38;291;0;120.0;225;5;0.0;24;0;33.0;0;0.1
2009-12-25 10:30:00;A;B;39;6;44;3;0;0;105.8;225;3;0.0;22;30;21.653333333333336;0;0.07
2010-01-06 12:00:00;N;B;25;53;25;59;0;0;0.0;180;5;0.0;20;30;20.01951219512195;0;0.06
2009-08-24 06:30:00;A;L;26;49;38;57;0;0;0.0;0;0;0.0;9;30;63.81473684210526;0;0.19
2009-08-26 01:48:00;A;B;26;0;40;8;0;0;0.0;0;0;0.0;6;50;89.24487804878049;0;0.25
2009-08-27 04:00:00;A;B;29;12;41;6;0;0;0.0;0;0;0.0;9;36;17.5;0;0.18
2010-02-20 08:00:00;A;L;1;5;41;13;0;0;120.0;0;0;0.0;20;0;36.0;0;0.1
2010-01-07 12:00:00;N;B;28;43;40;44;0;0;105.4;180;4;0.0;11;30;20.869565217391305;0;10
2009-10-13 12:00:00;N;L;10;10;40;11;0;0;121.2;0;0;0.0;24;0;34.6;0;0.1
2009-08-28 12:00:00;N;B;31;46;41;1;69;0;0.0;45;5;0.0;6;30;28.061538461538458;0;0.08
2009-08-29 12:00:00;N;B;37;41;43;52;69;0;0.0;45;5;0.0;23;0;27.44347826086957;0;0.08
2010-03-05 10:12:00;A;B;29;48;40;19;81;6.15;120.0;0;4;14.09;23;12;13.375862068965517;2.3;0.08
2009-11-11 12:00:00;N;L;9;38;40;56;0;0;118.2;315;5;0.0;24;0;30.899999999999995;0;0.09
2009-11-12 12:00:00;N;L;7;47;45;53;28;0;119.7;225;6;0.0;24;0;34.2;0;0.1
2009-11-13 12:00:00;N;L;2;56;49;15;75;0;119.8;225;6;0.0;24;0;34.3;0;0.1
2010-01-15 12:00:00;N;L;0;0;0;0;0;0;0.0;0;0;0.0;27;0;1.4222222222222225;0;1.6
2009-11-28 12:00:00;N;L;15;23;36;42;104;0;111.1;135;3;0.0;24;0;27.0;0;0.08
2010-02-05 12:00:00;N;L;5;16;42;43;332;0;120.0;135;5;0.0;24;0;33.0;0;0.09
2010-02-05 17:00:00;A;L;4;24;43;53;0;0;120.0;135;6;0.0;5;0;38.4;0;0.11
2009-12-27 12:00:00;N;L;33;33;42;36;250;0;118.1;225;6;0.0;17;30;27.017142857142854;0;0.08
2009-11-29 12:00:00;N;L;22;6;35;10;104;0;109.0;225;3;0.0;23;0;25.043478260869566;0;0.07
2009-10-21 12:00:00;N;L;28;49;40;36;225;0;0.0;225;3;0.0;16;0;30.75;0;0.1
2009-10-22 12:00:00;N;L;29;51;42;0;354;0;124.8;45;3;0.0;10;0;28.679999999999996;0;11.95
2009-08-23 03:00:00;A;B;26;1;40;7;0;0;0.0;0;0;0.0;8;35;16.776699029126213;0;0.15
2009-08-29 15:42:00;A;B;39;5;44;4;0;0;0.0;0;0;0.0;4;42;139.91489361702125;0;0.47
2009-08-31 12:00:00;N;L;38;44;43;3;250;0;0.0;90;3;0.0;3;0;24.8;0;0.07
2009-09-01 12:00:00;N;L;30;41;41;24;250;0;0.0;22;4;0.0;25;0;28.703999999999997;0;0.08
2009-09-01 16:00:00;A;L;29;12;41;6;0;0;0.0;0;0;0.0;5;0;138.24;0;0.44
2009-09-02 07:00:00;A;L;26;1;40;7;0;0;0.0;0;0;0.0;7;30;10.240000000000002;0;0.08
2009-09-03 12:00:00;N;L;22;23;3;49;252;0;0.0;135;2;0.0;19;5;29.303056768558957;0;0.08
2010-02-23 12:00:00;N;B;6;52;38;34;112;6.55;120.0;337;4;15.83;18;0;29.666666666666668;1.5;0.08
2009-12-16 10:00:00;A;B;26;50;38;57;0;0;105.0;90;3;0.0;10;0;28.8;0;12
2010-01-16 00:30:00;A;B;29;8;41;4;0;0;105.0;0;0;0.0;10;30;1.3714285714285712;0;0.6
2010-01-16 12:00:00;N;L;27;34;40;2;0;0;105.2;0;5;0.0;9;0;14.133333333333333;0;0.04
2009-11-16 12:00:00;N;B;0;32;50;11;251;0;0.0;225;6;0.0;9;30;20.210526315789473;0;0.07
2009-11-17 12:00:00;N;B;6;33;48;2;208;0;107.8;225;6;0.0;24;0;27.899999999999995;0;0.1
2009-11-18 12:00:00;N;B;9;53;43;40;208;0;114.4;225;6;0.0;24;0;32.6;0;0.1
2009-11-30 12:00:00;N;L;28;33;34;38;93;0;105.0;315;3;0.0;24;0;22.5;0;0.07
2009-09-04 12:00:00;N;L;15;24;36;37;271;0;0.0;315;4;0.0;25;0;28.703999999999997;0;0.09
2009-11-03 12:00:00;N;B;29;37;41;13;0;0;0.0;0;5;0.0;0;0;1.3;0;1.3
2009-11-10 12:00:00;N;L;7;14;36;21;286;0;115.2;315;6;0.0;24;0;30.7;0;0.09
2010-01-09 12:00:00;N;B;32;15;42;42;69;0;105.8;90;4;0.0;15;30;13.161290322580646;0;0.04
2010-01-10 10:00:00;A;B;39;6;44;3;0;0;120.0;135;5;0.0;22;0;25.09090909090909;0;0.08
2010-01-03 12:00:00;N;B;27;16;35;18;0;0;85.0;270;5;0.0;24;0;13.479999999999999;0;0.05
2009-12-29 12:00:00;N;L;27;46;40;28;261;0;119.0;270;4;0.0;7;30;18.880000000000003;0;0.05
2010-01-08 12:00:00;N;B;28;38;40;43;0;0;0.0;0;0;0.0;0;0;0.5;0;0.5
2009-10-22 17:00:00;A;L;28;7;44;41;0;0;0.0;180;4;0.0;8;0;244.95000000000002;0;81.65
2009-11-14 01:30:00;A;B;4;20;51;16;0;0;123.5;180;6;0.0;13;30;38.577777777777776;0;0.1
2010-02-24 12:00:00;N;B;13;45;35;12;122;6.4;120.0;337;4;15.58;24;0;31.0;1.8;0.08
2009-11-02 12:00:00;N;B;29;29;41;4;;0;0.0;45;6;0.0;19;0;34.10526315789474;0;0.1
2010-03-16 12:00:00;N;B;30;51;41;33;315;6.05;120.0;315;5;14.33;5;12;26.538461538461537;1.5;0.08
2009-08-05 11:36:00;A;L;17;39;40;59;0;0;0.0;0;0;0.0;23;36;26.176271186440676;0;0.08
2009-08-10 12:00:00;N;L;16;15;42;17;0;0;0.0;0;0;0.0;9;0;32.0;0;0.09
2009-08-11 05:48:00;A;L;12;27;45;15;0;0;0.0;0;0;0.0;19;48;32.56969696969697;0;0.1
2009-08-13 12:00:00;N;B;16;59;41;27;134;0;0.0;0;2;0.0;18;30;30.875675675675677;0;0.09
2009-08-14 12:00:00;N;B;20;20;37;41;0;0;0.0;0;0;0.0;23;0;31.199999999999996;0;0.09
2010-04-18 12:00:00;N;L;7;52;38;23;270;9.6;117.0;270;3;14.84;6;24;27.562499999999996;0;0.08
2010-04-19 04:30:00;A;L;2;34;39;37;0;9.59;120.0;0;0;0.0;15;30;35.070967741935476;0;0.1
2010-02-13 17:30:00;A;B;12;48;32;41;0;6.55;110.0;0;0;14.55;5;30;26.181818181818183;1.5;0.08
2010-02-25 18:42:00;A;B;18;31;30;34;190;6.55;120.0;315;8;17.01;6;42;31.164179104477608;1.5;0.08
2010-05-23 12:00:00;N;L;27;34;40;5;0;0;116.0;0;0;14.33;6;0;35.04;0;0.1
2010-06-05 12:00:00;N;B;21;29;36;6;98;6.6;106.0;0;0;13.62;21;0;22.0;1.6;0.07
2010-06-14 11:52:00;A;B;14;21;45;25;56;6.4;110.0;0;0;14.57;6;58;26.18181818181818;1.2;0.07
2010-05-08 12:00:00;N;L;29;16;35;23;109;8.7;117.8;0;0;14.89;22;54;29.586026200873363;0;0.08
2010-04-03 12:00:00;N;L;2;52;49;27;75;9.45;124.0;157;7;11.79;24;0;36.07;0.7;0.13
2010-05-18 12:00:00;N;B;28;50;40;55;0;6.6;115.0;0;0;14.71;7;0;40.800000000000004;1.6;0.12
2010-05-18 23:42:00;A;B;27;30;42;38;270;6.6;115.0;0;0;14.55;7;42;33.1012987012987;1.6;0.09
2010-03-01 05:48:00;A;B;23;56;37;38;0;6.6;64.0;0;0;6.52;18;48;4.531914893617021;2.4;0.03
2010-06-18 12:00:00;N;L;17;33;41;2;134;10.3;115.0;0;3;14.27;19;12;27.625000000000007;0;0.08
2010-06-19 12:00:00;N;L;15;59;36;43;210;10.3;119.0;0;3;14.5;24;0;31.3;0;0.09
2010-05-12 02:12:00;A;L;36;51;36;0;25;7.6;119.0;0;0;14.58;14;12;28.19154929577465;0;0.08
