stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
17.69,10.2,50.84,5.81,335.8,0.9,23.2,2019-10-27 16:00:00,2.74695,105.10983300000001
17.76,10.2,53.08,8.64,338.9,0.9,23.1,2019-10-27 16:01:00,2.7511,105.111667
17.78,10.2,53.08,8.75,339.0,0.9,23.0,2019-10-27 16:02:00,2.75525,105.11366699999999
17.85,10.2,57.01,9.11,340.2,0.9,22.8,2019-10-27 16:03:00,2.759417,105.1155
17.78,10.2,53.08,8.9,333.9,0.9,23.1,2019-10-27 16:04:00,2.763417,105.117333
17.83,10.2,53.08,8.59,343.8,0.9,23.2,2019-10-27 16:05:00,2.76765,105.11933300000001
17.83,10.2,53.08,8.95,339.0,0.9,23.0,2019-10-27 16:06:00,2.7718,105.12116699999999
17.79,10.2,53.08,9.0,335.9,0.9,23.1,2019-10-27 16:07:00,2.7759669999999996,105.12299999999999
17.85,10.2,53.08,7.92,335.1,0.9,22.9,2019-10-27 16:08:00,2.78015,105.12483300000001
17.78,10.2,57.01,9.11,336.0,0.9,22.0,2019-10-27 16:09:00,2.7843169999999997,105.126833
17.78,10.2,57.01,10.96,340.7,0.9,21.3,2019-10-27 16:10:00,2.7884830000000003,105.128667
17.57,10.2,57.56,12.5,338.3,0.9,20.7,2019-10-27 16:11:00,2.792533,105.13033300000001
17.55,10.2,57.56,13.48,340.1,0.9,20.9,2019-10-27 16:12:00,2.7967,105.132
17.34,10.2,55.32,12.81,337.8,0.9,21.2,2019-10-27 16:13:00,2.80085,105.13366699999999
17.28,10.2,55.32,12.71,343.7,0.9,21.3,2019-10-27 16:14:00,2.8050669999999998,105.1355
17.34,10.2,49.0,11.42,337.7,0.9,21.3,2019-10-27 16:15:00,2.809167,105.13716699999999
17.34,10.2,55.32,12.45,336.0,0.9,21.0,2019-10-27 16:16:00,2.81325,105.138833
17.28,10.2,49.0,11.27,339.3,0.9,20.7,2019-10-27 16:17:00,2.8174,105.1405
17.25,10.2,49.0,11.52,340.2,0.9,20.8,2019-10-27 16:18:00,2.821567,105.14233300000001
17.26,10.2,55.32,12.71,341.8,0.9,21.2,2019-10-27 16:19:00,2.825717,105.14399999999999
17.34,10.2,55.32,12.91,337.6,0.9,21.4,2019-10-27 16:20:00,2.82985,105.14566699999999
17.26,10.2,50.0,11.11,329.9,0.9,22.1,2019-10-27 16:21:00,2.83385,105.147333
17.41,10.2,50.0,9.36,325.6,0.9,22.4,2019-10-27 16:22:00,2.83805,105.14916699999999
17.41,10.2,48.0,8.03,315.8,0.9,22.2,2019-10-27 16:23:00,2.8422,105.15100000000001
17.41,10.2,48.0,8.03,315.8,0.9,22.2,2019-10-27 16:23:02,2.8422,105.15100000000001
17.52,10.2,48.0,5.97,320.3,0.9,21.7,2019-10-27 16:24:00,2.8463830000000003,105.152833
17.6,10.2,47.0,6.12,330.2,0.9,21.8,2019-10-27 16:25:00,2.850567,105.15466699999999
17.62,10.2,48.0,6.07,312.1,0.9,21.9,2019-10-27 16:26:00,2.854767,105.156333
17.59,10.2,48.0,6.07,337.1,0.9,21.9,2019-10-27 16:27:00,2.858967,105.15816699999999
17.67,10.2,48.0,6.48,330.7,0.9,22.3,2019-10-27 16:28:00,2.863033,105.16
17.71,10.2,48.0,6.33,330.6,0.9,22.4,2019-10-27 16:29:00,2.86725,105.161833
17.74,10.2,47.0,6.69,328.9,0.9,22.1,2019-10-27 16:30:00,2.87145,105.16366699999999
17.72,10.2,48.0,6.84,326.2,0.87,21.8,2019-10-27 16:31:00,2.87575,105.1655
17.8,10.2,53.08,7.2,327.2,0.87,21.8,2019-10-27 16:32:00,2.879983,105.16733300000001
17.88,10.2,53.08,7.92,327.0,0.87,22.0,2019-10-27 16:33:00,2.8842,105.16916699999999
17.85,10.2,53.08,7.56,322.9,0.87,22.1,2019-10-27 16:34:00,2.888417,105.171
17.7,10.2,52.05,7.15,323.9,0.87,22.1,2019-10-27 16:35:00,2.892467,105.17283300000001
17.61,10.2,52.05,7.56,320.0,0.87,22.0,2019-10-27 16:36:00,2.89665,105.1745
17.53,10.2,52.05,7.61,322.3,0.87,21.7,2019-10-27 16:37:00,2.900817,105.17633300000001
17.47,10.2,44.0,7.25,327.1,0.87,21.9,2019-10-27 16:38:00,2.904983,105.17816699999999
17.56,10.2,52.05,7.46,328.9,0.87,22.1,2019-10-27 16:39:00,2.909267,105.18
17.53,10.2,52.05,7.61,331.1,0.87,21.9,2019-10-27 16:40:00,2.9134,105.18183300000001
17.44,10.2,46.0,7.61,331.1,0.87,21.9,2019-10-27 16:41:00,2.917567,105.1835
