[[8.422956]]
[[0.6584301]]
[[0.6584301]]
[[0.6584301]]
[[0.6584301]]
[[1.9435997]]
[[2.65843]]
[[2.65843]]
[[8.5824175]]
[[0.6584301]]
[[0.6584301]]
[[0.3415699]]
[[0.6584301]]
[[8.422956]]
[[0.6584301]]
[[8.422956]]
[[4.9435997]]
[[0.3415699]]
[[7.5824175]]
[[16.291214]]
[[4.8487244]]
[[6.502516]]
[[1.5901985]]
[[0.74926853]]
[[4.8487244]]
[[1.248848]]
[[12.227873]]
[[0.74926853]]
[[1.8926105]]
[[12.227873]]
[[10.961107]]
[[2.248848]]
[[10.961107]]
[[2.4476385]]
[[2.4476385]]
[[2.4476385]]
[[2.4476385]]
[[3.8569756]]
[[0.74926853]]
[[12.227873]]
[[5.776808]]
[[3.8569756]]
[[1.7256184]]
[[4.8569756]]
[[5.82753]]
[[5.776808]]
[[5.776808]]
[[0.72561836]]
[[1.7256184]]
[[5.776808]]
[[0.72561836]]
[[8.897708]]
[[5.776808]]
[[6.776808]]
[[5.776808]]
[[6.2120113]]
[[5.2120113]]
[[5.2120113]]
[[0.72561836]]
[[8.897708]]
[[5.804369]]
[[5.2120113]]
[[6.2120113]]
[[5.2120113]]
[[6.2120113]]
[[8.897708]]
[[5.804369]]
[[5.776808]]
[[5.776808]]
[[4.2120113]]
[[3.7768078]]
[[2.7256184]]
[[5.776808]]
[[5.776808]]
[[6.776808]]
[[5.2120113]]
[[6.776808]]
[[5.2120113]]
[[6.776808]]
[[6.2120113]]
[[5.2120113]]
[[5.776808]]
[[6.2120113]]
[[5.2120113]]
[[6.776808]]
[[5.2120113]]
[[6.776808]]
[[5.2120113]]
[[5.804369]]
[[6.776808]]
[[5.776808]]
[[4.804369]]
[[5.776808]]
[[6.776808]]
[[5.776808]]
[[6.776808]]
[[5.2120113]]
[[5.2120113]]
[[5.776808]]
[[4.804369]]
[[5.776808]]
[[5.2120113]]
[[5.776808]]
[[5.2120113]]
[[5.776808]]
[[5.776808]]
[[5.776808]]
[[5.776808]]
[[1.7256184]]
[[6.776808]]
[[5.2120113]]
[[5.776808]]
[[2.4476385]]
[[6.2120113]]
[[1.7256184]]
[[5.82753]]
[[6.776808]]
[[5.776808]]
[[6.776808]]
[[5.776808]]
[[6.2120113]]
[[5.2120113]]
[[7.897708]]
[[5.82753]]
[[0.72561836]]
[[5.776808]]
[[6.776808]]
[[4.804369]]
[[5.804369]]
[[3.8569756]]
[[5.804369]]
[[2.4476385]]
[[4.8569756]]
[[1.4476385]]
[[1.8569756]]
[[3.248848]]
[[3.8569756]]
[[11.961107]]
[[5.052852]]
[[1.5901985]]
[[5.052852]]
[[7.502516]]
[[4.052852]]
[[5.052852]]
[[1.5901985]]
[[1.5901985]]
[[0.5901985]]
[[4.052852]]
[[7.502516]]
[[5.052852]]
[[0.74926853]]
[[7.502516]]
[[6.502516]]
[[5.052852]]
[[7.502516]]
[[6.502516]]
[[5.052852]]
[[4.052852]]
[[5.052852]]
[[7.502516]]
[[5.052852]]
[[4.052852]]
[[5.052852]]
[[4.052852]]
[[5.052852]]
[[6.502516]]
[[0.25073147]]
[[6.502516]]
[[0.89261055]]
[[5.052852]]
[[5.052852]]
[[4.052852]]
[[0.5901985]]
[[5.052852]]
[[0.5901985]]
[[5.052852]]
[[0.5901985]]
[[0.5901985]]
[[0.5901985]]
[[5.052852]]
[[0.5901985]]
[[1.5901985]]
[[5.052852]]
[[6.502516]]
[[0.5901985]]
[[5.052852]]
[[0.5901985]]
[[4.052852]]
[[5.052852]]
[[6.502516]]
[[5.052852]]
[[0.5901985]]
[[6.5787354]]
[[5.052852]]
[[5.052852]]
[[13.227873]]
[[11.227873]]
[[10.227873]]
[[10.227873]]
[[6.052852]]
[[5.052852]]
[[12.227873]]
[[0.89261055]]
[[4.8569756]]
[[4.804369]]
[[12.227873]]
[[4.8569756]]
[[4.804369]]
[[8.897708]]
[[2.4476385]]
[[3.4476385]]
[[4.804369]]
[[2.248848]]
[[4.8569756]]
[[2.248848]]
[[10.961107]]
[[4.804369]]
[[6.2120113]]
[[2.4476385]]
[[3.8569756]]
[[3.4476385]]
[[3.8569756]]
[[2.4476385]]
[[2.4476385]]
[[5.2120113]]
[[2.8569756]]
[[3.8569756]]
[[3.804369]]
[[2.4476385]]
[[2.8569756]]
[[2.4476385]]
[[1.4476385]]
[[3.8569756]]
[[4.804369]]
[[2.4476385]]
[[4.2120113]]
[[2.4476385]]
[[2.4476385]]
[[5.2120113]]
[[2.4476385]]
[[2.248848]]
[[4.804369]]
[[5.2120113]]
[[4.804369]]
[[5.776808]]
[[4.804369]]
[[3.4476385]]
[[2.4476385]]
[[4.804369]]
[[1.7256184]]
[[5.2120113]]
[[4.804369]]
[[5.2120113]]
[[8.422956]]
[[4.804369]]
[[4.804369]]
[[5.2120113]]
[[4.940954]]
[[3.235756]]
[[6.5824175]]
[[5.4574604]]
[[2.9435997]]
[[4.644144]]
[[2.9435997]]
[[0.3415699]]
[[4.9435997]]
[[4.9435997]]
[[0.6584301]]
[[4.9435997]]
[[5.9435997]]
[[0.6584301]]
[[0.6584301]]
[[8.422956]]
[[11.022379]]
[[0.6584301]]
[[0.6584301]]
[[5.9435997]]
[[2.644144]]
[[0.3415699]]
[[2.644144]]
[[4.9435997]]
[[8.422956]]
[[4.9435997]]
[[1.644144]]
[[4.940954]]
[[4.9435997]]
[[4.940954]]
[[17.291214]]
[[4.9435997]]
[[4.8487244]]
[[7.4574604]]
[[10.961107]]
[[4.681423]]
[[5.82753]]
[[5.2120113]]
[[3.4476385]]
[[5.2120113]]
[[3.8569756]]
[[5.804369]]
[[2.4476385]]
[[4.804369]]
[[3.8569756]]
[[2.4476385]]
[[2.8569756]]
[[4.804369]]
[[2.4476385]]
[[5.804369]]
[[5.2120113]]
[[8.897708]]
[[5.804369]]
[[2.4476385]]
[[5.776808]]
[[7.897708]]
[[4.804369]]
[[5.2120113]]
[[7.5652485]]
[[0.26816845]]
[[5.804369]]
[[6.776808]]
[[8.5652485]]
[[5.776808]]
[[6.82753]]
[[5.82753]]
[[6.2120113]]
[[4.776808]]
[[3.644144]]
[[2.4216948]]
[[4.2120113]]
[[5.776808]]
[[10.022379]]
[[8.5652485]]
[[6.776808]]
[[10.022379]]
[[10.022379]]
[[5.82753]]
[[5.776808]]
[[5.2120113]]
[[7.5652485]]
[[10.022379]]
[[8.897708]]
[[5.2120113]]
[[6.2120113]]
[[5.82753]]
[[5.776808]]
[[4.804369]]
[[6.6174164]]
[[5.776808]]
[[8.897708]]
[[5.82753]]
[[5.776808]]
[[5.82753]]
[[2.4476385]]
[[4.8569756]]
[[0.74926853]]
[[3.4476385]]
[[5.82753]]
[[2.4476385]]
[[2.4476385]]
[[5.776808]]
[[5.2120113]]
[[5.2120113]]
[[7.5652485]]
[[5.776808]]
[[10.961107]]
[[3.8569756]]
[[2.4476385]]
[[3.8569756]]
[[10.961107]]
[[0.89261055]]
[[12.227873]]
[[1.248848]]
[[2.4476385]]
[[3.8569756]]
[[2.248848]]
[[0.89261055]]
[[6.2120113]]
[[0.74926853]]
[[9.969711]]
[[3.8569756]]
[[10.961107]]
[[2.248848]]
[[2.248848]]
[[2.4476385]]
[[5.776808]]
[[3.8681107]]
[[3.8569756]]
[[0.89261055]]
[[0.5901985]]
[[1.7492685]]
[[3.5787354]]
[[4.502516]]
[[5.502516]]
[[2.4927788]]
[[5.052852]]
[[1.4162598]]
[[7.502516]]
[[6.502516]]
[[0.25073147]]
[[3.9227104]]
[[0.42326546]]
