,Latitude,Longitude,x,y
0,51.398633,2.653598,295397.1781300492,6692112.523663647
1,33.827533,27.025583,3008474.137951351,4005667.3646471086
2,37.670767,9.419423,1048565.3719264494,4533020.0666086115
3,20.73365,65.615083,7304237.627918381,2360147.385251919
4,33.349967,28.1791,3136883.063012735,3941848.893451734
5,52.451317,3.25383,362214.69872787734,6882144.364626598
6,12.1722,45.662033,5083074.262145654,1365312.1683346953
7,49.97105,-2.930888,-326264.959732116,6441263.71968056
8,54.19111700000001,6.381707,710408.3736318696,7206434.976604842
9,25.988333,55.566733,6185660.422605791,2997636.0073100617
10,17.287917,58.662767,6530309.350964453,1954366.1832635493
11,48.246083,-5.977223,-665381.4207178431,6147892.3573073745
12,25.6659,55.143917,6138592.760786543,2957759.725801961
13,32.8661,29.574567,3292225.7388715525,3877544.4348476864
14,38.743183,-9.840007,-1095384.5686422475,4684951.219694137
15,36.477267,-8.873292999999997,-987770.4584195185,4366492.867378364
16,52.534317,3.420052,380718.44712651684,6897319.458840937
17,21.00895,69.462067,7732481.927888253,2392945.8118170914
18,36.8891,1.873937,208605.7126186747,4423660.010053742
19,37.587417,8.496763,945855.3305511276,4521304.5126774665
20,32.56395,30.336783,3377075.2358660386,3837567.6208982947
21,45.919567,-7.725482,-859996.7223726008,5767469.131016121
22,36.292517,23.264933,2589840.4948996264,4340946.269950354
23,49.785367,-2.923412,-325432.7352189455,6409187.825577786
24,37.3046,5.577052,620834.588767608,4481649.572001702
25,50.909983,1.465993,163193.59426650353,6605386.177565954
26,37.165733,4.234003,471327.05797719274,4462233.0759906145
27,49.894067,-3.100775,-345176.6940645129,6427950.28301783
28,54.00726700000001,8.198642,912668.652636346,7171532.696958506
29,37.281533,5.383972,599341.0214852428,4478421.846481933
30,36.26945,16.091717000000006,1791321.7424294648,4337760.898452559
31,34.1152,26.335733,2931680.3872276116,4044281.0805441076
32,44.202783,-9.42399,-1049073.7680409022,5496877.135052748
33,43.07995,-10.12015,-1126569.9447515476,5324148.980427856
34,12.370833,46.7409,5203173.187219321,1387940.9416172868
35,36.895217,1.988195,221324.85499773256,4424511.434875333
36,17.5289,56.7607,6318572.221069763,1982480.0260795543
37,19.245367,39.823767,4433161.4639099715,2183845.3114330675
38,17.381033,58.83785,6549799.501371011,1965224.9993461105
39,12.426583,46.92155,5223283.053231126,1394295.2031754435
40,36.4989,14.59535,1624746.9299496054,4369488.181826005
41,36.6017,-0.886058,-98635.52537330639,4383733.367277686
42,53.93553299999999,7.058045,785697.9753960106,7157956.457531991
43,37.345333,6.01612,669711.414951229,4487351.689362625
44,37.65355,9.204965,1024692.0165699054,4530598.993190815
45,49.05425,-4.835022,-538232.1870142752,6284071.502145029
46,36.134667,21.532917,2397033.355733824,4319167.200078015
47,24.50765,58.441133,6505637.166941976,2815390.618312943
48,54.147133,6.953502,774060.3018700095,7198070.914721977
49,36.58895,14.299933,1591861.2599379288,4381965.546371201
50,35.339533,22.155917,2466385.3984980336,4210118.588926549
51,20.089917,70.11825,7805527.8853154555,2283685.8776912014
52,24.132933,62.930567,7005398.673771987,2769614.960778616
53,22.85745,37.797567,4207605.911664641,2614788.705173724
54,37.591317,8.521288,948585.4410628327,4521852.398147927
55,15.385267,54.847067,6105547.56994456,1733641.1636589002
56,50.9703,1.50706,167765.1517949109,6616041.817134955
57,36.43975,-1.029882,-114645.93981715817,4361300.229150679
58,24.456517,65.853883,7330820.722319815,2809136.1883664713
59,32.08625,31.161033000000003,3468830.326152394,3774637.6123692133
60,19.107333,62.333583,6938942.718880255,2167576.721284653
61,21.932983,38.574217,4294062.1941892365,2503480.942709847
62,24.224267,64.041117,7129024.534272457,2780759.9295661007
63,22.783517,37.859317,4214479.890221125,2605859.5900174323
64,50.029333,-0.476837,-53081.25203139219,6451357.350456535
65,37.64545,10.618833,1182083.0823788096,4529460.156486931
66,35.72295,19.6681,2189442.876871184,4262566.378490822
