<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
stw,draft,foc,ws,wd,swh,vslHeading,dt
22.499000000000002,7.175,77.71,4.3,171.92,0.49,188.08,2020-05-27 12:34:00
22.479,7.154999999999999,77.48,6.5,252.29,0.49,90.01,2020-05-27 12:35:00
22.5,7.17,77.48,7.7,230.23,0.49,90.07,2020-05-27 12:36:00
22.52,7.2975,77.71,3.6,269.0,0.49,90.0,2020-05-27 12:37:00
22.480999999999998,7.2975,77.48,6.6,268.89,0.49,90.11,2020-05-27 12:38:00
22.482,5.2650000000000015,77.71,5.9,256.21,0.49,89.99,2020-05-27 12:39:00
22.432,6.655000000000001,77.71,5.4,269.01,0.49,89.99,2020-05-27 12:40:00
22.443,7.135,77.48,6.4,269.92,0.49,90.08,2020-05-27 12:41:00
22.484,7.135,77.48,7.5,247.67,0.49,90.03,2020-05-27 12:42:00
22.385,7.14,77.71,5.9,269.97,0.49,90.03,2020-05-27 12:43:00
22.285999999999998,7.14,77.71,5.7,325.14,0.9,89.96,2020-05-27 12:44:00
22.346,7.147500000000001,77.71,5.0,260.04,0.49,89.96,2020-05-27 12:45:00
22.451999999999998,7.154999999999999,77.48,6.6,270.0,0.89,90.0,2020-05-27 12:46:00
22.45300000000001,8.3875,77.71,4.7,269.01,0.49,89.99,2020-05-27 12:47:00
22.463,7.145,77.71,5.2,153.31,0.49,89.99,2020-05-27 12:48:00
22.494,7.1400000000000015,77.71,4.8,254.28000000000003,0.49,90.02,2020-05-27 12:49:00
22.554000000000002,8.365,78.88,2.9,275.14,0.49,90.06,2020-05-27 12:50:00
22.475,7.14,77.71,5.4,179.54000000000005,0.59,89.96,2020-05-27 12:51:00
22.505,7.175,77.48,6.3,179.51,0.49,89.99,2020-05-27 12:52:00
22.496,7.175,77.71,4.5,258.6,0.49,90.0,2020-05-27 12:53:00
22.555999999999997,7.165,77.71,4.5,258.6,0.49,90.0,2020-05-27 12:54:00
22.557,7.145,77.71,4.0,303.0,0.49,90.0,2020-05-27 12:55:00
22.607,7.145,77.48,6.7,334.795,0.49,90.105,2020-05-27 12:56:00
22.658,7.17,77.71,4.4,269.895,0.49,90.105,2020-05-27 12:57:00
22.658,7.17,77.48,6.6,232.71,0.49,89.99,2020-05-27 12:58:00
22.6,7.165,78.88,3.0,278.49,0.49,89.91,2020-05-27 12:59:00
22.677,7.1850000000000005,77.71,5.8,253.24,0.49,89.96,2020-05-27 13:00:00
22.726999999999997,7.3375,77.71,4.9,75.91999999999996,0.49,296.48,2020-05-27 13:01:00
22.666,6.9275,77.71,6.0,282.4600000000001,0.49,89.94,2020-05-27 13:02:00
22.635,7.15,77.48,8.7,254.54,0.49,89.86,2020-05-27 13:03:00
22.614,7.15,77.71,4.0,243.36,0.49,89.94,2020-05-27 13:04:00
22.623,7.125,77.48,7.0,270.03,0.49,89.97,2020-05-27 13:05:00
22.522,7.15,77.71,5.5,270.03,0.49,89.97,2020-05-27 13:06:00
22.522,7.145,74.0,5.5,340.36,0.49,89.89,2020-05-27 13:07:00
22.461,6.256666666666666,77.48,7.9,270.0,0.49,90.0,2020-05-27 13:08:00
22.42,6.256666666666666,74.0,8.0,252.12,0.49,89.98,2020-05-27 13:09:00
22.419,7.14,80.25,9.9,342.43,0.49,90.07,2020-05-27 13:10:00
22.338,7.154999999999999,77.48,7.4,257.3,0.49,90.0,2020-05-27 13:11:00
22.326,7.135,80.25,9.3,296.4,0.49,90.0,2020-05-27 13:12:00
22.381,7.145,77.71,4.35,147.78,0.49,90.12,2020-05-27 13:13:00
22.461,7.155,77.48,8.2,200.31,1.13,90.04,2020-05-27 13:14:00
22.47,5.2650000000000015,74.5,8.2,141.20999999999995,0.49,90.04,2020-05-27 13:15:00
22.479,5.2650000000000015,74.0,5.85,230.33,0.49,90.07,2020-05-27 13:16:00
22.479,6.0975,80.25,9.35,170.965,0.49,188.035,2020-05-27 13:17:00
22.476999999999997,7.165000000000001,80.25,10.4,213.28000000000003,0.49,90.07,2020-05-27 13:18:00
22.557,7.17,80.25,9.1,213.42,0.9,89.93,2020-05-27 13:19:00
22.576,5.5950000000000015,80.25,9.1,257.63,0.49,89.97,2020-05-27 13:20:00
22.574,7.13,80.25,10.1,269.99,0.49,90.01,2020-05-27 13:21:00
22.533,7.13,77.71,6.0,269.97,0.49,90.03,2020-05-27 13:22:00
22.583000000000002,7.175,80.25,9.55,258.79999999999995,1.27,89.9,2020-05-27 13:23:00
22.471999999999998,7.135,80.25,9.7,270.15,0.49,89.85,2020-05-27 13:24:00
22.471,7.15,80.25,9.85,289.05,0.49,89.85,2020-05-27 13:25:00
22.459,7.15,77.48,7.9,268.95,0.49,90.05,2020-05-27 13:26:00
22.585,7.14,77.48,8.4,236.04,0.49,90.01,2020-05-27 13:27:00
22.584,7.13,77.48,8.4,236.01,0.49,90.04,2020-05-27 13:28:00
22.581999999999997,7.15,77.48,8.4,251.31,0.49,90.09,2020-05-27 13:29:00
22.482,6.6325,77.48,7.9,245.68,0.49,90.02,2020-05-27 13:30:00
22.421,7.1450000000000005,77.48,7.9,269.04,0.49,89.96,2020-05-27 13:31:00
22.38,7.1750000000000025,80.25,9.4,269.09000000000003,0.49,89.91,2020-05-27 13:32:00
22.339000000000002,7.115,80.25,9.1,170.99,0.65,188.01,2020-05-27 13:33:00
22.316999999999997,7.115,80.25,10.1,247.91,0.49,89.99,2020-05-27 13:34:00
22.375,7.115,77.48,8.7,280.76,0.49,90.04,2020-05-27 13:35:00
22.324,7.13,77.48,8.7,280.76,0.49,90.04,2020-05-27 13:36:00
22.303,7.14,77.48,8.7,269.96,0.49,90.04,2020-05-27 13:37:00
22.302,7.115,77.48,8.6,73.88,0.49,286.12,2020-05-27 13:38:00
22.271,7.14,77.48,8.3,256.27,0.49,89.93,2020-05-27 13:39:00
22.44400000000001,7.14,77.48,8.3,269.07,0.49,89.93,2020-05-27 13:40:00
22.441999999999997,7.15,77.48,8.3,145.14,0.49,89.96,2020-05-27 13:41:00
22.371,6.0875,77.48,8.9,133.28,0.49,101.82,2020-05-27 13:42:00
22.44,6.0875,77.71,5.6,270.11,0.49,89.89,2020-05-27 13:43:00
22.307,7.14,78.88,1.2,269.9,0.84,90.1,2020-05-27 13:44:00
22.266,7.14,80.25,9.7,269.95,0.49,90.05,2020-05-27 13:45:00
22.274,7.3599999999999985,77.48,7.0,269.87,0.49,90.13,2020-05-27 13:46:00
22.233,7.18,80.25,10.5,240.93,0.49,90.07,2020-05-27 13:47:00
22.250999999999998,8.809999999999997,79.56,6.2,250.65,0.49,90.05,2020-05-27 13:48:00
22.26,8.809999999999997,79.56,8.7,173.76000000000005,0.84,286.14,2020-05-27 13:49:00
22.289,7.15,77.48,8.3,72.86000000000001,0.49,286.14,2020-05-27 13:50:00
22.326999999999998,7.165,80.25,10.0,289.37,0.49,69.63,2020-05-27 13:51:00
22.326,5.267500000000001,77.48,8.6,27.66,0.49,90.04,2020-05-27 13:52:00
22.354,7.16,80.25,10.2,27.69,0.49,90.01,2020-05-27 13:53:00
22.46,7.16,80.25,10.2,269.96,0.49,90.04,2020-05-27 13:54:00
22.458000000000002,7.16,80.25,10.2,143.50000000000003,0.49,188.1,2020-05-27 13:55:00
22.475,7.145,78.88,2.0,47.0,0.49,188.1,2020-05-27 13:56:00
22.514,7.1450000000000005,80.25,10.4,239.57,0.84,90.03,2020-05-27 13:57:00
22.552,7.135,80.25,10.0,222.82666666666668,0.65,136.17333333333332,2020-05-27 13:58:00
22.651,7.16,80.25,11.0,270.04,0.84,89.96,2020-05-27 13:59:00
22.679000000000002,7.155,80.25,10.0,270.01,0.49,89.99,2020-05-27 14:00:00
22.676,7.165000000000001,80.25,9.9,270.01,0.49,89.99,2020-05-27 14:01:00
22.743000000000002,7.165000000000001,80.25,9.9,270.0,0.84,90.0,2020-05-27 14:02:00
22.741,7.15,80.25,10.3,270.05,0.49,89.95,2020-05-27 14:03:00
22.738000000000003,7.15,80.25,11.5,270.05,0.49,89.95,2020-05-27 14:04:00
22.459,7.16,80.25,10.7,179.345,0.49,179.655,2020-05-27 14:05:00
21.009,6.7325,80.25,9.8,287.49,0.85,72.51,2020-05-27 14:06:00
19.922,7.14,80.25,9.4,190.31,0.65,168.69,2020-05-27 14:07:00
19.274,7.17,80.25,9.9,72.82,0.49,286.18,2020-05-27 14:08:00
18.827,7.17,80.25,9.4,351.75,0.49,8.25,2020-05-27 14:09:00
18.372,7.165,80.25,9.8,28.23999999999995,0.49,346.66,2020-05-27 14:10:00
17.908,7.165,81.08,10.5,68.94,0.49,346.66,2020-05-27 14:11:00
17.617,7.225,80.02,6.1,45.49000000000001,0.49,304.21,2020-05-27 14:12:00
17.718,7.2200000000000015,80.02,6.1,76.89000000000004,0.49,304.21,2020-05-27 14:13:00
18.664,7.2200000000000015,80.25,11.2,67.70999999999998,0.49,273.69,2020-05-27 14:14:00
19.454,7.227500000000001,80.25,11.2,161.66,0.49,273.69,2020-05-27 14:15:00
20.046,7.23,80.25,10.3,68.53000000000003,0.49,269.77,2020-05-27 14:16:00
20.56,7.205,80.25,10.3,102.95,0.49,269.95,2020-05-27 14:17:00
20.662,6.6975,80.25,14.4,89.10000000000002,0.49,269.9,2020-05-27 14:18:00
20.645,7.195,80.25,13.4,90.02999999999996,0.65,269.97,2020-05-27 14:19:00
20.508000000000006,7.195,80.25,12.1,76.85500000000002,0.49,283.145,2020-05-27 14:20:00
20.572,5.569999999999999,80.25,12.1,90.06,0.49,269.94,2020-05-27 14:21:00
20.336,7.2200000000000015,80.25,11.5,89.93,0.49,270.07,2020-05-27 14:22:00
20.169,7.195,80.25,11.5,89.99000000000002,0.49,270.01,2020-05-27 14:23:00
20.042,7.205,80.25,11.5,90.06,0.49,269.94,2020-05-27 14:24:00
19.885,7.21,80.25,11.1,90.06,0.49,269.94,2020-05-27 14:25:00
19.827,7.235,83.0,14.5,88.99000000000002,0.49,270.01,2020-05-27 14:26:00
19.619,7.2349999999999985,81.0,10.9,89.95999999999998,0.49,270.04,2020-05-27 14:27:00
19.442999999999998,7.2349999999999985,81.0,10.9,105.26,0.49,270.04,2020-05-27 14:28:00
19.235,7.255,76.0,6.65,89.95999999999998,0.49,270.04,2020-05-27 14:29:00
19.148,7.25,77.0,6.1,53.56,0.49,269.94,2020-05-27 14:30:00
19.09,7.244999999999999,78.0,12.2,94.81,0.65,270.09,2020-05-27 14:31:00
19.023,7.9425,79.0,12.9,90.06,0.49,269.94,2020-05-27 14:32:00
18.945999999999998,9.1575,79.56,12.9,56.61000000000002,0.78,269.99,2020-05-27 14:33:00
18.718,9.1575,79.0,10.1,63.38999999999999,0.78,269.91,2020-05-27 14:34:00
18.581,7.25,79.0,10.8,266.13,0.49,269.92,2020-05-27 14:35:00
18.553,7.26,79.0,10.3,266.23,0.49,269.82,2020-05-27 14:36:00
18.355999999999998,7.285,80.25,9.1,76.01999999999998,0.49,269.88,2020-05-27 14:37:00
18.36,7.255000000000001,78.88,1.7,64.01000000000005,0.84,270.09,2020-05-27 14:38:00
18.092,7.354999999999999,80.91,9.3,109.66,0.49,269.94,2020-05-27 14:39:00
18.065,7.2799999999999985,80.91,10.8,110.12999999999997,0.49,269.97,2020-05-27 14:40:00
17.467,7.2799999999999985,81.33,10.8,90.02499999999998,0.49,269.975,2020-05-27 14:41:00
16.994,7.314999999999999,81.61,10.8,89.16000000000004,0.49,269.84,2020-05-27 14:42:00
16.567,7.3,74.43,9.8,62.899999999999984,0.65,270.6,2020-05-27 14:43:00
16.379,7.3450000000000015,71.6,9.8,301.13,0.65,270.97,2020-05-27 14:44:00
16.2,7.1625000000000005,72.88,11.0,173.56000000000003,0.65,270.84,2020-05-27 14:45:00
16.063,7.365,72.88,11.0,173.50000000000003,0.49,270.9,2020-05-27 14:46:00
15.604000000000001,7.37,46.68,10.6,134.48000000000002,0.65,270.57,2020-05-27 14:47:00
14.585999999999999,7.39,46.61,10.3,76.12,0.65,269.58,2020-05-27 14:48:00
13.788,7.445,35.53448275862068,10.3,89.51999999999998,1.23,269.48,2020-05-27 14:49:00
13.29,6.63,32.58,9.0,89.18,0.49,269.82,2020-05-27 14:50:00
12.882,7.4975,31.83,10.2,89.04000000000002,0.49,269.96,2020-05-27 14:51:00
12.594000000000001,7.5025,31.66,10.1,99.76999999999998,0.65,269.93,2020-05-27 14:52:00
12.366,7.52,31.53,9.8,81.17000000000002,0.78,269.93,2020-05-27 14:53:00
12.177999999999999,7.52,32.33,10.15,84.67000000000002,0.49,269.93,2020-05-27 14:54:00
12.1,7.515,32.33,10.2,84.67000000000002,0.49,269.93,2020-05-27 14:55:00
12.040999999999999,7.615,32.33,9.4,65.70999999999998,0.49,227.24,2020-05-27 15:41:00
12.142999999999999,7.604999999999999,32.33,10.5,88.76999999999998,0.49,270.23,2020-05-27 15:42:00
12.195,7.615,32.33,11.7,100.015,1.23,278.285,2020-05-27 15:43:00
12.277999999999999,5.1575000000000015,31.53,11.7,81.31,0.49,270.29,2020-05-27 15:44:00
12.350999999999999,7.595,27.0,7.0,68.32,0.49,270.18,2020-05-27 15:45:00
12.354000000000001,7.595,31.53,9.9,74.91999999999996,0.84,269.98,2020-05-27 15:46:00
12.457,7.595,31.19,7.0,75.04999999999995,0.84,269.85,2020-05-27 15:47:00
12.47,7.62,31.53,9.8,83.50999999999998,0.49,269.79,2020-05-27 15:48:00
12.552,7.584999999999999,31.66,9.9,69.81,0.49,269.89,2020-05-27 15:49:00
12.554,7.595,31.66,11.2,90.08999999999996,0.49,269.91,2020-05-27 15:50:00
12.547,7.58,31.66,9.7,89.95999999999998,0.49,270.04,2020-05-27 15:51:00
12.569,6.9875,31.66,10.8,88.77999999999996,0.49,270.22,2020-05-27 15:52:00
12.571,7.6,31.66,10.2,88.75999999999998,0.49,270.24,2020-05-27 15:53:00
12.454,7.6,31.53,10.7,89.75999999999998,0.49,270.24,2020-05-27 15:54:00
12.405999999999999,7.3125,31.53,9.9,204.36,0.49,270.34,2020-05-27 15:55:00
12.379000000000001,7.5749999999999975,31.53,10.5,78.21333333333338,0.49,280.78666666666663,2020-05-27 15:56:00
12.443,6.6999999999999975,31.53,10.5,77.74000000000002,0.49,270.06,2020-05-27 15:57:00
13.345,7.465,33.14,11.4,262.29999999999995,0.49,270.1,2020-05-27 15:58:00
14.797,7.365,39.5,10.7,58.88,0.49,270.32,2020-05-27 15:59:00
15.949000000000002,7.365,70.0,12.8,75.44,0.49,283.56,2020-05-27 16:00:00
16.512,6.8,73.0,12.3,75.44,0.49,283.56,2020-05-27 16:01:00
16.955,6.92,79.0,12.8,88.51999999999998,0.51,270.48,2020-05-27 16:02:00
17.358,6.92,81.33,11.8,88.58999999999996,0.51,270.41,2020-05-27 16:03:00
17.660999999999994,7.255,82.35,12.7,88.68,0.49,270.32,2020-05-27 16:04:00
17.824,7.274999999999999,81.08,10.9,89.70999999999998,0.49,270.29,2020-05-27 16:05:00
17.967,7.275,81.01,9.0,66.21000000000004,0.8,270.39,2020-05-27 16:06:00
18.07,5.67,74.0,9.0,66.25,0.85,270.35,2020-05-27 16:07:00
18.173,7.25,83.22,13.6,219.29,0.49,270.36,2020-05-27 16:08:00
18.277,7.255000000000001,77.0,11.0,77.99000000000002,0.49,270.21,2020-05-27 16:09:00
18.38,7.255000000000001,77.0,13.8,69.70999999999998,0.49,270.19,2020-05-27 16:10:00
18.392,7.229999999999999,79.0,12.9,89.74000000000002,0.49,270.26,2020-05-27 16:11:00
18.465,7.2200000000000015,78.0,14.3,78.13,0.49,270.17,2020-05-27 16:12:00
18.448,7.2200000000000015,79.0,13.2,88.76999999999998,0.49,270.23,2020-05-27 16:13:00
18.511,7.215,80.25,14.6,89.87,0.49,270.13,2020-05-27 16:14:00
18.534000000000002,7.225,80.25,14.6,161.36,0.49,191.94,2020-05-27 16:15:00
18.537,7.2,80.0,14.2,35.89999999999998,0.49,270.1,2020-05-27 16:16:00
18.601,6.755,82.0,8.0,19.00000000000005,0.85,278.04999999999995,2020-05-27 16:17:00
18.654,7.22,77.48,8.15,88.94,0.49,270.06,2020-05-27 16:18:00
18.746,7.2349999999999985,84.0,14.5,23.54000000000002,0.49,270.06,2020-05-27 16:19:00
18.849,6.109999999999999,80.25,15.6,88.85000000000002,0.49,270.15,2020-05-27 16:20:00
18.952,5.64,77.48,7.9,88.93,0.84,270.07,2020-05-27 16:21:00
18.955,9.64,79.56,7.9,75.01999999999998,0.49,270.18,2020-05-27 16:22:00
19.018,7.210000000000001,77.48,7.9,83.32,0.49,270.18,2020-05-27 16:23:00
19.002,7.210000000000001,85.0,11.0,88.82,0.49,270.18,2020-05-27 16:24:00
19.034000000000002,7.1999999999999975,85.0,11.0,80.97000000000003,0.49,278.03,2020-05-27 16:25:00
19.047,7.1999999999999975,77.71,5.2,80.97000000000003,0.49,278.03,2020-05-27 16:26:00
19.07,7.21,84.0,10.0,89.88999999999999,0.84,270.11,2020-05-27 16:27:00
19.012999999999998,7.215,84.0,3.4,82.75,0.49,270.05,2020-05-27 16:28:00
18.965999999999998,7.225,84.0,12.0,89.97000000000004,0.49,270.03,2020-05-27 16:29:00
18.959,7.215,85.0,11.0,90.0,0.49,270.0,2020-05-27 16:30:00
19.01,7.195,85.0,14.6,88.94,0.39,270.06,2020-05-27 16:31:00
19.012999999999998,7.215,85.0,10.5,121.04,0.39,270.06,2020-05-27 16:32:00
19.017,7.215,85.0,11.0,16.920000000000016,0.39,269.93,2020-05-27 16:33:00
19.018,7.2200000000000015,85.0,10.0,89.07,0.39,269.93,2020-05-27 16:34:00
18.977999999999998,7.209999999999999,80.25,10.0,89.98000000000002,0.39,270.02,2020-05-27 16:35:00
18.928,7.18,80.25,10.0,92.38,0.39,267.62,2020-05-27 16:36:00
18.851,7.19,80.25,11.0,91.32,0.39,267.68,2020-05-27 16:37:00
18.942,7.23,80.25,11.0,180.62000000000003,0.54,268.03,2020-05-27 16:38:00
18.945,7.23,85.0,14.2,128.84000000000003,0.54,267.96,2020-05-27 16:39:00
18.918,7.2,85.0,16.1,128.85000000000002,0.54,267.95,2020-05-27 16:40:00
18.92,7.195,85.0,16.1,82.25999999999998,0.54,268.14,2020-05-27 16:41:00
18.954,7.195,85.0,16.0,100.45,0.54,267.95,2020-05-27 16:42:00
18.956,7.225,80.25,15.2,90.86,0.54,268.14,2020-05-27 16:43:00
18.959,7.42,80.25,15.2,74.36000000000001,0.87,268.14,2020-05-27 16:44:00
18.862000000000002,7.42,80.25,15.2,77.15999999999997,0.54,268.04,2020-05-27 16:45:00
18.865,7.225,80.25,12.0,92.01,0.54,267.99,2020-05-27 16:46:00
18.813,7.215,85.0,12.0,151.73999999999995,0.54,192.96,2020-05-27 16:47:00
18.836,7.3025,85.0,12.8,76.72999999999995,0.54,267.97,2020-05-27 16:48:00
18.858,7.3025,80.25,12.0,76.64999999999998,0.54,268.05,2020-05-27 16:49:00
18.862000000000002,7.205,80.25,12.0,92.11,0.54,267.89,2020-05-27 16:50:00
18.795,7.1999999999999975,80.25,16.0,92.06,0.54,267.94,2020-05-27 16:51:00
18.871,7.2,80.25,12.0,91.06,0.54,267.94,2020-05-27 16:53:00
18.873,7.21,80.25,10.0,92.07999999999998,0.82,267.92,2020-05-27 16:54:00
18.976,7.1850000000000005,80.25,12.0,92.05,0.54,267.95,2020-05-27 16:55:00
18.929000000000002,7.5025,80.25,14.6,91.04000000000002,0.54,267.96,2020-05-27 16:56:00
19.081,7.18,80.25,11.0,329.96,0.87,268.04,2020-05-27 16:57:00
19.024,7.205,80.25,14.0,77.84999999999997,0.54,268.05,2020-05-27 16:58:00
19.078,7.2125,85.0,12.0,348.72,0.54,190.78,2020-05-27 16:59:00
19.079,4.1575,80.25,11.0,169.13,1.06,190.87,2020-05-27 17:00:00
19.092,4.945,85.0,10.0,68.34999999999997,0.95,268.05,2020-05-27 17:01:00
19.096,7.205,85.0,10.1,90.95999999999998,0.54,268.04,2020-05-27 17:02:00
19.058,7.1999999999999975,80.25,13.2,90.94,0.54,268.06,2020-05-27 17:03:00
19.067,7.195,80.25,15.1,178.13,0.54,190.87,2020-05-27 17:04:00
19.171,7.5425,80.25,10.85,92.13,0.54,267.87,2020-05-27 17:05:00
19.172,7.5425,80.25,11.0,91.95999999999998,0.54,268.04,2020-05-27 17:06:00
19.176,8.4275,77.48,9.0,170.20999999999995,0.95,268.04,2020-05-27 17:07:00
19.127,7.215,85.0,15.4,91.91000000000004,0.54,268.09,2020-05-27 17:08:00
19.16,7.225,85.0,11.0,126.19,0.54,268.01,2020-05-27 17:09:00
19.192999999999998,7.195,85.0,11.0,91.89,0.54,268.11,2020-05-27 17:10:00
19.176,7.2,80.25,11.0,92.01,0.54,267.99,2020-05-27 17:11:00
19.188,7.22,80.25,11.0,92.01,0.54,267.99,2020-05-27 17:12:00
19.192,7.235,85.0,12.0,107.44000000000004,0.54,267.96,2020-05-27 17:13:00
19.153,7.23,77.48,9.0,90.97000000000004,0.82,268.03,2020-05-27 17:14:00
19.116,7.22,80.25,12.0,278.12,0.54,268.03,2020-05-27 17:15:00
19.2,7.225,80.25,15.4,90.36,0.54,268.64,2020-05-27 17:17:00
19.189,7.2349999999999985,80.25,12.0,91.36,0.54,268.64,2020-05-27 17:18:00
19.055999999999997,7.255,85.0,11.0,89.98000000000002,0.39,270.02,2020-05-27 17:19:00
19.049,7.25,84.0,10.05,88.98000000000002,0.54,270.02,2020-05-27 17:20:00
18.992,7.225,80.25,14.9,89.02999999999996,0.54,269.97,2020-05-27 17:21:00
18.904,7.205,84.0,11.0,90.01999999999998,0.54,269.98,2020-05-27 17:22:00
18.918,7.215,80.25,11.0,98.40999999999997,0.54,269.99,2020-05-27 17:23:00
18.825,7.235,85.0,12.0,90.87,0.54,269.13,2020-05-27 17:24:00
18.869,7.22,85.0,11.95,80.20000000000005,0.54,268.9,2020-05-27 17:25:00
18.861,7.3275000000000015,80.25,11.0,144.625,0.87,191.375,2020-05-27 17:26:00
18.934,7.307500000000001,80.25,13.8,90.01999999999998,0.39,268.98,2020-05-27 17:27:00
18.937,7.215,85.0,13.8,91.01999999999998,0.54,268.98,2020-05-27 17:28:00
18.939,7.209999999999999,80.25,12.0,91.05,0.54,268.95,2020-05-27 17:29:00
18.962,7.225,80.25,12.0,91.01999999999998,0.54,268.98,2020-05-27 17:30:00
18.925,7.245,80.25,15.4,90.01999999999998,0.54,268.98,2020-05-27 17:31:00
18.957,7.245,80.25,13.1,90.01999999999998,0.54,268.98,2020-05-27 17:32:00
19.0,7.245,77.48,8.65,90.98000000000002,0.54,269.02,2020-05-27 17:33:00
19.053,7.23,80.25,9.25,90.99,0.54,269.01,2020-05-27 17:34:00
18.98,7.22,77.48,9.0,90.91000000000004,0.82,269.09,2020-05-27 17:35:00
19.012,7.22,80.25,13.2,90.97000000000004,0.54,269.03,2020-05-27 17:36:00
19.015,7.25,80.25,9.45,155.13,0.54,269.07,2020-05-27 17:37:00
18.989,7.2349999999999985,80.25,14.8,90.16000000000004,0.54,268.84,2020-05-27 17:38:00
19.092,6.880000000000001,80.25,12.0,90.98000000000002,0.54,269.02,2020-05-27 17:39:00
19.094,7.2200000000000015,80.25,16.0,91.04000000000002,0.54,268.96,2020-05-27 17:40:00
19.037,7.2200000000000015,80.25,11.0,102.31,0.87,269.09,2020-05-27 17:41:00
19.07,7.195,80.25,9.1,91.02999999999996,0.54,268.97,2020-05-27 17:42:00
19.102999999999998,8.415,80.25,11.2,91.02999999999996,0.54,268.97,2020-05-27 17:43:00
19.155,9.063333333333333,79.56,11.0,90.91000000000004,0.54,269.09,2020-05-27 17:44:00
19.178,9.063333333333333,79.56,8.0,120.65999999999997,0.95,269.04,2020-05-27 17:45:00
19.212,7.23,85.0,12.2,89.95999999999998,0.82,269.04,2020-05-27 17:46:00
19.215,7.22,80.25,14.1,90.95,0.54,269.05,2020-05-27 17:47:00
19.297,7.22,85.0,14.7,80.68,0.54,269.02,2020-05-27 17:48:00
19.22,7.2,85.0,9.2,80.68,0.54,269.02,2020-05-27 17:49:00
19.223,7.2,85.0,11.0,90.11,0.54,268.89,2020-05-27 17:50:00
19.114,7.63,80.25,13.7,106.31,0.54,269.49,2020-05-27 17:53:00
19.097,7.3075,77.71,4.7,90.51999999999998,0.54,268.48,2020-05-27 17:54:00
19.16,6.075,80.25,12.0,72.10000000000002,0.54,268.9,2020-05-27 17:55:00
19.087,7.195,80.25,11.0,106.51999999999998,0.67,268.98,2020-05-27 17:57:00
19.09,7.195,80.25,12.0,106.54000000000002,0.54,268.96,2020-05-27 17:58:00
19.102999999999998,7.1850000000000005,80.25,14.1,71.99000000000002,0.54,269.11,2020-05-27 17:59:00
