DateTime,BL Flag,Draft,Course,WindSpeed,WindAngle,STW,Rpm,Trim,M/E FOC (MT/day)
25/9/2010 12:00,L,7.4,0,4,135,0,0,0,28.5
26/9/2010 8:00,L,7.4,75,4,90,0,0,0,28.32
24/10/2010 12:00,L,0,180,4,90,0,0,0,30.04
25/10/2010 12:00,L,0,213,7,225,0,0,0,29.7
25/10/2010 21:30,L,0,245,8,225,0,0,0,29.81
26/10/2010 12:00,B,7.35,150,7,202,0,0,1.1,29
27/10/2010 12:00,L,7.35,250,6,90,0,0,1.1,29.2
28/10/2010 12:00,L,7.35,262,4,225,0,0,1.1,29
29/10/2010 12:00,L,7.35,332,5,225,0,0,1.1,29.5
30/10/2010 12:00,L,7.35,344,7,225,0,0,1.1,29.69
31/10/2010 12:00,L,7.35,344,6,135,0,0,1.1,29.7
1/11/2010 12:00,L,7.35,344,6,225,0,0,1.1,29.7
2/11/2010 12:00,L,7.35,344,4,180,0,0,1.1,29.6
3/11/2010 12:00,L,7.35,344,4,180,0,0,1.1,29.5
4/11/2010 12:00,L,7.35,340,3,180,0,0,1.1,29.6
5/11/2010 12:00,L,7.35,340,3,180,0,0,1.1,29.7
5/11/2010 18:00,L,7.35,0,3,180,0,0,1.1,29.6
8/11/2010 23:18,L,7.5,275,2,180,0,0,0.5,29.05
9/11/2010 12:00,L,7.5,236,4,225,0,0,0.5,28.5
10/11/2010 9:00,L,7.5,340,3,135,0,0,0.5,30.48
16/11/2010 12:00,B,6.8,270,3,157,11.5,11.5,2,24
17/11/2010 12:00,B,6.8,308,3,112,11.17,11.17,2,22
18/11/2010 12:00,B,6.8,308,2,45,11.25,11.25,2,22
19/11/2010 12:00,B,6.8,348,2,315,11.33,11.33,2,22
20/11/2010 12:00,B,6.8,0,4,22,13.42,13.42,2,25
21/11/2010 12:00,B,6.8,25,5,22,13.88,13.88,2,28
22/11/2010 12:00,B,6.8,25,4,22,13.83,13.83,2,27
22/11/2010 15:12,B,6.8,332,4,22,0,0,2,67.2
23/11/2010 12:00,B,288.9,42,3,22,13.11,13.11,-562.2,28.01
24/11/2010 12:00,B,288.9,47,3,225,13.43,13.43,-562.2,28.17
25/11/2010 12:00,B,288.9,4,3,337,0,0,-562.2,28.5
26/11/2010 12:00,B,288.9,360,6,22,0,0,-562.2,28.5
27/11/2010 12:00,B,288.9,27,6,0,0,0,-562.2,28.5
28/11/2010 12:00,B,288.9,75,6,22,0,0,-562.2,4.74
29/11/2010 1:30,B,288.9,45,5,22,0,0,-562.2,0
1/12/2010 0:42,B,6.8,275,6,45,0,0,2,0
6/12/2010 12:00,B,10.15,231,3,0,13.2,13.2,0,0
7/12/2010 12:00,L,10.15,248,4,90,0,0,0,0
8/12/2010 12:00,L,10.15,214,7,45,0,0,0,28
9/12/2010 0:00,L,10.15,191,7,45,0,0,0,30.5
10/12/2010 12:00,L,10.15,191,6,135,0,0,0,30.5
11/12/2010 12:00,L,10.15,192,5,180,0,0,0,30.58
12/12/2010 2:00,B,10.15,0,0,0,0,0,0,0
12/12/2010 12:00,L,0,204,5,180,0,0,0,30.5
13/12/2010 12:00,L,0,180,5,45,0,0,0,30.5
14/12/2010 12:00,L,0,180,5,315,0,0,0,30.5
15/12/2010 12:00,L,0,156,6,135,0,0,0,30.48
16/12/2010 12:00,L,0,129,6,135,0,0,0,30.4
17/12/2010 12:00,L,0,0,6,135,0,0,0,30.5
18/12/2010 12:00,L,0,90,6,90,0,0,0,30.47
19/12/2010 12:00,L,0,90,6,90,0,0,0,30.4
20/12/2010 12:00,L,0,60,6,90,0,0,0,30.5
20/12/2010 14:00,L,0,90,5,180,0,0,0,60.96
12/1/2011 12:00,B,6.6,256,3,315,11.15,11.15,1.2,0
13/1/2011 12:00,B,6.6,270,2,315,11.5,11.5,1.2,0
14/1/2011 12:00,B,6.6,270,1,315,11.21,11.21,1.2,0
15/1/2011 12:00,B,6.6,309,2,315,11.13,11.13,1.2,0
16/1/2011 12:00,B,6.6,309,3,315,11.13,11.13,1.2,0
17/1/2011 12:00,B,6.6,348,3,315,11.52,11.52,1.2,0
18/1/2011 12:00,B,6.6,0,4,45,11.42,11.42,1.2,0
19/1/2011 12:00,B,6.6,0,4,45,11.46,11.46,1.2,0
20/1/2011 12:00,B,6.6,27,3,45,11.63,11.63,1.2,0
21/1/2011 12:00,B,6.6,32,3,135,12,12,1.2,0
22/1/2011 12:00,B,6.6,49,3,135,10.58,10.58,1.2,0
23/1/2011 12:00,B,6.6,90,8,90,0,0,1.2,0
23/1/2011 17:00,B,6.6,74,8,90,0,0,1.2,0
1/2/2011 12:00,B,2.9,80,7,45,0,0,-5.8,0
2/2/2011 12:00,B,2.9,10,8,45,0,0,-5.8,0
3/2/2011 12:00,B,2.9,145,7,0,0,0,-5.8,4.2
4/2/2011 12:00,B,2.9,108,6,0,0,0,-5.8,25.36
5/2/2011 12:00,B,2.9,93,7,45,0,0,-5.8,27
6/2/2011 12:00,B,2.9,38,5,0,0,0,-5.8,28.49
7/2/2011 5:12,B,2.9,,5,45,0,0,-5.8,28.47
9/2/2011 12:00,B,9.6,167,4,0,13.61,13.61,0,29.73
10/2/2011 12:00,B,9.6,107,3,0,13.54,13.54,0,30.5
10/2/2011 14:00,B,9.6,0,0,0,0,0,0,24
14/2/2011 12:00,B,6.5,270,3,270,14,14,1.6,24
15/2/2011 12:00,B,6.5,276,3,270,13.88,13.88,1.6,28
16/2/2011 12:00,B,6.5,0,0,0,0,0,1.6,1.78
18/2/2011 12:00,B,6.5,0,5,315,0,0,1.6,24
18/2/2011 17:30,B,6.5,0,5,315,0,0,1.6,27.43
24/2/2011 12:00,L,7.4,295,7,315,0,0,0,31.5
25/2/2011 12:00,L,7.4,296,5,315,0,0,0,31.68
26/2/2011 12:00,L,7.4,287,5,315,0,0,0,31
27/2/2011 12:00,L,7.4,302,4,0,0,0,0,31
27/2/2011 14:36,B,7.4,308,4,0,0,0,0,27.69
2/3/2011 12:00,B,0,115,7,315,0,0,0,21.99
3/3/2011 12:00,B,0,0,0,0,5.42,5.42,0,13.2
4/3/2011 12:00,B,0,116,6,45,0,0,0,29.24
5/3/2011 8:00,B,0,0,6,45,10.81,10.81,0,0
13/3/2011 12:00,L,10.2,89,6,45,0,0,0,
14/3/2011 12:00,L,10.2,27,6,45,0,0,0,0
14/3/2011 16:30,L,10.2,0,6,45,11.09,11.09,0,0
16/3/2011 5:00,B,10,0,3,45,0,0,0,0
17/3/2011 12:00,L,0,9,4,45,0,0,0,0
17/3/2011 21:00,L,0,0,0,0,12.4,12.4,0,0
22/3/2011 12:00,B,6.6,66,7,45,0,0,1.6,0
23/3/2011 0:12,B,6.6,0,7,45,12.5,12.5,1.6,0
25/3/2011 12:00,B,9.6,0,7,270,0,0,0,0
26/3/2011 7:30,L,9.6,0,7,315,12.59,12.59,0,0
27/3/2011 12:00,L,0,0,4,0,0,0,0,0
27/3/2011 13:30,L,0,243,4,0,8,8,0,0
28/3/2011 12:00,L,0,214,3,292,0,0,0,0
29/3/2011 12:00,L,0,272,3,247,0,0,0,30.5
30/3/2011 12:00,L,0,296,3,292,0,0,0,30.5
31/3/2011 12:00,L,0,331,6,337,0,0,0,32.5
1/4/2011 2:48,L,0,0,3,315,0,0,0,30.16
4/4/2011 12:00,B,0,157,3,112,13.57,13.57,0,28.49
5/4/2011 12:00,B,0,157,3,90,1.79,1.79,0,6.6
6/4/2011 12:00,B,0,157,3,90,7,7,0,13.2
7/4/2011 0:00,B,0,180,2,90,0,0,0,26.4
9/4/2011 12:00,L,9.6,0,3,90,0,0,0,35.08
10/4/2011 11:12,L,9.6,0,3,135,0,0,0,30.38
16/4/2011 12:00,B,6.7,90,5,45,0,0,1.6,22
17/4/2011 12:00,B,6.7,112,5,0,0,0,1.6,21.12
18/4/2011 12:00,B,6.7,90,3,22,0,0,1.6,20
25/4/2011 12:00,L,9.2,90,7,135,9.26,9.26,0,6.36
26/4/2011 12:00,L,9.2,90,8,90,0,0,0,29.95
27/4/2011 12:00,L,9.2,90,8,90,0,0,0,30
28/4/2011 8:00,B,9.2,22,3,45,12.33,12.33,0,30.63
7/5/2011 12:00,L,0,157,4,22,13.93,13.93,0,31.36
8/5/2011 12:00,L,0,270,5,270,13.88,13.88,0,30.24
9/5/2011 12:00,L,0,90,5,337,13.46,13.46,0,30.6
10/5/2011 12:00,L,0,0,5,270,13.08,13.08,0,30.6
11/5/2011 12:00,L,0,270,6,45,13.24,13.24,0,30.43
12/5/2011 12:00,L,0,135,5,45,12.96,12.96,0,30.7
12/5/2011 18:00,L,0,202,4,67,10.25,10.25,0,23.7
16/5/2011 16:30,B,6.2,90,4,90,9.07,9.07,1,21.24
17/5/2011 12:00,B,0,0,0,0,10.92,10.92,0,21.66
18/5/2011 12:24,B,0,0,2,45,12.25,12.25,0,20.75
23/5/2011 11:18,L,9.9,0,2,225,13.33,13.33,0,0
27/5/2011 12:00,B,6.7,112,3,67,13,13,2,22
28/5/2011 12:00,B,6.7,112,3,67,12.92,12.92,2,22
29/5/2011 8:00,B,6.7,22,2,112,11.25,11.25,2,24.9
2/6/2011 12:00,L,10.3,67,2,315,13.71,13.71,0,32.8
3/6/2011 12:00,L,10.3,337,4,22,13.5,13.5,0,46.55
3/6/2011 18:12,L,10.3,90,3,22,13.06,13.06,0,30.19
5/6/2011 12:00,L,8.65,112,3,22,13.11,13.11,0.5,30.13
5/6/2011 14:30,L,8.65,90,3,45,8.86,8.86,0.5,22.63
7/6/2011 12:00,B,7.2,112,4,135,11.87,11.87,1,23.15
8/6/2011 12:00,B,7.2,135,4,157,11.39,11.39,1,22.43
9/6/2011 12:00,B,7.2,0,2,315,11.88,11.88,1,22.5
9/6/2011 13:00,B,7.2,0,0,0,0,0,1,0
10/6/2011 5:00,B,0,67,3,202,10.39,10.39,0,21.73
11/6/2011 6:30,B,6.7,0,3,270,18.82,18.82,2,23.44
12/6/2011 12:00,B,6.7,67,3,315,11.04,11.04,2,21.91
13/6/2011 12:00,B,6.7,90,3,270,10.83,10.83,2,21.6
14/6/2011 7:00,B,6.7,90,2,270,10.21,10.21,2,21.6
21/6/2011 12:00,L,9.6,270,3,247,13.2,13.2,0,30.72
22/6/2011 12:00,L,9.6,270,3,315,13,13,0,30.43
23/6/2011 2:30,L,9.6,270,3,90,12.65,12.65,0,28.49
24/6/2011 8:00,L,0,247,3,90,8.48,8.48,0,23.31
25/6/2011 12:00,L,9.6,180,4,0,13.86,13.86,0,28.05
26/6/2011 12:00,L,9.6,90,3,270,13.42,13.42,0,30.5
27/6/2011 10:30,L,9.6,90,3,225,13.42,13.42,0,30.61
1/7/2011 12:00,L,10.8,157,3,202,12.86,12.86,0,30.63
2/7/2011 4:30,L,10.8,180,3,225,13.03,13.03,0,30.69
5/7/2011 12:00,L,0,0,3,315,12.75,12.75,0,30.6
6/7/2011 9:12,L,0,0,3,247,13.44,13.44,0,31.47
8/7/2011 12:00,B,6.75,247,2,202,14,14,1.9,31.2
9/7/2011 12:00,B,6.75,270,4,270,13.88,13.88,1.9,28.5
10/7/2011 11:18,B,6.75,0,4,0,13.09,13.09,1.9,28.44
11/7/2011 11:12,B,6.75,90,3,45,13.73,13.73,1.9,28.8
12/7/2011 12:00,B,0,67,3,22,13.38,13.38,0,29.17
13/7/2011 12:00,B,0,67,3,90,13.65,13.65,0,29.01
13/7/2011 17:12,B,0,67,2,67,13.46,13.46,0,29.08
16/7/2011 12:00,L,9.7,247,3,315,14,14,0,28.8
17/7/2011 12:00,L,9.7,247,3,247,13.32,13.32,0,30.62
17/7/2011 20:30,L,9.7,90,3,337,12,12,0,28.8
19/7/2011 6:30,L,0,247,2,0,0,0,0,26.67
20/7/2011 12:00,L,9.7,292,2,157,13.55,13.55,0,31.08
20/7/2011 12:30,L,9.7,0,0,0,0,0,0,0
21/7/2011 12:00,L,0,270,6,292,13.2,13.2,0,31.01
22/7/2011 12:00,L,0,67,3,67,13,13,0,31
23/7/2011 12:00,L,0,90,5,45,13,13,0,9.6
24/7/2011 12:00,L,0,270,5,270,12.83,12.83,0,31
25/7/2011 2:12,L,0,270,3,270,11.69,11.69,0,7.61
25/7/2011 12:00,L,0,270,3,270,11.33,11.33,0,31.2
26/7/2011 12:00,L,0,0,6,0,12.08,12.08,0,31.49
27/7/2011 12:00,L,0,22,6,45,11.17,11.17,0,31.5
28/7/2011 12:00,L,0,22,3,0,12.71,12.71,0,31.5
29/7/2011 12:00,L,0,67,2,45,13.22,13.22,0,2.71
29/7/2011 22:00,L,0,67,3,45,12.4,12.4,0,0
3/8/2011 12:00,L,7.75,0,2,292,13.16,13.16,0,0
4/8/2011 3:42,L,7.75,67,3,270,12.22,12.22,0,0
5/8/2011 12:00,B,6.75,247,3,315,13.5,13.5,1.9,0
6/8/2011 10:12,B,6.75,90,3,225,12.78,12.78,1.9,0
15/8/2011 12:00,L,11.2,315,5,315,12.03,12.03,0,0
16/8/2011 12:00,L,11.2,315,3,315,12.21,12.21,0,31.04
17/8/2011 12:00,L,11.2,337,3,337,12.38,12.38,0,30.7
18/8/2011 12:00,L,11.2,292,3,292,12.54,12.54,0,30.5
19/8/2011 12:00,L,11.2,90,7,90,12.43,12.43,0,31.1
20/8/2011 12:00,L,11.2,90,6,90,12,12,0,31
21/8/2011 12:00,L,11.2,90,4,90,12.33,12.33,0,31.4
22/8/2011 12:00,L,11.2,45,3,45,12.42,12.42,0,30.5
23/8/2011 12:00,L,11.2,90,3,90,12.38,12.38,0,30.6
24/8/2011 12:00,L,11.2,315,3,315,12.43,12.43,0,30.78
25/8/2011 12:00,L,11.2,292,3,292,12.79,12.79,0,30.7
26/8/2011 0:30,L,11.2,0,0,0,12.15,12.15,0,26.67
27/8/2011 18:06,B,6.75,225,3,225,12.5,12.5,1.9,27
3/9/2011 12:00,L,8.4,315,3,315,14.98,14.98,0,31.38
4/9/2011 12:00,L,8.4,0,5,0,13.33,13.33,0,31.3
4/9/2011 18:48,L,8.4,0,5,0,10.26,10.26,0,30.15
7/9/2011 12:00,B,6.75,0,4,0,13.21,13.21,1.9,26.91
8/9/2011 12:00,B,6.75,202,4,22,12.57,12.57,1.9,25.37
9/9/2011 12:00,B,6.75,270,4,270,12.64,12.64,1.9,26.4
9/9/2011 20:24,B,6.75,0,0,0,11.7,11.7,1.9,22.21
14/9/2011 12:00,L,9.6,337,0,315,13.48,13.48,0,28.8
14/9/2011 18:42,L,9.6,315,0,315,13.28,13.28,0,32.24
17/9/2011 12:00,B,6.75,112,2,315,12.91,12.91,1.9,23.71
18/9/2011 12:00,B,6.75,112,2,315,12.96,12.96,1.9,24.63
19/9/2011 2:12,B,6.75,337,2,315,12.11,12.11,1.9,24
22/9/2011 12:00,B,6.75,22,5,22,11.83,11.83,1.9,23.8
22/9/2011 16:18,B,6.75,45,5,45,10.57,10.57,1.9,28.98
23/9/2011 12:00,B,6.75,67,5,45,10.63,10.63,1.9,26.7
23/9/2011 17:42,B,6.75,67,5,45,11.64,11.64,1.9,25.79
7/10/2011 12:00,B,6.75,0,0,0,9.43,9.43,1.9,10.29
8/10/2011 12:00,B,6.75,45,3,225,13.12,13.12,1.9,20.88
9/10/2011 12:00,B,6.75,67,4,135,13.83,13.83,1.9,21.29
9/10/2011 15:48,B,6.75,67,4,225,13.16,13.16,1.9,22.11
11/10/2011 12:00,L,9.7,225,3,135,13.26,13.26,0,22.22
12/10/2011 10:00,L,9.7,247,5,315,12.08,12.08,0,20.6
13/10/2011 4:00,L,0,225,4,315,12.22,12.22,0,21.71
16/10/2011 12:00,L,9.7,112,5,45,13.17,13.17,0,22.83
16/10/2011 13:30,L,9.7,90,5,45,12.67,12.67,0,11.2
18/10/2011 8:18,B,6.75,45,5,90,12.05,12.05,1.9,18.51
20/10/2011 12:00,B,6.75,112,3,202,13.29,13.29,1.9,19.89
20/10/2011 12:30,B,6.75,0,0,0,4.67,4.67,1.9,11.2
21/10/2011 12:00,B,6.75,67,2,90,13.82,13.82,1.9,21.82
22/10/2011 12:00,B,6.75,67,2,22,13.43,13.43,1.9,21.91
22/10/2011 18:30,B,6.75,67,4,22,12.77,12.77,1.9,22.52
27/10/2011 12:00,L,9.8,225,5,45,13.13,13.13,0,26.09
27/10/2011 23:42,L,9.8,0,5,45,11.89,11.89,0,23.06
29/10/2011 2:30,L,9.7,225,4,22,12,12,0,25.28
30/10/2011 12:00,L,9.7,225,5,22,13.47,13.47,0,26.26
31/10/2011 12:00,L,9.7,292,5,135,12.4,12.4,0,23.04
31/10/2011 21:42,L,9.7,270,4,135,14.37,14.37,0,25.93
2/11/2011 12:00,L,8.5,45,5,45,12.36,12.36,0,23.13
2/11/2011 23:00,L,8.5,315,3,45,12.82,12.82,0,22.04
8/11/2011 12:00,B,8.5,135,5,135,11.43,11.43,0,3.43
10/11/2011 12:00,B,6.4,90,1,135,13.48,13.48,1.2,22.75
11/11/2011 10:00,B,6.4,292,3,135,12.4,12.4,1.2,23.04
14/11/2011 12:00,L,9.5,45,9,45,9.38,9.38,0,25.95
14/11/2011 20:00,L,9.5,45,8,45,9.13,9.13,0,26.7
15/11/2011 12:00,L,9.5,90,8,45,12.6,12.6,0,26.4
15/11/2011 14:48,L,9.5,0,5,45,12.86,12.86,0,30.86
19/11/2011 1:06,B,6.65,135,2,135,13.33,13.33,1.7,12
20/11/2011 12:00,B,6.65,67,2,45,14.42,14.42,1.7,23.56
21/11/2011 5:30,B,6.65,67,3,315,14.06,14.06,1.7,25.45
23/11/2011 12:00,L,9.6,225,2,45,13.51,13.51,0,23.61
24/11/2011 2:12,L,9.6,225,4,45,12.89,12.89,0,22.26
25/11/2011 12:00,L,9.6,247,5,45,13.48,13.48,0,23.48
25/11/2011 14:00,L,9.6,247,5,45,13.5,13.5,0,22.8
26/11/2011 12:00,L,9.6,202,4,45,13.16,13.16,0,23.75
27/11/2011 12:00,L,9.6,270,4,315,13.17,13.17,0,24.9
28/11/2011 12:00,L,9.6,315,4,45,13.08,13.08,0,25.34
29/11/2011 12:00,L,9.6,270,4,90,12.71,12.71,0,24.9
30/11/2011 12:00,L,9.6,225,2,90,12.92,12.92,0,25.3
1/12/2011 12:00,L,9.6,270,3,90,13.08,13.08,0,25.5
2/12/2011 12:00,L,9.6,0,7,0,11.84,11.84,0,25.82
3/12/2011 2:12,L,9.6,22,5,0,10.63,10.63,0,27.38
5/12/2011 12:00,B,6.75,202,4,315,14.39,14.39,1.9,25.76
6/12/2011 12:00,B,6.75,112,4,315,14.43,14.43,1.9,27.34
6/12/2011 19:00,B,6.75,337,4,315,14.57,14.57,1.9,25.37
8/12/2011 12:00,L,9.4,90,1,315,13.15,13.15,0,24.66
9/12/2011 12:00,L,9.4,90,1,315,13.67,13.67,0,24.4
10/12/2011 12:00,L,9.4,90,3,247,14.21,14.21,0,24
11/12/2011 11:42,L,9.4,22,2,247,13.38,13.38,0,22.89
14/12/2011 22:54,L,7.1,270,2,225,13.54,13.54,0,22.89
19/12/2011 12:00,B,6.75,45,4,315,13.43,13.43,1.9,17.83
20/12/2011 3:48,B,6.75,45,7,315,13.24,13.24,1.9,27.57
3/1/2012 12:00,L,9.5,90,2,315,13.52,13.52,0,25.06
4/1/2012 12:00,L,9.5,22,2,45,13.38,13.38,0,24.5
4/1/2012 13:48,L,9.5,45,2,135,13.33,13.33,0,28
5/1/2012 10:00,L,9.5,22,3,202,12.67,12.67,0,24
9/1/2012 16:00,B,6.75,90,3,22,13.75,13.75,1.9,18
10/1/2012 12:00,B,6.75,67,3,315,14,14,1.9,21.9
11/1/2012 12:00,B,6.75,67,4,45,13.27,13.27,1.9,21.49
11/1/2012 16:30,B,6.75,67,4,45,14.44,14.44,1.9,20.8
15/1/2012 12:00,L,9.6,225,6,247,11.96,11.96,0,22.1
16/1/2012 1:30,L,9.6,270,5,247,12.44,12.44,0,25.42
16/1/2012 12:00,L,9.6,247,4,292,11.33,11.33,0,4.8
16/1/2012 17:48,L,9.6,225,4,315,12.93,12.93,0,24
