DateTime,BL Flag,Draft,Course,WindSpeed,WindAngle,STW,Rpm,Trim,M/E FOC (MT/day)
17/1/2012 12:00,L,9.6,202,4,45,13.29,13.29,0,23.71
18/1/2012 12:00,L,9.6,270,4,22,13.2,13.2,0,23.23
19/1/2012 12:00,L,9.6,292,3,315,13.08,13.08,0,23.6
20/1/2012 12:00,L,9.6,337,7,292,13,13,0,25.7
21/1/2012 12:00,L,9.6,315,8,315,10.5,10.5,0,25.2
21/1/2012 16:12,L,9.6,315,5,315,10.95,10.95,0,26.86
25/1/2012 12:00,B,6.75,135,5,292,14.12,14.12,1.9,7.06
26/1/2012 12:00,B,6.75,112,3,90,14,14,1.9,22.3
27/1/2012 12:00,B,6.75,45,3,45,13.46,13.46,1.9,22.6
27/1/2012 13:24,B,6.75,315,3,45,12.86,12.86,1.9,13.71
28/1/2012 7:24,B,6.75,337,2,45,10,10,1.9,6.86
7/2/2012 12:00,B,8.9,112,7,292,13.04,13.04,0,17.74
8/2/2012 8:00,L,8.9,225,4,315,11.63,11.63,0,25.39
9/2/2012 12:00,L,8.9,90,4,315,13.43,13.43,0,23.54
10/2/2012 12:00,L,8.9,67,7,67,11.3,11.3,0,23.58
11/2/2012 7:00,L,8.9,45,5,90,12.74,12.74,0,25.26
12/2/2012 6:30,L,8.9,67,5,45,13.46,13.46,0,20.92
12/2/2012 12:00,L,8.9,247,4,45,13.08,13.08,0,12.92
12/2/2012 13:48,L,8.9,315,4,90,11.67,11.67,0,13.33
13/2/2012 17:00,B,6.75,225,3,45,13.64,13.64,1.9,21.82
16/2/2012 12:00,B,0,247,5,292,13.25,13.25,0,22
17/2/2012 12:00,B,0,247,7,22,11.16,11.16,0,22.8
17/2/2012 16:30,B,0,247,6,22,12.67,12.67,0,22.67
20/2/2012 10:00,L,9.4,315,3,135,12.49,12.49,0,22.93
27/2/2012 12:00,B,6.75,45,7,45,13.04,13.04,1.9,22.5
27/2/2012 21:30,B,6.75,225,6,0,8.1,8.1,1.9,20.34
2/3/2012 12:00,L,8.84,180,2,0,12.78,12.78,0,24
3/3/2012 11:12,L,8.84,315,2,315,11.85,11.85,0,24.05
7/3/2012 12:00,B,6.73,157,3,315,14.25,14.25,2.06,21.96
8/3/2012 12:00,B,6.73,292,5,292,13.38,13.38,2.06,21.9
9/3/2012 8:00,B,6.73,292,5,292,12.1,12.1,2.06,21.96
13/3/2012 12:00,L,0,135,4,315,12.92,12.92,0,23.63
14/3/2012 8:00,L,0,180,3,135,12.8,12.8,0,21.96
15/3/2012 19:30,B,6.75,0,3,337,0,0,1.9,12.93
21/3/2012 12:00,L,9.6,112,3,45,12.84,12.84,0,24.25
22/3/2012 12:00,L,9.6,67,4,22,12.35,12.35,0,24.15
23/3/2012 12:00,L,9.6,67,7,67,11.88,11.88,0,23.89
24/3/2012 9:48,L,9.6,90,3,315,11.79,11.79,0,24.19
27/3/2012 6:18,L,7.82,0,3,225,12.18,12.18,0.23,24.44
29/3/2012 12:00,B,6.7,270,4,45,14,14,2,22.39
30/3/2012 12:00,B,6.7,0,3,157,14.21,14.21,2,22.68
30/3/2012 17:00,B,6.7,22,6,225,11.33,11.33,2,23.6
31/3/2012 12:00,B,6.7,90,2,247,13.19,13.19,2,21.96
31/3/2012 14:30,B,6.7,90,3,247,9.71,9.71,2,13.37
1/4/2012 12:00,B,6.7,67,3,225,13.43,13.43,2,21.39
2/4/2012 12:00,B,6.7,67,4,225,13.17,13.17,2,21.92
2/4/2012 17:12,B,6.7,67,3,225,11.61,11.61,2,17.23
8/4/2012 12:00,L,9.7,247,3,135,13.66,13.66,0,21.48
9/4/2012 12:00,L,9.7,270,7,315,12,12,0,24.58
9/4/2012 16:30,L,9.7,0,6,45,10.36,10.36,0,20.07
10/4/2012 12:00,L,0,202,5,315,12,12,0,29.28
10/4/2012 20:00,L,0,202,5,45,11,11,0,21.73
11/4/2012 12:00,L,9.7,225,5,45,12.29,12.29,0,24.34
12/4/2012 12:00,L,9.7,270,7,225,12.21,12.21,0,24.1
13/4/2012 12:00,L,9.7,270,7,225,11.8,11.8,0,23.33
14/4/2012 12:00,L,9.7,292,9,292,11.21,11.21,0,25.3
15/4/2012 12:00,L,9.7,292,9,292,9.83,9.83,0,24.4
16/4/2012 9:42,L,9.7,337,7,315,11.01,11.01,0,24.66
20/4/2012 12:00,B,6.75,157,6,315,14,14,1.9,21.6
21/4/2012 12:00,B,6.75,112,5,270,13.13,13.13,1.9,22
22/4/2012 10:12,B,6.75,180,3,135,13.96,13.96,1.9,21.41
23/4/2012 12:00,B,6.75,90,5,135,13.54,13.54,1.9,20.98
24/4/2012 12:00,B,6.75,337,4,202,11.87,11.87,1.9,20.97
24/4/2012 14:30,B,6.75,315,3,202,9.43,9.43,1.9,14.4
30/4/2012 12:00,L,9.2,22,5,45,13.03,13.03,0,22.43
30/4/2012 16:30,L,9.2,45,4,45,10,10,0,17.89
1/5/2012 12:00,L,9.2,90,3,45,13.17,13.17,0,22.8
1/5/2012 15:18,L,9.2,0,3,45,10.7,10.7,0,19.09
4/5/2012 21:12,L,8.5,247,3,45,13.51,13.51,0,23.35
6/5/2012 12:00,L,8.5,180,3,225,11.69,11.69,0,23.45
7/5/2012 12:00,L,8.5,90,3,292,12.79,12.79,0,21.8
7/5/2012 20:00,L,8.5,0,3,315,17.5,17.5,0,30.8
11/5/2012 12:00,B,6.75,315,3,315,13.51,13.51,1.9,20.52
12/5/2012 6:30,B,6.75,22,3,45,13.64,13.64,1.9,22.11
13/5/2012 7:48,B,0,0,2,45,10.54,10.54,0,16.36
16/5/2012 12:00,B,6.75,67,3,135,13.81,13.81,1.9,21.99
16/5/2012 21:42,B,6.75,0,3,135,12.9,12.9,1.9,19.96
18/5/2012 12:00,L,9.6,247,3,315,12.89,12.89,0,23.63
19/5/2012 12:00,L,9.6,247,4,225,12.96,12.96,0,24.19
19/5/2012 16:42,L,9.6,270,4,225,19.26,19.26,0,41.78
20/5/2012 12:00,L,9.6,225,3,247,12.5,12.5,0,23.64
20/5/2012 21:12,L,9.6,202,2,225,11.67,11.67,0,26.53
21/5/2012 12:00,L,9.6,202,2,135,13.48,13.48,0,23.58
22/5/2012 12:00,L,9.6,270,6,337,13.33,13.33,0,23.83
23/5/2012 12:00,L,9.6,292,6,292,12,12,0,24.19
24/5/2012 12:00,L,9.6,0,5,315,12.21,12.21,0,22.83
25/5/2012 12:00,L,9.6,292,4,315,12.63,12.63,0,23.3
25/5/2012 14:30,L,9.6,292,3,315,13.6,13.6,0,23.42
30/5/2012 12:00,L,11.1,202,3,90,12.7,12.7,0,23.79
31/5/2012 12:00,L,11.1,247,4,90,12.21,12.21,0,24.2
1/6/2012 12:00,L,11.1,225,5,315,12.08,12.08,0,24.14
2/6/2012 12:00,L,11.1,202,4,0,12.24,12.24,0,23.88
3/6/2012 12:00,L,11.1,202,4,45,12.63,12.63,0,23.91
4/6/2012 12:00,L,11.1,180,4,45,12.67,12.67,0,23.86
5/6/2012 12:00,L,11.1,180,5,45,12.25,12.25,0,23.89
6/6/2012 12:00,L,11.1,0,4,0,12.29,12.29,0,23.9
7/6/2012 12:00,L,11.1,0,4,135,11.83,11.83,0,23.92
8/6/2012 12:00,L,11.1,112,4,135,12,12,0,23.74
9/6/2012 12:00,L,11.1,0,5,135,12.54,12.54,0,23.84
10/6/2012 12:00,L,11.1,22,4,180,12.04,12.04,0,23.6
10/6/2012 13:18,L,11.1,22,3,180,12.31,12.31,0,23.63
11/6/2012 12:00,L,11.1,90,5,135,12.29,12.29,0,23.63
12/6/2012 11:06,L,11.1,337,4,225,12.6,12.6,0,22.77
3/10/2012 12:00,B,6.75,225,4,225,11.02,11.02,1.9,27.86
4/10/2012 12:00,B,6.75,270,4,225,11,11,1.9,23.91
5/10/2012 12:00,B,6.75,315,4,225,11.71,11.71,1.9,23.01
6/10/2012 12:00,B,6.75,0,4,180,12.33,12.33,1.9,24.13
7/10/2012 12:00,B,6.75,0,3,90,13.33,13.33,1.9,25.52
8/10/2012 12:00,B,6.75,0,4,45,13.25,13.25,1.9,25.24
9/10/2012 12:00,B,6.75,225,5,45,12.75,12.75,1.9,25.65
10/10/2012 12:00,B,6.75,0,5,0,12.21,12.21,1.9,25.92
11/10/2012 12:00,B,6.75,45,5,0,12.09,12.09,1.9,26.92
12/10/2012 12:00,B,6.75,45,4,0,12.04,12.04,1.9,26.88
13/10/2012 12:00,B,6.75,90,3,315,12.46,12.46,1.9,26.52
15/10/2012 7:42,B,6.75,45,4,315,13.5,13.5,1.9,23
19/10/2012 12:00,L,8.1,225,4,225,12.37,12.37,0,24.25
20/10/2012 12:00,L,8.1,225,4,315,12.56,12.56,0,25.54
21/10/2012 12:00,L,8.1,0,4,315,13.79,13.79,0,25.7
21/10/2012 19:00,L,8.1,315,4,315,18.2,18.2,0,34.08
24/10/2012 12:00,B,6.75,0,4,315,13.33,13.33,1.9,23
25/10/2012 12:00,B,6.75,45,6,225,13.3,13.3,1.9,22.5
26/10/2012 5:00,B,6.75,0,5,225,13.82,13.82,1.9,22.49
27/10/2012 11:00,B,0,0,4,225,14.12,14.12,0,21.99
31/10/2012 12:00,L,9.65,0,7,270,12,12,0,25
1/11/2012 12:00,L,9.65,0,7,225,11.33,11.33,0,25.78
1/11/2012 13:00,L,9.65,0,7,225,13,13,0,26.4
5/11/2012 12:00,B,6.75,0,4,270,14.06,14.06,1.9,23.2
6/11/2012 12:00,B,6.75,90,6,90,13.04,13.04,1.9,23.91
7/11/2012 12:00,B,6.75,0,8,45,5.71,5.71,1.9,22.15
8/11/2012 12:00,B,6.75,0,9,45,10.83,10.83,1.9,13.9
8/11/2012 23:00,B,6.75,0,4,45,11.5,11.5,1.9,3.71
12/11/2012 12:00,L,9.6,0,9,45,11.41,11.41,0,25.55
13/11/2012 12:00,L,9.6,0,9,337,11.46,11.46,0,24.6
14/11/2012 8:30,L,9.6,0,7,45,11.46,11.46,0,24
18/11/2012 12:00,B,6.75,0,5,45,13.65,13.65,1.9,22
18/11/2012 23:30,B,6.75,0,5,135,13.77,13.77,1.9,22.19
21/11/2012 12:00,L,9.3,0,5,45,13.2,13.2,0,23.42
22/11/2012 12:00,L,9.3,0,6,315,12.08,12.08,0,23.42
22/11/2012 14:00,L,9.3,0,5,315,14,14,0,23.04
25/11/2012 12:00,B,6.75,0,5,135,13,13,1.9,21.49
26/11/2012 12:00,B,6.75,0,5,135,13.5,13.5,1.9,21.8
27/11/2012 12:00,B,6.75,0,4,45,13.6,13.6,1.9,21.3
27/11/2012 13:30,B,6.75,0,3,45,8.5,8.5,1.9,21.36
6/12/2012 12:00,L,8.75,0,5,315,12.8,12.8,0,24.32
7/12/2012 12:00,L,8.75,0,8,337,11.33,11.33,0,23.2
8/12/2012 2:30,L,8.75,0,6,45,13.1,13.1,0,23.5
13/12/2012 12:00,B,6.75,0,3,112,13.55,13.55,1.9,21.6
14/12/2012 12:00,B,6.75,0,5,45,13.92,13.92,1.9,21.48
14/12/2012 13:00,B,6.75,0,5,45,6.9,6.9,1.9,10.92
17/12/2012 12:00,L,10.15,0,9,315,12.04,12.04,0,24.12
18/12/2012 12:00,L,10.15,0,8,315,11.96,11.96,0,24.63
19/12/2012 11:00,L,10.15,0,5,315,12.48,12.48,0,23.37
22/12/2012 12:00,B,6.75,0,6,0,12.79,12.79,1.9,21.4
23/12/2012 12:00,B,6.75,0,3,0,10.28,10.28,1.9,17.2
24/12/2012 12:00,L,6.75,0,3,45,12,12,1.9,40.8
25/12/2012 12:00,L,6.75,0,3,135,13.26,13.26,1.9,21.52
26/12/2012 11:00,B,6.75,0,5,225,10.26,10.26,1.9,8.65
27/12/2012 12:00,B,6.75,0,2,180,10.26,10.26,1.9,21.98
27/12/2012 16:00,B,6.75,0,2,315,17.33,17.33,1.9,29.28
1/1/2013 12:00,L,9.5,0,5,315,13.18,13.18,0,23.78
2/1/2013 8:30,L,9.5,0,4,315,13.12,13.12,0,23.88
4/1/2013 12:00,L,8.7,135,4,135,13.08,13.08,0,22.15
8/1/2013 12:00,B,6.75,67,3,45,13.2,13.2,1.9,22.08
9/1/2013 12:00,B,6.75,45,6,45,12.87,12.87,1.9,22.33
10/1/2013 12:00,B,6.75,45,5,225,12.92,12.92,1.9,22.4
11/1/2013 8:00,B,6.75,0,6,225,12.5,12.5,1.9,18.55
12/1/2013 12:00,B,6.75,45,6,225,13.56,13.56,1.9,25.19
13/1/2013 12:00,B,6.75,45,7,67,12.02,12.02,1.9,19.14
13/1/2013 16:00,B,6.75,45,7,67,11,11,1.9,12.53
16/1/2013 12:00,L,9.5,225,5,112,12.71,12.71,0,23.4
17/1/2013 12:00,L,9.5,225,7,202,12,12,0,22.3
18/1/2013 9:02,B,0,0,0,0,0,0,0,0
18/1/2013 12:00,L,0,202,8,225,13.45,13.45,0,34.34
19/1/2013 12:00,L,0,202,8,225,7.64,7.64,0,37.93
20/1/2013 12:00,L,0,135,6,112,12.08,12.08,0,21.82
21/1/2013 12:00,L,0,112,6,112,12.21,12.21,0,21.5
21/1/2013 18:30,L,0,135,6,112,10.4,10.4,0,18.75
26/1/2013 11:45,B,0,0,0,0,0,0,0,0
31/1/2013 12:00,L,0,22,7,292,11.8,11.8,0,22.18
1/2/2013 8:30,L,0,0,4,315,11.21,11.21,0,21.1
3/2/2013 12:00,B,6.75,270,5,225,14.95,14.95,1.9,26.61
4/2/2013 12:00,B,6.75,337,8,135,14.71,14.71,1.9,26.46
4/2/2013 21:12,B,6.75,45,5,225,13.24,13.24,1.9,21.79
5/2/2013 12:00,B,6.75,90,4,90,12.56,12.56,1.9,20.77
5/2/2013 13:00,B,6.75,45,4,90,6.5,6.5,1.9,10.32
6/2/2013 12:00,B,0,67,6,90,14,14,0,19.84
7/2/2013 9:18,B,0,0,5,135,12.72,12.72,0,19.81
8/2/2013 17:42,L,9.8,0,3,135,13.75,13.75,0,24
10/2/2013 12:00,L,11,225,2,225,12.55,12.55,0,22.57
11/2/2013 0:30,L,11,180,3,135,11.41,11.41,0,21.01
11/2/2013 9:30,L,11,90,2,180,12.59,12.59,0,19.82
13/2/2013 5:30,B,6.75,0,3,90,13.5,13.5,1.9,24.51
13/2/2013 21:00,B,0,0,3,45,13.43,13.43,0,21.96
15/2/2013 12:00,B,6.75,135,6,22,12.85,12.85,1.9,20.74
16/2/2013 12:00,B,6.75,112,7,202,11.25,11.25,1.9,20.78
17/2/2013 9:12,B,6.75,112,4,315,12.16,12.16,1.9,19.9
20/2/2013 12:00,L,9,337,5,225,12,12,0,21.12
20/2/2013 23:00,L,9,337,5,270,11.83,11.83,0,20.46
26/2/2013 12:00,B,6.75,0,5,45,12.5,12.5,1.9,15
28/2/2013 12:00,B,0,337,5,337,13.45,13.45,0,20.69
28/2/2013 15:30,B,0,337,4,270,10.22,10.22,0,17.33
3/3/2013 12:00,L,10.2,22,7,45,12.91,12.91,0,22.34
3/3/2013 20:54,L,10.2,22,8,292,10.91,10.91,0,20.29
7/3/2013 12:00,B,6.75,180,2,135,13,13,1.9,20.64
8/3/2013 12:00,B,6.75,202,6,45,13.19,13.19,1.9,22.64
8/3/2013 19:00,B,6.75,202,5,45,11.38,11.38,1.9,19.29
11/3/2013 12:00,L,8.9,292,5,225,12.5,12.5,0,22.56
12/3/2013 12:00,L,8.9,315,6,292,12.8,12.8,0,22.7
13/3/2013 12:00,L,8.9,292,7,247,12.17,12.17,0,22.58
13/3/2013 22:00,L,8.9,292,5,225,14.44,14.44,0,25.31
