TELEGRAM_DATE;TELEGRAM_TYPE;BALAST_FLAG;LATITUDE_DEGREES;LATITUDE_SECONDS;LONGITUDE_DEGREES;LONGITUDE_SECONDS;VESSEL_COURSE;DRAFT;ENGINE_RPM;WIND_DIRECTION;WIND_FORCE;AVERAGE_SPEED;HOURS_SLC;MINUTES_SLC;ME_CONS_24H;TRIM;ME_CONS_PER_MILE;WAVEH;WAVED;SWELLH;SWELLD;PORT_NAME
2009-07-01 12:00:00;N;L;94;18;6;9;90;0;91.1;225;5;14.04;23;0;38.71304347826087;0;0;2;225;2;225;
2009-07-02 12:00:00;N;L;99;25;4;6;90;0;91.1;225;3;13.79;24;0;37.5;0;0;1;225;1;225;
2009-07-03 12:00:00;N;L;103;16;1;19;90;0;91.0;225;3;13.78;23;0;37.56521739130435;0;0;1;225;1;180;
2009-07-04 12:00:00;N;L;106;3;5;42;45;0;91.6;180;4;14.29;24;0;37.1;0;0;1;180;2;180;
2009-07-05 12:00:00;N;L;109;9;10;56;45;0;92.1;225;4;15.13;24;0;36.5;0;0;1;225;2;225;
2009-07-06 12:00:00;N;L;113;30;15;12;45;0;92.2;180;4;15.17;24;0;37.7;0;0;1;180;2;180;
2009-07-07 12:00:00;N;L;117;3;20;9;45;0;92.1;225;3;15.25;24;0;35.8;0;0;1;225;1;225;
2009-07-08 12:00:00;N;L;120;56;24;37;45;0;92.2;225;3;15.17;24;0;36.9;0;0;1;225;1;225;
2009-07-09 12:00:00;N;L;123;56;29;57;45;0;92.2;225;3;15.22;23;0;37.66956521739131;0;0;1;225;1;225;
2009-07-10 12:00:00;N;L;124;19;35;50;0;0;92.2;225;4;15.42;23;0;37.66956521739131;0;0;1;225;1;225;
2009-07-10 19:45:00;A;L;126;2;37;21;45;12.4;92.1;225;3;14.81;7;45;0.0;0;5.13;1;225;2;315;DAESAN
2009-07-11 12:00:00;N;L;126;51;36;6;0;0;0.0;225;3;0.0;0;0;21.1;0;577.2;0;0;;0;
2009-07-12 12:00:00;N;B;126;51;36;6;0;0;0.0;225;3;0.0;24;0;27.7;0;549.6;0;0;;0;
2009-07-13 08:30:00;D;B;126;2;37;21;0;7;0.0;0;0;;0;0;0;2;535.8;0;0;0;0;DAESAN
2009-07-13 12:00:00;N;B;124;19;35;50;0;0;90.1;225;3;14.84;23;0;3.443478260869565;0;0;1;225;1;225;
2009-07-14 12:00:00;N;B;124;57;30;0;180;0;90.2;225;6;14.5;24;0;36.6;0;0;2;225;3;225;
2009-07-15 12:00:00;N;B;121;12;26;26;180;0;89.7;225;7;13.04;25;0;37.152;0;0;2;225;3;225;
2009-07-16 12:00:00;N;B;118;29;21;28;180;0;89.9;90;4;13.92;24;0;36.3;0;0;1;90;2;135;
2009-07-17 12:00:00;N;B;114;2;17;26;135;0;90.0;135;3;14.67;24;0;37.2;0;0;1;135;1;135;
2009-07-18 12:00:00;N;B;111;30;12;20;135;0;89.9;135;6;13.71;24;0;37.4;0;0;3;135;3;135;
2009-07-19 12:00:00;N;B;108;1;8;34;135;0;89.9;135;6;13.0;24;0;36.0;0;0;3;135;3;135;
2009-07-20 12:00:00;N;B;105;22;3;15;135;0;90.1;180;4;14.33;24;0;37.1;0;0.47;1;180;2;180;
2009-07-20 23:00:00;A;B;103;16;1;49;135;0;90.1;180;4;14.09;11;0;0.0;0;1.45;1;180;1;180;SINGAPORE
2009-07-21 12:00:00;D;B;103;16;1;49;0;7.7;0.0;0;0;;0;0;0;1;1646.4;0;0;0;0;SINGAPORE
2009-07-22 12:00:00;N;B;99;46;4;1;135;0;92.4;225;3;15.92;24;0;41.9;0;0;1;225;1;225;
2009-07-23 12:00:00;N;B;93;20;6;17;135;0;92.3;225;5;14.84;25;0;41.56799999999999;0;0;3;225;31;225;
2009-07-24 12:00:00;N;B;87;6;6;33;135;0;92.4;225;5;14.33;24;0;42.1;0;0;3;225;31;225;
2009-07-25 12:00:00;N;B;81;25;5;35;270;0;92.5;225;5;14.36;25;0;41.856;0;0;3;225;3;225;
2009-07-26 12:00:00;N;B;76;59;7;51;315;0;92.7;225;5;13.42;24;0;42.1;0;0;3;225;3;225;
2009-07-27 12:00:00;N;B;73;58;12;54;337;0;94.8;270;5;14.46;24;0;43.6;0;0;2;270;3;270;
2009-07-28 12:00:00;N;B;71;50;17;2;337;0;92.7;225;5;13.67;24;5;42.05397923875433;0;0;3;225;3;225;
2009-07-29 12:00:00;N;B;68;31;22;54;337;0;91.1;225;6;13.04;24;0;40.3;0;0;3;225;4;225;
2009-07-29 15:30:00;A;B;69;15;22;50;0;7.2;0.0;225;5;14.29;3;50;0.0;2;25.44;2;225;2;225;SIKKA
2009-07-30 12:00:00;N;B;69;35;22;42;0;0;0.0;225;3;0.0;0;0;0.8;0;1267;0;0;;0;
2009-07-31 12:00:00;N;B;69;35;22;42;0;0;0.0;225;3;0.0;24;0;6.2;0;1260.8;0;0;;0;
2009-08-01 12:00:00;N;B;69;29;22;50;0;0;0.0;225;3;0.0;24;0;8.0;0;1252.8;0;0;;0;
2009-08-02 12:00:00;N;B;69;29;22;50;0;0;0.0;225;3;0.0;24;0;8.5;0;1244.3;0;0;;0;
2009-08-03 07:00:00;D;L;69;30;22;50;0;0;0.0;0;0;;0;0;0;0;1237.7;0;0;0;0;JAMNAGAR, SIKKA
2009-08-03 12:00:00;N;L;68;17;22;43;225;0;92.2;225;5;12.0;5;0;38.4;0;0;3;225;3;225;
2009-08-04 12:00:00;N;L;63;53;19;53;225;0;92.2;225;6;12.65;24;50;41.26711409395974;0;0;3;225;4;225;
2009-08-05 12:00:00;N;L;59;29;17;0;247;0;92.2;225;7;12.52;25;0;42.24;0;0;5;225;5;225;
2009-08-06 12:00:00;N;L;54;19;15;45;247;0;88.5;225;7;11.29;24;0;36.7;0;0;5;225;5;225;
2009-08-07 12:00:00;N;L;49;25;13;41;247;0;92.2;225;5;13.04;25;0;40.896;0;0;3;225;3;225;
2009-08-08 12:00:00;N;L;44;9;12;34;315;0;92.2;225;5;13.17;24;0;37.3;0;0;3;225;3;225;
2009-08-09 12:00:00;N;L;41;9;16;19;315;0;92.9;225;4;14.02;22;9;40.848758465011294;0;0;1;225;3;225;
2009-08-10 12:00:00;N;L;38;47;20;34;315;0;92.0;315;6;13.37;24;0;36.8;0;0;3;315;3;315;
2009-08-11 12:00:00;N;L;35;35;25;34;315;0;92.0;315;5;13.83;24;0;36.5;0;0;3;315;3;315;
2009-08-12 09:00:00;A;L;32;58;29;32;90;12.5;92.0;315;4;14.05;21;0;0.0;0;2.89;3;315;2;315;SUEZ
2009-08-12 12:00:00;N;L;32;38;29;34;0;0;0.0;225;3;0.0;0;0;1;0;852.9;0;0;;0;
2009-08-13 12:00:00;N;L;32;29;30;20;0;0;0.0;225;1;0.0;24;0;8.3;0;844.6;0;0;;0;
2009-08-13 12:01:00;N;L;32;29;30;20;0;0;0.0;225;1;0.0;6;1;33.10803324099723;0;844.6;0;0;;0;
2009-08-13 19:00:00;D;L;32;15;31;17;0;12.5;0.0;0;0;;0;0;0;0;838.9;0;0;0;0;PORT SAID
2009-08-14 12:00:00;N;L;28;40;32;13;315;0;90.9;0;5;13.24;17;0;35.43529411764706;0;0;2;0;3;0;
2009-08-15 12:00:00;N;L;21;11;34;46;315;0;92.1;0;4;14.17;24;0;37.8;0;0;2;0;2;0;
2009-08-16 12:00:00;N;L;14;47;35;56;315;0;91.9;315;3;14.28;25;0;36.96;0;0;1;315;2;315;
2009-08-17 12:00:00;N;L;18;50;37;37;270;0;90.1;45;3;14.0;24;0;35.6;0;0;1;45;2;45;
2009-08-18 12:00:00;N;L;1;56;30;32;270;0;91.9;45;3;14.33;24;0;37.8;0;0;1;45;2;45;
2009-08-19 12:00:00;A;L;5;8;36;22;270;12.5;91.9;45;4;14.12;24;0;0.0;0;1.8;3;45;2;45;GIBRALTAR
2009-08-19 23:00:00;D;L;5;8;36;22;0;12.5;0.0;0;0;;0;0;0;0;1004.9;0;0;0;0;GIBRALTAR
2009-08-20 12:00:00;N;L;9;18;36;1;270;0;91.2;45;3;12.54;12;30;43.39200000000001;0;0;1;45;2;45;
2009-08-21 12:00:00;N;L;16;37;36;13;270;0;91.9;45;3;14.28;25;0;36.0;0;0;1;45;2;45;
2009-08-22 12:00:00;N;L;23;44;38;30;270;0;92.2;225;4;14.08;25;0;37.343999999999994;0;0;1;225;2;225;
2009-08-23 12:00:00;N;L;30;48;39;47;270;0;92.2;315;4;13.76;25;0;37.727999999999994;0;0;1;315;2;315;
2009-08-24 12:00:00;N;L;37;59;39;46;270;0;92.1;315;4;13.46;24;0;38.4;0;0;1;315;2;315;
2009-08-25 12:00:00;N;L;44;7;40;55;270;0;92.1;270;4;13.2;25;0;38.112;0;0;2;270;3;270;
2009-08-26 12:00:00;N;L;51;14;40;42;270;0;92.1;270;5;12.48;25;0;38.496;0;0;3;270;3;270;
2009-08-27 12:00:00;N;L;51;14;40;42;270;0;92.1;270;5;13.46;24;0;38.2;0;0;3;270;3;270;
2009-08-28 12:00:00;N;L;65;33;40;54;270;0;91.0;270;5;13.2;25;0;37.248;0;0;3;270;3;270;
2009-08-29 12:00:00;N;L;68;5;35;12;180;0;91.9;180;7;13.2;24;0;39.5;0;0;3;180;4;180;
2009-08-30 12:00:00;N;L;68;48;31;10;180;0;91.8;180;5;13.2;24;0;40.1;0;0;2;180;2;180;
2009-08-31 12:00:00;N;L;68;15;26;6;180;0;91.8;135;4;13.9;24;0;38.6;0;0;2;135;2;135;
2009-09-01 12:00:00;N;L;68;48;20;1;180;0;91.9;135;4;13.54;24;0;38.5;0;0;2;135;2;135;
2009-09-02 12:00:00;N;L;69;25;15;8;180;0;91.8;135;4;14.08;24;0;38.6;0;0;2;135;2;135;
2009-09-03 05:00:00;A;L;70;46;11;15;270;12.5;91.2;90;4;13.14;16;3;0.0;0;1.77;3;90;2;90;AMUAY BAY
2009-09-03 12:00:00;N;L;70;45;11;16;0;0;0.0;90;5;0.0;0;0;2.1;0;404;0;0;;0;
2009-09-04 12:00:00;N;L;70;45;11;16;0;0;0.0;225;3;0.0;24;0;6.2;0;1260.8;0;0;;0;
2009-09-05 12:00:00;N;L;70;45;11;16;0;0;0.0;90;5;0.0;24;0;20.2;0;363.9;0;0;;0;
2009-09-06 02:00:00;D;L;70;46;11;15;0;7.6;0.0;0;0;;0;0;0;0;1639;0;0;0;0;AMUAY BAY
2009-09-06 12:00:00;N;L;68;47;11;50;135;0;91.3;135;5;12.7;10;0;40.8;0;0;3;135;3;135;
2009-09-06 19:00:00;A;L;68;29;10;7;270;12.5;91.9;90;4;13.4;7;0;0.0;0;7;3;90;2;90;EL PALITO
2009-09-07 12:00:00;N;L;68;34;10;8;0;0;0.0;135;5;0.0;0;0;2.9;0;1606;0;0;;0;
2009-09-08 12:00:00;N;L;68;30;10;8;0;0;0.0;135;3;0.0;24;0;6.599999999999999;0;1599.4;0;0;;0;
2009-09-09 12:00:00;N;L;68;30;10;8;0;0;0.0;135;3;0.0;24;0;23.600000000000005;0;1575.8;0;0;;0;
2009-09-10 12:00:00;N;L;68;30;10;8;0;0;0.0;135;3;0.0;24;0;25.2;0;1550.6;0;0;;0;
2009-09-10 20:00:00;D;B;68;29;10;7;0;7.7;0.0;0;0;;0;0;0;1;1547.6;0;0;0;0;EL PALITO
2009-09-11 12:00:00;N;B;65;59;12;6;45;0;91.8;90;4;14.56;16;0;36.0;0;6.53;2;90;2;90;
2009-09-12 12:00:00;N;B;59;36;15;57;45;0;91.9;90;3;14.4;23;30;36.05106382978723;0;4.39;1;90;2;90;
2009-09-13 12:00:00;N;B;54;55;17;35;45;0;91.9;90;3;14.8;23;0;42.26086956521739;0;4.24;1;90;2;90;
2009-09-14 12:00:00;N;B;49;56;19;48;45;0;90.1;90;3;13.91;21;30;37.730232558139534;0;4.69;1;90;2;90;
2009-09-15 12:00:00;N;B;44;7;22;35;45;0;91.6;90;6;14.0;23;0;37.460869565217386;0;4.23;3;90;3;90;
2009-09-16 12:00:00;N;B;39;25;24;2;45;0;91.9;90;5;14.04;24;0;37.9;0;3.91;2;90;3;90;
2009-09-17 12:00:00;N;B;33;37;26;32;45;0;91.7;90;5;14.22;23;0;37.98260869565217;0;3.9;2;90;3;90;
2009-09-18 12:00:00;N;B;27;0;29;34;45;0;91.9;90;3;14.54;24;0;37.0;0;3.54;1;90;3;90;
2009-09-19 12:00:00;N;B;21;21;31;32;0;0;92.1;0;0;15.0;23;0;37.66956521739131;0;3.46;0;0;0;0;
2009-09-20 12:00:00;N;B;15;33;33;20;45;0;92.4;45;3;14.9;23;0;37.87826086956522;0;3.38;1;45;1;0;
2009-09-21 12:00:00;N;B;8;19;35;34;45;0;91.7;315;2;14.71;24;0;37.8;0;3.16;1;315;3;0;
2009-09-21 23:00:00;A;B;5;8;36;22;270;7.1;92.3;45;3;17.22;9;0;0.0;1.8;6.97;1;45;1;45;GIBRALTAR
2009-09-22 12:00:00;N;B;5;57;35;30;0;0;0.0;45;2;0.0;0;0;5.7;0;1075.3;0;0;0;0;
2009-09-22 16:30:00;D;B;5;8;36;22;0;7.2;0.0;0;0;;0;0;0;2;1425.71;0;0;0;0;GIBRALTAR
2009-09-23 12:00:00;N;B;0;19;36;48;45;0;92.4;45;3;15.3;18;30;40.605405405405406;0;1391.61;1;45;1;45;
2009-09-24 12:00:00;N;B;8;16;37;30;90;0;93.2;270;4;15.5;24;0;38.8;0;3.64;1;270;2;270;
2009-09-25 12:00:00;N;B;15;28;34;37;90;0;92.2;90;3;14.5;24;0;38.6;0;3.75;1;90;1;270;
2009-09-26 12:00:00;N;B;22;44;36;4;90;0;87.7;45;4;13.25;24;0;32.0;0;4;1;45;1;180;
2009-09-26 16:00:00;A;B;22;2;37;6;270;7.1;32.6;45;3;5.0;4;0;0.0;1.8;8.18;1;45;1;45;KALAMATA
2009-09-27 12:00:00;N;B;22;0;37;6;0;0;0.0;45;2;0.0;0;0;5.6;0;1262.2;0;0;0;0;
2009-09-27 16:00:00;D;B;22;2;37;6;0;7.2;0.0;0;0;;0;0;0;2;1260.9;0;0;0;0;KALAMATA
2009-09-28 12:00:00;N;B;26;56;33;13;135;0;90.2;45;4;13.71;21;0;38.628571428571426;0;4.25;1;45;1;315;
2009-09-29 10:30:00;A;B;32;15;31;17;270;7.2;92.8;0;3;14.5;23;30;0.0;2;7.65;1;0;1;0;PORT SAID
2009-09-29 12:00:00;N;B;32;23;31;19;0;0;0.0;45;2;0.0;0;0;0.7;0;1184.7;0;0;0;0;
2009-09-30 12:00:00;N;B;32;22;31;19;0;0;0.0;225;1;0.0;24;0;11.6;0;1173.1;0;0;0;0;
2009-09-30 16:30:00;D;B;32;58;29;32;0;7.2;0.0;0;0;;0;0;0;2;1168.1;0;0;0;0;SUEZ
2009-10-01 12:00:00;N;B;34;16;26;45;135;0;92.7;45;4;15.81;16;0;36.45;0;4.51;1;45;1;315;
2009-10-03 12:00:00;N;B;41;30;16;0;135;0;87.1;315;4;14.5;24;0;32.9;0;3.18;1;315;1;315;
2009-10-04 12:00:00;N;B;44;9;12;22;135;7.2;87.0;315;4;15.22;23;0;31.82608695652174;2;3.06;1;315;1;315;
2009-10-05 12:00:00;N;B;49;27;13;59;135;7.2;87.1;315;4;14.58;24;0;32.9;2;2.95;1;315;1;315;
2009-10-06 12:00:00;N;B;55;45;15;45;45;0;87.0;225;4;15.17;24;0;32.6;0;2.73;1;225;1;225;
2009-10-07 12:00:00;N;B;60;23;18;53;45;0;87.0;225;4;14.61;23;0;33.49565217391305;0;2.85;1;225;1;180;
2009-10-08 12:00:00;N;B;66;5;21;19;45;0;87.3;225;4;14.54;24;0;32.2;0;2.65;1;225;1;180;
2009-10-09 03:00:00;A;B;69;15;22;50;90;7.2;87.3;225;2;15.03;14;30;33.6;2;3.96;1;225;2;225;SIKKA
2009-10-09 12:00:00;N;B;69;36;22;39;0;7.2;0.0;225;2;0.0;0;0;0.5;2;860.4;1;225;1;225;
2009-10-10 12:00:00;N;B;69;36;22;39;0;0;0.0;225;2;0.0;24;0;0.0;0;852.1;1;225;1;225;
2009-10-11 12:00:00;N;B;69;36;22;39;0;0;0.0;225;2;0.0;24;0;0.0;0;844.7;1;225;1;225;
2009-10-12 12:00:00;N;B;69;36;22;39;0;0;0.0;225;2;0.0;24;0;0.0;0;838.6;1;225;1;225;
2009-10-13 12:00:00;N;B;69;36;22;39;0;0;0.0;225;2;0.0;24;0;0.0;0;832.6;0;0;0;0;
2009-10-14 12:00:00;N;B;69;36;22;39;0;7.2;0.0;225;2;0.0;24;0;0.0;2;826.4;0;0;0;0;
2009-10-15 12:00:00;N;B;69;36;22;39;0;7.2;0.0;225;2;0.0;24;0;2.9;2;820.1;0;0;0;0;
2009-10-16 12:00:00;N;B;69;34;22;44;0;7.2;0.0;270;1;0.0;24;0;0.0;2;813.9;1;270;1;270;
2009-10-17 12:00:00;N;B;69;35;22;52;0;7.2;0.0;225;2;0.0;24;0;0.3;2;806.5;0;270;1;270;
2009-10-18 12:00:00;N;B;69;35;22;52;0;8.5;0.0;225;2;0.0;24;0;0.0;0;799;1;270;1;270;
2009-10-19 12:00:00;D;L;69;15;22;50;0;12.65;0.0;0;0;;0;0;0;0;793.8;0;0;0;0;SIKKA
2009-10-19 12:01:00;N;L;49;27;13;59;270;12.65;92.0;270;3;0.0;0;0;0.7;0;785.7;1;270;1;225;
2009-10-20 12:00:00;N;L;64;8;20;21;225;0;92.2;270;2;14.0;24;30;36.244897959183675;0;2.17;1;270;1;225;
2009-10-21 12:00:00;N;L;58;25;17;54;225;0;91.7;225;3;14.08;25;0;35.712;0;2;1;225;1;225;
2009-10-22 12:00:00;N;L;53;52;14;47;225;0;91.7;225;2;13.92;24;0;37.2;0;1.99;1;225;1;225;
2009-10-23 12:00:00;N;L;48;58;12;11;225;0;91.0;45;4;13.92;25;0;35.52;0;1.79;1;45;2;45;
2009-10-24 12:00:00;N;L;42;23;13;53;315;0;92.3;135;6;14.71;24;0;37.0;0;1.65;2;135;2;135;
2009-10-25 12:00:00;N;L;39;30;18;56;0;0;92.2;135;5;14.79;24;0;38.4;0;1.53;2;135;2;135;
2009-10-26 12:00:00;N;L;36;30;23;55;0;0;92.0;0;2;14.38;24;0;37.5;0;1.46;1;0;1;0;
2009-10-27 12:00:00;N;L;33;21;28;14;337;0;92.0;135;3;14.2;25;0;36.48;0;1.3;1;135;1;135;
2009-10-27 18:00:00;A;L;32;58;29;32;0;12.65;92.0;135;4;14.33;6;0;36.8;0;5.34;1;135;1;135;SUEZ
2009-10-28 12:00:00;N;L;36;30;23;55;0;0;0.0;0;0;8.4;4;20;18.83076923076923;0;12.39;0;0;0;0;
2009-10-28 20:00:00;D;L;32;15;31;17;0;12.65;0.0;0;0;;0;0;6.2;0;441.9;0;0;0;0;PORT SAID
2009-10-29 12:00:00;N;L;28;43;32;32;270;0;92.0;315;3;13.69;16;0;36.900000000000006;0;1.9;1;315;1;315;
2009-10-30 12:00:00;N;L;22;27;34;12;270;12.65;92.9;315;4;13.96;24;0;38.3;0;1.12;1;315;2;315;
2009-10-31 12:00:00;N;L;22;27;34;12;270;0;92.4;45;4;13.88;25;0;38.592000000000006;0;0.99;1;45;3;45;
2009-11-01 12:00:00;N;L;9;50;37;0;270;0;93.2;45;3;13.71;24;0;37.8;0;0.88;1;45;1;45;
2009-11-02 12:00:00;N;L;2;1;37;4;270;0;94.0;270;6;13.96;24;0;39.3;0;0.74;1;270;2;270;
2009-11-03 12:00:00;N;L;2;1;37;4;270;0;94.2;270;6;13.37;24;0;39.6;0;0.62;3;270;3;270;
2009-11-03 14:30:00;A;L;5;8;36;22;270;12.65;94.2;270;6;13.6;2;30;39.36;0;5.94;2;270;2;270;GIBRALTAR
2009-11-04 12:00:00;N;L;0;0;0;0;0;0;0.0;270;5;0.0;0;0;7;0;194.8;0;0;0;0;
2009-11-04 13:00:00;D;L;5;8;36;22;0;12.65;0.0;0;0;;0;0;1.6;0;1542.34;0;0;0;0;GIBRALTAR
2009-11-05 12:00:00;N;L;11;10;36;58;270;0;91.3;315;5;13.33;24;0;32.8;0;4.71;3;315;5;315;
2009-11-06 12:00:00;N;L;18;23;36;29;270;0;93.2;315;5;13.04;24;0;38.1;0;4.68;3;315;5;315;
2009-11-07 12:00:00;N;L;25;39;36;38;270;0;93.2;0;4;13.84;25;0;39.168;0;4.11;2;0;3;0;
2009-11-08 12:00:00;N;L;32;54;36;52;270;0;67.0;135;5;14.0;25;0;39.744;0;3.94;2;135;3;135;
2009-11-09 12:00:00;N;L;39;7;37;40;270;0;93.0;45;5;14.63;24;0;37.5;0;4.09;3;45;4;45;
2009-11-10 12:00:00;N;L;44;22;37;43;270;0;93.2;315;5;13.52;25;0;39.263999999999996;0;3.83;3;45;4;315;
2009-11-11 12:00:00;N;L;53;37;37;40;270;0;93.1;225;4;13.88;24;0;38.7;0;3.76;2;225;3;225;
2009-11-12 12:00:00;N;L;60;15;39;21;270;0;93.2;90;7;13.2;25;0;39.168;0;3.66;4;90;6;90;
2009-11-13 12:00:00;N;L;66;38;40;27;270;0;93.1;90;7;11.88;25;0;39.456;0;3.92;5;90;7;90;
2009-11-14 12:00:00;N;L;72;30;40;55;270;0;86.3;90;7;12.42;24;0;34.8;0;3.78;5;90;7;90;
2009-11-14 14:42:00;A;L;74;43;40;0;270;12.65;86.0;90;5;13.33;2;42;33.77777777777777;0;31.21;4;90;5;90;NEW YORK
2009-11-15 12:00:00;N;L;74;38;40;3;0;0;0.0;315;2;0.0;0;0;14.7;0;1108.8;0;0;0;0;
2009-11-16 12:00:00;N;L;74;39;40;7;0;0;0.0;0;0;0.0;24;0;15.0;0;1093.8;0;0;0;0;
2009-11-20 10:00:00;D;B;74;43;40;0;0;7.2;0.0;0;0;;0;0;0;2;996;0;0;0;0;NEW YORK
2009-11-20 12:00:00;N;B;73;22;40;9;90;0;87.0;270;5;13.88;2;0;34.8;0;34.24;3;270;2;270;
2009-11-21 12:00:00;N;B;65;48;40;33;45;0;87.4;315;5;14.58;24;0;30.100000000000005;0;2.74;3;315;3;315;
2009-11-22 12:00:00;N;B;58;37;42;38;45;0;86.9;0;5;14.39;23;0;30.26086956521739;0;2.78;3;0;2;0;
2009-11-23 12:00:00;N;B;52;15;44;6;45;0;87.0;0;5;12.58;24;0;28.5;0;2.93;3;0;3;0;
2009-11-24 12:00:00;N;B;45;52;45;31;45;0;87.3;315;5;12.87;23;0;31.199999999999996;0;2.86;4;315;3;0;
2009-11-25 12:00:00;N;B;38;5;47;30;67;0;87.3;270;6;13.0;23;0;31.304347826086957;0;2.72;5;270;4;270;
2009-11-26 12:00:00;N;B;30;15;48;58;67;0;87.3;270;6;13.04;24;0;30.0;0;2.49;5;270;4;270;
2009-11-27 12:00:00;N;B;30;15;48;58;67;0;93.6;270;6;14.65;23;0;41.63478260869565;0;2.35;5;270;4;270;
2009-11-28 12:00:00;N;B;14;38;50;33;67;0;94.4;270;6;13.91;23;0;41.84347826086957;0;2.16;5;270;4;270;
2009-11-29 01:12:00;A;B;9;41;51;28;67;7.2;94.4;315;5;14.24;13;12;0.0;2;3.55;4;315;3;315;BANTRY BAY
2009-11-30 23:48:00;D;L;9;41;51;28;0;11.5;0.0;0;0;;0;0;0.5;0;650.7;0;0;0;0;BANTRY BAY
2009-12-01 12:00:00;N;L;7;56;49;15;135;0;91.4;180;7;13.11;12;12;40.32786885245902;0;3.93;6;180;4;180;
2009-12-01 20:00:00;A;L;5;9;50;4;90;11.5;91.4;180;6;13.75;8;0;39.900000000000006;0;5.59;5;180;4;180;FALMOUTH
2009-12-02 04:42:00;D;L;5;9;50;4;0;11.5;0.0;0;0;;0;0;1.6;0;611.2;0;0;0;0;FALMOUTH
