draft,windDir,ws,stwC,swh,dt,lat,lon,currSpeed,currDir,sovg,vslHeading
12.4,128.66809955490857,4.76,14.888481495956771,0.29,2019-11-28 15:00:00,39.2259,-0.03885,0.69,176.19809955490857,14.2,-43.48809955490856
12.4,128.66809955490857,4.76,13.511518504043227,0.29,2019-11-28 16:06:47.885099,39.416995,-0.272829,0.69,356.1980995549086,14.2,136.51190044509144
12.4,179.59238975977328,4.76,13.73050015531083,0.29,2019-11-28 16:09:48.639672,39.417909,-0.257541,0.69,47.122389759773284,14.2,85.58761024022672
12.4,8.71036095245529,4.76,13.816560026942081,0.29,2019-11-28 16:12:13.150150,39.420133,-0.245622,0.69,56.240360952455276,14.2,76.46963904754473
12.4,143.680317932486,6.67,14.201794705106343,0.26,2019-11-28 17:12:09.041061,39.242943,-0.04372,0.03,266.570317932486,14.2,138.42968206751402
12.4,143.75265558421185,6.67,14.20175689561702,0.26,2019-11-28 18:12:08.840147,39.065754,0.158182,0.03,266.64265558421187,14.2,138.35734441578816
12.4,143.80288463628227,6.67,14.20173064021347,0.26,2019-11-28 18:59:17.286998,38.926667,0.316667,0.03,266.69288463628226,14.2,138.30711536371774
12.4,108.21238525978222,5.9,14.213804884721958,0.32,2019-11-28 19:52:52.005238,38.725,0.398333,0.03,242.6023852597822,14.2,162.3976147402178
12.4,55.59629669913406,5.9,14.170454522323473,0.32,2019-11-28 20:21:43.167966,38.631667,0.315,0.03,9.986296699134044,14.2,35.013703300865956
12.4,27.439776589999923,6.1,14.170665381283385,0.23,2019-11-28 21:21:33.735745,38.433184,0.151782,0.03,12.089776589999929,14.2,32.91022341000007
12.4,27.367609455749687,6.1,14.17065749036986,0.23,2019-11-28 22:21:27.098817,38.234702,-0.011435,0.03,12.017609455749692,14.2,32.98239054425031
12.4,53.51581472267708,4.68,14.170649686366973,0.31,2019-11-28 23:21:23.288765,38.036219,-0.174653,0.03,11.945814722677085,14.2,33.054185277322915
12.4,53.44434601667518,4.68,14.17064196357365,0.31,2019-11-29 00:21:22.266541,37.837737,-0.337871,0.03,11.87434601667519,14.2,33.12565398332481
12.4,7.354596441475508,3.69,14.313699886431777,0.35,2019-11-29 01:41:51.152680,37.571667,-0.556667,0.69,99.4845964414755,14.2,33.225403558524505
12.4,171.63357000387566,3.69,14.125044307602035,0.35,2019-11-29 02:41:38.663505,37.416375,-0.779914,0.69,83.76357000387566,14.2,48.94642999612435
12.4,171.57464639509354,3.69,14.12433894315446,0.35,2019-11-29 03:41:30.353133,37.261082,-1.003161,0.69,83.70464639509353,14.2,49.005353604906475
12.4,4.575705248737222,3.33,14.123633448824718,0.34,2019-11-29 04:41:26.190451,37.10579,-1.226408,0.69,83.64570524873724,14.2,49.064294751262764
12.4,4.517293580284843,3.33,14.122934371792933,0.34,2019-11-29 05:41:26.174188,36.950498,-1.449655,0.69,83.58729358028486,14.2,49.12270641971514
12.4,35.15922708808776,0.86,14.2,0.25,2019-11-29 06:41:30.293026,36.795206,-1.672902,0.0,310.8192270880878,14.2,49.180772911912214
12.4,99.58168674400412,0.19,14.2,0.23,2019-11-29 07:41:38.545510,36.639913,-1.896149,0.0,310.7616867440041,14.2,49.23831325599588
12.4,48.60102390029425,2.04,13.800820107308752,0.72,2019-11-29 08:50:06.418950,36.463333,-2.15,0.51,38.49102390029422,14.2,49.308976099705774
12.4,19.237825480233624,2.04,13.696458190465398,0.72,2019-11-29 09:50:01.388116,36.416502,-2.43711,0.51,9.127825480233597,14.2,78.6721745197664
12.4,9.841399518657141,1.31,13.609165481198955,0.76,2019-11-29 10:49:58.433581,36.36967,-2.72422,0.71,326.32139951865713,14.2,78.67860048134284
12.4,9.834514518736228,1.31,13.609212797057397,0.76,2019-11-29 11:49:57.547071,36.322839,-3.01133,0.71,326.31451451873625,14.2,78.68548548126375
12.4,9.82788205387979,1.31,13.60925838548369,0.76,2019-11-29 12:49:58.729301,36.276008,-3.29844,0.71,326.3078820538798,14.2,78.69211794612019
12.4,6.421264839340608,3.09,13.794537934912606,0.86,2019-11-29 13:50:01.978004,36.229177,-3.58555,0.69,54.0112648393406,14.2,78.69873516065941
12.4,6.41489942025612,3.09,13.794475911507277,0.86,2019-11-29 14:50:07.293929,36.182345,-3.87266,0.69,54.00489942025611,14.2,78.7051005797439
12.4,6.4080370090919985,3.09,13.794409051114515,0.86,2019-11-29 15:50:14.680887,36.135514,-4.159771,0.69,53.998037009092,14.2,78.711962990908
12.4,16.681504213671246,3.19,13.79434540756994,0.85,2019-11-29 16:50:24.115428,36.088683,-4.446881,0.69,53.99150421367128,14.2,78.71849578632873
12.4,20.884947657514118,3.72,14.175048656824591,1.01,2019-11-29 17:50:35.607354,36.041852,-4.733991,0.03,326.2749476575141,14.2,78.7250523424859
12.4,20.87864223629569,3.72,14.175050490001377,1.01,2019-11-29 18:50:49.157400,35.99502,-5.021101,0.03,326.2686422362957,14.2,78.73135776370432
12.4,7.621879610066259,8.12,14.272485977251007,1.01,2019-11-29 19:51:04.757309,35.948189,-5.308211,0.47,98.87187961006626,14.2,78.73812038993375
12.4,41.26356133591645,4.83,13.69638179199767,1.27,2019-11-29 20:38:53.522860,35.91105,-5.5359,0.51,9.073561335916438,14.2,78.72643866408356
