draft,windDir,ws,stwC,swh,dt,lat,lon,currSpeed,currDir,sovg,vslHeading
12.97,30.341243261575414,17.51,17.92698337952472,2.95,2019-12-22 16:00:00,35.7719,14.967833,0.47,93.29124326157542,17.9,84.3187567384246
12.97,37.50124326157538,17.96,17.92698337952472,0.58,2019-12-22 17:00:21.059365,35.80109,15.334922,0.47,93.29124326157542,17.9,84.3187567384246
12.97,28.763387479537585,18.41,17.35070386175599,0.94,2019-12-22 18:00:40.797179,35.83028,15.70201,0.71,320.6833874795376,17.9,84.31661252046239
12.97,28.76550500759521,18.41,17.350687236289723,0.94,2019-12-22 19:00:59.232050,35.85947,16.069099,0.71,320.6855050075952,17.9,84.31449499240479
12.97,32.79765506661656,17.78,17.830012124748787,1.14,2019-12-22 20:01:16.343521,35.88866,16.436187,0.51,277.88765506661656,17.9,84.31234493338346
12.97,33.32977842303342,16.32,17.87678818393533,0.79,2019-12-22 21:01:32.150186,35.91785,16.803276,0.03,320.68977842303343,17.9,84.31022157696657
12.97,33.33191951738556,16.32,17.87678747372971,0.79,2019-12-22 22:01:46.641358,35.94704,17.170365,0.03,320.6919195173856,17.9,84.30808048261443
12.97,42.94407836987679,16.11,17.441927642442387,1.14,2019-12-22 23:01:59.806360,35.97623,17.537453,0.69,48.4040783698768,17.9,84.30592163012321
12.97,42.946210500663824,16.11,17.441946845008495,1.14,2019-12-23 00:02:11.663764,36.00542,17.904542,0.69,48.40621050066383,17.9,84.30378949933618
12.97,42.94837523683901,16.11,17.441966341876775,1.14,2019-12-23 01:02:22.193153,36.03461,18.27163,0.69,48.408375236839035,17.9,84.30162476316097
12.97,34.20051323853704,16.55,17.92714118980727,1.72,2019-12-23 02:02:31.413086,36.0638,18.638719,0.47,93.31051323853706,17.9,84.29948676146296
12.97,34.202669026176636,16.55,17.92715884430598,1.72,2019-12-23 03:02:39.312894,36.09299,19.005808,0.47,93.31266902617665,17.9,84.29733097382336
12.97,34.204842620120985,16.55,17.92717664458782,1.72,2019-12-23 04:02:45.881922,36.12218,19.372896,0.47,93.314842620121,17.9,84.29515737987902
12.97,40.02698946039436,16.74,17.92719422573658,4.76,2019-12-23 05:02:51.138707,36.15137,19.739985,0.47,93.31698946039438,17.9,84.29301053960563
12.97,40.029168981126645,16.74,17.927212074476824,4.76,2019-12-23 06:02:55.062869,36.18056,20.107073,0.47,93.31916898112665,17.9,84.29083101887336
12.97,40.031321735359654,16.74,17.927229703979627,4.76,2019-12-23 07:02:57.672933,36.20975,20.474162,0.47,93.32132173535969,17.9,84.28867826464032
12.97,52.3434923239725,17.85,17.87678031979202,4.82,2019-12-23 08:02:58.958250,36.23894,20.841251,0.03,320.7134923239725,17.9,84.28650767602751
12.97,52.345680767503836,17.85,17.876779594247953,4.82,2019-12-23 09:02:58.908185,36.26813,21.208339,0.03,320.71568076750384,17.9,84.28431923249614
12.97,47.79784242524238,15.17,17.876778877617554,4.25,2019-12-23 10:02:57.541240,36.29732,21.575428,0.03,320.7178424252424,17.9,84.2821575747576
12.97,53.05003683915828,18.21,17.876778150161673,3.11,2019-12-23 11:02:54.837074,36.32651,21.942516,0.03,320.7200368391583,17.9,84.2799631608417
12.97,53.05220445439238,18.21,17.87677743162309,3.11,2019-12-23 12:02:50.814176,36.3557,22.309605,0.03,320.7222044543924,17.9,84.27779554560762
12.97,41.49438995289853,16.99,18.36529447226355,3.36,2019-12-23 13:02:45.461919,36.38489,22.676694,0.47,188.11438995289853,17.9,84.27561004710145
12.97,47.48814377818735,16.24,17.876785409313054,3.35,2019-12-23 13:47:10.490197,36.406538,22.948937,0.03,320.69814377818733,17.9,84.30185622181267
12.97,23.540524292805117,16.24,17.88649680162969,3.35,2019-12-23 14:14:25.702208,36.363937,23.108279,0.03,296.7505242928051,17.9,108.2494757071949
12.97,57.07435271635575,16.24,17.873945114781172,3.35,2019-12-23 14:36:52.877176,36.393333,23.241667,0.03,330.2843527163557,17.9,74.71564728364427
12.97,175.5551411755439,1.06,17.9,1.46,2019-12-23 15:36:48.206115,36.656526,23.415763,0.0,331.95514117554393,17.9,28.04485882445608
12.97,127.12268320368474,8.36,17.871311268112056,2.58,2019-12-23 16:14:22.786047,36.821667,23.525,0.03,17.00268320368475,17.9,27.99731679631525
12.97,157.5442082184594,9.38,17.874764357490964,2.25,2019-12-23 17:14:15.466792,37.112946,23.604078,0.03,32.73420821845942,17.9,12.265791781540578
12.97,157.5905152514926,9.38,17.874777476743066,2.25,2019-12-23 18:14:07.695358,37.404225,23.683156,0.03,32.7805152514926,17.9,12.219484748507398
12.97,143.21387675371471,8.19,17.9,0.84,2019-12-23 19:09:46.648585,37.675,23.756667,0.0,347.8238767537147,17.9,12.176123246285263
12.97,23.02615637629569,6.28,17.9,0.76,2019-12-23 19:54:34.405956,37.8612,23.6021,0.0,213.3361563762957,17.9,146.6638436237043
