draft,windDir,ws,stwC,swh,dt,lat,lon,currSpeed,currDir,sovg,vslHeading
11.29,220.22449888560652,4.75,16.088500978328423,1.19,2019-11-30 15:42:00,35.954483,-5.768333,0.51,163.3044988856065,15.6,-75.50449888560652
11.29,7.694498885606521,6.2,14.646541121258789,1.18,2019-11-30 16:42:17.975732,36.019577,-6.08019,0.99,344.3844988856065,15.6,104.49550111439348
11.29,7.6825920559536485,6.2,14.646596521740681,1.18,2019-11-30 17:42:33.156369,36.084672,-6.392046,0.99,344.37259205595365,15.6,104.50740794404636
11.29,173.66116203053122,8.3,15.584782348645742,1.51,2019-11-30 18:42:45.552535,36.149766,-6.703903,0.03,300.4811620305312,15.6,104.51883796946879
11.29,157.2291833985121,9.72,15.111589422447544,1.63,2019-11-30 19:42:55.145155,36.214861,-7.015759,0.51,343.2691833985121,15.6,104.53081660148789
11.29,157.21768210257866,9.72,15.111618903584233,1.63,2019-11-30 20:43:01.944812,36.279955,-7.327616,0.51,343.25768210257866,15.6,104.54231789742133
11.29,179.60567536147846,10.58,15.46302211526997,1.76,2019-11-30 21:43:05.943326,36.34505,-7.639473,0.47,73.05567536147844,15.6,104.55432463852158
11.29,28.654014058915664,9.82,14.991582302461007,2.06,2019-11-30 22:43:07.118742,36.410144,-7.951329,0.69,28.14401405891566,15.6,104.56598594108435
11.29,28.64197886105063,9.82,14.991513950572887,2.06,2019-11-30 23:43:05.495406,36.475239,-8.263186,0.69,28.131978861050598,15.6,104.57802113894941
11.29,42.2102452785482,11.89,15.462744123737213,2.55,2019-12-01 00:43:01.040556,36.540333,-8.575042,0.47,73.02024527854822,15.6,104.5897547214518
11.29,42.224067028192906,11.89,15.462852565717734,2.55,2019-12-01 01:27:10.538119,36.588333,-8.805,0.47,73.03406702819292,15.6,104.57593297180709
11.29,52.57338114230373,13.17,15.451749111142357,3.01,2019-12-01 02:07:45.020746,36.636667,-9.015,0.47,71.61338114230375,15.6,105.99661885769626
11.29,51.4185004535741,13.17,15.442789920732896,3.01,2019-12-01 02:44:20.135115,36.683333,-9.203333,0.47,70.45850045357413,15.6,107.15149954642588
11.29,21.738196080157962,13.17,15.244095479721022,3.01,2019-12-01 03:37:34.691487,36.851667,-9.4,0.47,40.77819608015798,15.6,136.83180391984203
11.29,174.37639485939405,13.17,15.142826523226823,3.01,2019-12-01 04:11:30.818283,36.993333,-9.45,0.47,13.416394859394075,15.6,164.19360514060594
