draft,windDir,ws,stwC,swh,dt,lat,lon,currSpeed,currDir,sovg,vslHeading
12.29,119.14554295476057,5.71,17.0,0.48,2019-12-24 21:18:00,37.576067,24.020333,0.0,309.04554295476055,17,50.954457045239444
12.29,119.14554295476057,5.71,17.0,0.48,2019-12-24 22:18:04.014276,37.754631,24.298113,0.0,309.04554295476055,17,50.954457045239444
12.29,112.12076903737761,11.97,17.281151886057792,0.41,2019-12-24 23:26:29.075495,37.958333,24.615,0.47,126.74076903737762,17,50.86923096262239
12.29,136.5414774482229,11.97,17.41171181126147,0.41,2019-12-25 00:26:32.579257,38.212428,24.775272,0.47,151.16147744822294,17,26.44852255177708
12.29,136.62226172699212,11.97,17.412031039497915,0.41,2019-12-25 01:26:33.706240,38.466522,24.935543,0.47,151.24226172699213,17,26.367738273007898
12.29,153.30349922310347,9.08,16.971585958605562,1.24,2019-12-25 02:26:32.481426,38.720617,25.095815,0.03,18.71349922310352,17,26.28650077689648
12.29,153.3853989478626,9.08,16.971599745916116,1.24,2019-12-25 03:26:28.866750,38.974711,25.256086,0.03,18.795398947862637,17,26.204601052137363
12.29,153.467752532615,9.08,16.971613668142943,1.24,2019-12-25 04:26:22.887461,39.228806,25.416358,0.03,18.87775253261502,17,26.12224746738498
12.29,172.25076803656117,8.09,16.971627761623626,0.91,2019-12-25 05:26:14.505922,39.4829,25.576629,0.03,18.96076803656115,17,26.03923196343885
12.29,179.0542380024159,11.09,16.971641992309554,0.32,2019-12-25 06:26:03.747650,39.736995,25.736901,0.03,19.044238002415895,17,25.955761997584105
12.29,179.09625346614678,11.09,16.971649178245308,0.32,2019-12-25 06:58:55.676612,39.876667,25.825,0.03,19.086253466146747,17,25.913746533853253
12.29,161.59656450478712,10.86,16.97040827812139,0.27,2019-12-25 07:36:36.174029,39.98,26.013333,0.03,350.5365645047871,17,54.4634354952129
12.29,143.16383537517822,10.86,16.973486091461144,0.27,2019-12-25 07:57:01.954372,40.008333,26.133333,0.03,332.1038353751783,17,72.89616462482175
12.29,138.30916121116184,10.86,16.974769067203706,0.27,2019-12-25 08:07:01.297599,40.018333,26.193333,0.03,327.24916121116183,17,77.75083878883815
12.29,135.6041708819045,10.86,16.97556311131518,0.27,2019-12-25 08:15:32.681987,40.025,26.245,0.03,324.5441708819045,17,80.45582911809548
12.29,162.7134122873859,10.86,16.970317757460545,0.27,2019-12-25 08:29:43.837942,40.065,26.315,0.03,351.6534122873859,17,53.346587712614124
12.29,177.13147414888425,10.86,16.970168278202262,0.27,2019-12-25 08:42:41.970665,40.112667,26.365157,0.03,6.071474148884263,17,38.92852585111574
12.29,177.52511424214634,10.86,16.970190782069185,0.27,2019-12-25 08:48:44.496209,40.135,26.388333,0.03,6.465114242146328,17,38.53488575785367
12.29,20.005474022625094,10.86,16.973747579483252,0.27,2019-12-25 08:51:40.649269,40.148333,26.393333,0.03,28.945474022625092,17,16.054525977374908
12.29,42.541001317306666,10.86,17.018683223213273,0.27,2019-12-25 09:01:15.668812,40.193333,26.386667,0.03,231.48100131730666,17,173.51899868269334
12.29,178.578943191309,10.86,16.970257950425626,0.27,2019-12-25 09:02:35.668515,40.198333,26.391667,0.03,7.518943191309013,17,37.48105680869099
12.29,145.66492865459372,10.86,16.972898834388275,0.27,2019-12-25 09:15:13.348799,40.218333,26.465,0.03,334.60492865459366,17,70.39507134540631
12.29,165.72091435281664,10.86,16.970130156387146,0.27,2019-12-25 09:43:59.037313,40.305,26.601667,0.03,354.66091435281663,17,50.339085647183374
12.29,174.31273642143947,10.86,16.970048331146124,0.27,2019-12-25 09:55:19.911549,40.345,26.648333,0.03,3.252736421439451,17,41.74726357856055
12.29,1.6795099148041217,10.86,16.970513820365674,0.27,2019-12-25 10:03:27.145786,40.376667,26.676667,0.03,10.61950991480412,17,34.38049008519588
12.29,176.42988640272108,10.86,16.97013166133969,0.27,2019-12-25 10:08:56.894443,40.396667,26.698333,0.03,5.369886402721107,17,39.63011359727889
12.29,162.85969431649335,10.86,16.970306735901737,0.27,2019-12-25 10:20:43.744576,40.43,26.756667,0.03,351.79969431649334,17,53.20030568350666
12.29,105.17019018077553,6.29,16.972122115786902,0.44,2019-12-25 11:03:31.562767,40.509803,26.999984,0.03,338.3201901807755,17,66.67980981922447
12.29,105.20662545296159,6.29,16.972115073840346,0.44,2019-12-25 12:03:39.633354,40.621952,27.342349,0.03,338.35662545296157,17,66.64337454703843
12.29,105.22580321437158,6.29,16.972111371830486,0.44,2019-12-25 12:56:09.885873,40.72,27.641667,0.03,338.37580321437156,17,66.62419678562844
12.29,90.21060982610351,6.29,16.975927778362426,0.44,2019-12-25 13:20:26.993714,40.736589,27.790926,0.03,323.3606098261035,17,81.63939017389653
12.29,93.71808104594794,6.57,16.978724657564488,0.55,2019-12-25 14:37:18.037247,40.736667,28.268333,0.03,315.16808104594793,17,89.83191895405206
12.29,89.45053537407404,6.56,16.97892962386382,1.22,2019-12-25 16:00:22.259751,40.734284,28.784359,0.47,87.43053537407405,17,90.17946462592596
12.29,89.74209947822914,6.76,17.478525797191807,1.19,2019-12-25 17:00:30.491218,40.74098,29.157841,0.66,136.47209947822915,17,88.52790052177083
12.29,89.7267859633451,6.76,17.478404292729373,1.19,2019-12-25 17:53:04.453732,40.746833,29.484333,0.66,136.4567859633451,17,88.54321403665489
