draft,windDir,ws,stwC,swh,dt,lat,lon,currSpeed,currDir,sovg,vslHeading
13.25,214.19940523951016,10.3,15.7,1.99,2019-12-12 10:03:00,51.33745,2.283017,0.0,118.08940523951017,15.7,-118.08940523951017
13.25,43.619405239510144,12.16,15.7,0.99,2019-12-12 11:03:04.290273,51.213668,1.91547,0.0,298.08940523951014,15.7,61.91059476048983
13.25,43.47509984249879,12.16,15.7,0.99,2019-12-12 12:30:48.695842,51.033333,1.38,0.0,297.94509984249885,15.7,62.05490015750118
13.25,55.55206482299269,12.16,15.7,0.99,2019-12-12 13:30:50.487860,50.864739,1.063562,0.0,310.0220648229927,15.7,49.97793517700728
13.25,65.06981997655697,11.9,15.7,0.96,2019-12-12 14:30:59.839698,50.696145,0.747125,0.0,309.919819976557,15.7,50.080180023443006
13.25,65.04229733305215,11.9,15.7,0.96,2019-12-12 15:05:21.563278,50.6,0.566667,0.0,309.89229733305217,15.7,50.10770266694783
13.25,41.93484491243194,19.56,15.673934611711255,0.68,2019-12-12 16:05:16.412427,50.530347,0.171731,0.03,330.3248449124319,15.7,74.67515508756807
13.25,37.71313912878992,17.52,15.673940240248301,0.74,2019-12-12 17:05:16.178223,50.460694,-0.223205,0.03,330.3031391287899,15.7,74.6968608712101
13.25,35.61151501162476,18.01,15.673945851327334,1.2,2019-12-12 18:05:20.856199,50.391041,-0.618141,0.03,330.2815150116248,15.7,74.71848498837522
13.25,35.589761582118,18.01,15.673951499705153,1.2,2019-12-12 19:05:30.438181,50.321389,-1.013077,0.03,330.259761582118,15.7,74.74023841788198
13.25,28.22851054949774,16.79,15.673957021259097,1.71,2019-12-12 20:05:44.927000,50.251736,-1.408013,0.03,330.23851054949773,15.7,74.76148945050228
13.25,31.177129134532834,16.23,15.673962580305357,1.89,2019-12-12 21:06:04.314532,50.182083,-1.802949,0.03,330.21712913453285,15.7,74.78287086546716
13.25,31.155827863420797,16.23,15.673968122120291,1.89,2019-12-12 22:06:28.596266,50.11243,-2.197885,0.03,330.19582786342085,15.7,74.80417213657918
13.25,1.6745644583803028,11.73,15.20314056681781,1.72,2019-12-12 22:44:32.735420,50.068581,-2.446513,0.51,13.034564458380288,15.7,74.76543554161971
13.25,163.10363836945777,10.25,15.203118641057632,1.9,2019-12-12 23:58:11.461762,49.983333,-2.926667,0.51,13.023638369457757,15.7,74.77636163054224
13.25,178.01784802396716,10.25,15.249437268811805,1.9,2019-12-13 00:58:02.423076,49.851886,-3.275447,0.51,27.937848023967163,15.7,59.862151976032834
13.25,26.29000118892523,20.25,15.249154641577704,3.89,2019-12-13 01:58:00.632800,49.720439,-3.624226,0.51,27.8700011889252,15.7,59.929998811074796
13.25,26.222417284484862,20.25,15.248873738134995,3.89,2019-12-13 02:58:06.097122,49.588992,-3.973006,0.51,27.802417284484832,15.7,59.997582715515165
13.25,27.77538063637786,20.32,15.248595729367056,5.41,2019-12-13 03:58:18.791259,49.457545,-4.321785,0.51,27.735380636377897,15.7,60.0646193636221
13.25,47.38860192829699,18.55,15.248319404682,6.29,2019-12-13 04:58:38.721310,49.326098,-4.670565,0.51,27.668601928297008,15.7,60.13139807170299
13.25,47.33159972183236,18.55,15.248084019726907,6.29,2019-12-13 05:55:44.507320,49.201941,-5,0.51,27.611599721832377,15.7,60.18840027816762
13.25,47.513903390090775,18.55,15.248838395782442,6.29,2019-12-13 06:55:50.799026,49.070495,-5.345245,0.51,27.793903390090776,15.7,60.00609660990922
13.25,25.11126201390033,13.95,15.917758310751953,3.18,2019-12-13 07:32:42.739253,48.99,-5.556667,0.47,117.60126201390034,15.7,60.008737986099675
13.25,24.342930017937647,13.95,15.9121535201948,3.18,2019-12-13 08:14:53.759524,48.9,-5.8,0.47,116.83293001793766,15.7,60.77706998206236
13.25,55.739489374103385,13.95,16.09957698483934,3.18,2019-12-13 09:13:13.851206,48.678333,-5.988333,0.47,148.2294893741034,15.7,29.38051062589662
13.25,55.34638009401107,12.36,15.373456467472904,3.62,2019-12-13 10:13:05.864225,48.473932,-6.203321,0.47,142.6163800940111,15.0,34.99361990598891
13.25,57.51758793797214,15.82,14.97044650310322,5.57,2019-12-13 11:13:02.533176,48.269531,-6.418309,0.03,9.897587937972133,15.0,35.10241206202787
13.25,58.19954882798041,16.36,14.97043683211333,5.63,2019-12-13 12:13:03.850196,48.06513,-6.633296,0.03,9.789548827980383,15.0,35.21045117201962
13.25,58.09188373252226,16.36,14.970427299173345,5.63,2019-12-13 13:13:09.823837,47.860729,-6.848284,0.03,9.681883732522238,15.0,35.31811626747776
13.25,58.48510040013562,12.83,14.970417947450319,5.75,2019-12-13 14:13:20.457547,47.656327,-7.063272,0.03,9.575100400135597,15.0,35.4248995998644
13.25,56.74302144403393,11.22,14.97040910378167,6.34,2019-12-13 15:11:37.553767,47.458603,-7.271237,0.03,9.473021444033947,15.0,35.52697855596605
13.25,70.63816162884407,11.22,13.672460744813975,6.34,2019-12-13 16:11:32.283071,47.246705,-7.394605,0.03,23.368161628844092,13.7,21.631838371155908
13.25,37.989304112248874,11.21,13.67244439384509,5.36,2019-12-13 17:11:28.844581,47.034807,-7.517973,0.03,23.289304112248885,13.7,21.710695887751115
13.25,37.910798126251194,11.21,13.672428167614543,5.36,2019-12-13 18:11:27.238293,46.822909,-7.641341,0.03,23.210798126251206,13.7,21.789201873748794
13.25,37.832644067838686,11.21,13.672412065539305,5.36,2019-12-13 19:11:27.464103,46.611011,-7.764709,0.03,23.132644067838697,13.7,21.867355932161303
13.25,50.88484232420896,10.66,14.128240778606273,6.03,2019-12-13 20:11:29.521806,46.399113,-7.888077,0.47,155.66484232420896,13.7,21.94515767579105
13.25,50.80723172967407,10.66,14.127978041918775,6.03,2019-12-13 21:11:33.415190,46.187215,-8.011446,0.47,155.58723172967407,13.7,22.02276827032594
13.25,50.71211721901696,10.66,14.127654978027106,6.03,2019-12-13 22:24:50.977745,45.928797,-8.161898,0.47,155.49211721901696,13.7,22.117882780983052
13.25,39.52648884416129,14.32,15.466322194222352,5.77,2019-12-13 23:24:41.783230,45.726611,-8.374555,0.47,141.2064888441613,15.1,36.403511155838714
13.25,30.746944794124516,12.9,15.070329287690306,5.67,2019-12-14 00:24:37.071585,45.524425,-8.587213,0.03,8.496944794124516,15.1,36.503055205875484
13.25,25.02825039157142,14.78,15.070321696199333,5.4,2019-12-14 01:24:36.825802,45.322239,-8.79987,0.03,8.398250391571423,15.1,36.60174960842858
13.25,41.94988734995172,14.41,15.070314217813365,4.94,2019-12-14 02:24:41.052583,45.120053,-9.012528,0.03,8.299887349951746,15.1,36.700112650048254
13.25,41.8523711262813,14.41,15.070306890174697,4.94,2019-12-14 03:24:49.734372,44.917867,-9.225185,0.03,8.20237112628132,15.1,36.79762887371868
13.25,41.7510964372575,14.41,15.070299371164381,4.94,2019-12-14 04:27:01.167606,44.709066,-9.444801,0.03,8.101096437257524,15.1,36.898903562742476
13.25,93.1472100740674,10.98,13.175198539157886,5.37,2019-12-14 05:26:57.609543,44.493143,-9.50214,0.03,34.23721007406738,13.2,10.762789925932623
13.25,93.10792083759111,10.98,13.175186970877778,5.37,2019-12-14 06:26:54.384655,44.27722,-9.55948,0.03,34.197920837591056,13.2,10.802079162408944
13.25,93.06915762037261,10.98,13.175175568912518,5.37,2019-12-14 07:26:51.488457,44.061297,-9.616819,0.03,34.15915762037261,13.2,10.84084237962739
13.25,88.61018374100081,9.72,13.17516411643756,5.03,2019-12-14 08:26:48.925260,43.845374,-9.674159,0.03,34.1201837410008,13.2,10.879816258999199
13.25,88.57178856027997,9.72,13.175152845250132,5.03,2019-12-14 09:26:46.706544,43.62945,-9.731498,0.03,34.08178856027999,13.2,10.918211439720011
13.25,96.67779569793203,7.48,13.175145807633571,5.34,2019-12-14 10:04:07.732376,43.494963,-9.767212,0.03,34.05779569793202,13.2,10.942204302067978
13.25,63.466846145269756,8.71,14.054827204118176,5.19,2019-12-14 10:42:36.129037,43.358173,-9.860791,0.51,61.26684614526975,14.3,26.533153854730244
