draft,windDir,ws,stwC,swh,dt,lat,lon,currSpeed,currDir,sovg,vslHeading
12.78,70.6729547231678,4.04,14.929510254110838,0.34,2019-11-23 18:18:00,38.694283,25.969133,0.03,169.6329547231678,14.9,-124.6329547231678
12.78,70.6729547231678,4.04,14.870489745889163,0.34,2019-11-23 19:17:52.553173,38.553012,25.709197,0.03,349.6329547231678,14.9,55.3670452768322
12.78,49.74008799711123,4.68,14.870494739732072,0.45,2019-11-23 20:17:49.834706,38.411741,25.449261,0.03,349.58008799711126,14.9,55.419912002888765
12.78,49.68752513251778,4.68,14.870499729775739,0.45,2019-11-23 21:17:51.832856,38.27047,25.189325,0.03,349.5275251325178,14.9,55.47247486748222
12.78,49.635264698377384,4.68,14.87050471572221,0.45,2019-11-23 22:17:58.535813,38.129199,24.929389,0.03,349.4752646983774,14.9,55.52473530162261
12.78,64.41118306541726,7.26,14.87051182558284,0.41,2019-11-23 23:30:47.067060,37.958333,24.615,0.03,349.4011830654173,14.9,55.59881693458274
12.78,94.43026583671208,7.26,14.871706846648902,0.41,2019-11-23 23:54:24.955757,37.87,24.561667,0.03,19.420265836712076,14.9,25.579734163287924
12.78,31.96753112576087,3.48,14.9,0.32,2019-11-24 01:08:57.438595,37.715,24.225,0.0,300.01753112576085,14.9,59.98246887423913
12.78,86.22136081825958,3.7,14.9,0.37,2019-11-24 01:50:12.464682,37.575,24.101667,0.0,324.95136081825956,14.9,35.04863918174041
12.78,96.28847604429846,11.51,14.871817912619672,0.34,2019-11-24 02:27:27.745150,37.435003,24.019997,0.03,20.048476044298468,14.9,24.951523955701532
12.78,88.38861540153671,11.51,14.870671849289055,0.34,2019-11-24 03:27:20.990076,37.226399,23.851642,0.03,12.148615401536716,14.9,32.851384598463284
12.78,88.31600512359653,11.51,14.870663871887439,0.34,2019-11-24 04:27:17.075130,37.017794,23.683286,0.03,12.07600512359653,14.9,32.92399487640347
12.78,102.61899272960139,13.69,14.870656551308707,0.34,2019-11-24 05:23:40.624628,36.821667,23.525,0.03,12.008992729601374,14.9,32.991007270398626
12.78,110.79833067320419,9.16,14.9,1.06,2019-11-24 06:23:34.126229,36.602584,23.380082,0.0,331.9183306732042,14.9,28.081669326795804
12.78,138.64375122853352,14.81,14.642335562880008,1.63,2019-11-24 07:20:48.367822,36.393333,23.241667,0.51,59.65375122853352,14.9,28.146248771466475
12.78,29.564081837491983,8.2,14.39001156867739,0.66,2019-11-24 07:45:41.440529,36.39,23.114167,0.51,359.614081837492,14.9,88.185918162508
12.78,8.22774173313337,8.2,14.426215680282683,0.66,2019-11-24 08:23:05.625540,36.441667,22.933333,0.51,338.2777417331334,14.9,109.52225826686663
12.78,48.62566991023786,8.2,14.416853367876122,0.66,2019-11-24 09:51:49.942901,36.309853,22.508734,0.51,18.675669910237858,14.9,69.12433008976214
12.78,26.100891489109188,8.64,14.872479667265708,1.17,2019-11-24 09:56:06.941189,36.303333,22.488333,0.03,336.5408914891092,14.9,68.45910851089083
12.78,171.00667228805568,7.92,14.393958525479478,2.95,2019-11-24 10:56:16.026541,36.324422,22.181387,0.51,352.8566722880557,14.9,94.9433277119443
12.78,171.00553741667431,7.92,14.393959781743062,2.95,2019-11-24 11:56:24.145441,36.34551,21.874441,0.51,352.85553741667434,14.9,94.94446258332566
12.78,171.0039430786435,7.92,14.393961546955794,2.95,2019-11-24 12:56:31.299855,36.366599,21.567495,0.51,352.8539430786435,14.9,94.94605692135652
12.78,175.0425764093809,9.75,14.880695291436977,2.25,2019-11-24 13:56:37.488050,36.387688,21.260549,0.03,310.0525764093809,14.9,94.9474235906191
12.78,175.04119292968977,9.75,14.880695845928706,2.25,2019-11-24 14:56:42.697881,36.408777,20.953604,0.03,310.05119292968976,14.9,94.94880707031022
12.78,175.01653791747634,9.75,14.880705729421337,2.25,2019-11-24 16:12:06.382457,36.435246,20.568344,0.03,310.02653791747633,14.9,94.97346208252368
12.78,179.06926390199925,10.03,14.380700627490134,2.12,2019-11-24 17:12:15.320199,36.45571,20.271219,0.03,310.0392639019993,14.4,94.96073609800072
12.78,179.06770945936415,10.03,14.380701250625407,2.12,2019-11-24 18:12:23.330176,36.476175,19.974093,0.03,310.0377094593642,14.4,94.96229054063582
12.78,179.06659570632388,10.03,14.380701697108519,2.12,2019-11-24 19:12:30.385276,36.496639,19.676968,0.03,310.0365957063239,14.4,94.96340429367609
12.78,159.45525970959875,10.42,13.943286173773489,2.14,2019-11-24 20:12:36.498393,36.517103,19.379843,0.71,310.03525970959873,14.4,94.96474029040125
12.78,159.45370122813324,10.42,13.943300960494728,2.14,2019-11-24 21:12:41.682368,36.537568,19.082717,0.71,310.0337012281332,14.4,94.96629877186676
12.78,159.45093498209025,10.42,13.943327207201481,2.14,2019-11-24 22:13:50.859608,36.558401,18.780237,0.71,310.03093498209023,14.4,94.96906501790974
12.78,152.01457559605862,10.16,11.492209627182,1.58,2019-11-24 23:13:59.357243,36.569122,18.531742,0.51,354.6645755960586,12.0,93.13542440394139
12.78,154.63412908066914,8.64,11.954741257555652,1.27,2019-11-25 00:14:07.357630,36.579843,18.283247,0.47,84.47412908066913,12.0,93.13587091933088
12.78,154.6334092354358,8.64,11.954735380075844,1.27,2019-11-25 01:14:14.876055,36.590565,18.034751,0.47,84.47340923543581,12.0,93.1365907645642
12.78,179.9632353380989,5.69,11.954733960218814,1.53,2019-11-25 02:14:21.881521,36.601286,17.786256,0.47,84.47323533809889,12.0,93.13676466190113
12.78,179.96278815235996,5.69,11.95473030898704,1.53,2019-11-25 03:14:28.389360,36.612007,17.537761,0.47,84.47278815235994,12.0,93.13721184764007
12.78,36.072340742921654,7.57,11.979979704251312,1.09,2019-11-25 04:14:34.399447,36.622728,17.289266,0.03,311.8623407429217,12.0,93.13765925707831
