draft,windDir,ws,stwC,swh,dt,lat,lon,currSpeed,currDir,sovg,vslHeading
12.46,158.7701196186086,5.83,20.80681489846382,1.22,2019-11-26 12:00:00,35.802233,14.29545,0.03,103.1301196186086,20.8,-58.13011961860861
12.46,158.7701196186086,5.83,20.79318510153618,1.22,2019-11-26 13:00:17.678822,35.985887,13.930899,0.03,283.1301196186086,20.8,121.8698803813914
12.46,138.71954155336016,5.6,20.793215994710888,1.07,2019-11-26 14:00:29.331450,36.16954,13.566348,0.03,283.0695415533602,20.8,121.93045844663983
12.46,116.80821692217013,4.11,20.793247276338185,0.97,2019-11-26 15:00:34.946051,36.353194,13.201797,0.03,283.0082169221701,20.8,121.99178307782988
12.46,125.62663221495475,3.61,20.378456100021968,0.86,2019-11-26 16:00:34.501613,36.536848,12.837245,0.51,325.74663221495473,20.8,122.05336778504525
12.46,77.31457443478214,5.97,20.793310369720402,0.79,2019-11-26 17:00:27.955934,36.720501,12.472694,0.03,282.88457443478217,20.8,122.11542556521786
12.46,77.2409765548743,5.97,20.793347940707108,0.79,2019-11-26 18:04:51.989852,36.918333,12.08,0.03,282.8109765548743,20.8,122.18902344512571
12.46,71.20421779539302,5.97,20.796461285878404,0.79,2019-11-26 19:04:56.624267,37.132899,11.738993,0.03,276.77421779539304,20.8,128.225782204607
12.46,130.34898162844217,2.91,20.8,0.56,2019-11-26 20:15:23.855856,37.385,11.338333,0.0,231.66898162844217,20.8,128.33101837155783
12.46,137.95634149443177,2.91,20.8,0.56,2019-11-26 20:40:14.695311,37.458333,11.183333,0.0,239.27634149443176,20.8,120.72365850556824
12.46,135.7395460353002,6.14,19.844953570534837,0.85,2019-11-26 21:40:23.234740,37.542626,10.759668,0.99,344.72954603530025,20.8,104.15045396469978
12.46,149.77633528392914,7.53,19.720196675572858,0.74,2019-11-26 22:56:54.290269,37.65,10.22,1.1,10.99633528392917,20.8,104.20366471607083
