draft,windDir,ws,stwC,swh,dt,lat,lon,currSpeed,currDir,sovg,vslHeading
13.25,214.22504514596187,10.3,13.4,1.99,2019-12-12 10:03:00,51.33745,2.283017,0.0,118.11504514596189,13.4,-118.11504514596189
13.25,43.64504514596186,12.16,13.4,0.99,2019-12-12 11:03:03.744064,51.231802,1.969314,0.0,298.11504514596186,13.4,61.884954854038114
13.25,43.59044174546506,12.16,13.4,0.99,2019-12-12 12:03:13.886219,51.126153,1.655612,0.0,298.0604417454651,13.4,61.93955825453493
13.25,43.55369724449071,12.16,13.4,0.99,2019-12-12 12:56:10.950680,51.033333,1.38,0.0,298.02369724449073,13.4,61.976302755509266
13.25,65.19749510203744,11.9,13.4,0.96,2019-12-12 13:56:12.185640,50.889438,1.109919,0.0,310.0474951020375,13.4,49.95250489796254
13.25,65.11033200565731,11.9,13.4,0.96,2019-12-12 14:56:19.882075,50.745542,0.839839,0.0,309.96033200565734,13.4,50.039667994342665
13.25,65.02139779643852,11.9,13.4,0.96,2019-12-12 15:57:15.431591,50.6,0.566667,0.0,309.87139779643854,13.4,50.12860220356146
13.25,37.758790389630036,17.52,13.373928406737999,0.74,2019-12-12 16:57:09.920230,50.540551,0.229588,0.03,330.34879038963004,13.4,74.65120961036999
13.25,37.74023513276674,17.52,13.373933214550465,0.74,2019-12-12 17:57:08.605794,50.481102,-0.107491,0.03,330.3302351327667,13.4,74.66976486723328
13.25,37.7216953951648,17.52,13.373938021072199,0.74,2019-12-12 18:57:11.494961,50.421653,-0.444571,0.03,330.31169539516475,13.4,74.68830460483522
13.25,28.28330296661025,16.79,13.373942792099658,1.71,2019-12-12 19:57:18.564610,50.362204,-0.78165,0.03,330.2933029666102,13.4,74.70669703338976
13.25,28.264925579884874,16.79,13.37394756190705,1.71,2019-12-12 20:57:29.821406,50.302755,-1.118729,0.03,330.2749255798849,13.4,74.72507442011513
13.25,28.246360612025796,16.79,13.373952383122079,1.71,2019-12-12 21:57:45.257761,50.243307,-1.455808,0.03,330.2563606120258,13.4,74.74363938797421
13.25,1.6783473219196026,11.73,12.90314816223159,1.72,2019-12-12 22:58:04.878957,50.183858,-1.792887,0.51,13.038347321919602,13.4,74.7616526780804
13.25,1.6601456733330906,11.73,12.90311163595484,1.72,2019-12-12 23:58:28.677462,50.124409,-2.129966,0.51,13.020145673333104,13.4,74.7798543266669
13.25,1.6504682511942406,11.73,12.903092236143145,1.72,2019-12-13 00:55:15.546232,50.068581,-2.446513,0.51,13.01046825119424,13.4,74.78953174880576
13.25,12.003638369457747,20.04,12.903118641057633,2.3,2019-12-13 02:21:32.710678,49.983333,-2.926667,0.51,13.023638369457757,13.4,74.77636163054224
13.25,26.94238577805058,20.04,12.949539640479184,2.3,2019-12-13 03:21:23.130530,49.871143,-3.224351,0.51,27.962385778050603,13.4,59.837614221949394
13.25,26.324471746390486,20.25,12.949298155419658,3.89,2019-12-13 04:21:19.761773,49.758952,-3.522036,0.51,27.904471746390456,13.4,59.89552825360954
13.25,45.21657819257851,19.7,12.949057215983622,4.8,2019-12-13 05:21:22.563420,49.646762,-3.81972,0.51,27.84657819257849,13.4,59.953421807421506
13.25,45.1592551836745,19.7,12.948819104639059,4.8,2019-12-13 06:21:31.563016,49.534571,-4.117405,0.51,27.789255183674484,13.4,60.01074481632551
13.25,48.07194993221606,17.81,12.948581518456258,6.3,2019-12-13 07:21:46.719406,49.422381,-4.415089,0.51,27.731949932216068,13.4,60.06805006778393
13.25,29.67521126359719,13.31,13.371039204964024,2.8,2019-12-13 08:22:08.060062,49.31019,-4.712774,0.03,344.8752112635972,13.4,60.124788736402806
13.25,29.623529724142372,13.31,13.371046277401172,2.8,2019-12-13 09:20:28.004675,49.201941,-5,0.03,344.82352972414236,13.4,60.17647027585764
13.25,29.817825766933396,13.31,13.371019810913383,2.8,2019-12-13 10:20:33.765590,49.089752,-5.294667,0.03,345.01782576693336,13.4,59.982174233066615
13.25,34.207064867095056,17.39,13.371025335640963,5.46,2019-12-13 11:14:04.889321,48.99,-5.556667,0.03,344.977064867095,13.4,60.02293513290496
13.25,33.45293001793766,17.39,13.371130193474036,5.46,2019-12-13 12:03:30.338445,48.9,-5.8,0.03,344.22293001793764,13.4,60.77706998206236
