stw,draft,foc,ws,wd,swh,lat,lon,dt
15.99,10.25,92.92,3.28,366.47,0.83,50.0638,0.400835,2020-06-26 07:12
15.98,10.25,92.92,3.35,366.27,0.83,50.067033,0.405453,2020-06-26 07:13
16.0,10.25,92.92,3.42,366.55,0.83,50.07035,0.410117,2020-06-26 07:14
15.98,10.25,93.6,3.44,367.12,0.83,50.0736,0.41471499999999994,2020-06-26 07:15
16.01,10.25,93.6,3.44,367.17,0.83,50.076867,0.41928699999999997,2020-06-26 07:16
16.03,10.25,93.6,3.5,367.23,0.82,50.080166999999996,0.4239729999999999,2020-06-26 07:17
16.04,10.25,93.6,3.57,366.69,0.82,50.083433,0.42854,2020-06-26 07:18
16.06,10.25,93.6,3.61,366.75,0.8,50.086683,0.4331100000000001,2020-06-26 07:19
16.07,10.25,93.5,3.65,389.81,0.78,50.08995,0.43775200000000003,2020-06-26 07:20
16.05,10.25,93.5,3.7,412.8,0.75,50.09323300000001,0.44238299999999997,2020-06-26 07:21
16.06,10.25,93.5,3.76,435.41,0.73,50.096567,0.447068,2020-06-26 07:22
16.05,10.25,93.5,3.82,435.2,0.71,50.09985,0.451697,2020-06-26 07:23
16.08,10.25,93.5,3.88,434.73,0.69,50.103133,0.456298,2020-06-26 07:24
16.1,10.25,93.41,3.89,434.54,0.67,50.106433,0.460945,2020-06-26 07:25
16.1,10.25,93.5,3.9,435.26,0.64,50.109716999999996,0.465678,2020-06-26 07:26
16.1,10.25,93.41,3.85,435.59,0.62,50.113,0.470315,2020-06-26 07:27
16.12,10.25,93.5,3.82,436.18,0.6,50.11625,0.47498,2020-06-26 07:28
16.11,10.25,93.41,3.82,436.49,0.58,50.119517,0.4796470000000001,2020-06-26 07:29
16.14,10.25,92.74,3.82,436.23,0.56,50.126117,0.4890930000000001,2020-06-26 07:31
16.12,10.25,92.74,3.85,435.89,0.54,50.1294,0.493745,2020-06-26 07:32
16.12,10.25,92.84,3.87,435.48,0.52,50.1327,0.49854,2020-06-26 07:33
16.15,10.25,92.74,3.91,435.37,0.5,50.135983,0.503267,2020-06-26 07:34
16.15,10.25,92.84,3.98,434.5,0.5,50.13925,0.507937,2020-06-26 07:35
16.15,10.25,92.92,4.03,434.05,0.5,50.142533,0.512608,2020-06-26 07:36
16.16,10.25,92.84,4.06,433.71,0.5,50.1458,0.517305,2020-06-26 07:37
16.15,10.25,92.92,4.05,433.9,0.5,50.14908300000001,0.522107,2020-06-26 07:38
16.16,10.25,92.84,4.03,433.89,0.5,50.152367,0.526805,2020-06-26 07:39
16.15,10.25,92.92,4.02,433.96,0.5,50.155633,0.53152,2020-06-26 07:40
16.12,10.25,93.02,4.04,433.86,0.5,50.158983,0.536325,2020-06-26 07:41
16.14,10.25,93.02,4.12,433.12,0.5,50.162233,0.541065,2020-06-26 07:42
16.15,10.25,93.02,4.2,432.64,0.5,50.165533,0.545737,2020-06-26 07:43
16.17,10.25,93.02,4.26,431.99,0.5,50.168717,0.550578,2020-06-26 07:44
16.19,10.25,93.12,4.31,431.46,0.5,50.17205,0.555238,2020-06-26 07:45
16.18,10.25,93.21,4.35,431.18,0.5,50.17535,0.560055,2020-06-26 07:46
16.21,10.25,93.21,4.39,431.19,0.5,50.17863300000001,0.564775,2020-06-26 07:47
16.2,10.25,93.21,4.4,431.22,0.5,50.181933,0.569507,2020-06-26 07:48
16.19,10.25,93.31,4.37,431.13,0.5,50.185317,0.574298,2020-06-26 07:49
16.2,10.25,93.21,4.32,431.46,0.5,50.188533,0.5790770000000001,2020-06-26 07:50
16.23,10.25,93.12,4.27,431.76,0.5,50.1918,0.583792,2020-06-26 07:51
16.23,10.25,93.21,4.22,431.82,0.5,50.19505,0.588575,2020-06-26 07:52
16.23,10.25,93.12,4.19,431.6,0.5,50.198283,0.593377,2020-06-26 07:53
16.23,10.25,93.12,4.18,431.38,0.5,50.2016,0.598212,2020-06-26 07:54
16.23,10.25,93.12,4.17,431.16,0.5,50.20485,0.602992,2020-06-26 07:55
