stw,draft,foc,ws,wd,swh,lat,lon,dt
13.01,11.15,46.66,9.08,49.63,0.18,40.815933,28.321383,2020-06-15 03:30
13.0,11.15,46.37,8.92,60.95,0.18,40.818417,28.318133000000003,2020-06-15 03:31
12.94,11.15,45.79,8.87,72.23,0.18,40.820933000000004,28.314867,2020-06-15 03:32
12.84,11.15,45.4,8.87,84.52,0.18,40.823433,28.311617,2020-06-15 03:33
12.76,11.15,45.32,8.8,96.84,0.18,40.825967,28.308366999999997,2020-06-15 03:34
12.74,11.15,45.4,8.76,109.53,0.18,40.828533,28.30505,2020-06-15 03:35
12.68,11.15,45.5,8.66,122.42,0.18,40.831083,28.301783,2020-06-15 03:36
12.66,11.15,45.5,8.6,135.16,0.18,40.833583000000004,28.298483,2020-06-15 03:37
12.63,11.15,45.69,8.53,148.03,0.18,40.836117,28.295167,2020-06-15 03:38
12.62,11.15,45.79,8.51,160.76,0.18,40.838667,28.291816999999998,2020-06-15 03:39
12.62,11.15,45.89,8.47,173.52,0.18,40.8412,28.288533,2020-06-15 03:40
12.61,11.15,45.89,8.64,174.99,0.18,40.84375,28.285233,2020-06-15 03:41
12.6,11.15,45.89,8.74,188.39,0.18,40.846267,28.281917,2020-06-15 03:42
12.6,11.15,45.89,8.66,202.04,0.18,40.84885,28.278533000000003,2020-06-15 03:43
12.6,11.15,45.89,8.55,203.8,0.18,40.8514,28.275233,2020-06-15 03:44
12.59,11.15,45.79,8.48,205.48,0.18,40.853733,28.27175,2020-06-15 03:45
12.63,11.15,45.98,8.42,206.68,0.18,40.855483,28.26793300000001,2020-06-15 03:46
12.69,11.15,46.47,8.37,208.01,0.18,40.856417,28.2638,2020-06-15 03:47
12.77,11.15,46.76,8.35,208.39,0.18,40.857067,28.2596,2020-06-15 03:48
12.83,11.15,46.66,8.32,208.98,0.18,40.8579,28.2509,2020-06-15 03:50
12.86,11.15,46.37,8.27,208.85,0.18,40.8581,28.246383,2020-06-15 03:51
12.89,11.15,45.98,8.22,208.73,0.18,40.858267,28.241883,2020-06-15 03:52
12.91,11.15,45.69,8.2,208.49,0.18,40.85843300000001,28.2373,2020-06-15 03:53
12.93,11.15,45.4,8.13,208.32,0.18,40.85863300000001,28.2326,2020-06-15 03:54
12.92,11.15,45.12,8.08,208.11,0.18,40.858816999999995,28.22795,2020-06-15 03:55
12.91,11.15,44.83,8.04,208.05,0.18,40.859017,28.223283000000002,2020-06-15 03:56
12.9,11.15,44.64,8.01,207.65,0.18,40.859117,28.21865,2020-06-15 03:57
12.87,11.15,44.54,7.98,207.1,0.18,40.859233,28.213966999999997,2020-06-15 03:58
12.88,11.15,44.35,7.96,206.61,0.18,40.859383,28.209217,2020-06-15 03:59
12.89,11.15,44.25,7.98,206.51,0.18,40.859533,28.204533,2020-06-15 04:00
12.89,11.15,44.45,7.96,206.07,0.18,40.859833,28.195017,2020-06-15 04:02
12.88,11.15,44.25,7.96,206.2,0.18,40.85993300000001,28.19033300000001,2020-06-15 04:03
12.89,11.15,44.06,7.96,206.25,0.18,40.860067,28.185667,2020-06-15 04:04
12.89,11.15,43.88,7.93,206.31,0.18,40.860233,28.180967,2020-06-15 04:05
12.89,11.15,43.59,7.9,206.41,0.18,40.860367,28.176316999999997,2020-06-15 04:06
12.91,11.15,43.49,7.88,206.68,0.18,40.8605,28.171583000000002,2020-06-15 04:07
12.94,11.15,43.39,7.85,206.99,0.18,40.8606,28.166933,2020-06-15 04:08
12.92,11.15,43.2,7.83,207.01,0.18,40.860717,28.162283000000002,2020-06-15 04:09
12.92,11.15,43.01,7.81,207.26,0.18,40.8608,28.157566999999997,2020-06-15 04:10
12.94,11.15,42.91,7.79,207.57,0.18,40.86085,28.1529,2020-06-15 04:11
12.96,11.15,42.72,7.77,207.83,0.18,40.8609,28.148233,2020-06-15 04:12
12.96,11.15,42.52,7.75,208.22,0.18,40.86095,28.143583000000003,2020-06-15 04:13
12.98,11.15,42.34,7.71,208.76,0.18,40.861,28.138917,2020-06-15 04:14
12.96,11.15,42.15,7.68,209.0,0.18,40.861033,28.134133000000002,2020-06-15 04:15
12.98,11.15,41.95,7.58,208.12,0.18,40.861117,28.129433000000002,2020-06-15 04:16
12.98,11.15,41.47,7.55,208.23,0.18,40.86115,28.120016999999997,2020-06-15 04:18
12.97,11.15,41.37,7.52,207.7,0.18,40.861133,28.115267,2020-06-15 04:19
12.96,11.15,41.18,7.45,207.48,0.17,40.8611,28.1106,2020-06-15 04:20
12.97,11.15,41.18,7.42,207.74,0.17,40.8611,28.10595,2020-06-15 04:21
12.98,11.15,41.28,7.4,207.68,0.17,40.8611,28.10595,2020-06-15 04:22
12.96,11.15,41.28,7.39,207.6,0.17,40.8611,28.1013,2020-06-15 04:23
12.94,11.15,41.37,7.39,207.19,0.17,40.861067,28.096566999999997,2020-06-15 04:24
12.94,11.15,41.37,7.39,206.93,0.17,40.861033,28.091933,2020-06-15 04:25
12.92,11.15,41.37,7.4,206.47,0.17,40.861017,28.0873,2020-06-15 04:26
12.92,11.15,41.37,7.38,206.27,0.17,40.861,28.08268300000001,2020-06-15 04:27
12.91,11.15,41.47,7.33,205.97,0.16,40.861,28.077983000000003,2020-06-15 04:28
12.92,11.15,41.47,7.28,205.99,0.16,40.861017,28.073366999999998,2020-06-15 04:29
12.93,11.15,41.47,7.31,205.47,0.16,40.860983000000004,28.06875,2020-06-15 04:30
12.92,11.15,41.47,7.31,205.28,0.16,40.86095,28.064133,2020-06-15 04:31
12.89,11.15,41.47,7.3,206.25,0.16,40.860966999999995,28.059417,2020-06-15 04:32
12.9,11.15,41.47,7.3,206.26,0.16,40.86095,28.054817,2020-06-15 04:33
12.91,11.15,41.47,7.25,206.88,0.16,40.860917,28.050217,2020-06-15 04:34
12.89,11.15,41.47,7.14,207.58,0.16,40.8609,28.04555,2020-06-15 04:35
12.89,11.15,41.37,7.1,207.84,0.16,40.860917,28.04093300000001,2020-06-15 04:36
12.86,11.15,41.28,7.08,208.49,0.16,40.860917,28.036316999999997,2020-06-15 04:37
12.84,11.15,41.28,7.01,209.31,0.16,40.860933,28.031716999999997,2020-06-15 04:38
12.84,11.15,41.18,6.96,210.71,0.16,40.86095,28.027116999999997,2020-06-15 04:39
12.83,11.15,41.28,6.88,212.19,0.16,40.860933,28.02245,2020-06-15 04:40
12.83,11.15,41.28,6.8,214.04,0.16,40.860917,28.01785,2020-06-15 04:41
12.8,11.15,41.28,6.66,215.26,0.16,40.860867,28.013233000000003,2020-06-15 04:42
12.8,11.15,41.37,6.63,216.69,0.16,40.860833,28.008633000000003,2020-06-15 04:43
12.79,11.15,41.37,6.69,206.21,0.16,40.860833,28.00395,2020-06-15 04:44
12.78,11.15,41.37,6.65,207.45,0.16,40.860817,27.99935,2020-06-15 04:45
12.79,11.15,41.47,6.62,197.1,0.16,40.86078300000001,27.99475,2020-06-15 04:46
12.8,11.15,41.47,6.65,186.49,0.16,40.860766999999996,27.99015,2020-06-15 04:47
12.77,11.15,41.47,6.59,187.89,0.16,40.860733,27.985467,2020-06-15 04:48
12.76,11.15,41.47,6.48,177.24,0.16,40.860667,27.980867,2020-06-15 04:49
12.78,11.15,41.57,6.54,177.73,0.16,40.86065,27.976233,2020-06-15 04:50
12.75,11.15,41.66,6.51,178.48,0.16,40.860617,27.97165,2020-06-15 04:51
12.76,11.15,41.76,6.44,167.33,0.16,40.860583,27.967,2020-06-15 04:52
12.78,11.15,41.76,6.48,167.91,0.16,40.86055,27.962417,2020-06-15 04:53
12.78,11.15,41.86,6.47,156.31,0.16,40.8605,27.957817,2020-06-15 04:54
12.78,11.15,41.86,6.42,156.46,0.16,40.860433,27.9532,2020-06-15 04:55
12.76,11.15,41.86,6.41,156.26,0.16,40.860367,27.94865,2020-06-15 04:56
12.77,11.15,41.86,6.49,156.67,0.16,40.8603,27.94395,2020-06-15 04:57
12.76,11.15,41.76,6.42,156.65,0.16,40.8602,27.93935,2020-06-15 04:58
12.74,11.15,41.76,6.27,168.38,0.16,40.860167,27.93475,2020-06-15 04:59
12.73,11.15,41.66,6.07,157.27,0.16,40.860067,27.930066999999998,2020-06-15 05:00
12.73,11.15,41.66,5.95,168.15,0.16,40.859883,27.920866999999998,2020-06-15 05:02
12.73,11.15,41.66,5.91,179.26,0.16,40.859767,27.916266999999998,2020-06-15 05:03
12.74,11.15,41.66,5.82,178.85,0.16,40.859683000000004,27.911683,2020-06-15 05:04
12.74,11.15,41.66,5.81,189.78,0.16,40.859617,27.907017,2020-06-15 05:05
12.72,11.15,41.76,5.68,189.28,0.16,40.8595,27.90245,2020-06-15 05:06
12.74,11.15,41.66,5.77,177.43,0.16,40.8594,27.897866999999998,2020-06-15 05:07
12.74,11.15,41.66,5.82,188.84,0.16,40.859317,27.893183,2020-06-15 05:08
12.71,11.15,41.66,5.78,188.31,0.16,40.8592,27.8886,2020-06-15 05:09
12.7,11.15,41.66,5.8,199.63,0.16,40.8591,27.884017,2020-06-15 05:10
12.71,11.15,42.62,5.81,199.61,0.16,40.859,27.879417,2020-06-15 05:11
12.73,11.15,42.62,5.84,199.65,0.16,40.858867,27.874816999999997,2020-06-15 05:12
12.74,11.15,42.52,5.95,199.32,0.16,40.858717,27.87015,2020-06-15 05:13
12.74,11.15,42.52,6.02,198.68,0.16,40.8586,27.865583,2020-06-15 05:14
12.72,11.15,42.52,6.11,198.11,0.16,40.858467,27.860983,2020-06-15 05:15
12.72,11.15,42.52,6.21,209.3,0.16,40.85835,27.85633300000001,2020-06-15 05:16
12.71,11.15,42.52,6.16,209.88,0.16,40.858233,27.85173300000001,2020-06-15 05:17
