stw,draft,foc,ws,wd,swh,lat,lon,dt
18.15,10.35,116.64,8.33,318.69,0.41,39.1591,25.765283,2020-06-16 15:12
18.14,10.35,116.35,8.4,318.39,0.41,39.154367,25.767132999999998,2020-06-16 15:13
18.12,10.35,115.96,8.47,329.41,0.41,39.149767,25.7692,2020-06-16 15:14
18.13,10.35,115.78,8.6,328.93,0.41,39.14495,25.771283,2020-06-16 15:15
18.12,10.35,115.59,8.67,328.97,0.41,39.1403,25.77345,2020-06-16 15:16
18.13,10.35,115.2,8.73,328.9,0.41,39.1357,25.775867,2020-06-16 15:17
18.07,10.35,114.24,8.8,329.21,0.41,39.1311,25.77846700000001,2020-06-16 15:18
18.04,10.35,114.52,8.8,330.54,0.41,39.126567,25.78105,2020-06-16 15:19
17.99,10.35,114.52,8.73,331.88,0.41,39.122,25.783667,2020-06-16 15:20
17.97,10.35,114.52,8.67,333.45,0.41,39.117433,25.78625,2020-06-16 15:21
17.93,10.35,114.34,8.6,334.82,0.41,39.1129,25.788883,2020-06-16 15:22
17.92,10.35,114.15,8.6,336.18,0.41,39.108233,25.7915,2020-06-16 15:23
17.86,10.35,113.95,8.53,337.7,0.41,39.103633,25.7941,2020-06-16 15:24
17.82,10.35,114.05,8.53,339.12,0.41,39.099133,25.79666700000001,2020-06-16 15:25
17.8,10.35,114.24,8.6,340.5,0.41,39.094567,25.7993,2020-06-16 15:26
17.8,10.35,114.34,8.67,341.78,0.41,39.090083,25.8019,2020-06-16 15:27
17.81,10.35,114.81,8.6,343.25,0.41,39.085617,25.8046,2020-06-16 15:28
17.83,10.35,115.3,8.53,344.54,0.41,39.08125,25.807482999999998,2020-06-16 15:29
17.86,10.35,115.68,8.47,346.02,0.41,39.076917,25.810382999999998,2020-06-16 15:30
17.88,10.35,116.16,8.4,347.24,0.41,39.072617,25.8136,2020-06-16 15:31
17.9,10.35,116.64,8.4,348.38,0.41,39.06883300000001,25.81735,2020-06-16 15:32
17.96,10.35,117.79,8.33,349.34,0.41,39.06133300000001,25.8326,2020-06-16 15:35
17.99,10.35,117.6,8.33,349.16,0.41,39.05898300000001,25.837982999999998,2020-06-16 15:36
18.05,10.35,117.69,8.33,349.04,0.41,39.056616999999996,25.843467,2020-06-16 15:37
18.07,10.35,117.69,8.33,348.71,0.41,39.054167,25.848967000000002,2020-06-16 15:38
18.12,10.35,117.89,8.33,348.6,0.41,39.051767,25.8546,2020-06-16 15:39
18.15,10.35,118.08,8.27,348.72,0.41,39.049367,25.860117000000002,2020-06-16 15:40
18.19,10.35,118.47,8.27,348.68,0.41,39.046933,25.865633,2020-06-16 15:41
18.21,10.35,118.66,8.2,348.66,0.41,39.044467,25.871233,2020-06-16 15:42
18.23,10.35,118.84,8.13,348.73,0.41,39.04205,25.876767,2020-06-16 15:43
18.24,10.35,119.04,8.07,348.71,0.41,39.039583,25.882282999999997,2020-06-16 15:44
18.24,10.35,118.94,8.0,348.68,0.41,39.03715,25.887883,2020-06-16 15:45
18.25,10.35,118.84,7.93,348.78,0.41,39.03465,25.89355,2020-06-16 15:46
18.25,10.35,118.76,7.87,348.77,0.41,39.032167,25.899167000000002,2020-06-16 15:47
18.28,10.35,118.56,7.8,349.05,0.41,39.029683,25.904767,2020-06-16 15:48
18.25,10.35,118.47,7.67,349.45,0.41,39.0272,25.910383,2020-06-16 15:49
18.24,10.35,118.37,7.6,350.18,0.41,39.024667,25.916083,2020-06-16 15:50
18.24,10.35,118.27,7.53,351.03,0.41,39.022183,25.9217,2020-06-16 15:51
18.26,10.35,118.18,7.47,352.01,0.41,39.019667,25.9273,2020-06-16 15:52
18.27,10.35,118.18,7.4,353.2,0.41,39.017167,25.932917,2020-06-16 15:53
18.29,10.35,117.98,7.33,354.3,0.41,39.0147,25.93855,2020-06-16 15:54
18.28,10.35,117.89,7.27,355.26,0.41,39.012167,25.944283,2020-06-16 15:55
18.3,10.35,117.69,7.2,356.07,0.41,39.0097,25.94991700000001,2020-06-16 15:56
18.34,10.35,117.6,7.13,356.56,0.41,39.0072,25.955533,2020-06-16 15:57
18.34,10.35,117.5,7.32,357.18,0.41,39.004667,25.96125,2020-06-16 15:58
18.38,10.35,117.4,7.5,357.79,0.41,39.002167,25.9669,2020-06-16 15:59
18.4,10.35,117.32,7.73,358.47,0.41,38.999666999999995,25.97255,2020-06-16 16:00
18.41,10.35,117.22,7.96,359.01,0.41,38.99475,25.98385,2020-06-16 16:02
18.43,10.35,117.12,8.2,360.2,0.41,38.992233,25.98961700000001,2020-06-16 16:03
18.45,10.35,117.03,8.41,361.19,0.41,38.9898,25.995333,2020-06-16 16:04
18.48,10.35,117.03,8.64,362.57,0.41,38.987417,26.00105,2020-06-16 16:05
18.54,10.35,116.83,8.64,363.67,0.41,38.98495,26.006732999999997,2020-06-16 16:06
18.59,10.35,116.64,8.64,364.76,0.41,38.9824,26.0125,2020-06-16 16:07
18.58,10.35,116.45,8.64,365.44,0.41,38.9799,26.018133,2020-06-16 16:08
18.58,10.35,116.35,8.9,365.96,0.41,38.97743300000001,26.023782999999998,2020-06-16 16:09
18.58,10.35,116.35,8.9,366.28,0.41,38.974917,26.02945,2020-06-16 16:10
18.6,10.35,116.35,9.15,366.68,0.41,38.972367,26.03521700000001,2020-06-16 16:11
18.59,10.35,116.35,9.15,367.34,0.41,38.969833,26.040882999999997,2020-06-16 16:12
18.6,10.35,116.35,9.37,368.12,0.41,38.9673,26.046517,2020-06-16 16:13
18.6,10.35,116.35,9.12,369.27,0.41,38.964783000000004,26.0521,2020-06-16 16:14
18.6,10.35,116.25,9.03,370.7,0.41,38.9622,26.057833,2020-06-16 16:15
18.6,10.35,116.16,9.06,371.9,0.41,38.959666999999996,26.063417,2020-06-16 16:16
18.58,10.35,116.16,9.06,373.56,0.41,38.957117,26.069032999999997,2020-06-16 16:17
18.57,10.35,116.06,9.03,374.79,0.42,38.954567,26.07465,2020-06-16 16:18
18.56,10.35,115.96,9.09,375.66,0.42,38.952,26.08036700000001,2020-06-16 16:19
18.55,10.35,116.06,9.18,376.32,0.42,38.94945,26.08595,2020-06-16 16:20
18.52,10.35,116.25,9.48,377.13,0.42,38.946999999999996,26.0916,2020-06-16 16:21
18.52,10.35,116.35,9.74,377.11,0.43,38.944666999999995,26.097282999999997,2020-06-16 16:22
18.52,10.35,116.54,10.04,377.62,0.43,38.942283,26.10306700000001,2020-06-16 16:23
18.54,10.35,116.54,10.1,377.95,0.43,38.939917,26.10875,2020-06-16 16:24
18.54,10.35,116.54,10.17,378.22,0.43,38.937567,26.11445,2020-06-16 16:25
18.52,10.35,116.54,9.99,378.29,0.44,38.935233000000004,26.12015,2020-06-16 16:26
18.52,10.35,116.35,10.05,378.59,0.44,38.932817,26.1259,2020-06-16 16:27
18.51,10.35,116.54,9.9,379.55,0.44,38.93045,26.1316,2020-06-16 16:28
18.51,10.35,116.35,9.96,380.5,0.44,38.928233,26.137332999999998,2020-06-16 16:29
18.48,10.35,116.45,9.87,381.48,0.45,38.926066999999996,26.143117,2020-06-16 16:30
18.46,10.35,116.64,9.68,382.53,0.45,38.923833,26.14896700000001,2020-06-16 16:31
18.47,10.35,116.54,9.65,383.63,0.45,38.921766999999996,26.154783,2020-06-16 16:32
