stw,draft,foc,ws,wd,swh,lat,lon,dt
13.69,10.02,51.08,5.97,277.08,0.34,39.45065,25.75755,2020-05-19 17:24
13.68,10.02,51.08,5.95,276.97,0.34,39.44683300000001,25.75706700000001,2020-05-19 17:25
13.66,10.02,50.98,5.92,276.77,0.34,39.443083,25.7566,2020-05-19 17:26
13.64,10.02,51.08,5.89,276.64,0.34,39.43933300000001,25.756183,2020-05-19 17:27
13.65,10.02,50.98,5.87,276.32,0.34,39.435617,25.755782999999997,2020-05-19 17:28
13.66,10.02,51.08,5.83,276.13,0.34,39.431883,25.75535,2020-05-19 17:29
13.64,10.02,51.08,5.81,275.76,0.34,39.428067,25.754867,2020-05-19 17:30
13.66,10.02,51.16,5.76,275.42,0.34,39.424333000000004,25.754417,2020-05-19 17:31
13.64,10.02,51.55,5.77,275.08,0.34,39.420617,25.75396700000001,2020-05-19 17:32
13.66,10.02,51.94,5.75,274.68,0.34,39.4168,25.753567,2020-05-19 17:33
13.71,10.02,52.42,5.74,274.27,0.34,39.413083,25.753167,2020-05-19 17:34
13.75,10.02,52.7,5.71,274.0,0.34,39.409333000000004,25.752767000000002,2020-05-19 17:35
13.79,10.02,53.18,5.68,273.66,0.34,39.405617,25.752383,2020-05-19 17:36
13.85,10.02,53.57,5.66,273.67,0.34,39.401866999999996,25.752,2020-05-19 17:37
13.87,10.02,53.86,5.63,273.14,0.34,39.398083,25.751617,2020-05-19 17:38
13.92,10.02,54.24,5.6,272.73,0.34,39.394333,25.751233,2020-05-19 17:39
13.95,10.02,54.62,5.58,272.31,0.34,39.390567,25.750867,2020-05-19 17:40
13.98,10.02,55.01,5.52,271.65,0.34,39.3868,25.750467,2020-05-19 17:41
14.05,10.02,55.2,5.51,271.21,0.34,39.383067,25.750083,2020-05-19 17:42
14.08,10.02,55.48,5.53,270.66,0.34,39.379333,25.749733,2020-05-19 17:43
14.15,10.02,55.77,5.56,270.0,0.34,39.375633,25.749382999999998,2020-05-19 17:44
14.19,10.02,55.97,5.61,269.39,0.34,39.371883000000004,25.749067,2020-05-19 17:45
14.22,10.02,56.26,5.71,268.73,0.34,39.36425,25.7483,2020-05-19 17:47
14.25,10.02,56.16,5.75,268.07,0.34,39.360433,25.7479,2020-05-19 17:48
14.31,10.02,56.16,5.83,267.47,0.34,39.3566,25.747483,2020-05-19 17:49
14.32,10.02,56.06,5.9,266.81,0.34,39.352667,25.74705,2020-05-19 17:50
14.35,10.02,55.97,5.98,266.0,0.34,39.34878300000001,25.746617,2020-05-19 17:51
14.35,10.02,55.87,6.06,265.33,0.34,39.337016999999996,25.745417,2020-05-19 17:54
14.33,10.02,55.87,6.1,264.3,0.34,39.333133000000004,25.745017,2020-05-19 17:55
