stw,draft,foc,ws,wd,swh,lat,lon,dt
17.64,10.9,125.76,15.48,353.17,2.2,38.731466999999995,-9.833997,2020-06-23 00:27
17.61,10.9,125.57,15.4,377.24,2.2,38.849833000000004,-9.83307,2020-06-23 00:51
17.61,10.9,125.38,15.7,400.8,2.19,38.874666999999995,-9.832608,2020-06-23 00:56
17.59,10.9,125.28,15.59,400.31,2.19,38.8943,-9.832258,2020-06-23 01:00
17.6,10.9,125.28,15.87,400.08,2.19,38.91875,-9.831557,2020-06-23 01:05
17.67,10.9,125.09,15.7,400.2,2.19,38.957167,-9.830633,2020-06-23 01:13
17.66,10.9,124.8,15.54,376.91,2.19,38.985983000000004,-9.830036999999999,2020-06-23 01:19
17.66,10.9,124.6,15.54,376.91,2.19,38.99563300000001,-9.830013000000001,2020-06-23 01:21
17.65,10.9,124.6,15.41,376.79,2.2,39.03425,-9.829563,2020-06-23 01:29
17.65,10.9,124.52,15.41,400.86,2.2,39.08275,-9.829288,2020-06-23 01:39
17.63,10.9,124.52,15.36,400.94,2.21,39.087633000000004,-9.829189999999999,2020-06-23 01:40
17.6,10.9,124.42,15.23,376.85,2.21,39.21535,-9.823193,2020-06-23 02:06
17.53,10.9,124.6,14.9,376.78,2.22,39.269467,-9.818052999999999,2020-06-23 02:17
17.51,10.9,124.6,14.59,352.62,2.22,39.3177,-9.814902,2020-06-23 02:27
17.54,10.9,124.52,14.28,329.25,2.23,39.327233,-9.814282,2020-06-23 02:29
17.51,10.9,124.42,14.41,305.66,2.23,39.346633000000004,-9.812932,2020-06-23 02:33
17.54,10.9,124.52,14.28,282.06,2.24,39.390066999999995,-9.810503,2020-06-23 02:42
17.57,10.9,124.7,13.98,258.5,2.24,39.423367,-9.808114999999999,2020-06-23 02:49
17.59,10.9,124.6,13.91,258.2,2.25,39.4518,-9.806117,2020-06-23 02:55
17.6,10.9,124.52,13.63,234.41,2.25,39.499567,-9.80233,2020-06-23 03:05
17.58,10.9,124.7,13.71,210.74,2.26,39.504366999999995,-9.80221,2020-06-23 03:06
17.6,10.9,125.09,13.71,210.71,2.26,39.509067,-9.802283000000001,2020-06-23 03:07
17.62,10.9,125.28,13.71,234.97,2.26,39.51855,-9.802373,2020-06-23 03:09
17.67,10.9,125.18,13.71,258.69,2.26,39.523416999999995,-9.802475,2020-06-23 03:10
17.71,10.9,125.28,13.64,258.54,2.26,39.528233,-9.802502,2020-06-23 03:11
17.74,10.9,125.28,13.42,258.61,2.26,39.580883,-9.80274,2020-06-23 03:22
17.78,10.9,125.28,13.42,282.18,2.26,39.6049,-9.802783,2020-06-23 03:27
17.82,10.9,125.28,13.42,282.2,2.26,39.60965,-9.802703,2020-06-23 03:29
17.87,10.9,125.28,13.42,306.09,2.26,39.628933,-9.802665,2020-06-23 03:33
17.9,10.9,125.18,13.42,329.73,2.26,39.638633,-9.802512,2020-06-23 03:35
17.96,10.9,125.09,13.4,329.42,2.26,39.68715,-9.802442999999998,2020-06-23 03:45
17.97,10.9,124.99,13.46,353.03,2.26,39.701833,-9.802433,2020-06-23 03:48
17.96,10.9,124.89,13.72,352.92,2.26,39.7067,-9.802385000000001,2020-06-23 03:49
17.98,10.9,124.89,13.72,353.34,2.26,39.711517,-9.802402,2020-06-23 03:50
17.93,10.9,124.99,13.72,376.83,2.25,39.750383,-9.802207000000001,2020-06-23 03:58
17.94,10.9,124.89,13.83,400.5,2.25,39.774833,-9.802292999999999,2020-06-23 04:03
17.95,10.9,124.8,14.08,400.21,2.25,39.799267,-9.801957000000002,2020-06-23 04:08
17.94,10.9,124.8,14.36,376.06,2.25,39.82353300000001,-9.801188,2020-06-23 04:13
17.93,10.9,124.8,14.54,352.52,2.25,39.833267,-9.800733000000001,2020-06-23 04:15
17.93,10.9,124.8,14.61,328.91,2.25,39.86763300000001,-9.799665,2020-06-23 04:22
17.94,10.9,124.8,14.84,329.0,2.25,39.872533000000004,-9.799487,2020-06-23 04:23
17.99,10.9,124.6,14.63,305.77,2.25,39.931283,-9.797502,2020-06-23 04:35
18.0,10.9,124.7,14.63,282.38,2.25,39.941033000000004,-9.797197,2020-06-23 04:37
18.01,10.9,124.7,14.79,259.15,2.25,39.970366999999996,-9.796547,2020-06-23 04:43
18.01,10.9,124.89,14.86,235.52,2.25,39.999883000000004,-9.795898,2020-06-23 04:49
18.04,10.9,124.99,14.85,259.28,2.25,40.004767,-9.795855,2020-06-23 04:50
