'draft', 'windDir', 'ws', 'stwC', 'swh', 'dt', 'lat', 'lon', 'currSpeed', 'currDir','sovg', 'vslHeading'
12.76,59.17,11.18,0,1.04,2019-11-17 01:00:00,32.177483,128.5305,0.51,238.62,0,123.580072655916
12.76,74.16,11.07,18.3659495964008,1.05,2019-11-17 01:59:52,31.991380,128.810819,0.51,238.62,18.1667773884895,123.580072655916
12.76,74.16,11.07,18.3659495964008,1.05,2019-11-17 02:59:48,31.805277,129.091138,0.51,238.62,18.1667773884895,123.580214521775
12.76,74.16,11.07,18.3659495964008,1.05,2019-11-17 03:59:50,31.619173,129.371457,0.51,238.62,18.1667773884895,123.580116603659
12.76,62.2,9.02,18.2636781770951,1.37,2019-11-17 05:28:56,31.343304,129.786986,0.03,290.98,18.1667773884895,114.021346120686
12.76,62.2,9.02,17.5888116468293,1.37,2019-11-17 06:28:52,31.208071,130.090420,0.03,290.98,17.5941822775294,114.021258795278
12.76,62.2,9.02,17.5888116468293,1.37,2019-11-17 07:28:51,31.072839,130.393853,0.03,290.98,17.5941822775294,114.021337372537
12.76,128.62,6.76,16.5111612709342,1.02,2019-11-17 08:45:37,30.9,130.781667,2.2,349.15,17.5941822775294,74.0645163854813
12.76,136.7,6.76,16.2209495728386,1.02,2019-11-17 10:06:36,31.030577,131.238986,2.2,357.23,18.4,65.9825031171795
12.76,161.38,10.24,16.9029887678882,1.38,2019-11-17 11:07:29,31.174046,131.560958,1.56,312.91,18.4,65.9827177482617
12.76,161.38,10.24,17.6034070076091,1.38,2019-11-17 12:08:17,31.317514,131.882931,1.56,312.91,18.4,65.9825031171795
12.76,161.38,10.24,17.6034070076091,1.38,2019-11-17 13:09:02,31.460983,132.204903,1.56,312.91,18.4,65.9827177482617
12.76,164.9,9.18,17.1247964453643,1.33,2019-11-17 14:09:42,31.604451,132.526876,1.78,350.16,18.4,65.9825031171795
12.76,164.9,9.18,16.6461858831196,1.33,2019-11-17 15:10:17,31.747920,132.848848,1.78,350.16,18.4,65.9827177482617
12.76,164.9,9.18,16.6461858831196,1.33,2019-11-17 16:10:48,31.891388,133.170821,1.78,350.16,18.4,65.9825031171795
12.76,212.67,7.71,16.6461858831196,1.19,2019-11-17 17:11:15,32.034857,133.492793,1.78,350.16,18.4,65.9827177482617
12.76,191,9.37,16.7462173220923,1.23,2019-11-17 18:11:37,32.178325,133.814766,1.56,5.13,18.4,65.9825031171795
12.76,191,9.37,16.8462487610649,1.23,2019-11-17 19:11:55,32.321794,134.136738,1.56,5.13,18.4,65.982569275664
12.76,257.07,8.02,16.9433208922264,1.08,2019-11-17 20:12:08,32.465263,134.458711,1.48,23.27,18.4,65.9826515900856
12.76,208.42,10.78,17.7061909297394,1.11,2019-11-17 21:12:17,32.608731,134.780683,0.03,339.02,18.4,65.982569275664
12.76,208.42,10.78,18.3719888360911,1.11,2019-11-17 22:12:21,32.752200,135.102656,0.03,339.02,18.4,65.9826515900856
12.76,293.43,3.28,18.3719888360911,1.15,2019-11-17 23:12:21,32.895668,135.424628,0.03,339.02,18.4,65.982569275664
12.76,258.1,9.94,18.6941172210437,1.04,2019-11-18 00:12:16,33.039137,135.746601,0.66,159.02,18.4,65.9826515900856
12.76,258.1,9.94,19.0162456059963,1.04,2019-11-18 01:12:06,33.182605,136.068573,0.66,159.02,18.4,65.982569275664
12.76,260.51,12.68,19.0162456059963,1.55,2019-11-18 02:11:52,33.326074,136.390546,0.66,159.02,18.4,65.9825031171795
12.76,243.12,5.22,18.9185968266311,1.07,2019-11-18 03:11:34,33.469543,136.712518,0.47,206.41,18.4,65.9827177482617
12.76,276.84,12.62,19.1401248193334,1.59,2019-11-18 04:11:10,33.613011,137.034491,1.06,177.92,18.4,65.9825031171795
12.76,267.5,17.21,19.459301591401,2.15,2019-11-18 05:10:42,33.756480,137.356463,1.06,177.92,18.4,65.9827177482617
12.76,245.87,16.02,18.9353139887635,2.82,2019-11-18 06:10:10,33.899948,137.678436,1.1,268.82,18.4,65.9825031171795
12.76,245.87,16.02,18.411326386126,2.82,2019-11-18 07:09:32,34.043417,138.000408,1.1,268.82,18.4,65.9827177482617
12.76,243.92,16.02,18.411326386126,2.18,2019-11-18 08:08:50,34.186885,138.322381,1.1,268.82,18.4,65.9825031171795
12.76,227.34,15.25,18.3493312669748,2.47,2019-11-18 09:08:04,34.330354,138.644353,0.51,296.22,18.4,65.9826319368302
12.76,227.34,15.25,18.2873361478235,2.47,2019-11-18 10:15:38,34.494265,139.012203,0.51,296.22,18.4,65.9825971973814
12.76,224.18,16.72,17.5304134891647,1.91,2019-11-18 11:15:56,34.633883,139.325534,0.69,251.31,17.5314681928123,65.9825971973814
12.76,209.12,3.31,17.1585158327164,2.55,2019-11-18 12:16:11,34.773501,139.638865,0.97,332,17.5314681928123,65.9825292142307
12.76,209.12,3.31,16.6750090277392,2.55,2019-11-18 13:16:20,34.913119,139.952195,0.97,332,17.5314681928123,65.9825971973814
12.76,344.05,7.73,16.6750090277392,2.27,2019-11-18 14:16:25,35.052737,140.265526,0.97,332,17.5314681928123,65.9825971973814
12.76,261.12,1.32,16.9980928076885,1.47,2019-11-18 15:16:25,35.192355,140.578857,0.99,295.14,17.5314681928123,65.9825971973814
12.76,261.12,1.32,17.3211765876378,1.47,2019-11-18 16:16:20,35.331973,140.892188,0.99,295.14,17.5314681928123,65.9825292142307
12.76,353.6,13.89,17.3699904641368,1.56,2019-11-18 17:16:11,35.471591,141.205518,0.51,296.22,17.5314681928123,65.9825971973814
12.76,294.58,13.11,17.0768397705286,2.86,2019-11-18 18:15:56,35.611209,141.518849,1.56,312.91,17.5314681928123,65.9826737839655
12.76,294.11,13.11,16.7384033056705,2.86,2019-11-18 19:09:27,35.736384,141.799768,1.56,312.44,17.5314681928123,66.4534324962562
12.76,278.95,12.83,17.2907916757375,2.4,2019-11-18 20:09:40,35.879951,142.129217,2.03,307.99,18.1541276600157,66.4534324962562
12.76,278.95,12.83,17.2169924733518,2.4,2019-11-18 21:09:48,36.023518,142.458666,2.03,307.99,18.1541276600157,66.4533688034691
12.76,273.84,15.4,17.3640942460711,2.97,2019-11-18 22:09:50,36.167085,142.788114,1.11,320.56,18.1541276600157,66.4534324962562
12.76,258.69,13.42,17.7632155936787,2.71,2019-11-18 23:09:48,36.310652,143.117563,0.69,66.26,18.1541276600157,66.4534324962562
12.76,258.69,13.42,18.015235168567,2.71,2019-11-19 00:09:40,36.454219,143.447012,0.69,66.26,18.1541276600157,66.4533801640845
12.76,227.81,12.66,16.613148032783,2.62,2019-11-19 01:11:24,36.602454,143.787172,2.98,9.03,18.1541276600157,71.1991699540177
12.76,236.42,15.37,14.1611374329166,2.27,2019-11-19 02:11:38,36.714633,144.116680,3.1,0.14,17.1826661872886,71.1993257768117
12.76,236.42,15.37,14.0826754415612,2.27,2019-11-19 03:11:47,36.826811,144.446188,3.1,0.14,17.1826661872886,71.1991699540177
12.76,229.41,14.4,14.1611374329166,2.65,2019-11-19 04:11:52,36.938990,144.775696,2.98,9.03,17.1826661872886,71.1991699540177
12.76,232.65,16.24,14.4708260483327,2.48,2019-11-19 05:11:53,37.051169,145.105204,2.5,7.14,17.1826661872886,71.1991699540177
12.76,232.65,16.24,14.7020526723935,2.48,2019-11-19 06:11:48,37.163348,145.434712,2.5,7.14,17.1826661872886,71.1993257768117
12.76,240.39,15.58,15.4200788153555,2.93,2019-11-19 07:11:40,37.275526,145.764220,2.43,55.03,17.1826661872886,71.199137031029
12.76,239.23,17.13,16.1085278231982,2.22,2019-11-19 08:16:43,37.397621,146.122854,2.84,58.79,17.1826661872886,61.6361341321966
12.76,233.71,18.35,13.5000761977424,2.99,2019-11-19 09:16:59,37.530679,146.369311,0.51,300.56,14.1491731701091,61.6361341321966
12.76,230.66,18.42,13.9546947245855,3.23,2019-11-19 10:17:10,37.663737,146.615768,0.51,300.56,14.1491731701091,61.6362169580673
12.76,243.97,16.86,14.0375621039547,2.31,2019-11-19 11:17:17,37.796794,146.862224,0.03,343.36,14.1491731701091,61.6361341321966
12.76,243.97,16.86,14.1204294833239,2.31,2019-11-19 12:17:19,37.929852,147.108681,0.03,343.36,14.1491731701091,61.6361341321966
12.76,243.97,16.86,14.1204294833239,2.31,2019-11-19 13:17:17,38.062910,147.355138,0.03,343.36,14.1491731701091,61.6361341321966
12.76,249.95,14.17,14.177554510611,1.75,2019-11-19 14:17:11,38.195968,147.601595,0.69,255.65,14.1491731701091,61.6362169580673
12.76,249.95,14.17,14.2346795378981,1.75,2019-11-19 15:17:00,38.329025,147.848051,0.69,255.65,14.1491731701091,61.6361110368126
12.76,232.85,14.17,14.3269302783387,1.75,2019-11-19 16:16:18,38.4611,148.092687,0.69,238.55,14.1491731701091,78.7415239155578
12.76,222.96,14.1,17.793596270549,2.27,2019-11-19 17:16:26,38.535752,148.467698,0.99,10.14,18.1458606991569,78.7414946605991
12.76,224.3,14.5,16.931007262212,1.93,2019-11-19 18:16:31,38.610404,148.842708,1.48,10.51,18.1458606991569,78.7415239155578
12.76,224.3,14.5,16.6906905311533,1.93,2019-11-19 19:16:33,38.685056,149.217719,1.48,10.51,18.1458606991569,78.7414946605991
12.76,221.74,15,16.9807267971307,4.36,2019-11-19 20:16:31,38.759708,149.592729,2.06,55.5,18.1458606991569,78.7413769550265
12.76,221.74,15,17.2707630631081,4.36,2019-11-19 21:16:26,38.834361,149.967740,2.06,55.5,18.1458606991569,78.7415696425678
12.76,219.91,15,17.2506557812996,4.36,2019-11-19 22:08:04,38.898766,150.291277,2.06,53.67,18.1458606991569,80.5677669293989
12.76,219.91,13.45,17.7951466663614,4.85,2019-11-19 23:08:16,38.962484,150.674827,0.03,324.43,18.2619535774894,80.5676215586125
