'draft', 'windDir', 'ws', 'stwC', 'swh', 'dt', 'lat', 'lon', 'currSpeed', 'currDir','sovg', 'vslHeading'
12.76,59.17,11.18,0,1.04,2019-11-17 01:00:00,32.177483,128.5305,0.51,238.62,0,123.580072655916
12.76,74.16,11.07,18.3659495964008,1.05,2019-11-17 01:59:52,31.991380,128.810819,0.51,238.62,18.1667773884895,123.580072655916
12.76,74.16,11.07,18.3659495964008,1.05,2019-11-17 02:59:48,31.805277,129.091138,0.51,238.62,18.1667773884895,123.580214521775
12.76,74.16,11.07,18.3659495964008,1.05,2019-11-17 03:59:50,31.619173,129.371457,0.51,238.62,18.1667773884895,123.580116603659
12.76,62.2,9.02,18.2636781770951,1.37,2019-11-17 05:28:56,31.343304,129.786986,0.03,290.98,18.1667773884895,114.021346120686
12.76,62.2,9.02,17.5888116468293,1.37,2019-11-17 06:28:52,31.208071,130.090420,0.03,290.98,17.5941822775294,114.021258795278
12.76,62.2,9.02,17.5888116468293,1.37,2019-11-17 07:28:51,31.072839,130.393853,0.03,290.98,17.5941822775294,114.021337372537
12.76,128.62,6.76,16.5111612709342,1.02,2019-11-17 08:45:37,30.9,130.781667,2.2,349.15,17.5941822775294,74.0645163854813
12.76,139.52,6.76,16.2196647276038,1.02,2019-11-17 10:06:36,31.030577,131.238986,2.2,0.05,18.4,63.1572824966201
12.76,164.2,10.24,16.8811062987416,1.38,2019-11-17 11:07:54,31.189795,131.553601,1.56,315.73,18.4,63.1573558681189
12.76,164.2,10.24,17.5622117597854,1.38,2019-11-17 12:09:07,31.349013,131.868217,1.56,315.73,18.4,63.1572824966201
12.76,157.27,12.45,17.2049642274281,1.39,2019-11-17 13:10:16,31.508231,132.182832,1.78,330.7,18.4,63.1573558681189
12.76,178.49,7.08,16.8477166950708,1.34,2019-11-17 14:11:20,31.667449,132.497448,1.78,330.7,18.4,63.1571375142504
12.76,167.72,9.18,16.7405301873707,1.33,2019-11-17 15:12:20,31.826668,132.812063,1.78,352.98,18.4,63.1573558681189
12.76,167.72,9.18,16.6333436796707,1.33,2019-11-17 16:13:14,31.985886,133.126679,1.78,352.98,18.4,63.1572824966201
12.76,215.49,7.71,16.6333436796707,1.19,2019-11-17 17:14:05,32.145104,133.441294,1.78,352.98,18.4,63.1573558681189
12.76,193.82,9.37,16.7441683082156,1.23,2019-11-17 18:14:50,32.304322,133.755910,1.56,7.95,18.4,63.1572824966201
12.76,193.82,9.37,16.8549929367606,1.23,2019-11-17 19:15:31,32.463540,134.070525,1.56,7.95,18.4,63.1573558681189
12.76,223.34,9.39,17.8325730993825,1.26,2019-11-17 20:16:07,32.622758,134.385141,0.47,209.23,18.4,63.1572824966201
12.76,211.24,10.78,18.5908237829385,1.11,2019-11-17 21:16:38,32.781976,134.699756,0.03,341.84,18.4,63.1572824966201
12.76,211.24,10.78,18.3714943038726,1.11,2019-11-17 22:17:04,32.941194,135.014371,0.03,341.84,18.4,63.1572108860221
12.76,296.25,3.28,18.3714943038726,1.15,2019-11-17 23:17:26,33.100413,135.328987,0.03,341.84,18.4,63.1572824966201
12.76,260.92,9.94,18.6993098093374,1.04,2019-11-18 00:17:43,33.259631,135.643602,0.66,161.84,18.4,63.1573558681189
12.76,260.92,9.94,19.0271253148022,1.04,2019-11-18 01:17:55,33.418849,135.958218,0.66,161.84,18.4,63.1572824966201
12.76,263.33,12.68,19.0271253148022,1.55,2019-11-18 02:18:02,33.578067,136.272833,0.66,161.84,18.4,63.1573558681189
12.76,279.66,12.62,19.2435184537633,1.59,2019-11-18 03:18:04,33.737285,136.587449,1.06,180.74,18.4,63.1572824966201
12.76,279.66,12.62,19.4599115927244,1.59,2019-11-18 04:18:01,33.896503,136.902064,1.06,180.74,18.4,63.1573558681189
12.76,270.32,17.21,19.4599115927244,2.15,2019-11-18 05:17:54,34.055721,137.216680,1.06,180.74,18.4,63.1572824966201
12.76,248.69,16.02,18.9220854362348,2.82,2019-11-18 06:17:41,34.214939,137.531295,1.1,271.64,18.4,63.1572108860221
12.76,248.69,16.02,18.3842592797452,2.82,2019-11-18 07:17:24,34.374158,137.845911,1.1,271.64,18.4,63.1572824966201
12.76,246.74,16.02,18.3842592797452,2.18,2019-11-18 08:17:01,34.533376,138.160526,1.1,271.64,18.4,63.1573558681189
12.76,246.74,16.02,18.3842592797452,2.18,2019-11-18 09:16:34,34.692594,138.475142,1.1,271.64,18.4,63.1572824966201
12.76,230.16,15.25,18.3302385768937,2.47,2019-11-18 10:16:01,34.851812,138.789757,0.51,299.04,18.4,63.1572824966201
12.76,211.94,3.31,17.8991957601822,2.55,2019-11-18 11:15:24,35.011030,139.104372,0.97,334.82,18.4,63.1573558681189
12.76,211.94,3.31,17.5221736463222,2.55,2019-11-18 12:14:41,35.170248,139.418988,0.97,334.82,18.4,63.1572824966201
12.76,211.94,3.31,17.5221736463222,2.55,2019-11-18 13:13:54,35.329466,139.733603,0.97,334.82,18.4,63.1573558681189
12.76,346.87,7.73,17.5221736463222,2.27,2019-11-18 14:13:01,35.488684,140.048219,0.97,334.82,18.4,63.1572824966201
12.76,333.41,12.65,17.7293057796482,2.41,2019-11-18 15:12:04,35.647902,140.362834,0.51,24.64,18.4,63.1572108860221
12.76,333.41,12.65,17.9364379129743,2.41,2019-11-18 16:11:01,35.807121,140.677450,0.51,24.64,18.4,63.1572824966201
12.76,294.76,6.95,18.2168520882635,2.03,2019-11-18 17:09:53,35.966339,140.992065,0.47,114.45,18.4,63.1573558681189
12.76,294.76,6.95,18.4972662635527,2.03,2019-11-18 18:08:40,36.125557,141.306681,0.47,114.45,18.4,63.1572983840702
12.76,287.89,6.95,18.4841224964343,2.03,2019-11-18 18:44:16,36.22211,141.49747,0.47,107.58,18.4,70.0339120901731
12.76,275.37,12.83,18.0052986126408,2.4,2019-11-18 19:44:29,36.348416,141.845133,2.03,304.41,18.4,70.0337665032609
12.76,275.37,12.83,17.5396184959658,2.4,2019-11-18 20:44:37,36.474723,142.192796,2.03,304.41,18.4,70.0339120901731
12.76,253.64,13.24,16.5033577921087,2.6,2019-11-18 21:44:40,36.601029,142.540459,2.98,10.2,18.4,70.0337665032609
12.76,230.07,14.47,16.6907147665297,2.18,2019-11-18 22:44:38,36.727336,142.888122,0.51,17.77,18.4,70.0339120901731
12.76,230.07,14.47,17.9143324448077,2.18,2019-11-18 23:44:31,36.853642,143.235785,0.51,17.77,18.4,70.0338846361405
12.76,223.05,12.66,16.6713020815585,2.62,2019-11-19 00:51:35,36.995302,143.62571,2.98,4.27,18.4,75.9582993481911
12.76,231.66,15.37,15.4110739044675,2.27,2019-11-19 01:51:45,37.087359,143.993789,3.1,355.38,18.4419018209999,75.9582993481911
12.76,231.66,15.37,15.3519742696259,2.27,2019-11-19 02:51:51,37.179416,144.361868,3.1,355.38,18.4419018209999,75.9583359874461
12.76,224.65,14.4,15.4110739044675,2.65,2019-11-19 03:51:53,37.271473,144.729948,2.98,4.27,18.4419018209999,75.9582993481911
12.76,227.89,16.24,15.707115946918,2.48,2019-11-19 04:51:51,37.363530,145.098027,2.5,2.38,18.4419018209999,75.9582993481911
12.76,227.89,16.24,15.9440583545269,2.48,2019-11-19 05:51:45,37.455587,145.466106,2.5,2.38,18.4419018209999,75.9582993481911
12.76,227.38,17.82,17.2596599629901,3.34,2019-11-19 06:51:35,37.547644,145.834185,0.69,247.26,18.4419018209999,70.0339243406698
12.76,225.32,18.35,18.5189141346781,2.99,2019-11-19 07:51:48,37.676509,146.188892,0.51,292.17,18.50034714312,70.033729803052
12.76,222.27,18.42,18.4041213757827,3.23,2019-11-19 08:51:56,37.805375,146.543598,0.51,292.17,18.50034714312,70.0339243406698
12.76,222.27,18.42,18.4041213757827,3.23,2019-11-19 09:51:59,37.934240,146.898305,0.51,292.17,18.50034714312,70.0339243406698
12.76,235.58,16.86,18.4386429637452,2.31,2019-11-19 10:51:56,38.063105,147.253012,0.03,334.97,18.50034714312,70.033729803052
12.76,231.25,17.65,18.5534357226407,2.47,2019-11-19 11:51:49,38.191971,147.607718,0.69,247.26,18.50034714312,70.0339243406698
12.76,225.32,17.65,18.6497863357706,2.47,2019-11-19 12:51:36,38.320836,147.962425,0.69,241.33,18.50034714312,75.9582993481911
12.76,235.63,14.17,18.3067939261441,1.75,2019-11-19 13:51:46,38.412893,148.330504,0.69,241.33,18.1412752912964,75.9582993481911
12.76,230.52,15,17.5038525419062,1.83,2019-11-19 14:51:53,38.504950,148.698583,1.48,13.29,18.1412752912964,75.9582993481911
12.76,230.52,15,16.7009111576684,1.83,2019-11-19 15:51:55,38.597007,149.066662,1.48,13.29,18.1412752912964,75.9584458463763
12.76,227.08,14.5,16.7009111576684,1.93,2019-11-19 16:51:53,38.689063,149.434741,1.48,13.29,18.1412752912964,75.9582993481911
12.76,227.79,14.49,17.0149369746818,1.93,2019-11-19 17:51:47,38.781120,149.802820,2.06,58.28,18.1412752912964,75.9582993481911
12.76,229.58,14.49,17.4781641290947,1.93,2019-11-19 18:51:36,38.873177,150.170899,2.06,60.07,18.1412752912964,74.1716085050929
12.76,224.11,14.82,18.0275219277934,3.66,2019-11-19 19:51:54,38.978157,150.541190,0.51,288.03,18.323939993007,74.1716085050929
12.76,224.11,14.82,18.2450136873819,3.66,2019-11-19 20:52:08,39.083137,150.911481,0.51,288.03,18.323939993007,74.1714652849153
12.76,224.11,14.82,18.2450136873819,3.66,2019-11-19 21:52:16,39.188118,151.281772,0.51,288.03,18.323939993007,74.1716085050929
12.76,224.42,15.32,18.1494343917727,3.76,2019-11-19 22:52:20,39.293098,151.652063,0.69,58.54,18.323939993007,74.1716085050929
12.76,224.42,15.32,18.0538550961634,3.76,2019-11-19 23:52:19,39.398078,152.022354,0.69,58.54,18.323939993007,74.171649108908
