'draft','windDir','ws','stwC','swh','dt',lat,lon,'currSpeed','currDir','sovg','vslHeading'
10.25,3.12,6.58,0,2.28,2019-11-09 20:00:00,22.341267,115.899667,0.03,342.06,0,62.9356632551064
10.25,3.12,6.58,12.671458612102,2.28,2019-11-09 21:00:03,22.443589,116.099929,0.03,342.06,12.7,62.9360060503414
10.25,3.12,6.58,12.671458612102,2.28,2019-11-09 22:00:05,22.545910,116.300192,0.03,342.06,12.7,62.9356632551064
10.25,0.31,2.91,12.9996845729292,1.6,2019-11-09 23:00:04,22.648232,116.500454,0.66,162.06,12.7,62.9356632551064
10.25,0.31,2.91,13.3279105337565,1.6,2019-11-10 00:00:02,22.750554,116.700716,0.66,162.06,12.7,62.9359220587067
10.25,355.17,2.91,13.3175415364922,1.6,2019-11-10 00:30:55,22.803283,116.803917,0.66,156.92,12.7,68.0780554835832
10.25,355.17,2.91,13.3071725392279,1.6,2019-11-10 01:30:55,22.887878,117.014121,0.66,156.92,12.7,68.0780434153639
10.25,329.51,4.11,13.3106662662519,1.51,2019-11-10 02:11:25,22.944983,117.156017,0.66,158.52,12.7,66.4779306191261
10.25,16.23,4.11,13.3055747586875,1.51,2019-11-10 03:04:45,23.025283,117.3405,0.66,205.24,12.7,19.756298091237
10.25,18.58,4.11,13.2909686226775,1.51,2019-11-10 03:51:30,23.181667,117.396667,0.66,207.59,12.7,17.4091813586889
10.25,332.47,5.24,13.2182000052587,1.44,2019-11-10 04:49:36,23.378333,117.458333,0.47,196.15,12.7,76.2353203696556
10.25,325.62,7.08,12.8130012629561,1.24,2019-11-10 05:04:42,23.391933,117.51385,0.03,328.03,12.6,76.9692658313698
10.25,325.62,7.08,12.5745502366508,1.24,2019-11-10 06:04:43,23.443220,117.735456,0.03,328.03,12.6,76.9692698437041
10.25,351.08,7.08,12.5723718370826,1.24,2019-11-10 07:05:29,23.495183,117.959983,0.03,353.49,12.6,51.5100936244762
10.25,356.09,7,12.5701934375143,0.85,2019-11-10 08:05:32,23.632688,118.132913,0.03,353.49,12.6,51.5100936244762
10.25,356.09,7,12.5701934375143,0.85,2019-11-10 09:05:33,23.770193,118.305843,0.03,353.49,12.6,51.5101370811951
10.25,346.3,9.32,12.5701904920218,0.97,2019-11-10 10:34:58,23.975267,118.56375,0.03,353.59,12.6,51.4057357781784
10.25,346.3,9.32,12.5701875465292,0.97,2019-11-10 11:35:00,24.113314,118.736714,0.03,353.59,12.6,51.4057385624996
