'draft', 'windDir', 'ws', 'stwC', 'swh', 'dt', 'lat', 'lon', 'currSpeed', 'currDir','sovg', 'vslHeading'
11.57,5.18,9.63,0,1.91,2019-12-26 17:49:00,25.760633,-80.125667,2.03,290.31,0,84.1308067859492
11.57,5.18,9.63,17.3476941711306,1.91,2019-12-26 18:49:03,25.794072,-79.800374,2.03,290.31,17.7,84.1307888690591
11.57,23.45,10.81,17.2693700215837,1.55,2019-12-26 19:49:05,25.827511,-79.475082,0.51,3.67,17.7,84.1308067859492
11.57,23.45,10.81,17.1910458720368,1.55,2019-12-26 20:49:06,25.860950,-79.149789,0.51,3.67,17.7,84.1308067859492
11.57,23.45,10.81,17.1910458720368,1.55,2019-12-26 21:49:06,25.894389,-78.824496,0.51,3.67,17.7,84.1307888690591
11.57,8.53,10.19,17.6780851229949,1.62,2019-12-26 22:49:05,25.927828,-78.499204,0.47,188.26,17.7,84.1308067859492
11.57,8.53,10.19,18.165124373953,1.62,2019-12-26 23:49:03,25.961267,-78.173911,0.47,188.26,17.7,84.1308345335666
11.57,336.4,10.19,18.1474616879382,1.62,2019-12-27 00:55:30,25.998333,-77.813333,0.47,156.13,17.7,116.259751489679
11.57,351.93,10.23,18.1493801241993,1.57,2019-12-27 01:48:38,25.872858,-77.559004,0.47,176.19,17.7,96.2017505384832
11.57,350.74,9.24,18.168961246475,1.68,2019-12-27 02:48:38,25.837551,-77.234090,0.47,176.19,17.7,96.2017090293656
11.57,22.9,9.24,18.1412954983359,1.68,2019-12-27 04:07:13,25.791317,-76.808617,0.47,208.35,17.7,64.0381412995306
11.57,20.5,11.04,18.620924798337,1.76,2019-12-27 05:07:21,25.935870,-76.511738,0.47,208.35,18.2072950481402,64.0381412995306
11.57,18.33,9.56,18.8368476491616,2.09,2019-12-27 06:07:27,26.080423,-76.214859,0.95,207.13,18.2072950481402,64.0379852923002
11.57,18.33,9.56,19.0527704999862,2.09,2019-12-27 07:07:28,26.224977,-75.917980,0.95,207.13,18.2072950481402,64.0381412995306
11.57,17.47,10.75,19.0527704999862,1.66,2019-12-27 08:07:27,26.369530,-75.621101,0.95,207.13,18.2072950481402,64.0381412995306
11.57,38.88,8.82,18.8368476491616,1.7,2019-12-27 09:07:22,26.514083,-75.324222,0.47,208.35,18.2072950481402,64.0381412995306
11.57,38.88,8.82,18.620924798337,1.7,2019-12-27 10:07:13,26.658636,-75.027343,0.47,208.35,18.2072950481402,64.0381412995306
11.57,39.21,8.09,18.5141044229476,1.81,2019-12-27 11:07:22,26.803189,-74.730464,0.47,208.35,18.1004746727507,64.0381412995306
11.57,43.13,8.15,18.3542741754765,1.59,2019-12-27 12:07:27,26.947742,-74.433585,0.47,113.57,18.1004746727507,64.0379852923002
