'draft', 'windDir', 'ws', 'stwC', 'swh', 'dt',lat,lon, 'currSpeed', 'currDir','sovg', 'vslHeading'
11.57,5.18,9.63,0,1.91,2019-12-26 17:49:00,25.760633,-80.125667,2.03,290.31,0,84.1307785828352
11.57,5.18,9.63,17.0953883422612,1.91,2019-12-26 18:49:03,25.794261,-79.798537,2.03,290.31,17.8,84.1307963990893
11.57,23.45,10.81,17.193217107149,1.55,2019-12-26 19:49:05,25.827889,-79.471406,0.51,3.67,17.8,84.1307785828352
11.57,23.45,10.81,17.2910458720368,1.55,2019-12-26 20:49:06,25.861517,-79.144276,0.51,3.67,17.8,84.1307963990893
11.57,23.45,10.81,17.2910458720368,1.55,2019-12-26 21:49:06,25.895145,-78.817145,0.51,3.67,17.8,84.130951898246
11.57,8.53,10.19,17.7780851229949,1.62,2019-12-26 22:49:05,25.928772,-78.490015,0.47,188.26,17.8,84.1307963990893
11.57,8.53,10.19,18.265124373953,1.62,2019-12-26 23:49:03,25.9624,-78.162884,0.47,188.26,17.8,84.1307482077402
11.57,336.4,10.19,18.2474616879382,1.62,2019-12-27 00:53:07,25.998333,-77.813333,0.47,156.13,17.8,116.259751489679
11.57,351.93,10.23,18.2493801241993,1.57,2019-12-27 01:45:57,25.872858,-77.559004,0.47,176.19,17.8,96.2016621214507
11.57,350.74,9.24,18.268961246475,1.68,2019-12-27 02:45:56,25.837352,-77.232254,0.47,176.19,17.8,96.2017770452628
11.57,23.23,9.24,18.2406493521109,1.68,2019-12-27 04:03:44,25.791317,-76.808617,0.47,208.68,17.8,63.7086028291344
11.57,20.83,11.04,18.1986577372262,1.76,2019-12-27 05:03:53,25.934113,-76.519582,0.47,208.68,17.7863202794793,63.7084434896218
11.57,18.66,9.56,18.4139721730631,2.09,2019-12-27 06:03:58,26.07691,-76.230547,0.95,207.46,17.7863202794793,63.7086028291344
11.57,18.66,9.56,18.6292866089,2.09,2019-12-27 07:04:00,26.219706,-75.941512,0.95,207.46,17.7863202794793,63.7084434896218
11.57,17.8,10.75,18.6292866089,1.66,2019-12-27 08:03:58,26.362503,-75.652477,0.95,207.46,17.7863202794793,63.7086028291344
11.57,39.21,8.82,18.4139721730631,1.7,2019-12-27 09:03:53,26.505299,-75.363442,0.47,208.68,17.7863202794793,63.7084434896218
11.57,39.85,8.82,18.1973851306148,1.7,2019-12-27 10:03:45,26.648096,-75.074407,0.47,209.32,17.7863202794793,63.065325257809
11.57,40.18,8.09,18.1388463013932,1.81,2019-12-27 11:03:55,26.794397,-74.786464,0.47,209.32,17.7290540568691,63.0654834126041
11.57,44.1,8.15,18.0315523565048,1.59,2019-12-27 12:04:01,26.940697,-74.498521,0.47,114.54,17.7290540568691,63.065325257809
11.57,44.1,8.15,17.9242584116165,1.59,2019-12-27 13:04:04,27.086998,-74.210578,0.47,114.54,17.7290540568691,63.0654834126041
11.57,32.98,7.12,17.8123960601759,1.68,2019-12-27 14:04:04,27.233298,-73.922635,0.03,341.93,17.7290540568691,63.065325257809
11.57,32.98,7.12,17.7005337087354,1.68,2019-12-27 15:04:00,27.379599,-73.634692,0.03,341.93,17.7290540568691,63.0652449008075
11.57,44.78,6.72,17.7005337087354,1.64,2019-12-27 16:03:52,27.5259,-73.34675,0.03,341.93,17.7290540568691,63.0655122036183
11.57,27.8,6.2,17.7015215070009,1.79,2019-12-27 16:44:07,27.624331,-73.153021,0.03,332.23,17.7290540568691,72.7735464148011
11.57,27.8,6.2,16.9641473748102,1.79,2019-12-27 17:44:14,27.717952,-72.851074,0.03,332.23,16.9906921264129,72.7734269778822
11.57,27.8,6.2,16.9641473748102,1.79,2019-12-27 18:44:18,27.811574,-72.549126,0.03,332.23,16.9906921264129,72.7735464148011
11.57,21.69,7.72,16.8046069648621,1.78,2019-12-27 19:44:20,27.905195,-72.247179,0.69,59.94,16.9906921264129,72.7733733028117
11.57,21.69,7.72,16.645066554914,1.78,2019-12-27 20:44:18,27.998817,-71.945232,0.69,59.94,16.9906921264129,72.7736000893988
11.57,21.69,7.72,16.645066554914,1.78,2019-12-27 21:44:14,28.092438,-71.643284,0.69,59.94,16.9906921264129,72.7733733028117
11.57,24.93,5.17,16.8043848306402,1.64,2019-12-27 22:44:07,28.18606,-71.341337,0.03,334.11,16.9906921264129,70.8856748148532
11.57,24.93,5.17,17.8391146925551,1.64,2019-12-27 23:44:15,28.295155,-71.026544,0.03,334.11,17.8661037126016,70.8856185003826
11.57,24.93,5.17,17.8391146925551,1.64,2019-12-28 00:44:20,28.40425,-70.711752,0.03,334.11,17.8661037126016,70.8858373096356
11.57,19.66,5.59,17.759938674466,1.58,2019-12-28 01:44:21,28.513344,-70.396959,0.51,291.31,17.8661037126016,70.8856185003826
11.57,19.66,5.59,17.6807626563768,1.58,2019-12-28 02:44:20,28.622439,-70.082167,0.51,291.31,17.8661037126016,70.8856748148532
11.57,19.66,5.59,17.6807626563768,1.58,2019-12-28 03:44:15,28.731534,-69.767374,0.51,291.31,17.8661037126016,70.8856922097273
11.57,345.88,5.47,17.759938674466,1.72,2019-12-28 04:37:36,28.828763,-69.48682,0.03,334.11,17.8661037126016,70.885706907286
11.57,345.88,5.47,17.871265806283,1.72,2019-12-28 05:37:44,28.938649,-69.169744,0.03,334.11,17.8982548263294,70.8856509983696
11.57,345.88,5.47,17.871265806283,1.72,2019-12-28 06:37:49,29.048535,-68.852669,0.03,334.11,17.8982548263294,70.885706907286
11.57,335.7,4.56,17.871265806283,1.73,2019-12-28 07:37:51,29.158421,-68.535593,0.03,334.11,17.8982548263294,70.8858682321404
11.57,35.54,7.23,17.871265806283,1.83,2019-12-28 08:37:49,29.268306,-68.218517,0.03,334.11,17.8982548263294,70.8856509983696
11.57,35.54,7.23,17.871265806283,1.83,2019-12-28 09:37:45,29.378192,-67.901442,0.03,334.11,17.8982548263294,70.885706907286
11.57,28.88,5.93,17.871265806283,1.86,2019-12-28 10:37:36,29.488078,-67.584366,0.03,334.11,17.8982548263294,70.8856851448702
11.57,356.67,3.23,17.6116689706535,1.87,2019-12-28 11:37:41,29.598275,-67.266393,0.51,16.91,17.8691380029338,70.8857408958081
11.57,356.67,3.23,17.3811889584197,1.87,2019-12-28 12:37:41,29.708472,-66.948419,0.51,16.91,17.8691380029338,70.8856851448702
11.57,346.1,3.62,17.3811889584197,1.86,2019-12-28 13:37:39,29.818669,-66.630446,0.51,16.91,17.8691380029338,70.8856500541874
11.57,298.93,3.35,17.3754526425412,1.92,2019-12-28 14:09:12,29.876699,-66.463001,0.51,11.69,17.8691380029338,76.1123566798211
11.57,298.93,3.35,17.066562998626,1.92,2019-12-28 15:09:19,29.957053,-66.138005,0.51,11.69,17.5659846748972,76.1121905393457
11.57,298.93,3.35,17.066562998626,1.92,2019-12-28 16:09:23,30.037408,-65.813009,0.51,11.69,17.5659846748972,76.1123566798211
11.57,289.7,3.52,17.066562998626,1.97,2019-12-28 17:09:24,30.117762,-65.488013,0.51,11.69,17.5659846748972,76.1123977573193
11.57,289.7,3.52,17.066562998626,1.97,2019-12-28 18:09:23,30.198116,-65.163016,0.51,11.69,17.5659846748972,76.1121905393457
