,FOC_pred,FOC_act,stw,draft,windMperS
0,72.17,0,16.2,11.29,4.75
1,56.22231072499538,0,14.76,11.29,6.2
2,56.22231072499538,0,14.76,11.29,6.2
3,67.17883157590468,0,15.69,11.29,8.3
4,60.954735158626214,0,15.22,11.29,9.72
5,60.954735158626214,0,15.22,11.29,9.72
6,65.91841963025139,0,15.57,11.29,10.58
7,63.59119218174374,0,15.1,11.29,9.82
8,63.59119218174374,0,15.1,11.29,9.82
9,74.84362810470894,0,15.57,11.29,11.89
10,74.84362810470894,0,15.57,11.29,11.89
11,74.80312152283702,0,15.56,11.29,13.17
12,74.6842842624452,0,15.55,11.29,13.17
13,72.99663585927266,0,15.35,11.29,13.17
14,66.76066931102979,0,15.25,11.29,13.17
15,66.76066931102979,0,15.25,11.29,13.17
16,72.13174655230108,0,15.25,11.29,12.07
17,77.16832322179098,0,15.73,11.29,12.94
18,77.16832322179098,0,15.73,11.29,12.94
19,71.80164862127641,0,15.25,11.29,13.35
20,71.80164862127641,0,15.25,11.29,13.35
21,73.16441793159424,0,15.25,11.29,13.93
22,72.91689344883807,0,15.25,11.29,13.93
23,78.40067120929572,0,15.73,11.29,14.8
24,78.16475873465137,0,15.69,11.29,14.8
25,78.5612582061719,0,15.73,11.29,14.8
26,70.39279903856013,0,15.24,11.29,12.12
27,70.39279903856013,0,15.24,11.29,12.12
28,70.39279903856013,0,15.24,11.29,12.12
29,70.87686170074616,0,15.24,11.29,11.15
30,76.55303323220372,0,15.73,11.29,11.93
31,76.55303323220372,0,15.73,11.29,11.93
32,76.2489172363688,0,15.73,11.29,10.8
33,76.2489172363688,0,15.73,11.29,10.8
34,69.86269460158343,0,15.24,11.29,12.43
35,69.94467371418807,0,15.24,11.29,12.37
36,69.94467371418807,0,15.24,11.29,12.37
37,69.94467371418807,0,15.24,11.29,12.37
38,76.96597523428628,0,15.73,11.29,15.02
39,76.5154076530129,0,15.69,11.29,15.02
40,76.5154076530129,0,15.69,11.29,15.02
41,76.80739907178018,0,15.68,11.29,14.13
42,78.33947659722588,0,15.92,11.29,13.63
43,85.6799426380456,0,16.64,11.29,13.63
44,83.39023215203977,0,16.45,11.29,13.42
45,83.39023215203977,0,16.45,11.29,13.42
46,83.7028002641535,0,16.45,11.29,12.26
47,83.53261863185026,0,16.45,11.29,11.03
48,83.53261863185026,0,16.45,11.29,11.03
49,75.22528080651269,0,15.67,11.29,11.03
50,75.07788829021142,0,16.1,11.29,9.03
51,75.07788829021142,0,16.1,11.29,9.03
52,75.07788829021142,0,16.1,11.29,9.03
53,74.33273301270512,0,16.1,11.29,8.77
54,74.33273301270512,0,16.1,11.29,8.77
55,64.74485270436763,0,15.46,11.29,7.17
56,59.67952459680721,0,15.06,11.29,6.62
57,59.67952459680721,0,15.06,11.29,6.62
58,59.67952459680721,0,15.06,11.29,6.62
59,59.35546901760131,0,15.06,11.29,6.17
60,59.67952459680721,0,15.06,11.29,5.91
61,67.62411555795964,0,15.68,11.29,5.91
62,67.62411555795964,0,15.68,11.29,7.43
63,67.62411555795964,0,15.68,11.29,7.43
64,67.04793219884243,0,15.68,11.29,6.23
65,67.04793219884243,0,15.68,11.29,6.23
66,67.28602387840104,0,15.68,11.29,7.85
67,67.28602387840104,0,15.68,11.29,7.85
68,67.28602387840104,0,15.68,11.29,7.85
69,67.28602387840104,0,15.68,11.29,5.71
70,67.28602387840104,0,15.68,11.29,5.71
71,66.69587107913668,0,15.68,11.29,6.1
72,65.80968772001947,0,15.68,11.29,4.73
73,65.80968772001947,0,15.68,11.29,4.73
74,67.05246986936767,0,15.67,11.29,5.61
75,72.08889127681189,0,16.15,11.29,4.39
76,72.08889127681189,0,16.15,11.29,4.39
77,73.2344042230338,0,16.15,11.29,5.88
78,65.93370921099961,0,15.67,11.29,4.58
79,65.93370921099961,0,15.67,11.29,3.54
80,65.93370921099961,0,15.67,11.29,3.54
81,62.750485159977295,0,15.67,11.29,0.67
82,65.3412740033537,0,15.7,11.29,1.8
83,63.89592368961972,0,15.7,11.29,1.46
84,64.29585999621355,0,15.7,11.29,1.86
85,63.750637069291926,0,15.7,11.29,1.86
86,64.02076445610429,0,15.7,11.29,1.86
87,64.29585999621355,0,15.7,11.29,1.86
88,64.29585999621355,0,15.7,11.29,1.86
89,63.89592368961972,0,15.7,11.29,0.73
90,63.35076445610429,0,15.7,11.29,0.73
91,62.255350448964116,0,15.7,11.29,0.73
92,62.255350448964116,0,15.7,11.29,0.73
93,66.58552779344944,0,15.67,11.29,4.59
94,65.21101922972898,0,15.7,11.29,5.01
