,FOC_pred,FOC_act,stw,draft,windMperS
0,76.2,0,16.4,12.29,5.71
1,76.2,0,16.4,12.29,5.71
2,85.92181175120714,0,16.68,12.29,11.97
3,87.30177734390315,0,16.81,12.29,11.97
4,83.22326051013022,0,16.81,12.29,10.14
5,76.80530008907516,0,16.37,12.29,9.08
6,76.80530008907516,0,16.37,12.29,9.08
7,76.70772175722641,0,16.37,12.29,8.97
8,76.70772175722641,0,16.37,12.29,8.09
9,79.87620609085666,0,16.37,12.29,11.09
10,79.87620609085666,0,16.37,12.29,11.09
11,80.3137844227054,0,16.37,12.29,10.86
12,80.74439408729366,0,16.37,12.29,10.86
13,80.74439408729366,0,16.37,12.29,10.86
14,80.89274810357806,0,16.38,12.29,10.86
15,80.3137844227054,0,16.37,12.29,10.86
16,79.87620609085666,0,16.37,12.29,10.86
17,79.87620609085666,0,16.37,12.29,10.86
18,83.02320873852062,0,16.37,12.29,10.86
19,83.47628805965037,0,16.42,12.29,10.86
20,79.87620609085666,0,16.37,12.29,10.86
21,80.74439408729366,0,16.37,12.29,10.86
22,79.87620609085666,0,16.37,12.29,10.86
23,79.87620609085666,0,16.37,12.29,10.86
24,91.48056294382326,0,17.32,12.29,10.44
25,92.33498173586676,0,17.37,12.29,10.44
26,93.32973523618793,0,17.44,12.29,10.44
27,75.75136275455418,0,16.37,12.29,6.29
28,75.75136275455418,0,16.37,12.29,6.29
29,75.75136275455418,0,16.37,12.29,6.29
30,75.96578128619461,0,16.38,12.29,6.57
31,75.96578128619461,0,16.38,12.29,6.57
32,83.28414320503245,0,16.87,12.29,6.76
33,83.42970987722326,0,16.88,12.29,6.76
34,83.42970987722326,0,16.88,12.29,6.76
