,FOC_pred,FOC_act,stw,draft,windMperS
0,95.71676125272869,0,17.28,12.97,17.51
1,95.38456711008156,0,17.28,12.97,17.96
2,88.30838331261651,0,16.7,12.97,18.41
3,88.30838331261651,0,16.7,12.97,18.41
4,94.15635380466007,0,17.18,12.97,17.78
5,94.65548148366152,0,17.23,12.97,16.32
6,94.65548148366152,0,17.23,12.97,16.32
7,89.22166648694841,0,16.79,12.97,14.54
8,89.09065508940094,0,16.79,12.97,16.11
9,89.09065508940094,0,16.79,12.97,16.11
10,95.40648390608992,0,17.28,12.97,16.55
11,95.40648390608992,0,17.28,12.97,16.55
12,95.40648390608992,0,17.28,12.97,16.55
13,95.87278898739254,0,17.28,12.97,16.74
14,95.87278898739254,0,17.28,12.97,16.74
15,95.87278898739254,0,17.28,12.97,16.74
16,95.5246875614225,0,17.23,12.97,17.85
17,95.5246875614225,0,17.23,12.97,17.85
18,95.5246875614225,0,17.23,12.97,17.85
19,95.29359924238207,0,17.23,12.97,18.21
20,95.29359924238207,0,17.23,12.97,18.21
21,95.29359924238207,0,17.23,12.97,18.21
22,95.25102564318172,0,17.23,12.97,16.24
23,95.25102564318172,0,17.23,12.97,16.24
24,94.95519636477033,0,17.24,12.97,16.24
25,95.11719511293268,0,17.22,12.97,16.24
26,89.15442261911394,0,17.25,12.97,1.06
27,90.32964452398986,0,17.22,12.97,9.38
28,90.41360297010736,0,17.22,12.97,9.38
29,90.41360297010736,0,17.22,12.97,9.38
30,89.93015889511963,0,17.25,12.97,6.28
31,88.2611983435983,0,17.25,12.97,6.28
