,FOC_pred,FOC_act,stw,draft,windMperS
0,40.376725286424964,0,13.35,13.25,10.3
1,46.540991298899506,0,13.35,13.25,12.16
2,46.540991298899506,0,13.35,13.25,12.16
3,46.540991298899506,0,13.35,13.25,12.16
4,45.5860477594784,0,13.35,13.25,11.9
5,45.5860477594784,0,13.35,13.25,11.9
6,45.5860477594784,0,13.35,13.25,11.9
7,48.78843942413506,0,13.32,13.25,17.52
8,48.78843942413506,0,13.32,13.25,17.52
9,48.78843942413506,0,13.32,13.25,17.52
10,48.672475531770566,0,13.32,13.25,16.79
11,48.672475531770566,0,13.32,13.25,16.79
12,48.672475531770566,0,13.32,13.25,16.79
13,44.53933555253985,0,12.85,13.25,11.73
14,44.53933555253985,0,12.85,13.25,11.73
15,44.53933555253985,0,12.85,13.25,11.73
16,46.77122588835029,0,12.85,13.25,20.04
17,46.91503885906579,0,12.9,13.25,20.04
18,47.55465126993029,0,12.9,13.25,20.25
19,47.6146512699303,0,12.9,13.25,19.7
20,47.6146512699303,0,12.9,13.25,19.7
21,48.299224921881255,0,12.9,13.25,17.81
22,48.268439424135074,0,13.32,13.25,13.31
23,48.268439424135074,0,13.32,13.25,13.31
24,48.268439424135074,0,13.32,13.25,13.31
25,51.54524787216401,0,13.32,13.25,17.39
26,51.54524787216401,0,13.32,13.25,17.39
27,51.019464517976935,0,13.32,13.25,17.39
28,49.625970024873745,0,13.32,13.25,13.67
29,49.625970024873745,0,13.32,13.25,13.67
30,49.625970024873745,0,13.32,13.25,13.67
31,48.94018667068667,0,13.32,13.25,10.85
32,48.94018667068667,0,13.32,13.25,10.85
33,48.94018667068667,0,13.32,13.25,10.85
34,47.0598255943318,0,13.32,13.25,9.97
35,47.0598255943318,0,13.32,13.25,9.97
36,47.0598255943318,0,13.32,13.25,9.97
37,53.68671752903672,0,13.75,13.25,13.82
38,53.68671752903672,0,13.75,13.25,13.82
39,54.956498288431476,0,13.75,13.25,14.32
40,50.347717271425346,0,13.32,13.25,16.08
41,50.347717271425346,0,13.32,13.25,16.08
42,50.347717271425346,0,13.32,13.25,16.08
43,48.68229499359313,0,13.32,13.25,13.71
44,48.68229499359313,0,13.32,13.25,13.28
45,48.68229499359313,0,13.32,13.25,13.28
46,46.61109267034418,0,13.08,13.25,11.46
