,FOC_pred,FOC_act,stw,draft,windMperS
47,46.61109267034418,0,13.08,13.25,11.46
48,46.61109267034418,0,13.08,13.25,11.46
49,44.0403672088641,0,13.32,13.25,8.95
50,45.206150563051175,0,13.32,13.25,9.41
51,45.206150563051175,0,13.32,13.25,9.41
52,49.85386170196729,0,13.32,13.25,11.3
53,49.85386170196729,0,13.32,13.25,11.3
54,49.59597002487375,0,13.32,13.25,11.3
55,46.365438687220276,0,13.76,13.25,5.68
56,39.30213230991106,0,12.88,13.25,5.68
57,39.30213230991106,0,12.88,13.25,5.68
58,42.69100657496043,0,13.38,13.25,7.73
59,42.947965892816775,0,13.38,13.25,5.68
60,42.947965892816775,0,13.38,13.25,5.68
61,42.4540472571041,0,13.38,13.25,6.17
62,42.4540472571041,0,13.38,13.25,6.17
63,42.4540472571041,0,13.38,13.25,6.17
64,41.39823710710787,0,13.38,13.25,5.78
65,41.39823710710787,0,13.38,13.25,5.78
66,41.39823710710787,0,13.38,13.25,5.78
67,40.90735915353886,0,13.38,13.25,4.87
68,38.27923928020591,0,12.89,13.25,3.71
69,38.27923928020591,0,12.89,13.25,3.71
70,38.5215474731592,0,12.89,13.25,7.49
71,38.5215474731592,0,12.89,13.25,7.49
72,38.5215474731592,0,12.89,13.25,7.49
73,38.328162557387216,0,12.89,13.25,2.9
74,38.328162557387216,0,12.89,13.25,2.9
75,38.328162557387216,0,12.89,13.25,2.9
76,40.75938627496797,0,13.38,13.25,4.95
77,42.907965892816776,0,13.38,13.25,4.95
78,42.907965892816776,0,13.38,13.25,4.95
79,41.58745727594784,0,13.26,13.25,4.69
80,41.58745727594784,0,13.26,13.25,4.69
81,50.1513531416296,0,13.26,13.25,11.5
82,50.1513531416296,0,13.26,13.25,11.5
83,37.7,0,12.8,13.25,5.39
84,40.28808820984397,0,13.26,13.25,7.14
85,37.34,0,12.8,13.25,2.98
86,35.987533331276985,0,12.26,13.25,2.98
87,39.27141385609031,0,13.23,13.25,2.98
88,38.652850763309075,0,12.61,13.25,9.03
89,38.652850763309075,0,12.61,13.25,9.03
90,43.293067844557925,0,13.35,13.25,7.67
91,47.31767262050575,0,13.35,13.25,9.87
92,46.6206895183538,0,13.34,13.25,9.87
93,39.57765848359506,0,12.87,13.25,6.26
94,42.012700321088055,0,12.87,13.25,10.13
95,42.012700321088055,0,12.87,13.25,10.13
96,42.012700321088055,0,12.87,13.25,10.13
97,45.01805275378575,0,12.87,13.25,11.84
98,45.01805275378575,0,12.87,13.25,11.84
99,45.01805275378575,0,12.87,13.25,11.84
100,42.85,0,12.4,13.25,12.23
101,42.85,0,12.4,13.25,12.23
102,42.49810837126553,0,12.37,13.25,12.23
103,42.7665876006874,0,12.37,13.25,12.68
104,42.638901053737534,0,12.41,13.25,12.68
105,47.574583854677016,0,13.32,13.25,12.39
106,47.574583854677016,0,13.32,13.25,12.39
107,47.99633042389011,0,13.33,13.25,12.39
108,43.0004673663036,0,13.33,13.25,10.58
109,43.0004673663036,0,13.33,13.25,10.58
110,46.191681576796725,0,12.92,13.25,14.03
111,46.191681576796725,0,12.92,13.25,16.23
112,46.191681576796725,0,12.92,13.25,16.23
113,46.191681576796725,0,12.92,13.25,16.23
114,48.74926195268336,0,13.33,13.25,14.77
115,48.74926195268336,0,13.33,13.25,14.77
116,48.74926195268336,0,13.33,13.25,14.77
117,44.163325137408854,0,12.84,13.25,13.55
118,44.163325137408854,0,12.84,13.25,13.55
119,45.91,0,13.2,13.25,13.55
120,41.791726194679256,0,13.69,13.25,3.69
121,38.97,0,13.2,13.25,5.69
122,38.97,0,13.2,13.25,5.69
123,38.74,0,13.2,13.25,3.65
124,38.74,0,13.2,13.25,3.65
125,39.729832702193406,0,13.29,13.25,7.66
126,41.053060303007456,0,13.36,13.25,9.82
127,41.053060303007456,0,13.36,13.25,9.82
128,39.841397645285284,0,13.36,13.25,5.11
129,37.61,0,12.8,13.25,5.89
130,37.61,0,12.8,13.25,5.89
131,38.70944906436952,0,13.09,13.25,5.89
132,39.717457977527005,0,13.09,13.25,8.1
133,39.717457977527005,0,13.09,13.25,8.1
134,39.717457977527005,0,13.09,13.25,8.1
135,38.342836560820864,0,12.63,13.25,10.33
136,48.125438903723754,0,13.55,13.25,11.46
137,48.125438903723754,0,13.55,13.25,11.46
138,42.02899068037164,0,13.42,13.25,10.7
139,42.39293745336162,0,13.42,13.25,8.55
140,42.39293745336162,0,13.42,13.25,8.55
141,42.39293745336162,0,13.42,13.25,8.55
142,47.92576446557904,0,13.42,13.25,12.01
143,44.648187821088065,0,12.93,13.25,11.12
144,44.86531644489624,0,12.91,13.25,11.12
145,47.820433810205756,0,13.36,13.25,12.38
146,47.820433810205756,0,13.36,13.25,12.38
147,39.462318256549956,0,12.88,13.25,9.9
148,47.464482001959745,0,13.36,13.25,12.14
149,47.464482001959745,0,13.36,13.25,12.14
150,39.33298937504856,0,13.13,13.25,6.57
151,39.33298937504856,0,13.13,13.25,6.57
152,37.84,0,12.8,13.25,6.57
153,39.420250599110645,0,12.81,13.25,9.04
154,39.420250599110645,0,12.81,13.25,9.04
155,39.420250599110645,0,12.81,13.25,9.04
156,37.305735408478014,0,12.32,13.25,9.18
157,36.410949522643826,0,11.96,13.25,9.18
158,36.608922587326994,0,11.96,13.25,8.47
159,36.608922587326994,0,11.96,13.25,8.47
160,37.6762364638621,0,12.44,13.25,9.91
161,36.608922587326994,0,11.96,13.25,8.45
162,37.67046257865515,0,12.36,13.25,8.45
163,36.23867482572486,0,12.39,13.25,8.45
164,39.19223343163488,0,13.35,13.25,6.23
165,39.19223343163488,0,13.35,13.25,6.23
166,39.337176971055996,0,13.35,13.25,6.23
167,38.941997049069116,0,13.34,13.25,4.88
168,38.941997049069116,0,13.34,13.25,4.88
169,38.941997049069116,0,13.34,13.25,4.88
170,38.710186709127896,0,13.34,13.25,3.09
171,38.710186709127896,0,13.34,13.25,3.09
172,39.065933829049506,0,13.34,13.25,4.5
173,40.037428068892744,0,13.34,13.25,7.94
174,40.037428068892744,0,13.34,13.25,7.94
175,40.037428068892744,0,13.34,13.25,7.94
176,38.6060623921024,0,13.09,13.25,6.89
177,38.6060623921024,0,13.09,13.25,6.89
178,38.6060623921024,0,13.09,13.25,6.89
179,39.869554508931934,0,13.34,13.25,7.25
180,39.869554508931934,0,13.34,13.25,7.25
