2021-01-28,136,0,0,0,0,0,0,6.195,0,135.0,3,12.82,0,0,28.25,0,1.47,0,24.0,0.5,135.0,0,0,0.5,135.0,-2.46,109.18,0,0.5,135.0,12.71
2021-01-29,97,0,0,0,0,0,0,6.28,0,180.0,3,12.94,0,0,27.8,0,1.47,0,24.0,0.5,180.0,0,0,0.5,180.0,-4.22,113.48,0,0.5,270.0,12.88
2021-01-29,45,0,0,0,0,0,0,6.28,0,225.0,4,13.38,0,0,27.670588235294105,0,1.3,0,8.5,0.5,225.0,0,0,0.5,225.0,-3.55,115.41,0,0.5,270.0,13.17
2021-02-09,13,0,0,0,0,0,0,12.29,0,315.0,3,12.84,0,0,31.8,0,0.88,0,8.8,0.5,0.0,0,0,0.3,0.0,-3.6,116.5,0,0.5,180.0,12.73
2021-02-10,8,0,0,0,0,0,0,12.29,0,0.0,3,12.79,0,0,31.8,0,0.88,0,24.0,0.5,0.0,0,0,0.5,0.0,1.13,119.13,0,0.3,180.0,12.67
2021-02-11,6,0,0,0,0,0,0,12.29,0,225.0,3,12.88,0,0,31.8,0,0.88,0,24.0,0.5,225.0,0,0,1,225.0,6.8,119.54,0,1.5,180.0,12.33
2021-02-12,6,0,0,0,0,0,0,12.29,0,0.0,4,12.75,0,0,32.07,0,0.88,0,24.0,1.5,0.0,0,0,1.5,0.0,11.2,120.27,0,1.5,180.0,12.33
2021-02-13,352,0,0,0,0,0,0,12.29,0,337.5,5,12.02,0,0,33.37,0,0.88,0,24.0,2.0,337.5,0,0,2,337.5,15.29,119.47,0,0.5,180.0,11.21
2021-02-14,2,0,0,0,0,0,0,12.29,0,337.5,4,12.93,0,0,32.59,0,0.88,0,24.0,2.0,0.0,0,0,1.5,0.0,20.22,119.48,0,2.0,180.0,12.29
2021-02-15,276,0,0,0,0,0,0,12.27,0,337.5,5,11.68,0,0,32.8,0,0.7,0,24.0,2.0,0.0,0,0,2,0.0,24.56,120.11,0,2.0,180.0,11.5
2021-02-15,270,0,0,0,0,0,0,12.27,0,337.5,4,13.02,0,0,31.8,0,0.7,0,8.0,0.5,315.0,0,0,0.5,337.5,26.26,120.13,0,0.2,180.0,12.5
2021-02-20,149,0,0,0,0,0,0,5.845,0,45.0,4,13.62,0,0,28.32,0,2.03,0,1.5,1.5,45.0,0,0,1.5,45.0,26.24,120.15,0,0.5,90.0,13.33
2021-02-21,182,0,0,0,0,0,0,5.845,0,67.5,6,12.34,0,0,27.8,0,2.03,0,24.0,2.0,67.5,0,0,2,67.5,21.38,119.52,0,1.0,247.5,12.0
2021-02-22,182,0,0,0,0,0,0,5.845,0,45.0,6,12.48,0,0,28.3,0,2.03,0,24.0,2.0,45.0,0,0,2,45.0,16.46,119.44,0,1.5,0.0,12.12
2021-02-23,176,0,0,0,0,0,0,5.845,0,67.5,5,12.51,0,0,27.8,0,2.03,0,24.0,2.0,67.5,0,0,2,67.5,11.58,120.28,0,0.3,180.0,12.17
2021-02-24,188,0,0,0,0,0,0,5.845,0,67.5,4,12.39,0,0,27.3,0,2.03,0,24.0,1.0,67.5,0,0,1,67.5,7.2,120.0,0,0.3,180.0,12.25
