2021-02-25,195,0,0,0,0,0,0,6.295,0,270.0,3,12.42,0,0,27.3,0,1.27,0,24.0,1.0,270.0,0,0,1,270.0,2.17,119.3,0,0.5,180.0,12.22
2021-02-25,265,0,0,0,0,0,0,6.295,0,270.0,3,12.35,0,0,50.88,0,1.27,0,5.0,0.5,270.0,0,0,0.5,270.0,1.57,118.14,0,0.3,180.0,12.0
2021-03-02,30,0,0,0,0,0,0,14.775,0,315.0,5,10.32,0,0,30.8727272727273,0,0.15,0,11.0,2.0,315.0,0,0,2,315.0,3.37,119.1,0,1.5,315.0,10.18
2021-03-03,14,0,0,0,0,0,0,14.775,0,22.5,5,11.71,0,0,30.3,0,0.15,0,24.0,2.0,45.0,0,0,2,45.0,7.57,120.22,0,2.0,180.0,11.33
2021-03-04,333,0,0,0,0,0,0,14.775,0,45.0,6,11.62,0,0,30.3,0,0.15,0,24.0,2.0,45.0,0,0,2,45.0,12.12,120.57,0,2.0,180.0,11.17
2021-03-05,293,0,0,0,0,0,0,14.775,0,0.0,5,11.74,0,0,30.3,0,0.15,0,24.0,2.0,0.0,0,0,0,0.0,15.21,117.39,0,2.0,180.0,11.46
2021-03-06,293,0,0,0,0,0,0,14.775,0,0.0,5,11.81,0,0,29.8,0,0.15,0,24.0,2.0,0.0,0,0,2,0.0,17.11,113.14,0,1.5,180.0,11.58
2021-03-07,318,0,0,0,0,0,0,14.7,0,0.0,4,11.91,0,0,29.8,0,0.0,0,24.0,2.0,0.0,0,0,2,0.0,18.1,108.4,0,2.0,180.0,11.63
2021-03-08,0,0,0,0,0,0,0,14.7,0,45.0,5,11.93,0,0,29.7882352941176,0,0.0,0,17.0,2.0,45.0,0,0,2,45.0,21.9,108.19,0,2.0,1.0,11.71
2021-03-17,89,0,0,0,0,0,0,6.21,0,90.0,5,11.93,0,0,27.293023255814,0,0.9,0,21.5,2.0,90.0,0,0,2,90.0,17.5,109.18,0,1.0,270.0,11.72
2021-03-18,86,0,0,0,0,0,0,6.21,0,45.0,4,12.02,0,0,27.3,0,0.9,0,24.0,2.0,45.0,0,0,2,45.0,19.7,114.5,0,1.0,225.0,11.88
2021-03-19,48,0,0,0,0,0,0,6.21,0,45.0,5,11.52,0,0,26.25,0,0.9,0,24.0,2.0,45.0,0,0,2,45.0,21.1,118.16,0,1.0,225.0,11.33
2021-03-20,38,0,0,0,0,0,0,6.21,0,45.0,4,10.32,0,0,23.03,0,0.9,0,24.0,1.0,0.0,0,0,1,0.0,24.26,120.2,0,0.5,180.0,10.25
2021-03-21,344,0,0,0,0,0,0,5.9,0,45.0,8,10.58,0,0,19.74,0,2.2,0,24.0,4.0,45.0,0,0,4,45.0,26.54,121.46,0,1.0,180.0,10.25
2021-03-22,270,0,0,0,0,0,0,5.9,0,315.0,5,9.84,0,0,22.92,0,2.2,0,22.0,2.0,315.0,0,0,2,315.0,30.8,122.16,0,0.5,180.0,9.59
2021-04-19,180,0,0,0,0,0,0,8.535,0,45.0,4,13.34,0,0,30.217674418604698,0,0.81,0,21.5,2.0,45.0,0,0,2,45.0,25.49,121.15,0,0.5,45.0,13.26
2021-04-20,180,0,0,0,0,0,0,8.535,0,67.5,7,12.88,0,0,31.8,0,0.81,0,24.0,4.0,67.5,0,0,4,67.5,21.6,119.5,0,1.0,0.0,12.63
2021-04-21,172,0,0,0,0,0,0,8.535,0,45.0,7,13.3,0,0,33.3,0,0.81,0,24.0,4.0,90.0,0,0,4,90.0,15.52,119.4,0,1.0,0.0,13.0
2021-04-22,201,0,0,0,0,0,0,6.385,0,0.0,5,13.96,0,0,32.25,0,1.61,0,24.0,2.0,0.0,0,0,2,0.0,10.48,121.16,0,1.0,0.0,13.54
2021-04-23,194,0,0,0,0,0,0,6.385,0,225.0,4,13.34,0,0,31.3,0,1.59,0,24.0,1.0,225.0,0,0,1,225.0,5.4,119.47,0,1.0,0.0,13.29
2021-04-24,228,0,0,0,0,0,0,6.375,0,180.0,4,13.19,0,0,31.3,0,1.57,0,24.0,1.0,180.0,0,0,1,180.0,0.37,118.49,0,1.0,0.0,13.17
2021-04-24,240,0,0,0,0,0,0,6.485,0,135.0,4,12.5,0,0,31.28,0,1.79,0,6.0,1.0,180.0,0,0,1,180.0,-0.1,117.54,0,1.0,90.0,12.0
2021-04-29,8,0,0,0,0,0,0,14.435,0,45.0,4,12.62,0,0,34.272,0,0.17,0,12.5,1.0,45.0,0,0,1,45.0,1.49,119.6,0,1.0,180.0,12.5
2021-04-30,15,0,0,0,0,0,0,14.435,0,45.0,4,13.02,0,0,34.3,0,0.17,0,24.0,1.0,45.0,0,0,0.5,45.0,6.53,120.5,0,0.5,180.0,12.79
2021-05-01,345,0,0,0,0,0,0,14.435,0,22.5,5,12.83,0,0,35.0,0,0.17,0,24.0,2.0,45.0,0,0,2,45.0,11.46,121.9,0,1.2,180.0,12.75
2021-05-02,325,0,0,0,0,0,0,14.435,0,315.0,5,13.17,0,0,36.0,0,0.17,0,24.0,2.0,315.0,0,0,2,315.0,16.12,118.16,0,0.5,135.0,13.08
2021-05-03,327,0,0,0,0,0,0,14.42,0,0.0,5,13.46,0,0,34.3,0,0.16,0,24.0,2.0,45.0,0,0,2,45.0,20.26,115.12,0,1.0,180.0,12.83
2021-05-03,350,0,0,0,0,0,0,14.435,0,135.0,4,13.18,0,0,34.3058823529412,0,0.15,0,8.5,1.0,135.0,0,0,1,135.0,22.2,114.26,0,0.5,90.0,12.94
2021-05-09,218,0,0,0,0,0,0,5.85,0,202.5,4,6.74,0,0,10.6011428571429,0,2.34,0,17.5,1.0,202.5,0,0,1,202.5,20.37,113.26,0,0.5,202.5,6.63
2021-05-10,233,0,0,0,0,0,0,5.85,0,180.0,4,6.33,0,0,10.65,0,2.34,0,24.0,1.5,202.5,0,0,1.5,202.5,18.5,111.33,0,0.5,0.0,6.29
2021-05-11,278,0,0,0,0,0,0,5.85,0,135.0,4,6.5,0,0,10.8,0,2.34,0,24.0,1.5,180.0,0,0,1.5,180.0,17.43,109.11,0,0.5,0.0,6.46
2021-05-12,0,0,0,0,0,0,0,5.85,0,135.0,4,5.46,0,0,7.1,0,2.34,0,24.0,1.5,135.0,0,0,1.5,135.0,19.9,108.2,0,0.5,0.0,5.42
2021-05-13,2,0,0,0,0,0,0,6.32,0,135.0,4,5.24,0,0,6.68,0,1.32,0,24.0,0.5,135.0,0,0,0.5,135.0,21.16,108.24,0,0.5,90.0,5.16
