128,34,T004,2008-07-30 21:00:00,Tong Yong
22,37,T004,2009-06-08 19:30:00,KALAMATA
33,34,T004,2009-06-10 09:30:00,LIMASSOL
33,34,T004,2009-06-16 10:00:00,LIMASSOL
32,31,T004,2009-06-16 21:30:00,PORT SAID
32,29,T004,2009-06-18 18:00:00,SUEZ
126,37,T004,2009-07-10 19:45:00,DAESAN
126,37,T004,2009-07-13 08:30:00,DAESAN
103,1,T004,2009-07-20 23:00:00,SINGAPORE
103,1,T004,2009-07-21 12:00:00,SINGAPORE
69,22,T004,2009-07-29 15:30:00,SIKKA
69,22,T004,2009-08-03 07:00:00,"JAMNAGAR, SIKKA"
32,29,T004,2009-08-12 09:00:00,SUEZ
32,31,T004,2009-08-13 19:00:00,PORT SAID
5,36,T004,2009-08-19 12:00:00,GIBRALTAR
5,36,T004,2009-08-19 23:00:00,GIBRALTAR
70,11,T004,2009-09-03 05:00:00,AMUAY BAY
70,11,T004,2009-09-06 02:00:00,AMUAY BAY
68,10,T004,2009-09-06 19:00:00,EL PALITO
68,10,T004,2009-09-10 20:00:00,EL PALITO
5,36,T004,2009-09-21 23:00:00,GIBRALTAR
5,36,T004,2009-09-22 16:30:00,GIBRALTAR
22,37,T004,2009-09-26 16:00:00,KALAMATA
22,37,T004,2009-09-27 16:00:00,KALAMATA
32,31,T004,2009-09-29 10:30:00,PORT SAID
32,29,T004,2009-09-30 16:30:00,SUEZ
69,22,T004,2009-10-09 03:00:00,SIKKA
69,22,T004,2009-10-19 12:00:00,SIKKA
32,29,T004,2009-10-27 18:00:00,SUEZ
32,31,T004,2009-10-28 20:00:00,PORT SAID
5,36,T004,2009-11-03 14:30:00,GIBRALTAR
5,36,T004,2009-11-04 13:00:00,GIBRALTAR
74,40,T004,2009-11-14 14:42:00,NEW YORK
74,40,T004,2009-11-20 10:00:00,NEW YORK
9,51,T004,2009-11-29 01:12:00,BANTRY BAY
9,51,T004,2009-11-30 23:48:00,BANTRY BAY
5,50,T004,2009-12-01 20:00:00,FALMOUTH
5,50,T004,2009-12-02 04:42:00,FALMOUTH
0,0,T004,2009-12-02 18:30:00,LA HAVRE
0,49,T004,2009-12-05 12:42:00,LE HAVRE
5,36,T004,2009-12-10 09:00:00,GIBRALTAR
5,36,T004,2009-12-12 10:00:00,GIBRALTAR
32,31,T004,2009-12-18 07:00:00,PORT SAID
32,29,T004,2009-12-19 21:30:00,SUEZ
38,24,T004,2009-12-21 07:48:00,YANBU
38,24,T004,2009-12-29 15:00:00,YANBU
56,25,T004,2010-01-05 20:48:00,FUJAIRAH
56,25,T004,2010-01-07 06:30:00,FUJAIRAH
51,24,T004,2010-01-08 10:00:00,MESAIEED
51,24,T004,2010-01-09 08:30:00,MESAIEED
52,27,T004,2010-01-09 21:00:00,ASSALUYEH
0,0,T004,2010-01-10 22:30:00,ASSALUYEH
103,1,T004,2010-01-22 14:00:00,SINGAPORE
103,1,T004,2010-01-23 00:01:00,SINGAPORE
131,33,T004,2010-01-31 09:54:00,OITA
131,33,T004,2010-02-03 12:00:00,OITA
103,1,T004,2010-02-11 07:30:00,SINGAPORE
103,1,T004,2010-02-11 21:00:00,SINGAPORE
69,22,T004,2010-02-20 07:30:00,SIKKA
