stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
13.41,11.375,28.0,7.67,226.7,0.0,115.0,2019-09-19 03:48:00,1.706967,102.586667
13.3,11.375,29.1,7.25,227.3,0.0,115.0,2019-09-19 03:49:00,1.7052330000000002,102.590333
13.29,11.375,29.1,7.56,228.4,0.0,115.0,2019-09-19 03:50:00,1.7035169999999995,102.59383299999999
13.45,11.375,29.1,7.87,223.8,0.0,115.0,2019-09-19 03:51:00,1.701817,102.5975
13.57,11.375,27.0,7.1,232.9,0.0,115.0,2019-09-19 03:52:00,1.7001,102.601167
13.6,11.375,29.46,6.48,229.0,0.0,115.0,2019-09-19 03:53:00,1.6983830000000002,102.604667
13.54,11.375,27.0,8.18,237.1,0.0,114.0,2019-09-19 03:54:00,1.6966830000000002,102.608333
13.54,11.375,27.0,8.18,237.1,0.0,114.0,2019-09-19 03:54:25,1.6966830000000002,102.608333
13.56,11.375,29.46,7.56,227.0,0.0,114.0,2019-09-19 03:55:00,1.6949830000000001,102.61200000000001
13.55,11.375,27.0,7.46,239.0,0.0,114.0,2019-09-19 03:56:00,1.6933169999999995,102.615667
13.43,11.375,29.1,7.67,218.6,0.0,114.0,2019-09-19 03:57:00,1.691617,102.619333
13.57,11.375,27.0,7.56,224.2,0.0,114.0,2019-09-19 03:58:00,1.6899330000000001,102.622833
13.55,11.375,27.0,6.69,224.5,0.0,114.0,2019-09-19 03:59:00,1.68825,102.6265
13.49,11.375,29.1,7.25,232.7,0.0,115.0,2019-09-19 04:00:00,1.68655,102.630167
13.52,11.375,28.0,7.46,237.4,0.0,116.0,2019-09-19 04:01:00,1.6847830000000001,102.633833
13.45,11.375,29.1,7.87,240.3,0.0,116.0,2019-09-19 04:02:00,1.6830169999999998,102.637333
13.27,11.375,29.1,6.58,257.9,0.0,115.0,2019-09-19 04:03:00,1.6813,102.640833
13.05,11.375,28.64,7.25,232.5,0.0,115.0,2019-09-19 04:04:00,1.6795830000000005,102.6445
12.95,11.375,27.85,8.49,233.8,0.0,115.0,2019-09-19 04:05:00,1.6779169999999999,102.64783299999999
12.79,11.375,27.85,7.0,242.9,0.0,115.0,2019-09-19 04:06:00,1.6762669999999995,102.651333
12.62,11.375,26.99,6.79,235.7,0.0,115.0,2019-09-19 04:07:00,1.6746330000000005,102.654667
12.42,11.375,26.46,6.48,228.3,0.0,116.0,2019-09-19 04:08:00,1.672983,102.658167
12.05,11.375,23.25,6.48,255.0,0.0,116.0,2019-09-19 04:09:00,1.6714,102.661333
11.78,11.375,29.19,6.69,225.9,0.0,116.0,2019-09-19 04:10:00,1.6698,102.6645
11.63,11.375,32.06,6.28,261.4,0.0,116.0,2019-09-19 04:11:00,1.66825,102.66766700000001
11.47,11.375,33.16,6.48,265.5,0.0,116.0,2019-09-19 04:12:00,1.6667169999999998,102.670833
11.36,11.375,33.16,6.89,236.1,0.0,115.0,2019-09-19 04:13:00,1.6652,102.67399999999999
11.31,11.375,33.16,5.76,238.3,0.0,116.0,2019-09-19 04:14:00,1.6637330000000001,102.677
11.26,11.375,33.16,5.97,242.9,0.0,115.0,2019-09-19 04:15:00,1.6622669999999995,102.68
11.14,11.375,18.0,5.56,240.0,0.0,115.0,2019-09-19 04:16:00,1.6608169999999998,102.68299999999999
11.18,11.375,14.0,4.58,242.1,0.0,114.0,2019-09-19 04:17:00,1.6594,102.686
11.11,11.375,16.0,5.56,251.0,0.0,114.0,2019-09-19 04:18:00,1.6580169999999999,102.689167
11.11,11.375,15.0,5.86,237.8,0.0,114.0,2019-09-19 04:19:00,1.6566169999999998,102.692167
11.02,11.375,15.0,6.48,270.2,0.0,115.0,2019-09-19 04:20:00,1.65525,102.695
11.15,11.375,15.0,6.38,261.1,0.0,115.0,2019-09-19 04:21:00,1.653833,102.698
11.06,11.375,15.0,5.76,247.3,0.0,115.0,2019-09-19 04:22:00,1.6524330000000005,102.70100000000001
10.92,11.375,18.68,5.86,224.5,0.0,115.0,2019-09-19 04:23:00,1.65105,102.704
10.92,11.375,18.68,5.86,224.5,0.0,115.0,2019-09-19 04:23:13,1.65105,102.704
10.95,11.375,19.0,5.86,236.7,0.0,115.0,2019-09-19 04:24:00,1.6496669999999998,102.70700000000001
10.91,11.375,21.0,5.76,245.2,0.0,115.0,2019-09-19 04:25:00,1.648267,102.71
10.9,11.375,16.0,6.48,267.7,0.0,115.0,2019-09-19 04:26:00,1.6469,102.71283299999999
10.99,11.375,16.0,5.97,253.9,0.0,114.0,2019-09-19 04:27:00,1.645517,102.71583299999999
11.0,11.375,16.0,7.0,226.2,0.0,114.0,2019-09-19 04:28:00,1.644167,102.71883299999999
10.98,11.375,17.93,6.79,267.5,0.0,114.0,2019-09-19 04:29:00,1.6428330000000002,102.72166700000001
10.98,11.375,17.93,6.79,267.5,0.0,114.0,2019-09-19 04:29:24,1.6428330000000002,102.72166700000001
10.98,11.375,16.0,5.66,268.4,0.0,114.0,2019-09-19 04:30:00,1.6415,102.72466700000001
10.99,11.375,17.93,7.1,251.5,0.0,114.0,2019-09-19 04:31:00,1.6402,102.72766700000001
10.91,11.375,17.93,6.58,262.5,0.0,114.0,2019-09-19 04:32:00,1.6388330000000002,102.7305
10.88,11.375,18.0,4.27,267.8,0.0,115.0,2019-09-19 04:33:00,1.63745,102.7335
10.96,11.375,16.0,6.69,227.2,0.0,115.0,2019-09-19 04:34:00,1.63605,102.7365
10.97,11.375,17.0,6.17,271.6,0.0,115.0,2019-09-19 04:35:00,1.634667,102.739333
10.89,11.375,18.68,4.17,262.9,0.0,114.0,2019-09-19 04:36:00,1.6333,102.742333
10.91,11.375,17.93,6.17,275.6,0.0,114.0,2019-09-19 04:37:00,1.631983,102.74516700000001
10.88,11.375,18.68,5.97,229.5,0.0,113.0,2019-09-19 04:38:00,1.630667,102.74816700000001
10.82,11.375,17.0,4.78,254.6,0.0,114.0,2019-09-19 04:39:00,1.629367,102.75116700000001
10.83,11.375,16.0,5.3,237.9,0.0,114.0,2019-09-19 04:40:00,1.628033,102.75416700000001
10.82,11.375,17.0,5.66,235.5,0.0,114.0,2019-09-19 04:41:00,1.626683,102.757
10.77,11.375,18.68,5.45,251.4,0.0,113.0,2019-09-19 04:42:00,1.6254,102.76
10.81,11.375,16.0,6.17,261.8,0.0,113.0,2019-09-19 04:43:00,1.624133,102.76299999999999
10.89,11.375,17.0,5.45,270.5,0.0,113.0,2019-09-19 04:44:00,1.62285,102.766
10.9,11.375,18.68,5.45,245.1,0.0,113.0,2019-09-19 04:45:00,1.621583,102.76899999999999
10.89,11.375,18.68,5.76,274.3,0.0,113.0,2019-09-19 04:46:00,1.62025,102.772
10.87,11.375,20.0,6.38,280.3,0.0,114.0,2019-09-19 04:47:00,1.618933,102.775
10.9,11.375,18.68,5.09,239.2,0.0,114.0,2019-09-19 04:48:00,1.617617,102.777833
10.91,11.375,18.68,5.86,239.15,0.0,113.0,2019-09-19 04:49:00,1.6157085,102.782167
10.91,11.375,16.0,5.76,274.5,0.0,113.0,2019-09-19 04:50:00,1.6138,102.78666700000001
10.92,11.375,18.68,5.3,272.7,0.0,113.0,2019-09-19 04:51:00,1.61255,102.78966700000001
10.92,11.375,17.93,6.07,238.3,0.0,113.0,2019-09-19 04:52:00,1.611283,102.79266700000001
10.88,11.375,16.0,3.86,267.1,0.0,113.0,2019-09-19 04:53:00,1.610017,102.79566700000001
10.87,11.375,17.0,6.17,236.3,0.0,113.0,2019-09-19 04:54:00,1.60875,102.7985
10.89,11.375,18.68,3.76,266.1,0.0,113.0,2019-09-19 04:55:00,1.607483,102.8015
10.91,11.375,17.0,4.99,225.3,0.0,114.0,2019-09-19 04:56:00,1.606183,102.8045
10.9,11.375,17.0,5.86,238.9,0.0,114.0,2019-09-19 04:57:00,1.604867,102.807333
10.83,11.375,16.0,4.99,238.1,0.0,113.0,2019-09-19 04:58:00,1.603567,102.810333
10.92,11.375,16.0,5.45,249.6,0.0,113.0,2019-09-19 04:59:00,1.6023,102.813167
10.98,11.375,18.68,5.66,242.7,0.0,113.0,2019-09-19 05:00:00,1.601,102.81616700000001
10.94,11.375,16.0,5.09,237.2,0.0,113.0,2019-09-19 05:01:00,1.599717,102.81916700000001
10.94,11.375,16.0,4.17,210.3,0.0,113.0,2019-09-19 05:02:00,1.598433,102.822
11.04,11.375,15.0,5.35,243.5,0.0,113.0,2019-09-19 05:03:00,1.5972,102.825
10.99,11.375,18.68,5.45,231.7,0.0,113.0,2019-09-19 05:04:00,1.595933,102.827833
11.01,11.375,16.0,5.76,233.3,0.0,113.0,2019-09-19 05:05:00,1.5947,102.830833
11.0,11.375,16.0,5.76,205.0,0.0,112.0,2019-09-19 05:06:00,1.59345,102.833833
11.0,11.375,17.0,5.2,222.3,0.0,115.0,2019-09-19 05:07:00,1.592167,102.836667
10.96,11.375,16.0,4.99,215.2,0.0,118.0,2019-09-19 05:08:00,1.5907,102.839667
10.99,11.375,17.0,5.35,212.1,0.0,119.0,2019-09-19 05:09:00,1.58915,102.842333
10.94,11.375,16.0,5.45,220.8,0.0,119.0,2019-09-19 05:10:00,1.587567,102.845167
10.97,11.375,16.0,5.45,213.8,0.0,119.0,2019-09-19 05:11:00,1.586033,102.848
10.96,11.375,16.0,5.45,216.9,0.0,118.0,2019-09-19 05:12:00,1.584483,102.850833
10.96,11.375,17.0,5.76,222.8,0.0,118.0,2019-09-19 05:13:00,1.58295,102.8535
11.02,11.375,15.0,4.68,218.3,0.0,118.0,2019-09-19 05:14:00,1.5814,102.85633299999999
10.93,11.375,18.68,4.89,249.2,0.0,118.0,2019-09-19 05:15:00,1.579883,102.859167
10.94,11.375,18.68,4.99,271.6,0.0,118.0,2019-09-19 05:16:00,1.578367,102.86200000000001
10.91,11.375,17.93,7.56,273.1,0.0,118.0,2019-09-19 05:17:00,1.576883,102.86483299999999
10.98,11.375,16.0,6.89,271.0,0.0,118.0,2019-09-19 05:18:00,1.575367,102.8675
10.92,11.375,16.0,4.99,272.4,0.0,118.0,2019-09-19 05:19:00,1.573833,102.870333
10.98,11.375,16.0,7.87,252.0,0.0,119.0,2019-09-19 05:20:00,1.5723,102.87316700000001
11.05,11.375,16.0,7.87,270.1,0.0,119.0,2019-09-19 05:21:00,1.570733,102.875833
10.98,11.375,17.93,7.1,221.4,0.0,119.0,2019-09-19 05:22:00,1.569183,102.87866700000001
10.93,11.375,16.0,6.79,253.6,0.0,119.0,2019-09-19 05:23:00,1.567617,102.881333
10.9,11.375,17.93,7.87,273.1,0.0,119.0,2019-09-19 05:24:00,1.566083,102.884167
10.88,11.375,17.93,7.36,263.4,0.0,119.0,2019-09-19 05:25:00,1.564533,102.886833
10.89,11.375,17.0,7.67,271.6,0.0,119.0,2019-09-19 05:26:00,1.562983,102.889667
10.86,11.375,17.93,7.56,266.6,0.0,119.0,2019-09-19 05:27:00,1.561467,102.892333
10.86,11.375,17.93,6.69,266.9,0.0,119.0,2019-09-19 05:28:00,1.559967,102.895
10.89,11.375,16.0,7.36,267.0,0.0,119.0,2019-09-19 05:29:00,1.558417,102.89783299999999
10.81,11.375,16.0,7.77,262.8,0.0,119.0,2019-09-19 05:30:00,1.55685,102.9005
10.88,11.375,17.93,7.97,272.4,0.0,119.0,2019-09-19 05:31:00,1.555283,102.90333299999999
10.88,11.375,16.0,7.46,264.2,0.0,120.0,2019-09-19 05:32:00,1.553717,102.906
10.88,11.375,18.0,7.46,270.8,0.0,120.0,2019-09-19 05:33:00,1.5521,102.90866700000001
10.89,11.375,18.0,7.46,270.8,0.0,120.0,2019-09-19 05:33:39,1.5521,102.90866700000001
10.97,11.375,16.0,7.87,264.7,0.0,120.0,2019-09-19 05:34:00,1.550517,102.911333
10.91,11.375,16.0,7.46,245.7,0.0,121.0,2019-09-19 05:35:00,1.5489,102.914
10.77,11.375,17.93,7.56,271.6,0.0,120.0,2019-09-19 05:36:00,1.547283,102.916667
10.86,11.375,16.0,7.1,260.5,0.0,120.0,2019-09-19 05:37:00,1.545683,102.9195
10.84,11.375,18.68,5.97,261.8,0.0,120.0,2019-09-19 05:38:00,1.54405,102.922167
10.81,11.375,16.0,8.49,263.2,0.0,120.0,2019-09-19 05:39:00,1.542433,102.92483299999999
10.83,11.375,17.93,8.49,229.1,0.0,120.0,2019-09-19 05:40:00,1.5409,102.9275
10.79,11.375,16.0,7.97,230.6,0.0,120.0,2019-09-19 05:41:00,1.539317,102.930167
10.69,11.375,15.0,7.67,264.4,0.0,120.0,2019-09-19 05:42:00,1.537717,102.932833
10.76,11.375,16.0,6.58,228.7,0.0,121.0,2019-09-19 05:43:00,1.536117,102.9355
10.76,11.375,17.0,6.48,234.0,0.0,121.0,2019-09-19 05:44:00,1.534483,102.938167
10.78,11.375,17.93,8.69,260.8,0.0,120.0,2019-09-19 05:45:00,1.532883,102.940833
10.75,11.375,17.0,5.66,277.4,0.0,120.0,2019-09-19 05:46:00,1.531317,102.943333
10.84,11.375,17.93,8.59,273.2,0.0,120.0,2019-09-19 05:47:00,1.529733,102.946
10.61,11.375,16.0,8.39,276.4,0.0,120.0,2019-09-19 05:48:00,1.52815,102.948667
10.8,11.375,17.93,7.97,270.6,0.0,120.0,2019-09-19 05:49:00,1.5266,102.95133299999999
10.8,11.375,16.0,7.87,274.0,0.0,120.0,2019-09-19 05:50:00,1.525033,102.954
10.77,11.375,17.93,7.87,269.8,0.0,121.0,2019-09-19 05:51:00,1.523483,102.9565
10.69,11.375,16.0,7.25,268.4,0.0,121.0,2019-09-19 05:52:00,1.5219,102.95916700000001
10.52,11.375,15.0,7.67,265.1,0.0,121.0,2019-09-19 05:53:00,1.520317,102.961833
10.59,11.375,16.0,7.46,271.3,0.0,120.0,2019-09-19 05:54:00,1.51875,102.964333
10.59,11.375,15.0,7.46,271.4,0.0,120.0,2019-09-19 05:55:00,1.5172,102.96700000000001
10.63,11.375,15.0,6.89,269.4,0.0,120.0,2019-09-19 05:56:00,1.515667,102.969667
10.68,11.375,16.0,7.0,266.8,0.0,120.0,2019-09-19 05:57:00,1.514167,102.972167
10.65,11.375,16.0,7.15,266.3,0.0,120.0,2019-09-19 05:58:00,1.512633,102.97483299999999
