stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
13.86,11.355,27.92,5.35,146.4,0.0,245.0,2019-11-15 06:00:00,-4.841233,11.623
13.68,11.355,26.0,5.76,153.6,0.0,238.0,2019-11-15 06:01:00,-4.843033,11.619867
13.51,11.355,27.0,5.76,155.1,0.0,233.0,2019-11-15 06:02:00,-4.84515,11.616916999999999
13.62,11.355,27.74,4.99,146.8,0.0,233.0,2019-11-15 06:03:00,-4.847367,11.614033000000001
13.66,11.355,27.74,5.2,147.6,0.0,236.0,2019-11-15 06:04:00,-4.849433,11.610983000000001
13.77,11.355,30.0,5.3,137.9,0.0,237.0,2019-11-15 06:05:00,-4.851433,11.607867
13.82,11.355,29.0,4.68,144.8,0.0,237.0,2019-11-15 06:06:00,-4.85345,11.604733
14.01,11.355,30.0,4.78,140.8,0.0,240.0,2019-11-15 06:07:00,-4.855283,11.60155
13.89,11.355,28.0,4.99,149.2,0.0,240.0,2019-11-15 06:08:00,-4.857083,11.59825
13.69,11.355,26.0,5.2,152.0,0.0,235.0,2019-11-15 06:09:00,-4.8591169999999995,11.595167
13.68,11.355,28.0,4.68,146.5,0.0,232.0,2019-11-15 06:10:00,-4.861317,11.59225
13.77,11.355,28.0,4.89,153.1,0.0,231.0,2019-11-15 06:11:00,-4.863583,11.589367
13.66,11.355,30.0,6.58,154.4,0.0,230.0,2019-11-15 06:12:00,-4.865883,11.58655
13.84,11.355,30.0,7.1,156.8,0.0,234.0,2019-11-15 06:13:00,-4.868083,11.5836
13.79,11.355,29.0,7.25,154.9,0.0,234.0,2019-11-15 06:14:00,-4.870233,11.580567
13.74,11.355,28.0,6.69,157.1,0.0,234.0,2019-11-15 06:15:00,-4.8724,11.577533
13.8,11.355,29.71,6.38,156.0,0.0,234.0,2019-11-15 06:16:00,-4.87455,11.5745
13.77,11.355,29.0,6.79,155.6,0.0,234.0,2019-11-15 06:17:00,-4.876733,11.571467
13.78,11.355,29.0,6.69,160.4,0.0,234.0,2019-11-15 06:18:00,-4.878867,11.568467
13.83,11.355,29.0,6.58,160.4,0.0,234.0,2019-11-15 06:19:00,-4.878867,11.568467
13.83,11.355,29.0,6.58,154.3,0.0,235.0,2019-11-15 06:19:51,-4.8809830000000005,11.5654
13.89,11.355,28.0,6.69,159.2,0.0,235.0,2019-11-15 06:20:00,-4.883133,11.562333
13.84,11.355,29.0,6.69,158.3,0.0,235.0,2019-11-15 06:21:00,-4.885267,11.55925
13.87,11.355,29.0,7.25,156.6,0.0,235.0,2019-11-15 06:22:00,-4.887417,11.55615
13.9,11.355,29.0,5.97,154.2,0.0,235.0,2019-11-15 06:23:00,-4.889517,11.55305
13.89,11.355,29.0,6.58,150.4,0.0,235.0,2019-11-15 06:24:00,-4.891617,11.549967
13.84,11.355,29.0,7.0,151.4,0.0,236.0,2019-11-15 06:25:00,-4.893717,11.546867
13.77,11.355,28.0,6.89,154.9,0.0,236.0,2019-11-15 06:26:00,-4.8958,11.543733
13.77,11.355,28.0,6.89,154.9,0.0,236.0,2019-11-15 06:26:31,-4.8958,11.543733
13.53,11.355,27.0,5.66,171.1,0.0,230.0,2019-11-15 06:27:00,-4.898083,11.540867
13.1,11.355,27.0,5.97,180.1,0.0,222.0,2019-11-15 06:28:00,-4.900683,11.538383
12.83,11.355,29.0,5.76,188.0,0.0,213.0,2019-11-15 06:29:00,-4.90355,11.5364
12.91,11.355,29.0,5.09,194.3,0.0,209.0,2019-11-15 06:30:00,-4.906517,11.534667
12.98,11.355,30.0,5.35,196.8,0.0,208.0,2019-11-15 06:31:00,-4.9096,11.533
13.03,11.355,27.81,5.35,196.1,0.0,207.0,2019-11-15 06:32:00,-4.91275,11.53135
13.24,11.355,27.81,4.99,192.8,0.0,208.0,2019-11-15 06:33:00,-4.915916999999999,11.529667
13.34,11.355,27.84,5.09,190.6,0.0,208.0,2019-11-15 06:34:00,-4.919117,11.527967
13.32,11.355,29.0,4.78,192.1,0.0,208.0,2019-11-15 06:35:00,-4.922317,11.526233
13.35,11.355,29.0,5.09,188.8,0.0,209.0,2019-11-15 06:36:00,-4.925467,11.524483
13.37,11.355,29.0,4.17,189.3,0.0,209.0,2019-11-15 06:37:00,-4.92865,11.522683
13.42,11.355,28.0,3.96,190.1,0.0,206.0,2019-11-15 06:38:00,-4.931883,11.520999999999999
13.33,11.355,28.0,3.96,180.7,0.0,204.0,2019-11-15 06:39:00,-4.935167,11.519517
13.41,11.355,29.0,4.37,179.5,0.0,203.0,2019-11-15 06:40:00,-4.938483,11.51805
13.35,11.355,29.0,4.17,158.8,0.0,203.0,2019-11-15 06:41:00,-4.941733,11.516633
13.41,11.355,29.0,3.86,132.2,0.0,204.0,2019-11-15 06:42:00,-4.9450330000000005,11.515167
13.5,11.355,29.0,3.55,138.0,0.0,203.0,2019-11-15 06:43:00,-4.94835,11.513717
13.56,11.355,29.0,3.96,129.89999999999998,0.0,203.0,2019-11-15 06:44:00,-4.95165,11.51225
13.44,11.355,29.0,4.58,133.39999999999998,0.0,203.0,2019-11-15 06:45:00,-4.954967,11.510783
13.38,11.355,28.0,7.15,118.8,0.0,203.0,2019-11-15 06:46:00,-4.95825,11.509317
13.34,11.355,30.0,9.05,121.3,0.0,204.0,2019-11-15 06:47:00,-4.96145,11.507883
13.36,11.355,29.0,8.85,116.2,0.0,204.0,2019-11-15 06:48:00,-4.9646669999999995,11.506416999999999
13.32,11.355,30.0,9.16,112.8,0.0,204.0,2019-11-15 06:49:00,-4.967867,11.504933
13.25,11.355,29.0,9.77,113.0,0.0,204.0,2019-11-15 06:50:00,-4.97105,11.503467
13.09,11.355,30.0,9.05,109.3,0.0,204.0,2019-11-15 06:51:00,-4.974233,11.502
13.03,11.355,30.0,10.65,108.3,0.0,205.0,2019-11-15 06:52:00,-4.977367,11.500533
12.91,11.355,30.0,9.57,105.8,1.45,205.0,2019-11-15 06:53:00,-4.98045,11.499067
12.87,11.355,30.0,10.96,101.60000000000002,1.45,205.0,2019-11-15 06:54:00,-4.983533,11.4976
12.88,11.355,30.0,9.67,101.2,1.45,205.0,2019-11-15 06:55:00,-4.9866,11.496167
12.77,11.355,28.69,10.29,103.89999999999998,1.45,205.0,2019-11-15 06:56:00,-4.989733,11.494633
12.83,11.355,30.0,10.19,103.3,1.45,205.0,2019-11-15 06:57:00,-4.9928,11.4932
12.88,11.355,28.69,9.98,98.5,1.45,205.0,2019-11-15 06:58:00,-4.995817,11.491767
12.79,11.355,28.69,11.27,102.39999999999998,1.45,205.0,2019-11-15 06:59:00,-4.998883,11.490283
12.78,11.355,28.69,10.96,99.89999999999998,1.45,206.0,2019-11-15 07:00:00,-5.00195,11.4888
12.7,11.355,27.67,9.98,99.2,1.45,205.0,2019-11-15 07:01:00,-5.005033,11.487283
12.77,11.355,28.69,10.08,97.10000000000002,1.45,208.0,2019-11-15 07:02:00,-5.008067,11.485767
13.01,11.355,29.99,9.57,89.10000000000002,1.45,213.0,2019-11-15 07:03:00,-5.011017,11.483917
13.18,11.355,29.99,9.16,83.19999999999997,1.45,219.0,2019-11-15 07:04:00,-5.013767,11.481683
13.42,11.355,29.1,8.69,74.30000000000003,1.45,226.0,2019-11-15 07:05:00,-5.016267,11.47915
13.62,11.355,31.0,7.56,70.0,1.45,232.0,2019-11-15 07:06:00,-5.0185330000000015,11.476217
13.62,11.355,31.0,7.56,70.0,1.45,232.0,2019-11-15 07:06:03,-5.0185330000000015,11.476217
13.86,11.355,31.0,6.89,60.69999999999999,1.45,238.0,2019-11-15 07:07:00,-5.020517,11.473083
13.98,11.355,31.0,7.56,56.399999999999984,1.45,245.0,2019-11-15 07:08:00,-5.022183,11.469667
14.11,11.355,31.0,6.17,54.100000000000016,1.45,252.0,2019-11-15 07:09:00,-5.023433,11.466033
14.22,11.355,28.0,5.86,51.19999999999999,1.45,254.0,2019-11-15 07:10:00,-5.024467,11.462383
14.21,11.355,30.0,6.28,40.69999999999999,1.45,259.0,2019-11-15 07:11:00,-5.025217,11.458533000000001
14.3,11.355,27.0,5.97,43.100000000000016,1.45,258.0,2019-11-15 07:12:00,-5.0260169999999995,11.45475
14.22,11.355,27.0,4.68,44.0,1.45,256.0,2019-11-15 07:13:00,-5.026867,11.45095
14.22,11.355,27.0,4.68,44.0,1.45,256.0,2019-11-15 07:13:32,-5.026867,11.45095
14.16,11.355,27.0,5.3,45.399999999999984,1.45,256.0,2019-11-15 07:14:00,-5.027783,11.44725
14.09,11.355,27.0,5.66,51.19999999999999,1.45,254.0,2019-11-15 07:15:00,-5.028767,11.44355
13.88,11.355,28.0,6.58,54.19999999999999,1.45,252.0,2019-11-15 07:16:00,-5.02985,11.44
13.84,11.355,28.0,7.56,55.600000000000016,1.45,251.0,2019-11-15 07:17:00,-5.03105,11.43645
13.93,11.355,29.71,7.25,54.69999999999999,1.45,250.0,2019-11-15 07:18:00,-5.0322830000000005,11.4329
13.85,11.355,29.0,6.69,58.5,1.45,250.0,2019-11-15 07:19:00,-5.033517,11.42935
13.8,11.355,29.0,6.69,61.80000000000001,1.45,250.0,2019-11-15 07:20:00,-5.034783,11.4258
13.86,11.355,29.0,6.38,59.30000000000001,1.45,250.0,2019-11-15 07:21:00,-5.03605,11.422233
13.89,11.355,29.0,6.28,58.19999999999999,1.45,250.0,2019-11-15 07:22:00,-5.0373,11.4187
13.81,11.355,29.0,6.38,60.19999999999999,1.45,250.0,2019-11-15 07:23:00,-5.038533,11.415117
13.86,11.355,29.0,5.76,59.399999999999984,1.45,250.0,2019-11-15 07:24:00,-5.0398,11.41155
13.96,11.355,28.0,5.45,63.5,1.45,250.0,2019-11-15 07:25:00,-5.041067,11.408
13.94,11.355,29.0,6.17,68.80000000000001,1.45,249.0,2019-11-15 07:26:00,-5.042367,11.404433000000001
13.92,11.355,29.0,5.76,68.69999999999999,1.45,249.0,2019-11-15 07:27:00,-5.043667,11.400917
13.93,11.355,29.0,5.76,65.5,1.45,250.0,2019-11-15 07:28:00,-5.04495,11.39735
13.88,11.355,28.0,6.69,60.399999999999984,1.45,250.0,2019-11-15 07:29:00,-5.04625,11.393783
13.87,11.355,29.0,6.58,58.80000000000001,1.45,250.0,2019-11-15 07:30:00,-5.04755,11.390217
13.79,11.355,29.0,7.46,59.5,1.34,250.0,2019-11-15 07:31:00,-5.0488669999999995,11.386617
13.79,11.355,29.0,7.46,59.69999999999999,1.34,250.0,2019-11-15 07:32:00,-5.05015,11.38305
13.87,11.355,28.0,7.56,63.600000000000016,1.34,249.0,2019-11-15 07:33:00,-5.051417,11.379567
13.82,11.355,29.0,7.46,60.30000000000001,1.34,249.0,2019-11-15 07:34:00,-5.052733,11.376017
13.82,11.355,29.0,7.77,58.399999999999984,1.34,249.0,2019-11-15 07:35:00,-5.054033,11.372483
13.87,11.355,29.0,7.1,57.30000000000001,1.34,250.0,2019-11-15 07:36:00,-5.055317,11.368933
13.8,11.355,29.0,6.07,61.80000000000001,1.34,250.0,2019-11-15 07:37:00,-5.0566,11.36535
13.81,11.355,28.0,5.76,57.5,1.34,250.0,2019-11-15 07:38:00,-5.057867,11.361833
