stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
10.66,11.045,26.0,3.09,109.14999999999998,0.87,148.0,2019-10-06 23:59:00,33.913220700000004,122.154875
10.45,11.165,64.0,5.76,175.3,0.96,231.0,2019-10-07 05:54:00,31.190717,122.573333
11.64,11.165,32.06,5.56,176.1,0.96,231.0,2019-10-07 05:55:00,31.188567,122.570167
12.62,11.165,26.99,6.07,178.8,0.96,231.0,2019-10-07 05:56:00,31.1863,122.566667
13.41,11.165,29.1,6.89,173.2,0.96,232.0,2019-10-07 05:57:00,31.18385,122.56299999999999
14.07,11.165,30.7,6.07,166.8,0.96,233.0,2019-10-07 05:58:00,31.181333000000002,122.55933300000001
