stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
15.2,10.05,39.0,9.98,353.5,1.31,20.0,2019-12-20 04:48:00,2.4797,105.04533300000001
15.27,10.05,40.0,10.65,4.199999999999998,1.31,21.0,2019-12-20 04:49:00,2.4834,105.046833
15.24,10.05,39.0,10.19,2.8999999999999986,1.31,22.0,2019-12-20 04:50:00,2.48715,105.04833300000001
15.18,10.05,39.0,10.65,356.9,1.31,22.0,2019-12-20 04:51:00,2.4908669999999997,105.049833
15.15,10.05,38.0,9.57,358.9,1.31,22.0,2019-12-20 04:52:00,2.4946,105.05133300000001
15.09,10.05,38.0,10.29,327.3,1.31,21.0,2019-12-20 04:53:00,2.49835,105.052833
15.1,10.05,39.0,10.96,329.0,1.4,23.0,2019-12-20 04:54:00,2.501983,105.05433300000001
15.21,10.05,39.0,10.6,4.699999999999998,1.4,22.0,2019-12-20 04:55:00,2.5056830000000003,105.056
15.24,10.05,39.0,10.96,3.6999999999999993,1.4,22.0,2019-12-20 04:56:00,2.5094,105.0575
15.16,10.05,38.0,10.19,4.0,1.4,22.0,2019-12-20 04:57:00,2.5131,105.059
15.21,10.05,39.0,8.18,352.4,1.4,23.0,2019-12-20 04:58:00,2.5168,105.060667
15.2,10.05,39.0,10.29,329.0,1.4,22.0,2019-12-20 04:59:00,2.52045,105.06216699999999
15.15,10.05,35.78,8.69,6.8000000000000025,1.4,22.0,2019-12-20 05:00:00,2.52415,105.063667
15.11,10.05,39.0,11.16,0.5,1.4,22.0,2019-12-20 05:01:00,2.52785,105.06516699999999
15.03,10.05,39.0,10.75,3.3000000000000007,1.4,22.0,2019-12-20 05:02:00,2.531533,105.066833
15.13,10.05,39.0,10.65,329.2,1.4,22.0,2019-12-20 05:03:00,2.535217,105.06833300000001
15.18,10.05,39.0,10.65,358.8,1.4,22.0,2019-12-20 05:04:00,2.5389,105.069833
15.18,10.05,38.0,9.88,4.0,1.4,22.0,2019-12-20 05:05:00,2.542583,105.07133300000001
15.13,10.05,39.0,10.75,2.2,1.4,22.0,2019-12-20 05:06:00,2.546217,105.072833
15.18,10.05,39.0,10.29,1.5,1.4,22.0,2019-12-20 05:07:00,2.5499,105.0745
15.08,10.05,38.0,10.29,319.1,1.4,22.0,2019-12-20 05:08:00,2.553583,105.07600000000001
15.15,10.05,39.0,10.96,1.3000000000000007,1.4,23.0,2019-12-20 05:09:00,2.55725,105.0775
15.13,10.05,39.0,10.49,359.5,1.4,22.0,2019-12-20 05:10:00,2.560917,105.079167
15.16,10.05,39.0,10.29,352.6,1.4,22.0,2019-12-20 05:11:00,2.5646,105.08066699999999
15.18,10.05,38.0,11.06,5.0,1.4,22.0,2019-12-20 05:12:00,2.5682,105.082167
15.14,10.05,39.0,10.08,4.0,1.4,22.0,2019-12-20 05:13:00,2.5718669999999997,105.08366699999999
15.08,10.05,39.0,10.08,3.899999999999999,1.4,22.0,2019-12-20 05:14:00,2.575567,105.085333
15.08,10.05,39.0,10.49,359.3,1.4,22.0,2019-12-20 05:15:00,2.57925,105.08683300000001
15.12,10.05,38.0,10.75,1.1999999999999993,1.4,22.0,2019-12-20 05:16:00,2.582867,105.088333
15.16,10.05,39.0,10.65,3.5,1.4,22.0,2019-12-20 05:17:00,2.5864830000000003,105.08983300000001
15.07,10.05,38.0,10.75,5.600000000000001,1.4,20.0,2019-12-20 05:18:00,2.590183,105.091333
15.09,10.05,38.0,10.85,6.399999999999999,1.4,20.0,2019-12-20 05:19:00,2.5938830000000004,105.09266699999999
15.09,10.05,39.0,10.49,8.600000000000001,1.4,20.0,2019-12-20 05:20:00,2.5976,105.094
15.08,10.05,39.0,10.6,7.1999999999999975,1.4,20.0,2019-12-20 05:21:00,2.601317,105.09533300000001
15.04,10.05,39.0,9.67,0.8999999999999986,1.4,20.0,2019-12-20 05:22:00,2.605067,105.096833
15.15,10.05,39.0,10.08,14.0,1.4,20.0,2019-12-20 05:23:00,2.608717,105.09816699999999
15.07,10.05,38.0,10.85,5.6999999999999975,1.4,20.0,2019-12-20 05:24:00,2.6124669999999997,105.0995
15.11,10.05,38.0,11.16,10.5,1.4,20.0,2019-12-20 05:25:00,2.6162,105.10083300000001
14.99,10.05,39.0,9.98,5.300000000000002,1.4,20.0,2019-12-20 05:26:00,2.6199169999999996,105.102333
15.07,10.05,39.0,10.96,1.8999999999999984,1.4,20.0,2019-12-20 05:27:00,2.6236330000000003,105.10366699999999
15.17,10.05,41.0,9.47,329.4,1.4,23.0,2019-12-20 05:28:00,2.6273169999999997,105.105167
15.11,10.05,39.0,9.57,323.2,1.4,24.0,2019-12-20 05:29:00,2.6308830000000003,105.10683300000001
15.17,10.05,39.0,8.69,357.8,1.4,25.0,2019-12-20 05:30:00,2.6345169999999998,105.1085
15.09,10.05,35.78,7.46,317.7,1.4,24.0,2019-12-20 05:31:00,2.63815,105.11016699999999
15.01,10.05,39.64,9.47,1.6000000000000014,1.4,24.0,2019-12-20 05:32:00,2.641783,105.111833
14.97,10.05,37.0,5.66,4.899999999999999,1.4,22.0,2019-12-20 05:33:00,2.645433,105.1135
14.99,10.05,36.0,8.85,337.2,1.4,20.0,2019-12-20 05:34:00,2.6490669999999996,105.114833
14.85,10.05,37.0,10.08,7.399999999999999,1.4,16.0,2019-12-20 05:35:00,2.652767,105.116
14.94,10.05,39.0,10.6,16.6,1.4,15.0,2019-12-20 05:36:00,2.656567,105.117167
14.97,10.05,39.0,9.26,11.1,1.4,15.0,2019-12-20 05:37:00,2.6603830000000004,105.11816699999999
15.08,10.05,39.0,10.6,6.100000000000001,1.4,15.0,2019-12-20 05:38:00,2.664217,105.11916699999999
14.99,10.05,39.0,10.08,8.600000000000001,1.4,16.0,2019-12-20 05:39:00,2.66805,105.120333
15.07,10.05,38.0,9.67,326.2,1.4,16.0,2019-12-20 05:40:00,2.671817,105.1215
15.07,10.05,38.0,10.08,359.3,1.4,16.0,2019-12-20 05:41:00,2.6756330000000004,105.1225
15.19,10.05,38.0,9.77,2.8999999999999986,1.4,15.0,2019-12-20 05:42:00,2.6794830000000003,105.123667
15.14,10.05,38.0,10.49,10.9,1.4,15.0,2019-12-20 05:43:00,2.68335,105.12466699999999
15.11,10.05,39.0,10.29,10.2,1.4,15.0,2019-12-20 05:44:00,2.6872,105.12566699999999
15.11,10.05,38.0,9.88,7.100000000000001,1.4,16.0,2019-12-20 05:45:00,2.691067,105.126833
15.16,10.05,39.0,9.98,2.5,1.4,16.0,2019-12-20 05:46:00,2.69485,105.12799999999999
15.08,10.05,38.0,10.29,10.2,1.4,16.0,2019-12-20 05:47:00,2.69865,105.12899999999999
15.16,10.05,39.0,10.85,11.8,1.4,15.0,2019-12-20 05:48:00,2.7025,105.13016699999999
15.2,10.05,39.0,10.62,11.1,1.4,15.0,2019-12-20 05:49:00,2.7063330000000003,105.13116699999999
15.15,10.05,39.0,9.05,15.5,1.4,14.0,2019-12-20 05:50:00,2.7101830000000002,105.132333
15.19,10.05,41.0,10.08,8.8,1.4,17.0,2019-12-20 05:51:00,2.714033,105.13333300000001
15.13,10.05,39.0,10.6,12.2,1.4,18.0,2019-12-20 05:52:00,2.717767,105.134667
15.04,10.05,39.0,10.29,6.8000000000000025,1.4,19.0,2019-12-20 05:53:00,2.72155,105.135833
15.07,10.05,38.0,10.29,9.2,1.4,19.0,2019-12-20 05:54:00,2.725333,105.13716699999999
15.05,10.05,39.0,10.6,12.6,1.4,18.0,2019-12-20 05:55:00,2.729133,105.1385
15.06,10.05,39.0,10.49,10.0,1.4,18.0,2019-12-20 05:56:00,2.73295,105.13983300000001
15.05,10.05,39.0,10.29,7.399999999999999,1.4,19.0,2019-12-20 05:57:00,2.736733,105.141167
15.05,10.05,40.0,10.65,7.1999999999999975,1.4,21.0,2019-12-20 05:58:00,2.74045,105.1425
14.98,10.05,40.0,10.85,4.399999999999999,1.4,22.0,2019-12-20 05:59:00,2.74415,105.143833
15.1,10.05,39.64,10.6,2.2,1.4,23.0,2019-12-20 06:00:00,2.747867,105.1455
15.2,10.05,39.0,9.98,7.800000000000002,1.4,23.0,2019-12-20 06:01:00,2.7515330000000002,105.147
15.09,10.05,38.0,10.08,4.800000000000002,1.4,23.0,2019-12-20 06:02:00,2.755217,105.14866699999999
15.04,10.05,39.0,9.47,5.0,1.4,23.0,2019-12-20 06:03:00,2.7589,105.150167
15.12,10.05,39.0,9.98,328.8,1.4,23.0,2019-12-20 06:04:00,2.7626,105.15183300000001
15.13,10.05,39.0,10.29,332.2,1.4,23.0,2019-12-20 06:05:00,2.7663,105.153333
15.17,10.05,38.0,10.39,330.6,1.4,22.0,2019-12-20 06:06:00,2.77,105.155
15.05,10.05,39.0,10.49,0.8999999999999986,1.4,23.0,2019-12-20 06:07:00,2.7737,105.1565
15.02,10.05,38.0,9.36,2.8000000000000007,1.4,23.0,2019-12-20 06:08:00,2.7773830000000004,105.15799999999999
15.18,10.05,39.0,9.57,3.6999999999999993,1.4,23.0,2019-12-20 06:09:00,2.780967,105.159667
15.15,10.05,39.0,10.6,2.6000000000000014,1.4,23.0,2019-12-20 06:10:00,2.784667,105.16116699999999
15.13,10.05,39.0,10.65,6.0,1.4,22.0,2019-12-20 06:11:00,2.788367,105.162667
15.0,10.05,39.0,9.77,4.100000000000001,1.4,24.0,2019-12-20 06:12:00,2.792017,105.16433300000001
15.14,10.05,40.0,10.65,2.2,1.4,24.0,2019-12-20 06:13:00,2.7957330000000002,105.166
15.06,10.05,39.0,10.19,2.0,1.4,25.0,2019-12-20 06:14:00,2.79945,105.167667
15.04,10.05,39.0,10.39,0.8000000000000007,1.4,25.0,2019-12-20 06:15:00,2.803033,105.16933300000001
15.05,10.05,38.0,8.95,1.8000000000000007,1.4,25.0,2019-12-20 06:16:00,2.806683,105.171
15.2,10.05,39.0,10.19,327.2,1.4,25.0,2019-12-20 06:17:00,2.810317,105.17266699999999
