stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
14.77,10.6,35.45,7.87,203.6,0.3,88.0,2019-10-08 03:43:00,31.099666999999997,122.38366699999999
14.62,10.6,35.05,8.18,216.3,0.3,83.0,2019-10-08 03:44:00,31.100016999999998,122.3885
14.53,10.6,35.05,8.95,218.8,0.3,82.0,2019-10-08 03:45:00,31.100533000000002,122.39333300000001
14.67,10.6,35.05,7.87,216.9,0.3,84.0,2019-10-08 03:46:00,31.10108300000001,122.398
14.93,10.6,35.45,8.85,204.6,0.3,92.0,2019-10-08 03:47:00,31.101233,122.40299999999999
15.17,10.6,35.78,7.67,194.4,0.3,96.0,2019-10-08 03:48:00,31.10075,122.40799999999999
15.14,10.6,35.78,8.08,209.9,0.3,97.0,2019-10-08 03:49:00,31.10025,122.412833
14.96,10.6,38.0,7.46,199.9,0.3,96.0,2019-10-08 03:50:00,31.099733,122.417667
14.55,10.6,35.05,6.58,186.3,0.3,102.0,2019-10-08 03:51:00,31.0989,122.42233300000001
13.79,10.6,29.71,6.48,186.8,0.3,103.0,2019-10-08 03:52:00,31.09805,122.426667
12.66,10.6,26.23,5.09,190.1,0.3,103.0,2019-10-08 03:53:00,31.09725,122.43066699999999
11.81,10.6,29.19,6.28,186.7,0.3,103.0,2019-10-08 03:54:00,31.096466999999997,122.4345
10.75,10.6,1.0,5.76,177.10000000000005,0.3,104.0,2019-10-08 03:55:00,31.095683,122.43783300000001
10.05,10.6,27.0,6.17,188.9,0.3,94.0,2019-10-08 04:02:00,31.0926,122.459333
10.42,10.6,27.0,4.58,192.9,0.3,94.0,2019-10-08 04:03:00,31.092367,122.462833
10.75,10.6,26.0,7.67,195.3,0.3,93.0,2019-10-08 04:04:00,31.09215,122.466333
10.97,10.6,17.93,6.38,187.7,0.3,93.0,2019-10-08 04:05:00,31.091933,122.47
10.81,10.6,17.93,7.67,197.2,0.3,94.0,2019-10-08 04:06:00,31.0917,122.4735
10.4,10.6,8.0,7.46,194.1,0.3,94.0,2019-10-08 04:07:00,31.0915,122.47683300000001
10.12,10.6,9.0,7.15,197.4,0.3,93.0,2019-10-08 04:08:00,31.091317,122.480167
10.64,10.6,50.0,8.39,212.9,0.83,88.0,2019-10-08 04:26:00,31.085183,122.5345
10.64,10.6,50.0,8.39,212.9,0.83,88.0,2019-10-08 04:26:18,31.085183,122.5345
11.36,10.6,33.16,7.77,228.5,0.83,93.0,2019-10-08 04:27:00,31.08513300000001,122.53833300000001
12.11,10.6,23.25,7.15,213.6,0.83,92.0,2019-10-08 04:28:00,31.084933000000003,122.5425
12.79,10.6,27.85,7.87,189.6,0.83,92.0,2019-10-08 04:29:00,31.084783,122.546667
13.4,10.6,29.1,7.97,211.0,0.83,92.0,2019-10-08 04:30:00,31.084633,122.55083300000001
13.64,10.6,29.46,6.38,199.6,1.02,92.0,2019-10-08 04:31:00,31.0845,122.555333
13.87,10.6,29.71,6.38,196.3,1.02,93.0,2019-10-08 04:32:00,31.084333,122.55966699999999
13.94,10.6,29.71,8.18,205.1,1.02,91.0,2019-10-08 04:33:00,31.084183000000003,122.564167
14.17,10.6,30.7,7.46,217.5,1.02,94.0,2019-10-08 04:34:00,31.084033,122.56866699999999
14.08,10.6,30.7,8.18,187.1,1.02,97.0,2019-10-08 04:35:00,31.08355,122.573167
14.28,10.6,34.0,6.58,191.3,1.02,96.0,2019-10-08 04:36:00,31.08305,122.57766699999999
14.41,10.6,33.0,7.77,211.1,1.02,97.0,2019-10-08 04:37:00,31.08255,122.582333
14.37,10.6,33.0,7.67,201.2,1.02,97.0,2019-10-08 04:38:00,31.08203300000001,122.58683300000001
14.35,10.6,32.0,6.58,197.7,1.02,95.0,2019-10-08 04:39:00,31.081583000000002,122.5915
14.34,10.6,35.13,9.77,210.9,1.02,93.0,2019-10-08 04:40:00,31.0813,122.596
