13.35,173.0,4,12.2,0.0,23.2,2020-04-01 04:04:00
13.35,161.56,5,12.12,0.0,22.78,2020-04-01 04:13:00
13.35,158.92,5,12.2,0.0,22.78,2020-04-01 04:14:00
13.35,164.18,4,12.14,0.0,22.78,2020-04-01 04:15:00
13.35,167.68,5,12.39,0.0,23.1,2020-04-01 04:17:00
13.35,148.2,5,12.51,0.0,28.57,2020-04-01 04:18:00
13.35,163.96,4,13.01,0.0,28.99,2020-04-01 04:19:00
13.35,169.06,4,12.43,0.0,23.1,2020-04-01 04:20:00
13.35,165.08,4,12.54,0.0,25.0,2020-04-01 04:21:00
13.35,169.22,4,12.86,0.0,25.0,2020-04-01 04:22:00
13.35,165.4,4,12.76,0.0,24.0,2020-04-01 04:23:00
13.35,165.62,4,12.39,0.0,24.0,2020-04-01 04:24:00
13.35,172.08,4,12.01,0.0,22.78,2020-04-01 04:25:00
13.35,163.6,4,13.09,0.0,24.0,2020-04-01 04:26:00
13.35,158.22,4,12.62,0.0,25.0,2020-04-01 04:27:00
13.35,171.38,4,13.53,0.0,27.0,2020-04-01 04:28:00
13.35,173.52,3,12.46,0.0,27.0,2020-04-01 04:29:00
13.35,178.96,4,13.07,0.0,24.0,2020-04-01 04:30:00
13.35,2.02,4,12.17,0.0,22.78,2020-04-01 04:31:00
13.35,7.82,4,12.9,0.0,26.85,2020-04-01 04:32:00
13.35,0.02,4,12.99,0.0,24.0,2020-04-01 04:33:00
13.35,6.08,5,12.97,0.0,26.85,2020-04-01 04:34:00
13.35,2.78,4,12.89,0.0,26.85,2020-04-01 04:35:00
13.35,7.1,4,13.08,0.0,28.99,2020-04-01 04:36:00
13.35,174.94,4,12.93,0.0,25.8,2020-04-01 04:37:00
13.35,7.2,5,12.82,0.0,26.85,2020-04-01 04:38:00
13.35,7.46,4,12.64,0.0,25.0,2020-04-01 04:39:00
13.35,5.3,4,12.8,0.0,26.85,2020-04-01 04:40:00
13.35,10.22,5,12.74,0.0,25.0,2020-04-01 04:41:00
13.35,4.06,5,13.56,0.0,24.74,2020-04-01 04:42:00
13.35,7.26,4,13.26,0.0,24.65,2020-04-01 04:43:00
13.35,4.32,4,13.53,0.0,24.74,2020-04-01 04:44:00
13.35,6.94,4,13.38,0.0,24.65,2020-04-01 04:45:00
13.35,8.14,5,13.31,0.0,24.65,2020-04-01 04:46:00
13.35,179.14,4,13.03,0.0,28.99,2020-04-01 04:47:00
13.35,4.64,4,12.94,0.0,26.85,2020-04-01 04:48:00
13.35,175.64,5,13.06,0.0,30.77,2020-04-01 04:49:00
13.35,4.44,5,12.97,0.0,26.85,2020-04-01 04:50:00
13.35,7.2,4,13.64,0.0,24.74,2020-04-01 04:51:00
13.35,6.64,5,13.36,0.0,29.37,2020-04-01 04:52:00
13.35,2.24,5,12.76,0.0,26.85,2020-04-01 04:53:00
13.35,177.18,5,13.23,0.0,24.0,2020-04-01 04:54:00
13.35,11.0,5,12.97,0.0,26.85,2020-04-01 04:55:00
13.35,5.84,5,12.75,0.0,28.57,2020-04-01 04:56:00
13.35,5.28,4,12.17,0.0,22.78,2020-04-01 04:57:00
13.35,8.44,5,12.55,0.0,28.57,2020-04-01 04:58:00
13.35,178.66,6,14.1,0.0,43.0,2020-04-01 04:59:00
13.35,171.8,5,14.79,0.0,54.74,2020-04-01 05:00:00
13.35,174.88,6,15.28,0.0,53.15,2020-04-01 05:01:00
13.35,153.88,6,14.87,0.0,54.74,2020-04-01 05:02:00
13.35,159.22,5,15.62,0.0,57.16,2020-04-01 05:03:00
13.35,153.42,5,14.62,0.0,53.8,2020-04-01 05:04:00
13.35,160.26,6,14.73,0.0,53.8,2020-04-01 05:05:00
13.35,149.14,6,14.95,0.0,54.74,2020-04-01 05:06:00
13.35,151.34,6,15.19,0.0,53.73,2020-04-01 05:07:00
13.35,133.86,6,15.58,0.0,58.46,2020-04-01 05:08:00
13.35,140.96,6,15.12,0.0,54.3,2020-04-01 05:09:00
13.35,137.64,6,15.43,0.0,53.15,2020-04-01 05:10:00
13.35,132.96,6,16.44,0.0,62.05,2020-04-01 05:11:00
13.35,140.06,5,15.18,0.0,53.73,2020-04-01 05:12:00
13.35,136.28,5,15.47,0.0,48.0,2020-04-01 05:13:00
13.35,134.08,5,15.3,0.0,53.15,2020-04-01 05:14:00
13.35,131.9,5,14.82,0.0,54.74,2020-04-01 05:15:00
13.35,133.9,5,15.08,0.0,53.73,2020-04-01 05:16:00
13.35,136.32,6,15.63,0.0,58.46,2020-04-01 05:17:00
13.35,144.3,6,15.32,0.0,53.15,2020-04-01 05:18:00
13.35,141.28,6,15.74,0.0,57.16,2020-04-01 05:19:00
13.35,149.28,6,14.83,0.0,54.74,2020-04-01 05:20:00
13.35,139.98,6,15.19,0.0,53.73,2020-04-01 05:21:00
13.35,141.02,6,15.44,0.0,53.15,2020-04-01 05:22:00
13.35,140.36,6,15.24,0.0,53.73,2020-04-01 05:23:00
13.35,145.36,6,15.29,0.0,53.15,2020-04-01 05:24:00
13.35,145.04,6,14.94,0.0,54.74,2020-04-01 05:25:00
13.35,143.62,6,15.56,0.0,57.16,2020-04-01 05:26:00
13.35,139.34,6,15.75,0.0,58.46,2020-04-01 05:27:00
13.35,144.14,6,15.69,0.0,48.0,2020-04-01 05:28:00
13.35,138.78,6,16.72,0.0,61.99,2020-04-01 05:29:00
13.35,126.34,6,16.5,0.0,62.05,2020-04-01 05:30:00
13.35,109.66,6,16.11,0.0,63.01,2020-04-01 05:31:00
13.35,111.3,6,16.33,0.0,62.05,2020-04-01 05:32:00
13.35,109.96,4,15.62,0.0,48.49,2020-04-01 05:33:00
13.35,113.72,5,14.84,0.0,44.14,2020-04-01 05:34:00
13.35,105.58,5,14.92,0.0,54.74,2020-04-01 05:35:00
13.35,108.48,5,13.41,0.0,29.37,2020-04-01 05:36:00
13.35,104.82,5,12.81,0.0,26.85,2020-04-01 05:37:00
13.35,114.1,5,13.44,0.0,29.37,2020-04-01 05:38:00
13.35,86.2,5,13.01,0.0,30.77,2020-04-01 05:39:00
13.35,91.08,4,12.44,0.0,23.1,2020-04-01 05:40:00
13.35,112.9,4,12.42,0.0,22.21,2020-04-01 05:42:00
13.35,105.96,5,13.34,0.0,24.65,2020-04-01 05:43:00
13.35,70.14,5,14.02,0.0,39.0,2020-04-01 05:44:00
13.35,85.76,5,14.43,0.0,52.4,2020-04-01 05:45:00
13.35,94.54,4,14.03,0.0,38.0,2020-04-01 05:46:00
13.35,80.42,5,14.56,0.0,53.8,2020-04-01 05:47:00
13.35,89.48,5,15.49,0.0,53.15,2020-04-01 05:48:00
13.35,90.82,5,15.11,0.0,47.44,2020-04-01 05:49:00
13.35,90.72,5,15.22,0.0,47.44,2020-04-01 05:50:00
13.35,84.62,5,15.27,0.0,50.56,2020-04-01 05:51:00
13.35,85.52,5,15.43,0.0,53.15,2020-04-01 05:52:00
13.35,92.14,5,16.12,0.0,59.57,2020-04-01 05:53:00
13.35,101.86,5,15.99,0.0,63.9,2020-04-01 05:54:00
13.35,89.2,5,15.42,0.0,53.15,2020-04-01 05:55:00
