11.85,142.3,7,13.181,1.14,48.0,2020-04-01 04:05:00
11.85,144.06,7,13.179,1.14,48.0,2020-04-01 04:06:00
11.85,140.62,7,13.43,1.14,47.0,2020-04-01 04:08:00
11.85,140.46,7,13.618,1.14,48.0,2020-04-01 04:11:00
11.85,140.52,6,13.913,1.14,48.0,2020-04-01 04:12:00
11.85,136.24,7,13.909,1.14,45.0,2020-04-01 04:13:00
11.85,144.36,7,13.805,1.14,45.0,2020-04-01 04:14:00
11.85,128.64,7,13.802999999999999,1.14,49.0,2020-04-01 04:15:00
11.85,120.62,7,13.899000000000001,1.14,51.0,2020-04-01 04:16:00
11.85,116.78,6,13.943,1.14,48.0,2020-04-01 04:17:00
11.85,113.5,7,14.025,1.14,48.0,2020-04-01 04:18:00
11.85,115.52,6,14.107000000000001,1.14,47.0,2020-04-01 04:19:00
11.85,111.8,6,14.19,1.14,48.0,2020-04-01 04:20:00
11.85,117.5,6,14.071,1.14,46.0,2020-04-01 04:21:00
11.85,115.72,6,14.050999999999998,1.14,47.0,2020-04-01 04:22:00
11.85,120.76,6,14.130999999999998,1.14,47.0,2020-04-01 04:23:00
11.85,116.0,7,14.212,1.14,48.0,2020-04-01 04:24:00
11.85,114.58,7,14.294,1.14,48.0,2020-04-01 04:25:00
11.85,112.42,6,14.376,1.14,47.0,2020-04-01 04:26:00
11.85,115.24,6,14.357000000000001,1.14,48.0,2020-04-01 04:27:00
11.85,111.74,7,14.437000000000001,1.14,47.0,2020-04-01 04:28:00
11.85,116.18,6,14.419,1.14,48.0,2020-04-01 04:29:00
11.85,114.44,6,14.452,1.14,46.0,2020-04-01 04:30:00
11.85,128.62,7,14.433,1.11,45.0,2020-04-01 04:31:00
11.85,134.62,7,14.217,1.11,41.0,2020-04-01 04:32:00
11.85,144.28,6,14.203,1.11,43.0,2020-04-01 04:33:00
11.85,142.3,7,14.087,1.11,44.0,2020-04-01 04:34:00
11.85,144.68,6,14.17,1.11,48.0,2020-04-01 04:35:00
11.85,138.16,6,14.253,1.11,48.0,2020-04-01 04:36:00
11.85,140.1,6,14.437999999999999,1.11,49.0,2020-04-01 04:37:00
11.85,138.36,6,14.322000000000001,1.11,47.0,2020-04-01 04:38:00
11.85,145.46,6,14.308,1.11,47.0,2020-04-01 04:39:00
11.85,144.74,6,14.390999999999998,1.11,47.0,2020-04-01 04:40:00
11.85,145.12,6,14.475999999999999,1.11,50.0,2020-04-01 04:41:00
11.85,141.38,6,14.444,1.11,48.0,2020-04-01 04:43:00
